股票代码,股票名称,2015Q1,2015Q2,2015Q3,2015Q4,2016Q1,2016Q2,2106Q3
000560,昆百大A,-13670164.98,-26506828.91,-23245760.7,2589877.58,10286507.26,30083649.01,33154830.96
002458,益生股份,-22327111.63,-129892475.06,-94701335.78,-81813358.93,78379333.35,96061782.91,154271445.61
