股票代码,股票简称,报告期,上下游关系比率,现金比率,核心利润率%,核心利润含金量
002378,章源钨业,2016-09-30,0.88,0.02,-7.80,-0.47
002379,*ST鲁丰,2016-09-30,0.22,0.00,-2.70,20.88
002380,科远股份,2016-09-30,0.49,0.11,14.01,0.15
002381,双箭股份,2016-09-30,0.48,0.08,7.58,-0.15
002382,蓝帆医疗,2016-09-30,0.64,0.05,16.63,1.20
002383,合众思壮,2016-09-30,0.48,0.00,0.62,-32.06
002384,东山精密,2016-09-30,1.02,0.16,2.48,-1.01
002385,大北农,2016-09-30,0.80,0.05,5.65,-0.11
002386,天原集团,2016-09-30,1.21,0.36,-0.37,-2.94
002387,黑牛食品,2016-09-30,0.02,0.08,-29.90,-2.83
002388,新亚制程,2016-09-30,0.23,0.02,2.75,-10.28
002389,南洋科技,2016-09-30,0.49,0.01,14.02,0.30
002390,信邦制药,2016-09-30,0.50,0.08,5.96,-1.23
002391,长青股份,2016-09-30,0.52,0.03,12.02,1.13
002392,北京利尔,2016-09-30,0.56,0.02,11.30,-0.54
002393,力生制药,2016-09-30,0.26,0.11,14.32,1.21
002394,联发股份,2016-09-30,0.86,0.08,9.57,1.07
002395,双象股份,2016-09-30,0.94,0.07,6.84,0.87
002396,星网锐捷,2016-09-30,1.08,0.12,5.86,-0.39
002397,梦洁股份,2016-09-30,0.88,0.02,8.01,-2.34
002398,建研集团,2016-09-30,0.33,0.01,14.75,1.49
002399,海普瑞,2016-09-30,0.23,0.16,15.22,1.15
002400,省广股份,2016-09-30,0.42,0.00,7.85,0.11
002401,中海科技,2016-09-30,1.87,0.12,12.45,2.99
002402,和而泰,2016-09-30,0.90,0.06,10.24,0.60
002403,爱仕达,2016-09-30,0.74,0.06,6.07,1.87
002404,嘉欣丝绸,2016-09-30,0.58,0.02,6.15,0.86
002405,四维图新,2016-09-30,0.35,0.08,4.13,3.88
002406,远东传动,2016-09-30,0.35,0.11,10.81,0.89
002407,多氟多,2016-09-30,0.56,0.03,23.95,-0.02
002408,齐翔腾达,2016-09-30,0.90,0.03,8.24,1.03
002409,雅克科技,2016-09-30,0.60,0.01,5.06,1.64
002410,广联达,2016-09-30,0.18,0.06,13.41,0.58
002411,必康股份,2016-09-30,0.64,0.00,29.50,1.31
002412,汉森制药,2016-09-30,0.13,0.04,12.99,1.38
002413,雷科防务,2016-09-30,0.28,0.01,29.49,-2.13
002414,高德红外,2016-09-30,0.27,0.05,12.05,-3.48
002415,海康威视,2016-09-30,0.57,0.07,21.86,0.42
002416,爱施德,2016-09-30,1.22,0.30,0.65,3.47
002417,三元达,2016-09-30,0.54,0.03,-30.49,0.04
002418,康盛股份,2016-09-30,0.43,0.01,10.23,-9.04
002419,天虹商场,2016-09-30,26.78,0.27,3.48,0.80
002420,毅昌股份,2016-09-30,1.16,0.08,-1.22,-7.39
002421,达实智能,2016-09-30,0.57,0.10,13.38,-0.75
002422,科伦药业,2016-09-30,0.35,0.08,9.94,2.40
002423,*ST中特,2016-09-30,1.48,0.03,-14.98,0.29
002424,贵州百灵,2016-09-30,0.13,0.03,25.98,0.00
002425,凯撒文化,2016-09-30,0.13,0.01,29.50,2.06
002426,胜利精密,2016-09-30,0.71,0.00,6.44,-0.73
002427,尤夫股份,2016-09-30,0.99,0.04,8.14,2.15
002428,云南锗业,2016-09-30,0.47,0.02,-24.46,-2.74
002429,兆驰股份,2016-09-30,0.70,0.04,3.97,1.23
002430,杭氧股份,2016-09-30,0.74,0.07,-0.27,-5.26
002431,棕榈股份,2016-09-30,1.19,0.12,3.21,-3.30
002432,九安医疗,2016-09-30,0.23,0.12,-27.54,1.50
002433,太安堂,2016-09-30,0.52,0.03,8.20,-2.08
002434,万里扬,2016-09-30,0.78,0.02,10.37,0.24
002435,长江润发,2016-09-30,0.57,0.05,2.99,8.36
002436,兴森科技,2016-09-30,0.51,0.08,6.54,0.27
002437,誉衡药业,2016-09-30,0.71,0.05,29.49,0.93
002438,江苏神通,2016-09-30,0.50,0.02,8.67,0.06
002439,启明星辰,2016-09-30,0.53,0.02,-3.06,7.63
002440,闰土股份,2016-09-30,0.53,0.05,17.41,1.90
002441,众业达,2016-09-30,0.52,0.11,3.27,1.16
002442,龙星化工,2016-09-30,0.55,0.04,1.66,14.27
002443,金洲管道,2016-09-30,0.27,0.00,3.72,0.25
002444,巨星科技,2016-09-30,0.64,0.18,21.96,0.55
002445,中南文化,2016-09-30,0.39,0.04,16.90,-1.06
002446,盛路通信,2016-09-30,0.51,0.03,19.65,0.00
002447,壹桥股份,2016-09-30,0.22,0.01,20.22,0.57
002448,中原内配,2016-09-30,0.50,0.05,18.02,0.82
002449,国星光电,2016-09-30,1.11,0.11,7.70,2.51
002450,康得新,2016-09-30,0.28,0.23,23.64,0.20
002451,摩恩电气,2016-09-30,0.39,0.01,2.49,0.97
002452,长高集团,2016-09-30,1.32,0.07,10.66,-1.45
002453,天马精化,2016-09-30,0.66,0.05,1.19,9.63
002454,松芝股份,2016-09-30,0.59,0.05,8.16,0.67
002455,百川股份,2016-09-30,1.18,0.03,2.85,4.36
002456,欧菲光,2016-09-30,1.12,0.03,3.53,0.36
002457,青龙管业,2016-09-30,1.07,0.09,3.69,14.91
002458,益生股份,2016-09-30,1.43,0.02,40.02,0.85
002459,天业通联,2016-09-30,0.33,0.03,-4.44,-0.56
002460,赣锋锂业,2016-09-30,0.92,0.01,29.72,0.91
002461,珠江啤酒,2016-09-30,4.15,0.03,3.34,5.53
002462,嘉事堂,2016-09-30,0.58,0.08,5.24,-0.10
002463,沪电股份,2016-09-30,0.93,0.04,4.10,1.71
002464,金利科技,2016-09-30,0.66,0.00,34.48,1.29
002465,海格通信,2016-09-30,0.57,0.02,11.22,-3.34
002466,天齐锂业,2016-09-30,0.27,0.03,64.53,0.70
002467,二六三,2016-09-30,2.69,0.02,4.79,2.28
002468,申通快递,2016-09-30,0.59,0.03,0.47,13.48
002469,三维工程,2016-09-30,0.44,0.07,18.43,1.56
002470,金正大,2016-09-30,1.06,0.14,7.44,1.42
002471,中超控股,2016-09-30,0.79,0.15,3.05,3.80
002472,双环传动,2016-09-30,0.49,0.04,11.75,1.00
002473,圣莱达,2016-09-30,0.35,0.03,-28.72,1.21
002474,榕基软件,2016-09-30,1.98,0.05,0.27,-55.81
002475,立讯精密,2016-09-30,0.78,0.14,8.84,0.34
002476,宝莫股份,2016-09-30,0.36,0.03,0.74,12.90
002477,雏鹰农牧,2016-09-30,0.71,0.26,11.93,1.03
002478,常宝股份,2016-09-30,0.85,0.10,1.75,-0.23
002479,富春环保,2016-12-31,1.15,0.07,12.13,1.72
002480,新筑股份,2016-09-30,1.08,0.11,-12.69,-1.49
002481,双塔食品,2016-09-30,0.65,0.07,5.41,2.09
002482,广田集团,2016-09-30,0.47,0.06,7.84,-0.70
002483,润邦股份,2016-09-30,2.95,0.11,4.44,1.86
002484,江海股份,2016-09-30,0.54,0.17,11.51,1.16
002485,希努尔,2016-09-30,0.54,0.01,-10.39,-0.53
002486,嘉麟杰,2016-09-30,0.63,0.00,-15.76,0.10
002487,大金重工,2016-09-30,0.76,0.06,10.69,-0.01
002488,金固股份,2016-09-30,1.51,0.10,-3.30,1.73
002489,浙江永强,2016-09-30,2.12,0.07,9.21,2.22
002490,山东墨龙,2016-09-30,2.95,0.09,-1.10,20.63
002491,通鼎互联,2016-09-30,0.49,0.04,15.43,0.57
002492,恒基达鑫,2016-09-30,0.70,0.00,33.95,1.33
002493,荣盛石化,2016-09-30,1.30,0.15,4.42,1.72
002494,华斯股份,2016-09-30,0.38,0.07,2.45,-1.75
002495,佳隆股份,2016-09-30,0.67,0.04,14.45,0.88
002496,辉丰股份,2016-09-30,0.65,0.13,3.06,-4.57
002497,雅化集团,2016-09-30,0.42,0.01,16.43,0.19
002498,汉缆股份,2016-09-30,0.46,0.08,9.65,0.53
002499,科林环保,2016-09-30,0.73,0.02,1.71,11.09
002500,山西证券,2016-09-30,0.00,0.50,-26.08,6.75
002501,利源精制,2016-09-30,15.16,0.14,25.75,2.40
002502,骅威文化,2016-09-30,0.88,0.07,32.41,1.62
002503,搜于特,2016-09-30,0.48,0.02,10.54,-1.02
002504,弘高创意,2016-09-30,0.82,0.21,15.76,-0.29
002505,大康农业,2016-09-30,1.26,0.14,-9.13,0.43
002506,协鑫集成,2016-09-30,0.62,0.14,4.25,-5.97
002507,涪陵榨菜,2016-09-30,3.43,0.05,23.43,1.26
002508,老板电器,2016-09-30,1.62,0.10,20.02,1.48
002509,天广中茂,2016-09-30,1.00,0.00,19.34,-0.29
002510,天汽模,2016-09-30,1.36,0.11,6.95,0.01
002511,中顺洁柔,2016-09-30,0.57,0.08,8.78,2.34
002512,达华智能,2016-09-30,0.79,0.06,2.56,1.22
002513,*ST蓝丰,2016-09-30,1.97,0.00,9.17,2.89
002514,宝馨科技,2016-09-30,0.49,0.02,18.44,0.10
002515,金字火腿,2016-09-30,0.70,0.01,6.99,9.37
002516,旷达科技,2016-09-30,0.71,0.04,19.12,0.51
002517,恺英网络,2016-09-30,0.81,1.88,17.91,1.03
002518,科士达,2016-09-30,0.60,0.03,18.80,-0.50
002519,银河电子,2016-09-30,0.42,0.11,18.26,0.13
002520,日发精机,2016-09-30,0.78,0.05,9.27,-1.04
002521,齐峰新材,2016-09-30,0.20,0.03,6.22,2.53
002522,浙江众成,2016-09-30,1.47,0.01,19.14,1.57
002523,天桥起重,2016-09-30,0.65,0.02,12.35,-0.25
002524,光正集团,2016-09-30,0.99,0.02,-11.34,-1.86
002525,胜景山河,2010-09-30,2.76,0.00,26.44,-1.06
002526,山东矿机,2016-09-30,0.38,0.00,-9.13,-1.97
002527,新时达,2016-09-30,0.74,0.06,8.57,0.27
002528,英飞拓,2016-09-30,0.37,0.04,-2.38,2.66
002529,海源机械,2016-09-30,0.31,0.08,-0.33,142.33
002530,丰东股份,2016-09-30,0.84,0.03,2.51,3.07
002531,天顺风能,2016-09-30,1.07,0.02,22.77,1.09
002532,新界泵业,2016-09-30,1.49,0.04,11.40,0.77
002533,金杯电工,2016-09-30,0.78,0.11,6.90,1.19
002534,杭锅股份,2016-09-30,1.56,0.06,8.89,2.50
002535,林州重机,2016-09-30,1.25,0.12,-2.89,14.54
002536,西泵股份,2016-09-30,0.68,0.05,4.73,1.57
002537,海立美达,2016-09-30,0.80,0.04,7.40,1.92
002538,司尔特,2016-09-30,0.37,0.06,8.64,1.71
002539,云图控股,2016-09-30,1.05,0.07,3.85,1.21
002540,亚太科技,2016-09-30,0.21,0.03,12.82,0.08
002541,鸿路钢构,2016-09-30,1.52,0.22,6.07,0.67
002542,中化岩土,2016-09-30,0.66,0.01,9.89,-1.43
002543,万和电气,2016-09-30,2.92,0.14,9.45,2.47
002544,杰赛科技,2016-09-30,0.68,0.03,2.37,-11.88
002545,东方铁塔,2016-09-30,1.07,0.05,6.49,3.72
002546,新联电子,2016-09-30,0.40,0.14,14.42,-0.65
002547,春兴精工,2016-09-30,1.57,0.00,8.27,1.31
002548,金新农,2016-09-30,0.51,0.07,4.75,-0.90
002549,凯美特气,2016-09-30,1.51,0.02,1.21,23.32
002550,千红制药,2016-09-30,0.40,0.01,39.88,0.89
002551,尚荣医疗,2016-09-30,0.62,0.06,13.40,0.51
002552,宝鼎科技,2016-09-30,0.29,0.01,-30.92,-1.35
002553,南方轴承,2016-09-30,0.49,0.01,22.60,1.00
002554,惠博普,2016-09-30,0.29,0.07,14.39,-2.44
002555,三七互娱,2016-09-30,0.66,0.01,21.71,0.82
002556,辉隆股份,2016-09-30,1.09,0.11,0.16,-1.78
002557,洽洽食品,2016-09-30,1.67,0.06,12.51,2.86
002558,世纪游轮,2016-09-30,0.19,0.06,45.05,0.80
002559,亚威股份,2016-09-30,1.17,0.10,7.55,0.86
002560,通达股份,2016-09-30,0.34,0.05,5.46,-4.29
002561,徐家汇,2016-09-30,10.05,0.11,13.93,1.01
002562,兄弟科技,2016-09-30,2.05,0.01,17.06,1.42
002563,森马服饰,2016-09-30,0.70,0.08,20.27,-0.17
002564,天沃科技,2016-09-30,0.39,0.05,-10.97,-1.03
002565,顺灏股份,2016-09-30,0.95,0.06,6.09,-0.24
002566,益盛药业,2016-09-30,0.14,0.03,3.95,1.76
002567,唐人神,2016-09-30,1.88,0.08,2.72,1.08
002568,百润股份,2016-09-30,2.34,0.03,-27.76,1.03
002569,步森股份,2016-09-30,0.60,0.02,-4.28,4.15
002570,贝因美,2016-09-30,0.29,0.06,-31.46,1.06
002571,德力股份,2016-09-30,0.90,0.04,-6.01,-1.30
002572,索菲亚,2016-09-30,3.60,0.06,17.98,1.19
002573,清新环境,2016-09-30,1.22,0.02,28.20,0.09
002574,明牌珠宝,2016-09-30,0.12,0.05,1.00,9.67
002575,群兴玩具,2016-09-30,0.09,0.00,2.32,5.95
002576,通达动力,2016-09-30,0.25,0.00,-0.56,-4.69
002577,雷柏科技,2016-09-30,0.65,0.02,-0.43,18.14
002578,闽发铝业,2016-09-30,1.02,0.00,1.59,2.07
002579,中京电子,2016-09-30,1.70,0.02,1.55,-2.59
002580,圣阳股份,2016-09-30,0.39,0.06,5.48,-2.30
002581,未名医药,2016-09-30,0.05,0.13,34.26,0.56
002582,好想你,2016-09-30,0.45,0.09,-5.84,0.37
002583,海能达,2016-09-30,0.41,0.01,4.49,-6.23
002584,西陇科学,2016-09-30,0.55,0.06,5.80,-0.38
002585,双星新材,2016-09-30,0.39,0.04,6.76,0.84
002586,围海股份,2016-09-30,0.85,0.10,3.22,-3.33
002587,奥拓电子,2016-09-30,0.44,0.03,20.92,-0.41
002588,史丹利,2016-09-30,2.17,0.05,10.81,1.81
002589,瑞康医药,2016-09-30,0.53,0.11,5.45,-2.66
002590,万安科技,2016-09-30,1.02,0.09,7.25,0.79
002591,恒大高新,2016-09-30,0.13,0.01,-18.25,-0.56
002592,八菱科技,2016-09-30,1.66,0.09,9.01,2.10
002593,日上集团,2016-09-30,1.21,0.08,5.39,3.68
002594,比亚迪,2016-09-30,0.83,0.05,7.03,-0.55
002595,豪迈科技,2016-09-30,0.21,0.01,33.69,0.89
002596,海南瑞泽,2016-09-30,0.18,0.03,2.49,-1.61
002597,金禾实业,2016-09-30,1.07,0.07,12.73,1.98
002598,山东章鼓,2016-09-30,0.74,0.01,11.70,0.31
002599,盛通股份,2016-09-30,1.40,0.02,2.86,4.54
002600,江粉磁材,2016-09-30,1.30,0.00,2.99,1.33
002601,佰利联,2016-09-30,0.68,0.26,6.40,-3.21
002602,世纪华通,2016-09-30,0.59,0.01,18.13,0.81
002603,以岭药业,2016-09-30,0.43,0.02,17.80,0.45
002604,龙力生物,2016-09-30,0.76,0.14,14.56,1.34
002605,姚记扑克,2016-09-30,2.87,0.04,20.39,0.96
002606,大连电瓷,2016-09-30,0.45,0.00,15.33,0.96
002607,亚夏汽车,2016-09-30,2.01,0.13,1.12,-5.00
002608,*ST舜船,2016-09-30,1241805926.64,0.01,-964.43,0.50
002609,捷顺科技,2016-09-30,0.93,0.05,25.52,0.20
002610,爱康科技,2016-09-30,0.69,0.19,2.66,-3.29
002611,东方精工,2016-09-30,1.01,0.06,9.52,0.67
002612,朗姿股份,2016-09-30,0.59,0.05,0.21,61.18
002613,北玻股份,2016-09-30,0.70,0.05,1.19,4.85
002614,蒙发利,2016-09-30,1.13,0.04,6.48,-0.82
002615,哈尔斯,2016-09-30,1.33,0.02,12.39,0.43
002616,长青集团,2016-09-30,0.53,0.02,9.70,0.67
002617,露笑科技,2016-09-30,0.29,0.05,4.24,-0.84
002618,丹邦科技,2016-09-30,0.10,0.02,9.44,-0.93
002619,巨龙管业,2016-09-30,0.19,0.02,39.97,0.84
002620,瑞和股份,2016-09-30,0.55,0.10,7.67,-0.17
002621,三垒股份,2016-09-30,0.63,0.06,18.91,1.11
002622,融钰集团,2016-09-30,0.58,0.03,-20.41,-0.07
002623,亚玛顿,2016-09-30,0.66,0.16,4.06,-4.90
002624,完美世界,2016-09-30,0.35,0.03,15.02,0.84
002625,龙生股份,2016-09-30,0.62,0.00,11.76,2.01
002626,金达威,2016-09-30,0.42,0.15,20.98,0.90
002627,宜昌交运,2016-09-30,1.61,0.15,3.80,1.63
002628,成都路桥,2016-09-30,2.36,0.13,-3.62,-9.61
002629,仁智股份,2016-09-30,0.13,0.01,-38.66,0.51
002630,华西能源,2016-09-30,1.56,0.09,9.24,0.32
002631,德尔未来,2016-09-30,2.71,0.01,17.82,0.70
002632,道明光学,2016-09-30,0.88,0.06,10.30,1.80
002633,申科股份,2016-09-30,0.64,0.03,-19.35,-2.81
002634,棒杰股份,2016-09-30,1.52,0.05,12.67,3.29
002635,安洁科技,2016-09-30,0.46,0.04,22.71,1.35
002636,金安国纪,2016-09-30,1.00,0.02,8.88,1.59
002637,赞宇科技,2016-09-30,1.54,0.09,3.44,-1.29
002638,勤上股份,2016-09-30,0.55,0.00,10.71,1.54
002639,雪人股份,2016-09-30,0.37,0.03,2.62,-7.40
002640,跨境通,2016-09-30,0.56,0.08,6.99,-2.28
002641,永高股份,2016-09-30,1.12,0.06,9.68,1.04
002642,荣之联,2016-09-30,0.41,0.03,8.30,-3.38
002643,万润股份,2016-09-30,0.90,0.07,20.58,0.53
002644,佛慈制药,2016-09-30,1.33,0.07,20.68,1.25
002645,华宏科技,2016-09-30,0.72,0.03,7.28,0.26
002646,青青稞酒,2016-09-30,6.10,0.03,24.83,0.83
002647,宏磊股份,2016-09-30,15152794.54,0.07,-2.93,-9.37
002648,卫星石化,2016-09-30,1.10,0.05,2.86,2.44
002649,博彦科技,2016-09-30,0.08,0.13,10.37,0.34
002650,加加食品,2016-09-30,2.62,0.04,11.43,1.60
002651,利君股份,2016-09-30,0.88,0.06,24.81,0.25
002652,扬子新材,2016-09-30,1.52,0.00,10.78,1.49
002653,海思科,2016-09-30,0.55,0.05,23.85,0.76
002654,万润科技,2016-09-30,0.75,0.04,13.78,0.27
002655,共达电声,2016-09-30,0.99,0.03,7.45,-0.01
002656,摩登大道,2016-09-30,0.63,0.11,-13.81,1.09
002657,中科金财,2016-09-30,2.82,0.06,11.52,-0.30
002658,雪迪龙,2016-09-30,0.28,0.03,16.60,0.60
002659,中泰桥梁,2016-09-30,1.94,0.14,-24.01,2.62
002660,茂硕电源,2016-09-30,0.88,0.07,4.70,-0.47
002661,克明面业,2016-09-30,0.60,0.04,7.05,0.41
002662,京威股份,2016-09-30,0.41,0.04,14.20,0.75
002663,普邦股份,2016-09-30,0.83,0.10,6.93,-2.10
002664,信质电机,2016-09-30,0.72,0.00,17.76,0.72
002665,首航节能,2016-09-30,0.58,0.02,7.71,3.24
002666,德联集团,2016-09-30,0.53,0.07,8.03,0.67
002667,鞍重股份,2016-09-30,0.41,0.07,-12.94,-3.89
002668,奥马电器,2016-09-30,1.54,0.11,11.97,1.17
002669,康达新材,2016-09-30,0.16,0.02,18.47,0.82
002670,国盛金控,2016-09-30,0.44,0.00,-18.54,13.52
002671,龙泉股份,2016-09-30,0.61,0.05,6.49,5.37
002672,东江环保,2016-09-30,0.97,0.05,14.87,0.55
002673,西部证券,2016-09-30,0.00,0.25,-5.81,51.19
002674,兴业科技,2016-09-30,0.83,0.15,1.81,3.44
002675,东诚药业,2016-09-30,0.22,0.00,19.29,0.79
002676,顺威股份,2016-09-30,0.68,0.02,2.87,2.38
002677,浙江美大,2016-09-30,6.97,0.04,31.56,1.06
002678,珠江钢琴,2016-09-30,0.46,0.03,11.53,-0.42
002679,福建金森,2016-09-30,0.17,0.02,-39.22,0.82
002680,长生生物,2016-09-30,0.18,0.13,47.40,0.11
002681,奋达科技,2016-09-30,0.82,0.00,19.41,1.05
002682,龙洲股份,2016-09-30,0.54,0.10,0.86,-9.67
002683,宏大爆破,2016-09-30,0.50,0.05,4.08,-3.67
002684,猛狮科技,2016-09-30,0.51,0.03,-3.40,-0.36
002685,华东重机,2016-09-30,0.84,0.00,1.65,2.84
002686,亿利达,2016-09-30,0.51,0.03,16.94,1.14
002687,乔治白,2016-09-30,0.49,0.02,15.12,-0.92
002688,金河生物,2016-09-30,0.48,0.06,15.04,0.66
002689,远大智能,2016-09-30,1.18,0.06,5.39,0.07
002690,美亚光电,2016-09-30,0.53,0.02,30.49,0.84
002691,冀凯股份,2016-09-30,0.11,0.00,10.27,-4.33
002692,睿康股份,2016-09-30,0.16,0.04,7.00,-0.71
002693,双成药业,2016-09-30,0.46,0.00,-49.55,-0.41
002694,顾地科技,2016-09-30,0.44,0.01,1.07,-5.17
002695,煌上煌,2016-09-30,0.46,0.04,11.34,1.68
002696,百洋股份,2016-09-30,0.58,0.00,2.73,3.25
002697,红旗连锁,2016-09-30,3.74,0.05,2.91,0.32
002698,博实股份,2016-09-30,0.49,0.00,17.45,0.62
002699,美盛文化,2016-09-30,0.58,0.13,20.39,-0.27
002700,新疆浩源,2016-09-30,2.64,0.08,27.76,0.71
002701,奥瑞金,2016-09-30,0.42,0.09,22.59,0.80
002702,海欣食品,2016-09-30,1.73,0.01,1.29,10.50
002703,浙江世宝,2016-09-30,0.72,0.01,6.85,1.02
002705,新宝股份,2016-09-30,2.10,0.11,8.00,1.61
002706,良信电器,2016-09-30,0.65,0.02,15.77,0.98
002707,众信旅游,2016-09-30,0.82,0.07,3.67,-0.44
002708,光洋股份,2016-09-30,0.38,0.03,6.64,1.36
002709,天赐材料,2016-09-30,0.52,0.01,26.62,0.25
002710,慈铭体检,2013-09-30,0.93,0.00,9.54,0.68
002711,欧浦智网,2016-09-30,0.98,0.03,11.92,-0.26
002712,思美传媒,2016-09-30,0.61,0.06,4.84,0.78
002713,东易日盛,2016-09-30,4.36,0.04,2.56,8.48
002714,牧原股份,2016-09-30,32.66,0.04,43.51,0.75
002715,登云股份,2016-09-30,0.27,0.02,-2.11,-8.81
002716,金贵银业,2016-09-30,2.71,0.13,2.26,0.10
002717,岭南园林,2016-09-30,2.63,0.00,12.35,0.14
002718,友邦吊顶,2016-09-30,0.47,0.07,30.38,0.72
002719,麦趣尔,2016-09-30,0.96,0.07,8.13,-0.45
002720,宏良股份,2013-06-30,0.87,0.00,16.59,-1.20
002721,金一文化,2016-09-30,0.20,0.13,3.18,-0.83
002722,金轮股份,2016-09-30,0.18,0.02,10.62,-0.40
002723,金莱特,2016-09-30,1.34,0.01,2.12,4.08
002724,海洋王,2016-09-30,0.27,0.00,2.82,-3.24
002725,跃岭股份,2016-09-30,0.66,0.05,10.23,0.44
002726,龙大肉食,2016-09-30,0.74,0.06,5.25,1.07
002727,一心堂,2016-09-30,1.50,0.10,7.30,0.15
002728,特一药业,2016-09-30,0.66,0.03,17.11,1.26
002729,好利来,2016-09-30,0.27,0.01,13.10,1.49
002730,电光科技,2016-09-30,0.22,0.02,10.68,1.91
002731,萃华珠宝,2016-09-30,0.58,0.04,6.15,2.55
002732,燕塘乳业,2016-09-30,1.47,0.02,14.04,0.93
002733,雄韬股份,2016-09-30,0.49,0.15,4.48,0.20
002734,利民股份,2016-09-30,1.22,0.05,7.76,2.28
002735,王子新材,2016-09-30,0.44,0.00,8.93,0.85
002736,国信证券,2016-09-30,0.00,0.44,3.51,-45.48
002737,葵花药业,2016-09-30,0.76,0.05,7.22,-0.76
002738,中矿资源,2016-09-30,0.07,0.02,21.40,-0.67
002739,万达院线,2016-09-30,1.77,0.02,16.15,1.11
002740,爱迪尔,2016-09-30,0.26,0.00,7.11,-4.10
002741,光华科技,2016-09-30,0.30,0.02,7.40,0.80
002742,三圣股份,2016-12-31,0.52,0.05,10.72,0.77
002743,富煌钢构,2016-09-30,1.69,0.30,3.63,-5.23
002745,木林森,2016-09-30,3.01,0.00,10.75,0.67
002746,仙坛股份,2016-09-30,1.61,0.12,11.93,1.42
002747,埃斯顿,2016-09-30,0.54,0.00,6.18,-2.33
002748,世龙实业,2016-09-30,0.37,0.02,11.28,0.65
002749,国光股份,2016-09-30,0.41,0.08,29.25,0.90
002750,龙津药业,2016-09-30,0.25,0.02,34.95,1.34
002751,易尚展示,2016-09-30,0.47,0.02,-0.38,-42.68
002753,永东股份,2016-09-30,0.31,0.04,8.32,0.74
002755,东方新星,2016-09-30,0.43,0.06,-5.61,0.72
002756,永兴特钢,2016-09-30,0.23,0.06,8.77,0.93
002757,南兴装备,2016-09-30,0.74,0.04,14.47,1.08
002758,华通医药,2016-09-30,0.98,0.05,4.18,-1.22
002759,天际股份,2016-09-30,0.13,0.01,14.56,0.99
002760,凤形股份,2016-09-30,0.36,0.01,-6.90,2.09
002761,多喜爱,2016-09-30,0.88,0.00,2.74,-5.31
002762,金发拉比,2016-09-30,1.28,0.03,24.92,0.49
002763,汇洁股份,2016-09-30,0.58,0.04,15.50,0.34
002765,蓝黛传动,2016-09-30,0.40,0.06,12.18,-1.02
002766,索菱股份,2016-09-30,0.94,0.06,10.72,-1.25
002767,先锋电子,2016-09-30,0.43,0.02,14.02,-0.54
002768,国恩股份,2016-09-30,0.64,0.02,9.32,-0.67
002769,普路通,2016-09-30,0.53,1.96,-10.37,0.53
002770,科迪乳业,2016-09-30,1.43,0.10,14.24,2.00
002771,真视通,2016-09-30,1.03,0.02,9.83,-3.59
002772,众兴菌业,2016-09-30,9.30,0.05,26.12,1.31
002773,康弘药业,2016-09-30,0.16,0.06,19.51,1.31
002775,文科园林,2016-09-30,0.56,0.05,12.69,-0.60
002776,柏堡龙,2016-09-30,0.77,0.14,19.89,0.69
002777,久远银海,2016-09-30,4.80,0.06,13.95,-1.71
002778,高科石化,2016-09-30,0.12,0.02,6.25,-1.56
002779,中坚科技,2016-09-30,1.06,0.02,12.02,0.53
002780,三夫户外,2016-09-30,0.89,0.02,5.37,-4.99
002781,奇信股份,2016-09-30,0.24,0.09,8.76,-3.20
002782,可立克,2016-09-30,0.60,0.02,13.34,0.43
002783,凯龙股份,2016-09-30,0.45,0.03,16.18,0.58
002785,万里石,2016-09-30,0.25,0.02,5.44,-2.83
002786,银宝山新,2016-09-30,1.39,0.04,4.21,0.38
002787,华源控股,2016-09-30,0.41,0.03,14.85,0.44
002788,鹭燕医药,2016-09-30,0.59,0.05,2.34,-5.52
002789,建艺集团,2016-09-30,0.36,0.12,6.45,-2.10
002790,瑞尔特,2016-09-30,0.41,0.03,22.92,0.74
002791,坚朗五金,2016-09-30,0.44,0.06,12.00,-0.41
002792,通宇通讯,2016-09-30,0.97,0.08,18.65,0.58
002793,东音股份,2016-09-30,0.55,0.02,17.49,0.11
002795,永和智控,2016-09-30,0.37,0.00,16.48,1.23
002796,世嘉科技,2016-09-30,0.90,0.02,10.73,1.06
002797,第一创业,2016-09-30,0.00,0.13,-15.26,17.16
002798,帝王洁具,2016-09-30,0.40,0.02,5.73,0.55
002799,环球印务,2016-09-30,0.52,0.02,5.16,1.83
002800,天顺股份,2016-09-30,0.11,0.01,6.44,-2.66
002801,微光股份,2016-09-30,0.78,0.03,23.21,0.74
002802,洪汇新材,2016-09-30,0.14,0.01,19.24,1.12
002803,吉宏股份,2016-09-30,0.69,0.00,7.90,-0.71
002805,丰元股份,2016-09-30,0.14,0.00,9.12,1.70
002806,华锋股份,2016-09-30,0.44,0.00,7.82,0.98
002807,江阴银行,2016-09-30,0.00,0.00,-5.46,-60.61
002808,苏州恒久,2016-09-30,0.58,0.06,14.73,0.44
002809,红墙股份,2016-09-30,0.29,0.07,18.90,0.90
002810,山东赫达,2016-09-30,0.55,0.05,10.71,0.31
002811,亚泰国际,2016-09-30,0.50,0.10,10.37,-1.16
002812,创新股份,2016-09-30,0.61,0.00,14.47,0.27
002813,路畅科技,2016-09-30,1.04,0.00,7.19,-2.19
002815,崇达技术,2016-09-30,1.38,0.05,20.36,1.02
002816,和科达,2016-09-30,0.55,0.00,9.88,-1.10
002817,黄山胶囊,2016-09-30,0.46,0.01,24.20,0.46
