code,name,type,report_date,pre_eps,range
603848,好太太,预升,2017-11-13,0.42,30%~35%
002913,奥士康,预降,2017-11-13,1.76,-10.68%~-0.17%
300729,乐歌股份,预升,2017-11-13,0.95,1.52%~11.51%
603076,乐惠国际,预盈,2017-11-10,1.37,0
000155,川化股份,预减,2017-11-09,1.85,-66.68%~-63.35%
300722,新余国科,预升,2017-11-09,0.57,5.21%~16.49%
300725,药石科技,预增,2017-11-09,0.69,77.21%~106.28%
603916,苏博特,预盈,2017-11-09,0.58,0
603083,剑桥科技,预盈,2017-11-09,0.9,0
300330,华虹计通,预盈,2017-11-08,-0.17,0
300719,安达维尔,预升,2017-11-08,0.7324,8.59%~13.09%
300716,国立科技,预升,2017-11-08,0.77,0
002912,中新赛克,预升,2017-11-07,2.01,18.8%~42.24%
600025,华能水电,预增,2017-11-06,0.03,235.48%~272.42%
603685,晨丰科技,预升,2017-11-06,1.23,12.61%~35.13%
600903,贵州燃气,预增,2017-11-06,0.15,44.95%~65.61%
603856,东宏股份,预升,2017-11-03,0.66,26.81%~34.73%
300717,华信新材,预升,2017-11-03,0.88,1.2%~15.19%
300718,长盛轴承,预增,2017-11-03,1.08,43%~56%
300720,海川智能,预升,2017-11-03,0.7,0.84%~8.23%
300142,沃森生物,预降,2017-11-02,0.05,-57%~-27%
000786,北新建材,预增,2017-11-01,0.7929999999999999,50%~100%
300397,天和防务,预盈,2017-11-01,-0.29,0
002511,中顺洁柔,预升,2017-10-31,0.54,20%~40%
002345,潮宏基,预升,2017-10-31,0.28,10%~40%
600035,楚天高速,预增,2017-10-31,0.27,0
002578,闽发铝业,预增,2017-10-31,0.04,90%~120%
600121,*ST郑煤,预盈,2017-10-31,-0.6203,0
601857,中国石油,预增,2017-10-31,0.04,0
000697,炼石有色,预亏,2017-10-31,-0.068,-530.94
002005,德豪润达,预亏,2017-10-31,0.0227,0
600726,华电能源,预亏,2017-10-31,0.08,0
600596,新安股份,预增,2017-10-31,0.1142,0
600093,易见股份,0,2017-10-31,0.54,30%
002416,爱施德,预增,2017-10-31,0.1861,102.39%~139.68%
002210,飞马国际,预减,2017-10-31,1.58,-85%~-70%
600500,中化国际,预增,2017-10-31,0.03,0
600100,同方股份,预减,2017-10-31,1.4516,0
002863,今飞凯达,预升,2017-10-31,0.44,-30%~20%
002721,金一文化,预升,2017-10-31,0.27,3.41%~43.62%
002577,雷柏科技,预升,2017-10-31,0.06,0%~20%
600727,鲁北化工,0,2017-10-31,0.09,50%
002324,普利特,预升,2017-10-31,1.03,-28%~11.5%
002070,*ST众和,预亏,2017-10-31,-0.076,0
002858,力盛赛车,预升,2017-10-31,0.69,0.1%~22.42%
600880,博瑞传播,预亏,2017-10-31,0.06,0
002836,新宏泽,预升,2017-10-31,0.84,-20%~5%
000615,京汉股份,预增,2017-10-31,0.14,127.93%~241.43%
002335,科华恒盛,预增,2017-10-31,0.67,145%~190%
002555,三七互娱,预增,2017-10-31,0.513,44.84%~63.53%
002130,沃尔核材,预增,2017-10-31,0.1854,30%~80%
002024,苏宁云商,预升,2017-10-31,0.08,23.75%~37.95%
002619,艾格拉斯,预增,2017-10-31,0.27,78.37%~109.19%
600290,华仪电气,预盈,2017-10-31,-0.06,0
600401,*ST海润,预亏,2017-10-31,-0.2496,0
002180,纳思达,预亏,2017-10-31,0.0613,0
002432,九安医疗,预亏,2017-10-31,0.04,0
000545,金浦钛业,预升,2017-10-31,0.12,35%~50%
002415,海康威视,预升,2017-10-31,1.227,15%~35%
002209,达意隆,预盈,2017-10-31,-0.2321,0
600139,西部资源,预亏,2017-10-31,0.0175,0
002173,创新医疗,预升,2017-10-31,0.26,26.33%~48.11%
601388,怡球资源,预警,2017-10-31,0.01,0
600267,海正药业,预盈,2017-10-31,-0.1,0
000011,深物业A,预增,2017-10-31,0.5954,69.08
600289,ST信通,预警,2017-10-31,0.223,0
601901,方正证券,预警,2017-10-31,0.31,0
603703,盛洋科技,预增,2017-10-31,0.12,0
600608,*ST沪科,预亏,2017-10-31,-0.07,0
600247,ST成城,预亏,2017-10-31,-0.6375,0
600133,东湖高新,预增,2017-10-31,0.2296,0
601028,玉龙股份,预警,2017-10-31,-0.82,0
600556,ST慧球,减亏,2017-10-31,-0.07,0
601005,*ST重钢,预盈,2017-10-31,-1.06,0
300711,广哈通信,预升,2017-10-31,0.5,8.26%~12.98%
601001,大同煤业,预增,2017-10-31,0.11,0
600749,西藏旅游,预亏,2017-10-31,-0.5029,0
600345,长江通信,预增,2017-10-31,0.32,0
600708,光明地产,预警,2017-10-31,0.7667,0
600686,金龙汽车,预盈,2017-10-31,-1.18,0
603661,恒林股份,预降,2017-10-31,3.52,-9.4%~-4.56%
600682,南京新百,预增,2017-10-31,0.48,0
002911,佛燃股份,预升,2017-10-31,0.67,2.33%~5.3%
300105,龙源技术,预盈,2017-10-31,-0.3205,0
002167,东方锆业,预升,2017-10-31,0.04,0%~49.37%
600079,人福医药,预增,2017-10-31,0.63,0
600909,华安证券,预警,2017-10-31,0.21,0
002691,冀凯股份,预升,2017-10-31,0.04,-30%~20%
002749,国光股份,预升,2017-10-31,1.8566,10%~40%
002586,围海股份,预增,2017-10-31,0.13,70%~120%
002393,力生制药,预升,2017-10-31,0.63,-10%~20%
002618,丹邦科技,预升,2017-10-31,0.07,-10%~30%
002084,海鸥卫浴,预升,2017-10-31,0.1862,0%~30%
002381,双箭股份,预增,2017-10-31,0.13,100%~130%
600308,华泰股份,预增,2017-10-31,0.156,0
600152,维科精华,预盈,2017-10-31,-0.2194,0
600678,四川金顶,预盈,2017-10-31,-0.0809,0
600210,紫江企业,预增,2017-10-31,0.14800000000000002,110%~160%
600130,波导股份,预亏,2017-10-31,0.04,0
603077,和邦生物,预增,2017-10-31,0.09,0
600322,天房发展,预盈,2017-10-31,-0.34,0
600137,浪莎股份,0,2017-10-31,0.138,50%
002636,金安国纪,预增,2017-10-31,0.469,45%~75%
002458,益生股份,预亏,2017-10-31,1.7,0
000912,*ST天化,减亏,2017-10-31,-1.09,52.97%~68.65%
600302,标准股份,预亏,2017-10-31,0.1704,0
600202,哈空调,预亏,2017-10-31,-0.4726,0
600171,上海贝岭,预增,2017-10-31,0.06,0
002563,森马服饰,预降,2017-10-31,0.53,-30%~0%
002333,罗普斯金,预亏,2017-10-31,0.28,0
002160,常铝股份,预升,2017-10-31,0.226,-10.64%~8.51%
002016,世荣兆业,预增,2017-10-31,0.1157,786.46%~835.59%
600159,大龙地产,预警,2017-10-31,0.12,0
002420,毅昌股份,预亏,2017-10-31,0.05,0
002413,雷科防务,预升,2017-10-31,0.1,10%~50%
002107,沃华医药,预升,2017-10-31,0.14,0%~50%
002311,海大集团,预升,2017-10-31,0.55,22.69%~46.06%
002152,广电运通,预升,2017-10-31,0.54,0%~40%
002091,江苏国泰,预增,2017-10-31,0.75,40%~70%
600258,首旅酒店,预警,2017-10-31,0.7196,0
002190,成飞集成,预减,2017-10-31,0.4,0
002647,民盛金科,预降,2017-10-31,0.5,-86.42%~-45.68%
600150,中国船舶,预亏,2017-10-31,-1.89,0
603598,引力传媒,预警,2017-10-31,0.12,0
002833,弘亚数控,预增,2017-10-31,1.55,41.82%~61.16%
002605,姚记扑克,预升,2017-10-31,0.258,-40%~10%
002111,威海广泰,预升,2017-10-31,0.46,10%~40%
600645,中源协和,预警,2017-10-31,0.1,0
000426,兴业矿业,预增,2017-10-31,0.0568,525.99%~570.7%
002522,浙江众成,预降,2017-10-31,0.12,-50%~0%
002031,巨轮智能,预增,2017-10-31,0.0143,80%~130%
600983,惠而浦,预警,2017-10-31,0.49,0
002886,沃特股份,预降,2017-10-31,0.9377,-43.8%~-16.6%
002174,游族网络,预升,2017-10-31,0.68,20%~50%
601919,中远海控,预盈,2017-10-31,-0.97,0
300134,大富科技,预亏,2017-10-31,0.18,0
000338,潍柴动力,预增,2017-10-31,0.61,150%~166%
000068,华控赛格,预增,2017-10-31,0.0099,150.62%~250.87%
002589,瑞康医药,预增,2017-10-31,1.005,40%~90%
002468,申通快递,预升,2017-10-31,1.23,20%~30%
002551,尚荣医疗,预增,2017-10-31,0.26,40%~70%
600571,信雅达,预警,2017-10-31,0.28,0
002436,兴森科技,预升,2017-10-31,0.13,-15%~15%
600497,驰宏锌锗,预警,2017-10-31,-0.4111,0
002486,嘉麟杰,预亏,2017-10-31,0.0143,0
600628,新世界,预警,2017-10-31,0.45,0
002427,尤夫股份,预增,2017-10-31,0.42,60%~110%
600242,中昌数据,预增,2017-10-31,0.1,0
002421,达实智能,预升,2017-10-31,0.1453,5%~35%
000058,深赛格,预增,2017-10-31,0.1371,95.24
002431,棕榈股份,预增,2017-10-31,0.09,120%~170%
600793,宜宾纸业,预增,2017-10-31,0.0302,0
600787,中储股份,0,2017-10-31,0.3489,50%
600975,新五丰,预减,2017-10-31,0.3,0
002285,世联行,预升,2017-10-31,0.37,20%~50%
002790,瑞尔特,预升,2017-10-31,1.17,-15%~15%
600896,览海投资,预警,2017-10-30,-0.57,0
600884,杉杉股份,预增,2017-10-30,0.40399999999999997,0
600580,卧龙电气,预增,2017-10-30,0.1989,0
600366,宁波韵升,预减,2017-10-30,1.4809999999999999,-50
600303,曙光股份,预增,2017-10-30,0.1,0
603315,福鞍股份,预升,2017-10-30,0.17,45.31
603333,明星电缆,预盈,2017-10-30,-0.15,0
601326,秦港股份,预增,2017-10-30,0.07,0
603318,派思股份,预增,2017-10-30,0.06,0
002841,视源股份,预升,2017-10-30,2.04,-15%~15%
002168,深圳惠程,预减,2017-10-30,0.09,-97.37%~-93.41%
002906,华阳集团,预升,2017-10-30,0.74,-8.48%~10.17%
603993,洛阳钼业,预增,2017-10-30,0.06,0
002822,中装建设,预升,2017-10-30,0.68,-10%~20%
002819,东方中科,预降,2017-10-30,0.3521,-34.98%~-18.72%
002323,雅百特,预增,2017-10-30,0.32299999999999995,30%~80%
002259,升达林业,预减,2017-10-30,0.10099999999999999,-95%~-65%
002564,天沃科技,预盈,2017-10-30,-0.41,0
300068,南都电源,预增,2017-10-30,0.48,50%~80%
002558,巨人网络,预升,2017-10-30,0.68,12.35%~17.03%
002504,*ST弘高,预降,2017-10-30,0.23,-48.8%~-23.2%
002903,宇环数控,预升,2017-10-30,1.07,-6.68%~5.77%
002501,利源精制,预升,2017-10-30,0.58,5%~25%
300379,东方通,预亏,2017-10-30,0.8792,0
002811,亚泰国际,预升,2017-10-30,0.55,-20%~20%
002476,宝莫股份,预亏,2017-10-30,0.0242,0
002672,东江环保,预降,2017-10-30,0.62,-25%~0%
002306,*ST云网,减亏,2017-10-30,-0.07,0
300308,中际旭创,预增,2017-10-30,0.05,0
002625,光启技术,预升,2017-10-30,0.22,12%~45%
002609,捷顺科技,预升,2017-10-30,0.31,10%~40%
002594,比亚迪,预降,2017-10-30,1.88,-20.03%~-15.09%
002573,清新环境,预升,2017-10-30,0.6984,15%~45%
300319,麦捷科技,预警,2017-10-30,0.73,0
002666,德联集团,预升,2017-10-30,0.19,-20%~20%
002203,海亮股份,预升,2017-10-30,0.3298,20%~50%
002600,江粉磁材,预升,2017-10-30,0.22,2.53%~40.98%
002170,芭田股份,预减,2017-10-30,0.1019,-100%~-60%
300142,沃森生物,预盈,2017-10-30,0.05,0
002552,宝鼎科技,预盈,2017-10-30,-0.56,0
002157,正邦科技,预降,2017-10-30,0.52,-52.2%~-33.08%
002535,林州重机,预增,2017-10-30,0.02,205.07%~252.52%
002131,利欧股份,预升,2017-10-30,0.37,0%~30%
002503,搜于特,预增,2017-10-30,0.26,65%~115%
002019,亿帆医药,预增,2017-10-30,0.64,65%~95%
002491,通鼎互联,预升,2017-10-30,0.4532,0%~30%
002480,新筑股份,预增,2017-10-30,0.028999999999999998,33.67%~81.8%
002851,麦格米特,预升,2017-10-30,0.8232,0%~50%
002371,北方华创,预升,2017-10-30,0.2202,10%~40%
002777,久远银海,预升,2017-10-30,0.97,10%~40%
002319,乐通股份,预增,2017-10-30,0.004,979.54%~1320.45%
002725,跃岭股份,预降,2017-10-30,0.28,-65%~-35%
002296,辉煌科技,预亏,2017-10-30,0.2259,0
002723,金莱特,预增,2017-10-30,0.0353,40%~90%
002673,西部证券,预警,2017-10-30,0.4023,0
002888,惠威科技,预升,2017-10-30,0.59,-15%~15%
002663,普邦股份,预增,2017-10-30,0.06,30%~60%
002876,三利谱,预升,2017-10-30,1.21,10%~30%
002659,中泰桥梁,预盈,2017-10-30,-0.25,0
002857,三晖电气,预降,2017-10-30,0.67,-30.14%~-17.66%
002602,世纪华通,预增,2017-10-30,0.49,58.9%~88.7%
002809,红墙股份,预升,2017-10-30,0.99,0%~30%
002557,洽洽食品,预降,2017-10-30,0.7,-20%~0%
002807,江阴银行,预升,2017-10-30,0.4779,-5%~5%
002541,鸿路钢构,预升,2017-10-30,0.49,15%~45%
002798,帝王洁具,预升,2017-10-30,0.65,0%~25%
002531,天顺风能,预升,2017-10-30,0.27,10%~30%
002750,龙津药业,预降,2017-10-30,0.2273,-65%~-15%
002478,常宝股份,预升,2017-10-30,0.27,0%~40%
002739,万达电影,预升,2017-10-30,1.1636,0%~20%
002417,三元达,预盈,2017-10-30,-0.39,0
002349,精华制药,预升,2017-10-30,0.3927,0%~30%
002078,太阳纸业,预增,2017-10-30,0.42,80%~100%
002249,大洋电机,预升,2017-10-30,0.23,-30%~20%
002044,美年健康,预增,2017-10-30,0.14,62.28%~91.79%
002244,滨江集团,预升,2017-10-30,0.46,10%~40%
002021,中捷资源,预亏,2017-10-30,0.02,0
002236,大华股份,预升,2017-10-30,0.63,20%~40%
002004,华邦健康,预升,2017-10-30,0.28,-15%~15%
002234,民和股份,预亏,2017-10-30,0.51,0
000965,天保基建,预增,2017-10-30,0.29,27.31%~51.39%
002224,三力士,预升,2017-10-30,0.34,-20%~10%
002188,巴士在线,预增,2017-10-30,0.31,75.21%~142.36%
002169,智光电气,预升,2017-10-30,0.3319,-10%~20%
002143,印纪传媒,预升,2017-10-30,0.6608,0%~50%
002138,顺络电子,预升,2017-10-30,0.48,-20%~10%
002883,中设股份,预升,2017-10-30,1.01,10%~35%
002808,苏州恒久,预升,2017-10-30,0.41,-25%~5%
002727,一心堂,预升,2017-10-30,0.6788,0%~30%
002539,云图控股,预降,2017-10-30,0.14,-50%~-30%
002529,海源机械,预盈,2017-10-30,-0.1625,0
002517,恺英网络,预增,2017-10-30,1.0,135.76%~172.43%
300103,达刚路机,预增,2017-10-30,0.1117,35%~65%
300312,邦讯技术,预亏,2017-10-30,0.06,0
300029,天龙光电,预盈,2017-10-30,-0.2851,0
300411,金盾股份,预增,2017-10-30,0.27,180%~220%
300226,上海钢联,预增,2017-10-30,0.1402,0
300112,万讯自控,预增,2017-10-30,0.1,0
002718,友邦吊顶,预升,2017-10-30,1.48,0%~40%
002655,共达电声,预降,2017-10-30,0.05,-60%~-30%
002261,拓维信息,预升,2017-10-30,0.19,-20%~10%
002516,旷达科技,预升,2017-10-30,0.2304,10%~30%
002254,泰和新材,预升,2017-10-30,0.1,1.97%~35.97%
002470,金正大,预升,2017-10-30,0.32,-30%~10%
002247,帝龙文化,预增,2017-10-30,0.54,40%~80%
002457,青龙管业,预降,2017-10-30,0.06,0
002212,南洋股份,预增,2017-10-30,0.14,419.38%~469.38%
002447,壹桥股份,预升,2017-10-30,0.31,0%~50%
002196,方正电机,预升,2017-10-30,0.46,15%~30%
002441,众业达,预增,2017-10-30,0.27,25%~75%
002194,武汉凡谷,预亏,2017-10-30,-0.3,0
600082,海泰发展,预亏,2017-10-30,-0.127,0
002410,广联达,预增,2017-10-30,0.377,10%~60%
002162,悦心健康,预增,2017-10-30,0.02,5.72%~64.45%
600053,九鼎投资,预减,2017-10-30,1.4484,0
002336,人人乐,预亏,2017-10-30,0.1512,0
002124,天邦股份,预降,2017-10-30,0.59,-32.96%~-0.77%
002299,圣农发展,预降,2017-10-30,0.611,-55.8%~-41.07%
000950,*ST建峰,预增,2017-10-30,-1.11,306.59%~321.38%
002268,卫士通,预升,2017-10-30,0.3601,2.73%~15.57%
601218,吉鑫科技,预减,2017-10-30,0.1184,0
601069,西部黄金,预减,2017-10-30,0.19899999999999998,-140%~-90%
600764,中电广通,预警,2017-10-30,0.022000000000000002,0
600074,ST保千里,预降,2017-10-30,0.35,-50%~-30%
300712,永福股份,预升,2017-10-30,0.7,0.96%~7.78%
603289,泰瑞机器,预升,2017-10-30,0.48,12.71%~22.22%
601019,山东出版,预升,2017-10-30,0.58,5%~15%
603970,中农立华,预升,2017-10-30,0.8172,0%~10%
600119,长江投资,预减,2017-10-28,0.46,0
002304,洋河股份,预升,2017-10-28,3.87,10%~20%
002183,怡亚通,预升,2017-10-28,0.25,0%~30%
600890,中房股份,预警,2017-10-28,-0.0725,0
600570,恒生电子,预增,2017-10-28,0.03,50%
600395,盘江股份,预增,2017-10-28,0.11800000000000001,0
600699,均胜电子,预增,2017-10-28,0.66,0
600633,浙数文化,预增,2017-10-28,0.5147,0
601616,广电电气,预盈,2017-10-28,-0.1202,0
000166,申万宏源,预警,2017-10-28,0.27,0
601088,中国神华,预增,2017-10-28,1.1420000000000001,80%
600865,百大集团,预减,2017-10-28,0.25,0
600491,龙元建设,预增,2017-10-28,0.28,0
600963,岳阳林纸,预增,2017-10-28,0.03,0
600984,建设机械,预盈,2017-10-28,0.1291,0
600679,上海凤凰,预升,2017-10-28,0.131,0
600260,凯乐科技,预增,2017-10-28,0.2733,300%~350%
600319,亚星化学,预盈,2017-10-28,0.08,0
600516,方大炭素,预增,2017-10-28,0.04,0
300123,太阳鸟,预增,2017-10-28,0.06,538.15%~565.52%
600385,山东金泰,预亏,2017-10-28,0.02,0
002860,星帅尔,预升,2017-10-28,1.21,5%~15%
600881,亚泰集团,预增,2017-10-28,0.06,0
600198,大唐电信,预亏,2017-10-28,-2.0129,0
600050,中国联通,预增,2017-10-28,0.0073,0
600758,红阳能源,预增,2017-10-28,0.13,0
600067,冠城大通,预增,2017-10-28,0.22,0
603933,睿能科技,预增,2017-10-28,1.2133,0
600019,宝钢股份,0,2017-10-28,0.55,50%
002570,贝因美,减亏,2017-10-28,-0.76,0
002569,步森股份,预亏,2017-10-28,0.05,0
300228,富瑞特装,预盈,2017-10-28,-0.63,0
002055,得润电子,预增,2017-10-28,0.0858,370%~420%
300506,名家汇,预增,2017-10-28,0.36,0
300366,创意信息,预增,2017-10-28,0.5149,80%~110%
002492,恒基达鑫,预升,2017-10-28,0.1643,20%~50%
300004,南风股份,预增,2017-10-28,0.18,135.14%~165.13%
002346,柘中股份,预增,2017-10-28,0.05,1115.16%~1164.76%
002437,誉衡药业,预降,2017-10-28,0.3289,-60%~-40%
002135,东南网架,预增,2017-10-28,0.06,100%~120%
002397,梦洁股份,预升,2017-10-28,0.14,10%~40%
002406,远东传动,预增,2017-10-28,0.2085,45%~90%
002403,爱仕达,预升,2017-10-28,0.41,10%~30%
603800,道森股份,预盈,2017-10-28,-0.2887,0
300097,智云股份,预增,2017-10-28,0.63,0
002350,北京科锐,预升,2017-10-28,0.3503,-25%~25%
600421,仰帆控股,预警,2017-10-28,0.02,0
300023,宝德股份,预警,2017-10-28,0.2,0
002149,西部材料,预增,2017-10-28,0.1114,112.05%~159.18%
002862,实丰文化,预升,2017-10-28,0.67,0%~10%
600539,狮头股份,预盈,2017-10-28,-0.05,0
600455,博通股份,预盈,2017-10-28,-0.16,0
600798,宁波海运,预增,2017-10-28,0.0857,60
002765,蓝黛传动,预升,2017-10-28,0.62,-10%~20%
002782,可立克,预降,2017-10-28,0.1383,-40%~0%
002489,浙江永强,预升,2017-10-28,0.03,0%~50%
600746,江苏索普,预增,2017-10-28,0.0711,0
600768,宁波富邦,预增,2017-10-28,0.13699999999999998,0
600615,丰华股份,预增,2017-10-28,0.049,0
603608,天创时尚,0,2017-10-28,0.44,50%
603568,伟明环保,预增,2017-10-28,0.48,40%~60%
600578,京能电力,0,2017-10-28,0.28,-50%
603165,荣晟环保,预增,2017-10-28,1.29,0
002741,光华科技,预增,2017-10-28,0.18,40%~70%
002581,未名医药,预升,2017-10-28,0.6331,2.95%~24.97%
002471,中超控股,预升,2017-10-28,0.0883,-30%~20%
002279,久其软件,预增,2017-10-28,0.4037,37.23%~64.68%
002260,德奥通航,预亏,2017-10-28,0.02,0
002211,宏达新材,预增,2017-10-28,0.03,80%~120%
002159,三特索道,预盈,2017-10-28,-0.39,0
002638,勤上股份,预盈,2017-10-28,-0.4339,0
002506,协鑫集成,预盈,2017-10-28,-0.01,0
002374,丽鹏股份,预升,2017-10-28,0.2,9.26%~28.54%
002850,科达利,预升,2017-10-28,2.22,-15%~15%
002402,和而泰,预增,2017-10-28,0.14,40%~60%
002192,融捷股份,预升,2017-10-28,0.02,-43%~4%
002653,海思科,预降,2017-10-28,0.42,-50%~-20%
002154,报喜鸟,预盈,2017-10-28,-0.33,0
002237,恒邦股份,预增,2017-10-28,0.22,70%~100%
002222,福晶科技,预增,2017-10-28,0.1645,90%~130%
300218,安利股份,预亏,2017-10-28,0.26899999999999996,0
002289,宇顺电子,预亏,2017-10-28,0.1598,0
002027,分众传媒,预升,2017-10-28,0.52,23.11%~25.36%
601198,东兴证券,预警,2017-10-28,0.527,0
300035,中科电气,预增,2017-10-28,0.1,120%~150%
600826,兰生股份,预减,2017-10-28,2.0,0
002795,永和智控,预升,2017-10-28,0.74,-15%~15%
300019,硅宝科技,预降,2017-10-28,0.2764,0
002184,海得控制,预增,2017-10-28,0.057999999999999996,200%~250%
002743,富煌钢构,预增,2017-10-28,0.18,21.08%~56.81%
002022,科华生物,预升,2017-10-28,0.4534,-10%~10%
002776,柏堡龙,预升,2017-10-28,0.55,0%~10%
002797,第一创业,预警,2017-10-28,0.27,0
002158,汉钟精机,预升,2017-10-28,0.3138,5%~35%
002147,新光圆成,预降,2017-10-28,1.22,-22.86%~-7.17%
002058,威尔泰,预亏,2017-10-28,0.04,0
601558,*ST锐电,预盈,2017-10-28,-0.51,0
601225,陕西煤业,预增,2017-10-28,0.28,0
002780,三夫户外,预降,2017-10-28,0.52,-94.35%~-46.28%
002251,步步高,预升,2017-10-28,0.1688,0%~30%
002156,通富微电,预升,2017-10-28,0.19,-20%~20%
600084,中葡股份,预亏,2017-10-28,0.0113,0
600894,广日股份,预减,2017-10-28,1.2422,0
002624,完美世界,预升,2017-10-28,0.96,20.04%~37.18%
600718,东软集团,预减,2017-10-28,1.51,0
002820,桂发祥,预升,2017-10-28,0.93,-10%~10%
002373,千方科技,预升,2017-10-28,0.3041,5%~20%
002905,金逸影视,预升,2017-10-28,1.55,7.18%~10.7%
002375,亚厦股份,预升,2017-10-28,0.24,10%~40%
002331,皖通科技,预升,2017-10-28,0.2194,-20%~30%
000755,*ST三维,减亏,2017-10-28,-1.4382,39.25
300402,宝色股份,减亏,2017-10-28,-0.49,0
300208,恒顺众昇,预增,2017-10-28,0.33,40%~60%
002353,杰瑞股份,预降,2017-10-28,0.13,-50%~-20%
002291,星期六,预升,2017-10-28,0.05,0%~30%
300102,乾照光电,预增,2017-10-28,0.07,0
002355,兴民智通,预增,2017-10-28,0.1,20%~60%
002164,宁波东力,预增,2017-10-28,0.03,1110%~1280%
002089,新海宜,预增,2017-10-28,0.04,230%~280%
600716,凤凰股份,预亏,2017-10-28,0.057,0
002009,天奇股份,预升,2017-10-28,0.28,-20%~20%
002859,洁美科技,预升,2017-10-28,1.75,30%~50%
002155,湖南黄金,预增,2017-10-28,0.12,100%~150%
600428,中远海特,0,2017-10-28,0.024,50%
600545,卓郎智能,预盈,2017-10-28,-0.3374,0
002603,以岭药业,预升,2017-10-28,0.48,0%~10%
002532,新界泵业,预升,2017-10-28,0.36,15%~45%
002081,金螳螂,预升,2017-10-28,0.64,5%~25%
002357,富临运业,预升,2017-10-28,0.3026,0%~50%
002316,键桥通讯,预增,2017-10-28,0.0065,81%~129.79%
300104,乐视网,预亏,2017-10-28,0.29,0
600470,六国化工,预盈,2017-10-28,-0.24,0
600624,复旦复华,预警,2017-10-28,0.055999999999999994,0
600585,海螺水泥,预增,2017-10-28,1.61,50%~70%
600088,中视传媒,预盈,2017-10-28,-0.376,0
