code,name,changepercent,trade,open,high,low,settlement,volume,turnoverratio,amount,per,pb,mktcap,nmc
603955,大千生态,-0.602,42.96,43.0,43.19,42.15,43.22,1872331,8.60842,79864369,40.24,3.602,373752.0,93438.0
603939,益丰药房,-0.022,45.47,45.4,45.7,44.94,45.48,561187,0.28243,25372040,68.582,5.365,1649172.609926,903500.985926
603938,三孚股份,0.684,41.23,40.88,41.8,40.16,40.95,3065569,8.16253,125981774,57.264,6.655,619136.8918,154845.8618
603937,丽岛新材,1.829,26.72,26.0,26.99,25.5,26.24,22832837,43.72431,602221134,47.714,5.437,558127.36,139531.84
603936,博敏电子,-3.722,27.68,28.19,28.43,27.2,28.75,2952961,5.26375,81994123,86.771,4.723,463224.8,155284.8
603933,睿能科技,0.281,53.49,53.62,53.83,52.7,53.34,1097082,4.27379,58335622,44.086,5.7,549181.83,137308.83
603929,亚翔集成,6.137,27.67,25.96,28.6,25.6,26.07,5991501,6.20495,162726936,26.864,6.179,590367.12,267181.52
603928,兴业股份,1.183,15.39,15.14,15.46,15.12,15.21,1181772,1.88266,18107474,22.632,2.839,310262.4,96605.3385
603926,铁流股份,1.449,27.3,27.0,27.35,27.0,26.91,799532,2.6651100000000003,21770849,22.016,2.852,327600.0,81900.0
603922,金鸿顺,0.535,28.18,28.16,28.48,27.85,28.03,1694659,5.29581,47601574,25.387,4.667,360704.0,90176.0
603920,世运电路,-1.119,19.44,19.88,19.99,19.25,19.66,12929606,14.56037,253086516,22.871,3.3609999999999998,781099.2,172627.2
603919,金徽酒,0.886,18.21,17.9,18.23,17.9,18.05,887596,0.76624,16063945,21.424,3.785,662844.0,210941.81745
603918,金桥信息,0.838,18.05,18.07,18.19,17.89,17.9,431540,0.34987,7763715,112.813,6.684,320071.625,222635.92
603917,合力科技,4.79,29.75,28.48,30.73,27.82,28.39,10595213,37.84005,313323784,31.89,5.626,333200.0,83300.0
603916,苏博特,8.45,18.61,17.38,18.88,17.15,17.16,21435723,28.2049,391575881,32.086,3.44,565744.0,141436.0
603912,佳力图,2.303,28.88,28.29,29.33,27.91,28.23,10162969,27.46748,292087683,53.481,10.241,427424.0,106856.0
603909,合诚股份,-1.102,32.32,32.58,32.59,32.23,32.68,154220,0.6168800000000001,4991717,48.888,5.257,323200.0,80800.0
603908,牧高笛,-0.444,35.84,35.99,36.3,35.53,36.0,371601,2.22649,13317203,37.726,5.345,239016.96,59816.96
603906,龙蟠科技,0.776,15.58,15.43,15.8,15.36,15.46,1758004,3.38078,27448762,27.333,2.781,324064.0,81016.0
603903,中持股份,0.494,38.63,38.37,38.93,38.3,38.44,1387100,5.41635,53538947,63.328,5.799,399186.968,98929.4985
603901,永创智能,1.932,8.97,8.8,9.19,8.73,8.8,2088886,1.35642,18725563,40.773,3.834,358800.0,138138.0
603900,莱绅通灵,-1.656,28.51,28.93,29.35,28.0,28.99,2556922,3.00396,72896685,24.161,4.372,970690.91784,242672.72946
603899,晨光文具,0.73,24.84,24.6,25.2,23.9,24.66,3475201,1.55143,85234627,46.361,8.493,2285280.0,556416.0
603898,好莱客,1.373,30.27,29.92,30.54,29.68,29.86,2444180,2.74615,73619449,35.198,5.01,962944.051722,269415.108
603896,寿仙谷,1.349,57.87,57.0,58.67,56.5,57.1,1577291,4.51299,91329224,75.156,9.728,809022.6,202255.65
603890,春秋电子,1.519,42.77,42.6,43.98,42.25,42.13,10431155,30.45593,448950695,27.773,8.055,585949.0,146487.25
603889,新澳股份,0.834,14.5,14.39,14.61,14.38,14.38,3320400,1.0278,48034134,29.0,2.638,570794.0486,468434.1
603888,新华网,0.719,23.82,23.68,23.86,23.59,23.65,1479107,0.83816,35100699,14.012,4.68,1236327.93552,420351.49236
603887,城地股份,-0.079,25.26,26.0,26.0,25.11,25.28,274700,0.47533000000000003,6939567,36.609,3.21,260178.0,145982.0868
603886,元祖股份,-0.347,20.13,19.7,20.29,19.7,20.2,2546144,2.10062,50814022,29.174,3.993,483120.0,243993.717
603885,吉祥航空,0.916,15.43,15.29,15.57,15.2,15.29,6828845,1.27163,105538019,15.127,3.242,2772791.795011,828611.795011
603883,老百姓,1.826,64.14,63.25,64.53,62.61,62.99,1469246,1.74654,93915908,57.784,8.376,1827638.936124,539566.467774
603882,金域医学,2.498,32.42,31.87,32.48,31.22,31.63,2077272,3.02457,66208024,73.682,8.935,1484461.798634,222660.56
603881,数据港,0.438,45.91,45.77,46.17,45.1,45.71,3211480,6.09968,147263647,91.82,11.209,966802.658228,241716.15
603880,南卫股份,-0.157,25.49,25.83,25.83,25.2,25.53,875778,3.50311,22282330,36.942,4.852,254900.0,63725.0
603879,永悦科技,6.327,18.99,17.86,19.09,17.61,17.86,3828522,10.63478,70966741,43.159,5.344,273456.0,68364.0
603878,武进不锈,0.708,17.08,16.9,17.29,16.86,16.96,1227428,1.21515,20929536,21.62,1.732,345016.0,172525.26788
603877,太平鸟,-2.176,26.52,27.09,27.6,26.1,27.11,1731670,3.14849,46278169,26.0,4.228,1275432.7248,145860.0
603869,北部湾旅,0.847,21.42,21.45,21.75,21.3,21.24,1417246,1.26753,30393023,31.5,2.038,747143.026056,239500.412928
603868,飞科电器,0.079,75.81,76.29,76.31,74.58,75.75,564383,1.29446,42667693,51.925,15.185,3302283.6,330531.6
603866,桃李面包,0.231,39.06,39.16,39.16,38.55,38.97,287800,0.48633000000000004,11227369,40.268,7.711,1838265.156,231146.69004
603861,白云电器,0.417,16.86,16.84,17.09,16.81,16.79,1085800,0.8967200000000001,18356932,41.425,3.5460000000000003,689742.6,204149.836032
603860,中公高科,0.356,36.6,36.3,37.19,36.16,36.47,2224695,13.3375,81349228,33.889,4.615,244048.8,61048.8
603859,能科股份,-0.313,22.26,22.51,22.51,22.02,22.33,1260243,2.52604,27986033,47.211,3.982,252784.56,111055.14
603858,步长制药,0.806,51.27,50.66,51.46,50.61,50.86,2202448,0.6718200000000001,112600088,17.902,2.767,3495588.6,1680810.619224
603856,东宏股份,0.438,20.66,20.57,20.79,20.31,20.57,4624414,9.37445,95266813,31.303,3.306,407501.972,101915.78
603855,华荣股份,-0.083,12.05,12.06,12.19,11.97,12.06,2678149,3.23565,32375649,26.196,2.935,398939.35,99737.85
603848,好太太,7.184,24.32,22.12,24.96,21.7,22.69,22343110,54.49539,529806753,57.905,12.868,975232.0,99712.0
603843,正平股份,0.068,14.68,14.68,14.73,14.56,14.67,1407173,0.72972,20630506,54.37,4.758,587204.404,283083.736844
603839,安正时尚,-0.245,24.44,24.45,24.6,24.3,24.5,843000,1.18299,20606660,22.218,2.834,706464.209048,174159.44
603838,四通股份,-0.485,12.32,12.45,12.65,12.29,12.38,1346200,1.38384,16713741,56.0,4.8100000000000005,328549.76,119848.96
603833,欧派家居,2.922,121.5,119.5,122.02,118.0,118.05,625362,1.5065300000000001,74901819,47.835,8.337,5110247.0376,504346.5
603829,洛凯股份,1.051,18.27,18.22,18.42,17.98,18.08,3976950,9.94238,72287612,41.523,6.402,292320.0,73080.0
603828,柯利达,-0.708,9.82,9.89,9.9,9.76,9.89,1413440,1.30613,13878884,35.071,3.095,324282.79125,106268.112
603826,坤彩科技,2.794,15.82,15.38,15.86,15.23,15.39,5899079,6.55453,92131063,39.275,5.1,569520.0,142380.0
603825,华扬联众,0.925,30.54,30.5,30.86,30.29,30.26,591206,1.4780200000000001,18092433,35.512,4.295,488640.0,122160.0
603823,百合花,0.292,17.17,17.2,17.25,16.71,17.12,3228023,4.58896,54740270,22.592,3.158,386325.0,120779.245211
603822,嘉澳环保,0.658,35.17,34.95,35.3,34.81,34.94,488799,1.20394,17159388,55.134,3.9779999999999998,257971.95,142790.2
603819,神力股份,-0.059,17.02,17.03,17.28,16.9,17.03,802600,1.43066,13642206,34.735,2.766,205635.64,95482.2
603818,曲美家居,-0.481,14.49,14.4,14.67,14.36,14.56,1808041,1.37381,26267101,38.132,4.618,701489.88,190699.992
603817,海峡环保,0.386,13.01,12.97,13.3,12.96,12.96,5485526,4.8760200000000005,71835587,44.862,4.201,585450.0,146362.5
603816,顾家家居,-0.78,58.51,59.0,59.44,58.06,58.97,2523309,2.832,148240429,35.036,6.405,2505052.991,521324.1
603813,原尚股份,0.327,30.71,31.14,31.19,30.02,30.61,1713883,7.76567,52462612,49.532,4.915,271077.17,67776.97
603811,诚意药业,0.336,29.86,29.7,29.92,29.56,29.76,348797,1.63754,10392828,27.907,4.431,254407.2,63601.8
603809,豪能股份,1.498,36.58,36.3,36.7,35.9,36.04,3032103,11.368970000000001,110421677,23.175,3.273,390198.86,97558.86
603808,歌力思,1.391,23.32,23.06,23.9,23.05,23.0,2073099,1.83224,48675436,28.498,4.009,786588.18238,263855.700108
603806,福斯特,0.704,34.34,34.06,34.44,34.05,34.1,878513,0.21854,30074078,16.275,2.8689999999999998,1380468.0,1380468.0
603803,瑞斯康达,-0.108,18.57,18.7,18.76,18.36,18.59,1501300,2.64313,27761888,26.529,3.241,781900.169349,105477.6
603801,志邦股份,0.89,52.14,52.0,53.18,51.7,51.68,1582415,3.9560400000000002,82799415,35.192,5.15,834240.0,208560.0
603800,道森股份,1.534,16.55,16.35,16.69,16.31,16.3,1406600,2.0807700000000002,23272345,-57.326,3.715,344240.0,111878.0
603799,华友钴业,0.922,80.97,80.03,81.49,79.05,80.23,9699770,3.01505,780827118,622.846,9.076,4798902.689304,2604897.392031
603798,康普顿,0.611,18.1,17.66,18.29,17.66,17.99,1043800,1.22225,18857062,14.959,4.409,362000.0,154574.0
603797,联泰环保,0.945,21.37,21.2,21.79,20.82,21.17,8554042,16.03682,180988862,53.425,4.557,455907.58,113987.58
603789,星光农机,0.617,14.67,14.67,14.78,14.46,14.58,3418049,3.28659,50031496,88.373,3.479,384295.9068,152568.0
603788,宁波高发,0.284,35.35,35.25,35.75,34.81,35.25,654970,1.2979500000000002,23071462,31.283,3.3,580987.851465,178383.17
900951,*ST大化B,1.343,0.83,0.805,0.835,0.805,0.819,323000,0.323,264544,-2.594,1.187,22825.0,8300.0
900930,*ST沪普B,-0.142,0.704,0.697,0.706,0.697,0.705,113400,0.09087,79535,-0.5700000000000001,0.433,26908.6637248,8785.92
900921,*ST丹科B,1.957,0.469,0.466,0.473,0.464,0.46,316900,0.16352000000000003,148795,-2.449,0.247,47674.986856,9088.9201214
601558,*ST锐电,0.61,1.65,1.64,1.66,1.63,1.64,23570300,0.41627000000000003,38822724,-3.235,6.4030000000000005,995049.0,934263.0
601519,*ST智慧,0.403,4.98,4.95,5.05,4.94,4.96,6860880,0.34517000000000003,34266659,-5.627,7.193,989874.6,989874.6
601268,*ST二重,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
601106,*ST一重,0.265,3.78,3.79,3.81,3.76,3.77,9171601,0.14028000000000002,34693459,-4.31,2.672,2592241.946406,2471364.0
601005,*ST重钢,0.0,2.15,0.0,0.0,0.0,2.15,0,0.0,0,-2.028,-8.929,1917499.487405,1801802.139405
600984,建设机械,0.623,6.46,6.43,6.49,6.41,6.42,2680300,0.49743000000000004,17286461,50.039,1.2530000000000001,411349.675138,348083.439684
600962,国投中鲁,1.469,10.36,10.25,10.42,10.09,10.21,1224968,0.48223000000000005,12591610,3047.059,3.322,271649.56,263164.72
600877,*ST嘉陵,0.0,6.43,0.0,0.0,0.0,6.43,0,0.0,0,-14.359,-15.633,441922.35172,441922.35172
600870,厦华电子,0.0,7.54,0.0,0.0,0.0,7.54,0,0.0,0,-769.388,409.783,394492.54741,394492.54741
600860,*ST京城,-0.873,6.81,6.92,6.92,6.8,6.87,476500,0.14798,3254729,-19.457,5.791,287382.0,219282.0
600847,*ST万里,-0.906,15.31,15.55,15.55,15.3,15.45,199505,0.13015000000000002,3064852,-54.679,3.495,234683.0094,234683.0094
600844,*ST丹科,4.31,6.05,5.83,6.09,5.83,5.8,5426606,0.65958,32786075,-31.593,3.187,614997.1652,497752.03357
600817,*ST宏盛,-0.389,12.8,12.92,12.92,12.72,12.85,478520,0.30738000000000004,6107724,640.0,21.234,205964.90496,199269.21472
600815,*ST厦工,1.826,4.46,4.39,4.5,4.38,4.38,4123096,0.42995000000000005,18367099,-1.593,8.056,427700.615094,427700.615094
600806,*ST昆机,0.0,6.44,0.0,0.0,0.0,6.44,0,0.0,0,-16.513,15.761,342016.230332,251279.971404
600793,宜宾纸业,-0.509,23.46,23.5,23.8,23.16,23.58,1161944,1.10346,27173343,776.821,16.053,247033.8,247033.8
600779,水井坊,-0.684,46.48,46.01,46.7,45.6,46.8,5715116,1.16982,263853447,101.022,15.259,2270760.404304,2270760.404304
600767,*ST运盛,1.059,6.68,6.63,6.7,6.61,6.61,1649215,0.48377000000000003,10962180,-40.0,10.009,227794.801576,227728.001576
600747,*ST大控,0.0,2.73,2.73,2.76,2.72,2.73,7475634,0.70238,20465893,-39.0,2.005,399761.652927,290561.652927
600733,S*ST前锋,0.0,50.18,0.0,0.0,0.0,50.18,0,0.0,0,-296.923,53.531,991486.548,379360.8
600732,ST新梅,0.529,7.6,7.54,7.66,7.53,7.56,3277843,0.73431,24890854,173.516,7.485,339251.1408,339251.1408
600725,ST云维,3.871,3.22,3.09,3.26,3.07,3.1,8277453,0.67161,26480824,1.298,14.557,396855.34,396855.34
600722,金牛化工,5.132,7.58,7.26,7.93,7.09,7.21,23344561,3.43141,177742647,198.95,5.647,515682.314408,515682.314408
600715,文投控股,0.0,22.47,0.0,0.0,0.0,22.47,0,0.0,0,62.417,5.809,4167855.8145,1007806.464
600710,ST常林,0.593,6.79,6.74,6.8,6.74,6.75,2983070,0.46590000000000004,20207045,33.95,2.268,887282.865686,434752.836
600696,*ST匹凸,4.949,6.15,6.15,6.15,6.15,5.86,243702,0.07156000000000001,1498767,-4.556,39.935,209447.81325,209447.81325
600691,阳煤化工,7.923,3.95,3.65,3.99,3.63,3.66,104177879,5.93136,400674169,-7.64,1.837,693930.82787,693774.40787
600680,*ST上普,-0.191,10.44,10.53,10.55,10.29,10.46,1028825,0.39966,10701464,-8.453,6.416,399043.251828,268752.051828
600656,退市博元,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
600654,*ST中安,1.134,5.35,5.43,5.55,5.33,5.29,22223007,2.94328,120211941,25.476,2.3609999999999998,686416.23072,403948.08739
600644,乐山电力,1.277,7.14,7.09,7.15,6.99,7.05,3325906,0.6177400000000001,23507016,18.177,2.872,384418.070526,384418.070526
600636,*ST爱富,0.605,14.97,14.95,15.21,14.81,14.88,4190570,0.9834,62748758,-21.733,2.573,669072.031785,637919.12496
600608,*ST沪科,2.778,8.14,7.92,8.2,7.87,7.92,1108853,0.34829000000000004,9001060,-116.286,-73.866,267693.212974,259154.352974
600556,ST慧球,0.0,7.0,7.0,7.05,6.96,7.0,1634400,0.41399,11445183,-100.0,42.683,276355.5956,276355.5956
600540,*ST新赛,0.407,4.94,4.92,4.96,4.91,4.92,1818165,0.39259000000000005,8968242,-4.91,3.741,232636.116622,228782.916622
600539,狮头股份,0.0,16.8,0.0,0.0,0.0,16.8,0,0.0,0,-336.0,8.143,386400.0,386400.0
600444,国机通用,-1.288,15.33,15.48,15.48,15.13,15.53,835600,0.79581,12799535,146.0,6.09,224464.821756,160965.0
600432,*ST吉恩,0.0,6.74,0.0,0.0,0.0,6.74,0,0.0,0,-4.956,7.663,1080909.919384,1080909.919384
600425,*ST青松,0.767,3.94,3.92,3.96,3.88,3.91,14773900,1.07151,57950116,-9.381,1.358,543243.293884,543243.293884
600423,*ST柳化,1.373,5.17,5.25,5.36,5.15,5.1,13165320,3.29671,69262996,-2.534,-10.319,206462.664221,206462.664221
600408,安泰集团,1.587,3.2,3.16,3.21,3.15,3.15,6760276,0.6714600000000001,21504720,-5.517,3.308,322176.0,322176.0
600403,*ST大有,1.068,4.73,4.7,4.75,4.68,4.68,1680617,0.07029,7925737,-5.768,1.615,1130854.266146,1130854.266146
600401,*ST海润,0.87,1.16,1.15,1.17,1.15,1.15,23084568,0.48857000000000006,26838033,-4.647,1.9100000000000001,548092.477632,548092.477632
600311,荣华实业,0.356,5.64,5.61,5.65,5.6,5.62,6347300,0.95362,35707618,-57.787,4.513,375398.4,375398.4
600301,ST南化,0.127,7.91,7.9,8.08,7.73,7.9,2220822,0.9444400000000001,17677807,308.984,6.962,186002.17874,186002.17874
600289,ST信通,-5.03,9.44,9.44,9.44,9.44,9.94,15200,0.00269,143488,42.332,1.905,595713.153136,534231.013696
600275,*ST昌鱼,0.0,6.0,5.93,6.05,5.93,6.0,3263511,0.6413700000000001,19560878,-74.166,26.596,305302.3428,305302.3428
600265,ST景谷,0.0,21.41,0.0,0.0,0.0,21.41,0,0.0,0,82.346,70.894,277901.8,277901.8
600247,ST成城,-1.659,8.89,9.05,9.13,8.82,9.04,1986000,0.5903,17737113,-13.945,-10.177,299096.5824,299096.5824
600242,中昌数据,0.0,17.27,0.0,0.0,0.0,17.27,0,0.0,0,172.7,4.042,788660.665694,492783.972626
600234,ST山水,0.145,13.84,13.84,13.99,13.72,13.82,171300,0.08462,2361530,197.714,32.481,280185.09792,280185.09792
600228,*ST昌九,5.031,11.9,11.29,11.9,11.12,11.33,1991102,0.8250900000000001,23170922,-79.333,495.833,287170.8,287170.8
600225,*ST松江,0.596,5.06,5.04,5.09,5.01,5.03,2310410,0.27167,11684889,-10.327,2.592,473359.26319,430328.49948
600217,中再资环,1.846,6.62,6.49,6.64,6.47,6.5,5760105,0.7997900000000001,37706048,59.372,5.805,919292.775684,476770.882034
600163,中闽能源,0.741,4.08,4.05,4.09,4.03,4.05,2067701,0.27437,8405675,38.491,2.449,407781.81384,307478.556912
600149,*ST坊展,0.858,10.58,10.38,10.7,10.38,10.49,3881386,1.02099,40965688,-162.27,22.539,402209.28,402209.28
600145,*ST新亿,0.0,1.87,0.0,0.0,0.0,1.87,0,0.0,0,-935.0,4.503,278835.77106,278835.77106
600121,*ST郑煤,3.161,6.2,6.01,6.21,6.01,6.01,8698551,0.8567100000000001,53252884,-9.995,1.85,629512.8863,629512.8863
600112,*ST天成,0.0,4.92,0.0,0.0,0.0,4.92,0,0.0,0,-25.322,2.118,250528.784232,250528.784232
600091,ST明科,0.0,5.69,5.69,5.73,5.66,5.69,1428700,0.42454000000000003,8129774,189.667,2.757,248887.726156,191483.294
600087,退市长油,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
600074,ST保千里,-4.965,9.38,9.38,9.38,9.38,9.87,21900,0.0021300000000000004,205422,26.8,4.763,2286737.113962,962437.837816
600071,凤凰光学,3.772,17.33,16.71,18.0,16.7,16.7,1351210,0.5690000000000001,23457882,-35.367,11.603,411539.766248,411539.766248
600069,银鸽投资,-0.353,8.46,8.49,8.5,8.43,8.49,3747361,0.45402000000000003,31706488,-26.438,5.187,1056741.101622,698266.525824
