股票代码,股票简称,预测日期,同期每股收益,增长率（%）,估值,最新价,安全度
2405,四维图新,2017-10-25,0.1502,40.0,3.857000611407109,26.43,0.14593267542213806
600880,博瑞传播,2017-10-31,0.06,0.0,0.7860948554458904,5.43,0.1447688499900351
2006,精功科技,2017-10-27,0.14,-44.0,1.027163944449297,7.1,0.1446709780914503
2253,川大智胜,2017-10-21,0.17,15.0,2.9455629312603717,20.64,0.1427113823285064
2165,红宝丽,2017-10-20,0.22,-70.0,0.8647043409904797,6.07,0.14245541037734424
600303,曙光股份,2017-10-30,0.1,0.0,1.3101580924098173,9.26,0.14148575511985068
2011,盾安环境,2017-10-24,0.09,0.0,1.1791422831688354,8.34,0.1413839668068148
300132,青松股份,2017-10-27,0.0848,0.0,1.1110140623635252,7.86,0.14135038961368004
2017,东信和平,2017-10-26,0.24,-60.0,1.2577517687134248,8.93,0.1408456627898572
2665,首航节能,2017-10-25,0.08,-10.0,0.9433138265350685,6.75,0.13975019652371384
2544,杰赛科技,2017-10-27,0.21,-20.0,2.201065595248494,15.85,0.1388684918137851
2276,万马股份,2017-10-23,0.23,-60.0,1.2053454450170322,8.68,0.13886468260564888
300184,力源信息,2017-10-28,0.1221,0.0,1.599703030832387,11.66,0.13719580024291483
2799,环球印务,2017-10-20,0.31,-25.0,3.046117564852826,22.4,0.1359873912880726
2114,罗平锌电,2017-10-23,0.31,-39.0,2.4775089527469647,18.3,0.13538300288234778
68,华控赛格,2017-10-31,0.0099,150.0,0.7464986849998702,5.58,0.13378112634406275
300288,朗玛信息,2017-10-20,0.25,0.0,3.2753952310245436,24.55,0.13341732101932968
600771,广誉远,2017-10-21,0.44,0.0,5.764695606603196,43.31,0.13310310797975514
2692,睿康股份,2017-10-27,0.1268,-20.0,1.329024368940519,10.03,0.1325049221276689
600596,新安股份,2017-10-31,0.1142,0.0,1.4962005415320112,11.56,0.1294291125892743
300181,佐力药业,2017-10-26,0.12,-40.0,0.9433138265350685,7.29,0.12939833011454985
300331,苏大维格,2017-10-26,0.17,0.0,2.2272687570966894,17.3,0.12874385879171615
2181,粤传媒,2017-10-27,0.1632,-70.0,0.6414534020438468,4.99,0.12854777596069075
2481,双塔食品,2017-10-20,0.05,0.0,0.6550790462049086,5.11,0.1281955080635829
600345,长江通信,2017-10-31,0.32,0.0,4.192505895711415,32.72,0.12813282077357627
600569,安阳钢铁,2017-10-27,0.051,0.0,0.6681806271290068,5.27,0.1267894928138533
600716,凤凰股份,2017-10-28,0.057,0.0,0.746790112673596,5.9,0.1265745953684061
600768,宁波富邦,2017-10-28,0.13699999999999998,0.0,1.7949165866014494,14.28,0.1256944388376365
300112,万讯自控,2017-10-30,0.1,0.0,1.3101580924098173,10.45,0.12537398013491075
2251,步步高,2017-10-28,0.1688,0.0,2.211546859987772,17.65,0.12530010538174347
2420,毅昌股份,2017-10-31,0.05,0.0,0.6550790462049086,5.23,0.12525411973325212
300277,海联讯,2017-10-26,0.078,0.0,1.0219233120796576,8.19,0.12477696118188739
2816,和科达,2017-10-24,0.38,-48.0,2.588872390601799,20.78,0.12458481186726655
600428,中远海特,2017-10-28,0.024,50.0,0.7074853699013014,5.68,0.12455728343332771
2348,高乐股份,2017-10-27,0.0449,10.0,0.7117957900253299,5.74,0.1240062351960505
600528,中铁工业,2017-10-27,0.115,0.0,1.5066818062712901,12.21,0.12339736333098199
300321,同大股份,2017-10-26,0.3732,-40.0,2.933706000524063,23.8,0.12326495800521273
2400,省广股份,2017-10-25,0.5,-90.0,0.6550790462049085,5.34,0.12267397869005778
2024,苏宁云商,2017-10-31,0.08,23.0,1.58571054240545,12.94,0.12254331857847374
2232,启明信息,2017-10-26,0.1119,-12.0,1.2901388767577955,10.62,0.12148200346118602
2613,北玻股份,2017-10-21,0.0334,0.0,0.437592802864879,3.61,0.12121684289885845
600103,青山纸业,2017-10-27,0.0363,0.0,0.47558738754476365,3.95,0.12040187026449713
2669,康达新材,2017-10-24,0.41,-45.0,2.954406498384138,24.9,0.11865086338892121
2377,国创高新,2017-10-25,0.01,616.0,1.153533008651234,9.8,0.11770744986237082
2819,东方中科,2017-10-30,0.3521,-34.0,3.0446239846274783,25.87,0.11768936933233391
2321,华英农业,2017-10-25,0.171,-34.0,1.47864442309372,12.6,0.11735273199156508
300180,华峰超纤,2017-10-27,0.22,0.0,2.882347803301598,24.66,0.11688352811442003
2265,西仪股份,2017-10-27,0.02,178.0,1.5865828244120856,13.65,0.11623317394960334
2779,中坚科技,2017-10-27,0.27,-30.0,2.4761987946545547,21.46,0.1153867099093455
2096,南岭民爆,2017-10-20,0.09,-20.0,0.9433138265350687,8.23,0.11461893396537894
2785,万里石,2017-10-23,0.12,-4.0,1.5093021224561096,13.31,0.11339610236334408
2702,海欣食品,2017-10-23,0.0462,0.0,0.6052930386933356,5.34,0.11335075630961342
600746,江苏索普,2017-10-28,0.0711,0.0,0.9315224037033801,8.23,0.11318619729081167
600888,新疆众和,2017-10-20,0.0613,0.0,0.8031269106472181,7.11,0.11295737139904614
601002,晋亿实业,2017-10-25,0.09,0.0,1.1791422831688354,10.54,0.11187308189457643
2719,麦趣尔,2017-10-24,0.26,-10.0,3.0657699362389725,27.49,0.11152309698941335
2049,紫光国芯,2017-10-24,0.5539,-30.0,5.079875971700584,45.6,0.111400788853083
600868,梅雁吉祥,2017-10-24,0.0359,0.0,0.4703467551751244,4.23,0.11119308632981664
2750,龙津药业,2017-10-30,0.2273,-65.0,1.04229627041663,9.43,0.11052982719158326
2264,新华都,2017-10-27,0.08,0.0,1.0481264739278537,9.6,0.10917984103415143
600624,复旦复华,2017-10-28,0.056,0.0,0.7336885317494977,6.74,0.10885586524473259
2708,光洋股份,2017-10-23,0.142,-61.0,0.7255655515765569,6.69,0.10845523939858846
2246,北化股份,2017-10-25,0.2,-50.0,1.3101580924098173,12.13,0.10800973556552491
2254,泰和新材,2017-10-30,0.1,1.0,1.3364922700672548,12.41,0.1076947840505443
2347,泰尔股份,2017-10-24,0.0223,50.0,0.6573718228666259,6.22,0.10568678824222281
2907,华森制药,2017-10-19,0.2659,4.0,3.7679811337234703,36.0,0.10466614260342973
600319,亚星化学,2017-10-28,0.08,0.0,1.0481264739278537,10.05,0.10429119143560733
300102,乾照光电,2017-10-28,0.07,0.0,0.9171106646868723,8.88,0.1032782280052784
603993,洛阳钼业,2017-10-30,0.06,0.0,0.7860948554458904,7.64,0.10289199678611131
2214,大立科技,2017-10-24,0.07,-15.0,0.7795440649838415,7.67,0.10163547131471207
2371,北方华创,2017-10-30,0.2202,10.0,3.490811424578567,35.62,0.09800144369956673
2729,好利来,2017-10-24,0.32,20.0,6.037208489824439,61.92,0.09750013710956781
600160,巨化股份,2017-10-26,0.08,0.0,1.0481264739278537,11.02,0.09511129527475987
2197,证通电子,2017-10-21,0.12,-25.0,1.1791422831688356,12.4,0.09509211961038996
2369,卓翼科技,2017-10-25,0.04,48.0,1.1479081142457856,12.18,0.0942453295768297
2584,西陇科学,2017-10-21,0.17,-20.0,1.781815005677352,18.94,0.09407682184146525
603703,盛洋科技,2017-10-31,0.12,0.0,1.5721897108917808,17.12,0.09183351115022084
600444,国机通用,2017-10-27,0.105,0.0,1.3756659970303082,15.02,0.09158894787152519
2480,新筑股份,2017-10-30,0.029,33.0,0.6720862084024807,7.41,0.09069989317172479
2522,浙江众成,2017-10-31,0.12,-50.0,0.7860948554458904,8.71,0.09025199258850636
960,锡业股份,2017-10-26,0.0925,0.0,1.211896235479081,13.43,0.09023799221735525
2725,跃岭股份,2017-10-30,0.28,-65.0,1.2839549305616211,14.33,0.08959908796661696
2679,福建金森,2017-10-26,0.18,-21.0,1.8630448074067605,20.87,0.08926903724996456
2813,路畅科技,2017-10-26,0.43,-46.0,3.042187090575596,34.12,0.08916140359248524
600679,上海凤凰,2017-10-28,0.131,0.0,1.7163071010568607,19.44,0.08828740231773974
2291,星期六,2017-10-28,0.05,0.0,0.6550790462049086,7.44,0.08804825889850922
519,中兵红箭,2017-10-27,0.11,-45.0,0.7926456459079395,9.12,0.08691289977060741
2137,麦达数字,2017-10-23,0.263,-82.0,0.6202288409468077,7.19,0.08626270388689954
2796,世嘉科技,2017-10-14,0.68,-70.0,2.672722508516028,31.0,0.08621685511342027
2030,达安基因,2017-10-28,0.15,-20.0,1.572189710891781,18.28,0.08600600168992237
2034,美欣达,2017-10-26,0.2,29.0,4.360468163158354,51.2,0.0851653938116866
2010,传化智联,2017-10-21,0.18,-40.0,1.4149707398026028,16.7,0.08472878681452711
2629,仁智股份,2017-10-26,0.06,-26.0,0.581710193029959,7.06,0.08239521147733131
2113,天润数娱,2017-10-26,0.07400000000000001,-0.0,0.9695169883832649,11.91,0.0814036094360424
2389,南洋科技,2017-10-21,0.17,-30.0,1.5590881299676829,19.16,0.08137203183547405
2782,可立克,2017-10-28,0.1383,-40.0,1.0871691850816665,13.55,0.08023388819790896
2451,摩恩电气,2017-10-21,0.02,773.0,2.400644470599784,30.08,0.0798086592619609
600235,民丰特纸,2017-10-27,0.04,0.0,0.5240632369639269,6.64,0.07892518628974803
2409,雅克科技,2017-10-25,0.2034,-20.0,2.131889247969255,27.35,0.07794841857291608
2307,北新路桥,2017-10-24,0.07,0.0,0.9171106646868723,11.85,0.07739330503686687
2198,嘉应制药,2017-10-27,0.1087,-38.0,0.8829679447986725,11.92,0.07407449201331145
2395,双象股份,2017-10-20,0.1988,-65.0,0.911608000698751,12.31,0.07405426488210812
600130,波导股份,2017-10-31,0.04,0.0,0.5240632369639269,7.09,0.07391583031931268
2414,高德红外,2017-10-24,0.1169,-20.0,1.2252598480216614,16.59,0.07385532537803867
2161,远望谷,2017-10-26,0.05,0.0,0.6550790462049086,8.91,0.07352177847417606
2305,南国置业,2017-10-25,0.0271,0.0,0.3550528430430605,4.96,0.071583234484488
2302,西部建设,2017-10-20,0.31,-70.0,1.2184470259411306,17.43,0.06990516499949115
600740,山西焦化,2017-10-24,0.0577,0.0,0.7559612193204647,10.89,0.06941792647570841
600549,厦门钨业,2017-10-17,0.1359,0.0,1.7805048475849417,25.88,0.06879848715552325
2489,浙江永强,2017-10-28,0.03,0.0,0.3930474277229452,5.76,0.06823740064634466
300318,博晖创新,2017-10-20,0.029,0.0,0.379945846798847,5.62,0.06760602256207242
2623,亚玛顿,2017-10-27,0.11,2.0,1.4993973272774914,22.45,0.06678829965601299
2618,丹邦科技,2017-10-31,0.07,-10.0,0.825399598218185,12.61,0.06545595544949921
2505,大康农业,2017-10-24,0.0139,-1.0,0.18029085509651493,2.76,0.06532277358569383
2494,华斯股份,2017-10-23,0.04,10.0,0.6341165167263517,9.71,0.0653055115063184
2457,青龙管业,2017-10-30,0.06,0.0,0.7860948554458904,12.52,0.06278712902922448
2495,佳隆股份,2017-10-25,0.0345,-45.0,0.2486024980347629,3.99,0.062306390484902975
600630,龙头股份,2017-10-26,0.05,0.0,0.6550790462049086,10.52,0.06226987131225368
2199,东晶电子,2017-10-25,0.07,0.0,0.9171106646868723,14.98,0.061222340766813904
2021,中捷资源,2017-10-30,0.02,0.0,0.26203161848196344,4.34,0.06037594895897775
601857,中国石油,2017-10-31,0.04,0.0,0.5240632369639269,8.75,0.05989294136730593
600396,金山股份,2017-10-27,0.0146,0.0,0.19128308149183335,3.2,0.059775962966197915
2337,赛象科技,2017-10-26,0.02,11.0,0.32284915713162726,5.43,0.05945656669090742
2474,榕基软件,2017-10-25,0.0399,0.0,0.5227530788715171,8.89,0.058802371076661086
600963,岳阳林纸,2017-10-28,0.03,0.0,0.3930474277229452,6.76,0.05814311060990314
2353,杰瑞股份,2017-10-28,0.13,-50.0,0.8516027600663814,15.25,0.055842803938779106
2432,九安医疗,2017-10-31,0.04,0.0,0.5240632369639269,9.56,0.05481833022635218
300312,邦讯技术,2017-10-30,0.06,0.0,0.7860948554458904,14.39,0.054627856528553884
603318,派思股份,2017-10-30,0.06,0.0,0.7860948554458904,14.46,0.05436340632405881
2476,宝莫股份,2017-10-30,0.0242,0.0,0.3170582583631758,5.86,0.054105504840132386
2761,多喜爱,2017-10-27,0.18,-20.0,1.8866276530701374,35.03,0.05385748367314123
2459,天业通联,2017-10-21,0.05,-5.0,0.6223250938946633,11.71,0.05314475609689694
2023,海特高新,2017-10-26,0.05,-20.0,0.524063236963927,10.0,0.0524063236963927
819,岳阳兴长,2017-10-27,0.117,-57.0,0.6591405362913791,12.59,0.05235429200090382
2230,科大讯飞,2017-10-19,0.37,-30.0,3.393309459341427,64.82,0.05234972939434476
600171,上海贝岭,2017-08-15,0.06,0.0,0.7860948554458904,15.09,0.052093761129615
600171,上海贝岭,2017-10-31,0.06,0.0,0.7860948554458904,15.09,0.052093761129615
2077,大港股份,2017-10-26,0.08,-30.0,0.7336885317494978,14.21,0.05163184600629822
2167,东方锆业,2017-10-31,0.04,0.0,0.5240632369639269,10.23,0.05122807790458718
2399,海普瑞,2017-10-26,0.3165,-82.0,0.7463970652458731,15.16,0.049234634910677644
600615,丰华股份,2017-10-28,0.049,0.0,0.6419774652808106,13.11,0.04896853282080935
600971,恒源煤电,2017-10-27,0.04,0.0,0.5240632369639269,10.9,0.04807919605173641
2723,金莱特,2017-10-30,0.0353,40.0,0.9064721809765044,19.09,0.047484137295783366
600500,中化国际,2017-10-31,0.03,0.0,0.3930474277229452,8.4,0.04679136044320776
2577,雷柏科技,2017-10-31,0.06,0.0,0.7860948554458904,16.9,0.046514488487922515
300016,北陆药业,2017-10-24,0.05,0.0,0.6550790462049086,14.18,0.046197393949570426
300226,上海钢联,2017-10-30,0.1402,0.0,1.8368416455585637,39.82,0.046128619928642985
2227,奥特迅,2017-10-26,0.0413,20.0,0.7791772207179667,18.35,0.0424619738810881
2095,生意宝,2017-10-25,0.05,50.0,1.4739278539610445,34.75,0.04241519004204445
2280,联络互动,2017-10-27,0.17,-85.0,0.3340903135645035,7.91,0.04223644924962118
2715,登云股份,2017-10-28,0.09,0.0,1.1791422831688354,28.47,0.041417010297465244
2269,美邦服饰,2017-10-27,0.01,0.0,0.13101580924098172,3.22,0.040688139515832826
2342,巨力索具,2017-10-23,0.02,0.0,0.26203161848196344,6.46,0.040562170043647594
2229,鸿博股份,2017-10-25,0.0409,-25.0,0.40189099484671154,10.19,0.03943974434216993
2240,威华股份,2017-10-25,0.05,-14.0,0.5633679797362215,14.87,0.03788621249066722
2066,瑞泰科技,2017-10-25,0.1093,-72.0,0.4009607826011005,10.64,0.0376842840790508
2591,恒大高新,2017-10-26,0.0542,-43.0,0.40476024106908903,10.75,0.03765211544828735
2560,通达股份,2017-10-26,0.2,-90.0,0.26203161848196344,7.07,0.03706246371739228
300220,金运激光,2017-10-27,0.0534,0.0,0.6996244213468426,19.16,0.036514844537935416
2760,凤形股份,2017-10-23,0.12,0.0,1.5721897108917808,45.99,0.034185468816955444
2486,嘉麟杰,2017-10-31,0.0143,0.0,0.1873526072146039,5.73,0.032696790089808705
600110,诺德股份,2017-10-26,0.023,0.0,0.301336361254258,9.33,0.03229757355351104
300142,沃森生物,2017-10-30,0.05,0.0,0.6550790462049086,20.49,0.03197067087383644
2319,乐通股份,2017-10-30,0.004,979.0,0.5016234521486542,16.07,0.0312149005693002
2213,特尔佳,2017-10-27,0.04,0.0,0.5240632369639269,16.79,0.03121281935461149
600139,西部资源,2017-10-31,0.0175,0.0,0.22927766617171808,7.35,0.03119424029547185
601388,怡球资源,2017-10-31,0.01,0.0,0.13101580924098172,4.26,0.030754884798352516
2180,纳思达,2017-10-31,0.0613,0.0,0.8031269106472181,26.21,0.030642003458497446
2647,民盛金科,2017-10-31,0.5,-86.0,0.9171106646868723,30.84,0.029737699892570437
2316,键桥通讯,2017-10-28,0.0065,81.0,0.32369026591843836,11.17,0.02897853768293987
2655,共达电声,2017-10-30,0.05,-60.0,0.2620316184819635,9.88,0.02652141887469266
2639,雪人股份,2017-10-27,0.05,-66.0,0.22272687570966895,8.41,0.026483576184265036
601968,宝钢包装,2017-10-27,0.01,0.0,0.13101580924098172,5.2,0.025195347930958022
600421,仰帆控股,2017-10-28,0.02,0.0,0.26203161848196344,10.53,0.024884294252798048
2058,威尔泰,2017-10-28,0.04,0.0,0.5240632369639269,22.0,0.02382105622563304
300192,科斯伍德,2017-12-07,0.15,-85.0,0.29478557079220896,12.94,0.022780956011762672
2205,国统股份,2017-10-24,0.1148,-73.0,0.40609660232334704,18.02,0.022535882481872757
2178,延华智能,2017-10-26,0.06,-59.0,0.3222988907328151,14.56,0.02213591282505598
2204,大连重工,2017-10-27,0.01,-30.0,0.09171106646868722,4.15,0.022099052161129448
2272,川润股份,2017-10-17,0.0347,-73.0,0.1227487116778758,5.68,0.02161068867568236
600385,山东金泰,2017-10-28,0.02,0.0,0.26203161848196344,12.58,0.02082922245484606
2201,九鼎新材,2017-10-24,0.02,-20.0,0.20962529478557082,10.72,0.019554598394176382
603799,华友钴业,2017-10-28,0.13,0.0,1.7032055201327627,91.62,0.0185898877988732
300006,莱美药业,2017-10-14,0.009000000000000001,0.0,0.11791422831688358,6.59,0.017892902627751683
600698,湖南天雁,2017-10-27,0.0103,0.0,0.1349462835182112,7.62,0.017709486026011967
600570,恒生电子,2017-10-28,0.03,50.0,0.8843567123766267,51.19,0.017275966250764344
2231,奥维通信,2017-10-26,0.0203,-31.0,0.1835138440038431,10.68,0.017182944195116397
2780,三夫户外,2017-10-28,0.52,-94.0,0.40876932483186346,24.13,0.016940295268622604
600516,方大炭素,2017-10-28,0.04,0.0,0.5240632369639269,34.23,0.015310056586734646
300338,开元股份,2017-10-27,0.0234,0.0,0.30657699362389723,20.08,0.015267778566927154
2691,冀凯股份,2017-10-31,0.04,-30.0,0.3668442658747489,24.46,0.014997721417610339
600793,宜宾纸业,2017-10-31,0.0302,0.0,0.3956677439077649,26.46,0.014953429474972217
600050,中国联通,2017-10-28,0.0073,0.0,0.09564154074591667,6.63,0.014425571756548518
2177,御银股份,2017-10-27,0.03,-80.0,0.07860948554458902,5.63,0.013962608444864836
2330,得利斯,2017-10-26,0.018000000000000002,-50.0,0.11791422831688358,8.52,0.013839698159258637
300142,沃森生物,2017-11-02,0.05,-57.0,0.2816839898681108,20.49,0.013747388475749673
2576,通达动力,2017-10-27,0.03,-46.0,0.2122456109703904,16.16,0.013134010579850891
2378,章源钨业,2017-10-27,0.05,-80.0,0.13101580924098172,10.18,0.012869922322296829
2054,德美化工,2017-10-28,0.35,-96.0,0.1834221329373746,14.41,0.012728808670185608
2259,升达林业,2017-10-30,0.101,-95.0,0.06616298366669585,5.99,0.01104557323317126
300308,中际旭创,2017-10-30,0.05,0.0,0.6550790462049086,61.72,0.010613724014985558
600764,中电广通,2017-10-30,0.022,0.0,0.2882347803301598,27.28,0.010565791067821108
2387,黑牛食品,2017-10-16,0.0558,-80.0,0.1462136431129356,16.6,0.00880805078993588
2485,希努尔,2017-10-21,0.0233,-50.0,0.1526334177657437,25.11,0.006078590910623008
2192,融捷股份,2017-10-28,0.02,-43.0,0.14935802253471922,31.86,0.004687947976607634
2141,贤丰控股,2017-10-26,0.0103,-90.0,0.013494628351821117,7.58,0.0017802939778128123
601108,财通证券,2017-10-23,0.0,0.0,0.0,18.94,0.0
2046,轴研科技,2017-10-27,0.04,-100.0,0.0,9.6,0.0
2170,芭田股份,2017-10-30,0.1019,-100.0,0.0,6.45,0.0
2660,茂硕电源,2017-10-27,-0.01,0.0,-0.13101580924098172,10.77,-0.012164884794891525
601101,昊华能源,2017-10-27,-0.01,0.0,-0.13101580924098172,8.46,-0.015486502274347719
600392,盛和资源,2017-10-27,-0.0349,0.0,-0.4572451742510263,20.39,-0.02242497176316951
2506,协鑫集成,2017-10-28,-0.01,0.0,-0.13101580924098172,4.15,-0.03157007451589921
600455,博通股份,2017-10-28,-0.16,0.0,-2.0962529478557075,35.58,-0.05891660898976132
600290,华仪电气,2017-10-31,-0.06,0.0,-0.7860948554458904,12.99,-0.0605153853307075
721,西安饮食,2017-10-27,0.0247,-205.0,-0.3397895012664861,5.61,-0.06056853855017577
2359,北讯集团,2017-10-17,-0.1162,0.0,-1.5224037033802078,21.72,-0.07009225153684198
600890,中房股份,2017-10-28,-0.0725,0.0,-0.9498646169971174,11.76,-0.080770800765061
300380,安硕信息,2017-10-27,-0.14,0.0,-1.8342213293737446,22.12,-0.08292139825378592
600267,海正药业,2017-10-31,-0.1,0.0,-1.3101580924098173,14.97,-0.08751891064861839
600678,四川金顶,2017-10-31,-0.0809,0.0,-1.0599178967595422,11.45,-0.09256924862528754
710,贝瑞基因,2017-10-27,-0.0277,5594.0,-5.260153078507684,52.93,-0.09937942713976353
600608,*ST沪科,2017-10-31,-0.07,0.0,-0.9171106646868723,8.11,-0.11308392906126663
603227,雪峰科技,2017-10-20,-0.053,0.0,-0.6943837889772031,5.86,-0.11849552712921554
600556,ST慧球,2017-10-31,-0.07,0.0,-0.9171106646868723,6.91,-0.13272223801546632
2529,海源机械,2017-10-30,-0.1625,0.0,-2.1290069001659533,15.99,-0.13314614760262372
2667,鞍重股份,2017-10-24,-0.17,0.0,-2.2272687570966894,16.67,-0.13360940354509232
2568,百润股份,2017-10-20,-0.16,0.0,-2.0962529478557075,13.86,-0.15124480143259073
2288,超华科技,2017-10-28,-0.0665,0.0,-0.8712551314525285,5.7,-0.15285177744781203
2428,云南锗业,2017-10-27,-0.16,0.0,-2.0962529478557075,12.07,-0.17367464356716714
600275,*ST昌鱼,2017-10-27,-0.0809,0.0,-1.0599178967595422,5.81,-0.18242993059544618
601226,华电重工,2017-10-28,-0.0796,0.0,-1.0428858415582145,5.43,-0.19206000765344652
2633,申科股份,2017-10-27,-0.17,0.0,-2.2272687570966894,11.54,-0.1930042250517062
2306,*ST云网,2017-10-30,-0.07,0.0,-0.9171106646868723,4.7,-0.19512992865678133
300397,天和防务,2017-11-01,-0.29,0.0,-3.7994584679884698,19.12,-0.19871644707052666
300397,天和防务,2017-10-27,-0.29,0.0,-3.7994584679884698,19.12,-0.19871644707052666
2015,霞客环保,2017-10-21,-0.103,0.0,-1.3494628351821119,6.61,-0.2041547405721803
300330,华虹计通,2017-11-08,-0.17,0.0,-2.2272687570966894,10.61,-0.20992165476877375
2070,*ST众和,2017-10-31,-0.076,0.0,-0.9957201502314612,4.45,-0.22375733713066542
603800,道森股份,2017-10-28,-0.2887,0.0,-3.782426412787143,16.56,-0.22840739207651833
600311,荣华实业,2017-10-24,-0.0976,0.0,-1.278714298191982,5.42,-0.23592514726789335
2659,中泰桥梁,2017-10-30,-0.25,0.0,-3.2753952310245436,13.87,-0.23614962011712645
2571,*ST德力,2017-10-26,-0.1564,0.0,-2.049087256528954,8.29,-0.24717578486477135
2514,宝馨科技,2017-10-16,-0.15,0.0,-1.9652371386147258,7.72,-0.2545643961936173
600155,宝硕股份,2017-10-27,-0.22,0.0,-2.882347803301598,10.9,-0.2644355782845503
2278,神开股份,2017-10-21,-0.3,0.0,-3.9304742772294516,14.78,-0.2659319538044284
600082,海泰发展,2017-10-30,-0.127,0.0,-1.663900777360468,6.09,-0.27321851844999473
2473,*ST圣莱,2017-10-20,-0.2171,0.0,-2.8443532186217135,10.23,-0.278040392827147
2488,金固股份,2017-10-20,-0.27,0.0,-3.5374268495065073,12.63,-0.2800813024154004
2430,杭氧股份,2017-10-25,-0.34,0.0,-4.454537514193379,15.83,-0.28139845320236123
2159,三特索道,2017-10-28,-0.39,0.0,-5.109616560398288,18.03,-0.28339526125337144
600478,科力远,2017-10-20,-0.152,0.0,-1.9914403004629224,6.9,-0.28861453629897427
600749,西藏旅游,2017-10-31,-0.5029,0.0,-6.5887850467289715,22.55,-0.29218558965538677
2209,达意隆,2017-10-31,-0.2321,0.0,-3.040876932483186,10.39,-0.2926734294979005
603333,明星电缆,2017-10-30,-0.15,0.0,-1.9652371386147258,6.4,-0.3070683029085509
600618,氯碱化工,2017-10-27,-0.2837,0.0,-3.716918508166652,11.57,-0.3212548408095637
600152,维科精华,2017-10-31,-0.2194,0.0,-2.8744868547471394,8.05,-0.35707911239094897
600071,凤凰光学,2017-10-24,-0.49,0.0,-6.419774652808105,16.92,-0.37941930572151916
2194,武汉凡谷,2017-10-30,-0.3,0.0,-3.9304742772294516,10.3,-0.38159944439120885
300275,梅安森,2017-10-26,-0.42,0.0,-5.502663988121233,14.38,-0.3826609171155238
600088,中视传媒,2017-10-28,-0.376,0.0,-4.9261944274609135,12.53,-0.39315198942225965
601616,广电电气,2017-10-28,-0.1202,0.0,-1.5748100270766003,3.93,-0.4007150196123665
2417,三元达,2017-10-30,-0.39,0.0,-5.109616560398288,12.56,-0.4068166051272522
2656,摩登大道,2017-10-27,-0.8,0.0,-10.481264739278538,24.93,-0.4204277873757938
600545,卓郎智能,2017-10-28,-0.3374,0.0,-4.420473403790724,10.38,-0.42586448976789243
2263,大东南,2017-10-26,-0.1,0.0,-1.3101580924098173,2.95,-0.44412138725756517
2064,华峰氨纶,2017-10-20,-0.18,0.0,-2.358284566337671,5.04,-0.4679136044320775
300029,天龙光电,2017-10-30,-0.2851,0.0,-3.7352607214603895,7.53,-0.4960505606189096
300402,宝色股份,2017-10-28,-0.49,0.0,-6.419774652808105,12.71,-0.5050963534860822
2225,濮耐股份,2017-10-26,-0.21,0.0,-2.7513319940606165,5.2,-0.5291023065501186
601798,蓝科高新,2017-10-27,-0.387,0.0,-5.070311817625994,9.49,-0.5342794328373017
600470,六国化工,2017-10-28,-0.24,0.0,-3.1443794217835617,5.79,-0.543070711879717
2207,*ST准油,2017-10-27,-0.38,0.0,-4.978600751157305,8.94,-0.5568904643352691
2215,诺普信,2017-10-23,-0.3,0.0,-3.9304742772294516,7.0,-0.5614963253184931
300309,吉艾科技,2017-10-27,-0.99,0.0,-12.970565114857191,22.46,-0.5774962206080673
2134,*ST普林,2017-10-28,-0.4,0.0,-5.240632369639269,8.55,-0.6129394584373413
600636,*ST爱富,2017-10-25,-0.6888,0.0,-9.024368940518821,14.06,-0.6418470085717511
600322,天房发展,2017-10-31,-0.34,0.0,-4.454537514193379,6.71,-0.6638655013701011
2564,天沃科技,2017-10-30,-0.41,0.0,-5.371648178880251,8.09,-0.6639861778591163
600545,卓郎智能,2017-12-07,-0.3374,26.0,-7.017943575858153,10.38,-0.676102463955506
600497,驰宏锌锗,2017-10-31,-0.4111,0.0,-5.38605991789676,7.82,-0.6887544652041893
2552,宝鼎科技,2017-10-30,-0.56,0.0,-7.336885317494978,10.16,-0.7221343816432065
731,四川美丰,2017-10-24,-0.4233,0.0,-5.545899205170757,7.66,-0.7240077291345636
300105,龙源技术,2017-10-31,-0.3205,0.0,-4.199056686173465,5.7,-0.7366766116093798
300105,龙源技术,2017-10-27,-0.3205,0.0,-4.199056686173465,5.7,-0.7366766116093798
300228,富瑞特装,2017-10-28,-0.63,0.0,-8.253995982181848,10.28,-0.8029178970994016
2467,二六三,2017-10-25,-0.48,0.0,-6.288758843567123,7.75,-0.8114527540086611
600247,ST成城,2017-10-31,-0.6375,0.0,-8.352257839112585,8.81,-0.9480428875269676
600361,华联综超,2017-10-27,-0.39,0.0,-5.109616560398288,5.31,-0.9622630057247247
600202,哈空调,2017-10-31,-0.4726,0.0,-6.191807144728798,6.37,-0.9720262393608787
2248,*ST东数,2017-10-27,-0.7577,0.0,-9.927067866189185,9.43,-1.0527113325757356
600896,览海投资,2017-10-30,-0.57,0.0,-7.467901126735958,7.04,-1.0607814100477213
2528,英飞拓,2017-10-27,-0.436,0.0,-5.712289282906804,5.16,-1.1070328067648845
601608,中信重工,2017-10-26,-0.37,0.0,-4.847584941916324,4.22,-1.1487168108806456
2638,勤上股份,2017-10-28,-0.4339,0.0,-5.684775962966198,4.83,-1.1769722490613246
601028,玉龙股份,2017-10-31,-0.82,0.0,-10.743296357760501,8.81,-1.2194434004268446
