股票代码,股票简称,现金成长系数,营投比,误差,股价安全水平
000001,平安银行,1.75348565098,0.613415953801,10277.9987966,4.00866125612
000002,万科A,1.71398637568,0.811303758682,10160.3057824,4.01048703563
000004,国农科技,1.79920448082,1.62805730709,15013.7013774,0.260914142663
000005,世纪星源,-1.01598052884,1.87735258756,24231.1177169,0.208212669178
000006,深振业A,3.06909110007,2.96072703156,51535.1926643,4.05419520056
000007,全新好,1.41703346902,1.89084799337,48191.082597,0
000008,神州高铁,0.231314023897,0.14051323176,39087.1211706,3.66969305574
000009,中国宝安,0.483983204706,0.184098644154,54390.7969086,0.614111524045
000010,美丽生态,-1.08207341274,0.14192817821,32554.3876238,0
000011,深物业A,2.1396549559,8.12112860965,11062.8958903,0.686168024041
000012,南玻A,2.28071548812,1.17021656169,185.762982153,2.29754738086
000014,沙河股份,1.34364406793,44.0236298283,30869.7626982,0.153206019843
None,PT中浩A,0.853833096496,11.9514723119,8548.24090967,None
000016,深康佳A,-0.58625487273,2.24153365956,37232.0887882,4.03655696917
000017,深中华A,-2.63837612507,0.0254657243939,11737.0709385,0.0338327262726
000018,神州长城,-1.38368685707,2.37550377728,16582.5600121,4.01778975074
000019,深深宝A,-1.9319776223,1.8336669485,14846.7521781,0
000020,深华发A,1.24425661896,0.368504188486,30639.5489681,0.00996290855926
000021,深科技,2.09302197999,0.614702006197,1872.14194819,1.57852588061
000022,深赤湾A,2.1055342024,3.1213473711,88.3696809461,1.89531475805
000023,深天地A,1.72407212341,12.5238422563,19244.8322003,0
000024,招商地产,-1.06739424353,2.25152837316,14476.7157328,2.12105745197
000025,特力A,2.08535066768,0.226039989099,19349.3249275,2.08889563341
000026,飞亚达A,1.56276284368,0.854502476829,40549.9777871,2.76962638928
000027,深圳能源,2.2632819828,0.610134485144,85.6830830619,0.949063056467
000028,国药一致,1.73201944895,2.24336413711,4598.93673463,2.81372657556
000029,深深房A,2.45738019775,27.1594310397,49001.5946276,0.857907971388
000030,富奥股份,1.69063203842,2.28397151619,15345.688724,4.00266690744
000031,中粮地产,-1.79757101128,0.587711207042,12764.5031046,4.01179355264
000032,深桑达A,1.36908943085,1.97275242935,3065.52921952,1.30584465637
None,ST新都,2.28814272473,1.15104173062,1334.51942559,None
000034,神州数码,0.838371114878,0.0174303570464,18635.8386874,4.00144592438
000035,中国天楹,-1.15688048473,0.0311836355983,52914.0429313,1.3177706395
000036,华联控股,0.463633840399,3.99111242213,55513.5201766,1.16818738121
None,ST南电A,2.27799962705,18.897290539,1499.61331159,None
000038,深大通,1.65443160861,0.30724848737,27388.9763692,1.04836136304
000039,中集集团,2.53935137551,0.382108259382,6812.18375781,2.57014861763
000040,东旭蓝天,-1.48048508066,0.18871164823,17809.7948641,4.04454672388
000042,中洲控股,-0.971338346908,6.75844993136,19784.9238455,4.05823578337
000043,中航地产,-1.49337141904,0.865891583757,30409.3538533,1.25078166641
000045,深纺织A,-2.31578752829,0.124130619192,27750.4211989,0.672838939656
000046,泛海控股,-1.79916106052,1.08689899349,12032.1083467,4.06554708794
None,ST中侨,-3.4836947692,inf,15.238472807,None
000048,康达尔,1.38191424137,5.35861136132,12813.9372093,0.191337522175
000049,德赛电池,2.21904988589,0.94906276158,4732.51361345,2.94145695269
000050,深天马A,2.16269153328,0.655119364328,5801.89061843,4.00181471804
000055,方大集团,-0.895913792816,0.311357421132,51448.5480173,4.03285976405
000056,皇庭国际,-2.33851402339,0.598091038035,7869.03077249,0.808817686577
000058,深赛格,-1.84805966377,0.12907316592,79495.6797007,4.00331038796
000059,华锦股份,2.00323053575,0.798732977016,6067.63582611,4.00296704515
000060,中金岭南,2.06311216567,0.9183637479,343.694860349,4.00190629648
000061,农产品,1.9869712566,0.444830707974,2503.19770389,0.0404188407788
000062,深圳华强,2.06950640136,2.76945747102,24531.5968358,4.00188114238
000063,中兴通讯,2.11659320448,1.19467799563,8742.35282099,3.52400503368
000065,北方国际,2.00579604324,1.81912682578,4069.58584147,3.53881789646
None,长城电脑,2.62984536837,0.692397522601,8135.16365445,None
000068,华控赛格,0.602949564416,0.808645065917,24201.946857,0.403158263786
000069,华侨城A,1.34009829878,0.0473225466429,22464.4112374,4.02864387727
000070,特发信息,1.35441844684,0.409762412004,5338.31751833,3.26758718498
000078,海王生物,-1.16000117692,1.53818461894,13055.2806307,4.00089224203
000088,盐田港,1.79619977081,7.29083354117,2460.05464369,1.03354529723
000089,深圳机场,2.28586231738,0.960863504889,388.276105636,2.61118614187
000090,天健集团,-0.993923366459,2.16746014978,21593.5833997,0.573541560666
000096,广聚能源,2.26238007376,0.255390927768,20840.1036689,0.512139589718
000099,中信海直,2.27455617282,0.748869930554,1023.85753964,1.06645993498
000100,TCL集团,2.15698033939,0.409742584734,5719.65930957,4.01587264316
000150,宜华健康,-2.28462789524,0.63138764927,9280.15246158,1.50206014115
000151,中成股份,2.26178782859,3.08148229289,16170.7366062,0.563458243697
000153,丰原药业,1.75445931178,0.672831789718,3951.39679656,2.09196718372
None,ST川化,0.0575725523388,0.0111098296937,54110.4906168,None
000156,华数传媒,2.20670259632,0.600212251176,9499.54260789,2.22982223037
000157,中联重科,-0.217159683771,0.196024082395,53574.7094368,4.03208205988
None,常山股份,-1.2305428173,0.285374319166,24252.9862831,None
000159,国际实业,0.923499375052,5.81135928178,11844.4415435,0
