报表日期,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30
货币资金,746.18,2106.95,4108.59,7174.72,5654.61,150359.62,137406.28,132413.75,133208.88,135106.21,120916.5,122994.79,124843.97,124615.93,122343.49,127266.27,135151.16,153018.1,162924.14,153967.36,151318.95,153704.29,287861.18,162805.95,146711.43,144363.83,160511.96,163367.86,191730.46,201562.91,221749.22,266099.95,290821.23,265482.69,285061.5,164186.64,130717.35,181299.58,249204.73,195759.38,197292.98,182155.34,235567.02,234329.49,275306.55,182603.4,250249.99,282113.43,262548.53
交易性金融资产,242.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41085.54,32027.0,30000.0,69000.0,33000.0,53000.0,58948.0,4098.0,0.0,10013.42,15000.0
衍生金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收票据及应收账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13184.9,0.0,7712.53,0.0,13958.96,0.0,18102.35,31636.56,21165.55,50530.34,24853.65,41689.4,31929.57,48647.46,11353.0,34343.35,29670.39,48584.09,16417.76,44273.13,37588.01,56060.27
应收票据,0.0,6.03,15.05,21.46,61.66,60.86,109.4,116.21,330.88,627.19,314.54,1402.15,611.95,645.65,1417.7,2004.32,1285.22,715.16,1138.16,1377.36,871.53,2152.26,881.85,2115.75,851.8,1491.25,1151.21,1943.4,1764.63,2273.34,1290.36,2972.18,3220.36,2658.99,3915.93,5779.38,3759.45,2706.42,4733.12,5658.77,3740.53,0.0,0.0,0.0,0.0,0.0,0.0,12.78,12.78
应收账款,363.54,768.14,756.81,1675.42,2022.09,1298.2,3630.3,2541.06,4255.2,2231.77,4298.22,2519.16,4940.14,3694.82,8200.65,6225.68,10785.18,3995.64,11099.35,8941.06,14076.79,4346.96,14575.74,8332.26,14836.77,5183.17,15314.5,11241.5,19004.96,5439.18,17934.43,10986.78,29440.57,15443.35,27720.63,15386.16,46770.89,22147.23,29883.93,26270.8,44906.93,11353.0,34343.35,29670.39,48584.09,16417.76,44273.13,37575.22,56047.49
应收款项融资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4431.85,1676.32,4227.96,7447.08,9402.98,3663.62,6339.86,4725.72
预付款项,443.0,450.74,910.4,1376.51,2782.43,8759.16,6330.85,7884.25,10052.22,9446.64,13050.02,9762.06,10469.02,7482.75,12887.07,2813.92,5444.53,2253.36,2955.63,5524.92,11498.53,3764.53,4197.96,7035.0,6883.01,3320.42,5599.7,3063.05,2820.4,2651.35,5352.33,6989.4,8586.6,1374.53,2907.36,4519.33,7657.36,5621.6,12699.19,8645.23,12560.74,7611.64,10958.28,13807.06,13198.08,13191.42,17622.72,13843.52,17623.48
其他应收款(合计),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4255.72,0.0,6179.84,0.0,13349.49,0.0,5528.51,6160.0,5501.69,7581.58,3248.55,3153.9,1457.0,1371.91,845.44,989.6,855.03,1183.98,1429.91,1672.9,1862.98,2102.74
应收利息,0.0,0.0,0.0,0.0,0.0,170.96,413.78,1117.81,1485.2,2374.78,1855.56,2395.54,2282.6,3093.95,1233.75,1906.14,1182.31,1664.18,1800.99,2077.31,2236.15,2890.28,3075.22,2695.12,2835.81,3075.27,3599.03,3226.98,4447.33,4799.38,2877.86,3246.59,3835.11,4679.11,4935.76,4439.17,0.0,1994.22,1402.9,65.93,110.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
