报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30
货币资金,47155.74,54979.15,54610.56,59329.52,50674.8,43037.37,45006.25,51423.61,47056.97,48877.16,59656.19,72201.68,61595.08,51159.85,51907.05,84739.13,76434.27,92170.27,88439.4,111490.18,123045.58,125137.33,158553.4,138561.44,146221.53,137245.31,167018.89,138567.69,186476.21,199751.14,228834.21,190017.66,188332.86,289204.53,185352.57,233457.47,182546.01,186357.91,180928.02,310450.15,240543.01,200012.18,377623.3,338882.11,205214.62,408539.61,472895.79,505422.88,648151.8,554475.36
交易性金融资产,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.89,39.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47050.23
衍生金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收票据及应收账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228182.96,0.0,0.0,0.0,246665.66,0.0,273833.06,0.0,300290.33,0.0,0.0,403467.53,368756.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,725839.27,763355.98,907831.31,1032337.43,961397.95,1071940.46,1205602.55
应收票据,886.45,692.12,1913.43,2370.96,2359.53,5775.27,5268.61,3182.5,1412.32,1008.38,1883.99,4351.97,2383.91,3694.06,3592.05,9748.82,9826.56,13357.88,10931.94,18437.43,15662.04,21308.53,18864.22,24401.93,26815.04,18461.31,21260.08,29598.84,25698.7,29353.23,26182.3,36957.23,39348.05,36780.75,43202.96,43752.9,45269.06,40685.86,60877.98,95571.32,113195.01,100754.01,148760.53,187620.61,145334.97,126572.82,131142.32,142860.75,138670.96,146091.31
应收账款,45606.92,45439.73,46810.49,38612.87,37946.04,44047.34,48954.78,39034.21,43928.34,54186.34,59789.62,45697.86,50024.56,60034.12,64852.87,140394.66,153918.3,184183.43,205507.74,179975.92,225985.9,243045.31,241532.69,203781.03,200136.38,235049.14,249842.61,217066.82,225972.16,244479.83,244256.54,263333.1,300991.24,327624.79,360264.57,325003.54,443819.15,444906.7,513630.37,419166.41,481845.48,576476.72,644586.69,538218.66,618021.01,781258.49,901195.11,818537.2,933269.5,1059511.24
预付款项,4379.96,5244.56,5497.37,7606.65,5021.34,6913.32,8445.74,8087.88,6164.71,14390.72,6460.73,9790.12,6916.23,9925.06,13569.21,47125.31,20259.93,30128.77,33617.82,24173.0,15843.61,33164.95,26121.76,18509.19,23380.77,23583.8,23745.72,18379.3,18864.09,23555.17,25588.82,19225.35,18516.67,61040.67,64318.16,23563.1,31641.27,38176.26,86697.67,53903.71,74578.17,55266.68,221013.46,261820.54,293079.39,295128.6,305452.19,333639.14,283866.5,154145.21
应收利息,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,770.64,612.38,28.43,0.0,180.29,1095.54,0.0,0.0,0.0,0.0,0.0,0.0,1161.09,180.59,321.37,0.0,6.58,0.0,0.0
应收股利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他应收款,717.87,7408.77,8055.59,1721.12,2464.63,1767.18,1997.02,1408.35,520.18,1455.34,1524.78,1207.74,2869.96,2126.47,4516.96,9313.33,11104.29,18386.31,20195.48,10602.37,15726.13,14755.92,17138.81,12349.19,13409.22,12628.28,13006.97,13162.3,13799.01,14404.34,15544.41,15576.43,17242.81,22502.07,26232.2,27477.58,23893.21,33271.92,51195.73,33678.45,42202.41,40345.91,38132.36,33802.44,31924.31,31403.63,41295.58,36740.99,0.0,42772.02
