报表日期,2007-12-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30
销售商品、提供劳务收到的现金,16304587.7,9289741.1,14621585.63,20535408.2,4815130.4,11670504.6,18370743.6,26020889.2,7430073.9,14214404.0,22222600.3,35799937.0,8903956.1,19407336.7,31373871.6,45514035.1,10250146.0,28022237.6,38857425.1,56880500.7,12491851.6,30928004.9,46451896.5,71225252.1,17993813.8,42619759.5,53270960.5,76619130.4,21003057.0,36960021.0,56265657.5,79686031.3,22441727.2,41019018.1,65720906.9,92618228.2,25588831.3,46297506.1,74550289.0,105679708.9,29175230.0,56193236.7,84279496.8,124454940.0,32347935.2,70222754.4,109848147.0
收到的税费返还,0.0,0.0,0.0,0.0,2105.03,0.0,3495.0,0.0,1145.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.4,115.4,5825.1,0.0,682.3,16115.8,5540.0,0.0,5017.3,13207.7,10522.1,0.0,2231.3,12734.5,3582.4,3370.4,4217.8,22646.7,3603.2,15225.8,2826.0,34082.4,2185.6,8389.1,2441.5,31148.0,4594.0,3832.3,3533.7,15225.2
收到的其他与经营活动有关的现金,90781.4,80299.6,1355955.82,116931.6,79432.57,92347.2,117005.2,189143.2,36411.1,128472.9,170435.7,361545.9,135069.8,381911.4,456902.2,523226.2,212914.0,208332.6,360672.7,817980.0,761492.2,638184.4,787230.3,1165277.5,664352.3,658390.6,1671168.5,961649.0,936270.6,810817.0,1026484.1,1005438.8,587899.2,728682.3,1684235.8,1460511.7,475552.1,1168903.8,1748077.5,1688375.3,624253.3,2245533.9,2252549.2,3453241.7,426201.0,1905005.5,2221372.5
经营活动现金流入小计,16395369.1,9370040.7,15977541.45,20652339.8,4896668.01,11762851.8,18491243.8,26210032.4,7467630.6,14342876.9,22393036.0,36161482.9,9039025.9,19789248.1,31830773.8,46037261.3,10463060.0,28230685.6,39218213.2,57704305.8,13253343.8,31566871.6,47255242.6,72396069.6,18658166.1,43283167.4,54955336.7,77591301.5,21939327.6,37773069.3,57304876.1,80695052.5,23032996.8,41751918.2,67427789.4,94082343.1,26079609.2,47469235.9,76332448.9,107370269.8,29807872.4,58441212.1,86563194.0,127912775.7,32777968.5,72131293.6,112084744.7
购买商品、接受劳务支付的现金,14804567.8,8859590.0,13974081.61,18209696.9,4391448.58,9749186.3,15636953.7,22245919.9,9881669.6,15565306.2,22568826.0,32895992.7,9150717.9,18988437.9,30945444.8,41604626.8,10709549.8,26632104.7,36355691.0,51162112.8,12829313.4,29240621.9,44482134.7,64418251.1,19071146.8,41943973.5,50868751.2,66457414.4,23649113.3,35858316.8,51288567.6,65541778.2,23435783.9,34889156.2,55940155.1,72343089.0,28643004.1,43436555.6,72284059.6,99248871.1,34629395.5,57315675.0,81265206.7,113591465.5,37407699.5,72476621.9,111388594.1
支付给职工以及为职工支付的现金,758451.8,439444.4,636594.37,909985.7,216807.43,471510.6,738096.6,1072812.1,294207.2,661685.4,870334.6,1418132.8,428592.5,901023.6,1086563.7,1937557.7,423183.9,1131697.2,1664496.0,2341847.0,645114.7,1452051.4,2136426.4,3132487.5,737823.6,1628801.6,2461561.1,3423771.1,1001000.9,1868364.2,2610503.8,3903158.1,1175114.9,2237404.4,3139497.2,4664980.9,1190375.8,2679189.9,3567937.9,5325738.2,1474634.2,3103307.3,4280503.8,6771073.4,1921044.7,3696249.4,4867643.3
支付的各项税费,696582.7,536942.5,577147.31,1000884.0,172111.16,565208.6,680164.9,1156497.9,257240.1,802841.0,1194419.3,1545555.2,513428.4,1292280.5,1509400.9,2317647.5,383846.9,1400910.5,1859761.8,2798314.6,778669.9,1928338.3,2579103.4,3592877.2,847222.1,2187916.8,2629850.0,4075417.0,1140001.1,2602440.0,3182885.1,4725597.1,1155685.9,3115430.1,3804475.6,5319191.8,1333686.6,4909307.2,5059802.9,4655628.4,1932671.9,3530457.0,4772914.7,5088653.0,1684134.9,3162676.2,4973873.3
支付的其他与经营活动有关的现金,245184.9,213431.8,1698433.75,271410.9,70668.4,126510.8,154398.1,393390.4,103249.1,189494.3,231517.3,466289.7,230508.4,1008712.2,1295165.7,946162.6,202257.9,178013.0,182047.2,1162701.4,604497.8,480288.0,600272.3,990570.9,1775815.0,797503.6,3445228.2,1144064.9,1105012.0,378613.1,1776394.5,1064155.0,1032827.4,792843.0,2201653.4,1050295.6,1591778.8,2316817.2,2946098.6,2485725.3,696258.9,652550.2,2740268.8,1430454.8,1576759.3,1085415.9,1522100.2
经营活动现金流出小计,16504787.2,10049408.7,16886257.04,20391977.5,4851035.57,10912416.3,17209613.3,24868620.3,10536365.9,17219326.9,24865097.2,36325970.4,10323247.2,22190454.2,34836575.1,46805994.6,11718838.5,29342725.4,40061996.0,57464975.8,14857595.8,33101299.6,49797936.8,72134186.7,22432007.5,46558195.5,59405390.5,75100667.4,26895127.3,40707734.1,58858351.0,75234688.4,26799412.1,41034833.7,65085781.3,83377557.3,32758845.3,53341869.9,83857899.0,111715963.0,38732960.5,64601989.5,93058894.0,126881646.7,42589638.4,80420963.4,122752210.9
经营活动产生的现金流量净额,-109418.1,-679368.0,-908715.59,260362.3,45632.44,850435.5,1281630.5,1341412.1,-3068735.3,-2876450.0,-2472061.2,-164487.5,-1284221.3,-2401206.1,-3005801.3,-768733.3,-1255778.5,-1112039.8,-843782.8,239330.0,-1604252.0,-1534428.0,-2542694.2,261882.9,-3773841.4,-3275028.1,-4450053.8,2490634.1,-4955799.7,-2934664.8,-1553474.9,5460364.1,-3766415.3,717084.5,2342008.1,10704785.8,-6679236.1,-5872634.0,-7525450.1,-4345693.2,-8925088.1,-6160777.4,-6495700.0,1031129.0,-9811669.9,-8289669.8,-10667466.2
