报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30
一、营业总收入,14097.88,29957.5,44554.21,66205.66,12148.71,34965.38,51165.18,80415.56,15565.07,47573.42,77074.03,102358.68,24699.03,55135.46,85898.23,116596.24,25681.05,57742.13,94287.25,129458.93,36507.65,82549.29,125002.69,176118.72,48886.52,96433.01,148379.07,204869.23,44519.1,87604.12,135651.0,226230.44,51889.92,107423.56,171748.84,240208.96,64266.28,127555.84,219195.24,289743.98,74070.39,160006.76,264756.13,410226.16,103156.38,274923.19,413963.09,537499.47,177505.15,339155.41,544362.03,737370.13,166093.59,391663.88
营业收入,14097.88,29957.5,44554.21,66205.66,12148.71,34965.38,51165.18,80415.56,15565.07,47573.42,77074.03,102358.68,24699.03,55135.46,85898.23,116596.24,25681.05,57742.13,94287.25,129458.93,36507.65,82549.29,125002.69,176118.72,48886.52,96433.01,148379.07,204869.23,44519.1,87604.12,135651.0,226230.44,51889.92,107423.56,171748.84,240208.96,64266.28,127555.84,219195.24,289743.98,74070.39,160006.76,264756.13,410226.16,103156.38,274923.19,413963.09,537499.47,177505.15,339155.41,544362.03,737370.13,166093.59,391663.88
二、营业总成本,13395.3,27794.11,41378.88,61876.19,12316.04,33581.51,48601.87,73882.88,13928.34,40653.28,66553.08,82540.04,20825.19,43812.78,71020.12,95626.26,21544.78,48919.67,79445.45,109550.6,31393.18,65570.96,95069.96,129185.0,37764.37,70922.24,107053.9,149665.79,32476.91,66423.77,101604.56,172635.33,35885.37,77406.98,121723.3,177652.67,43334.57,90861.44,155881.39,210177.95,48578.02,110933.76,180229.55,302575.98,69393.46,183779.44,270341.88,365840.67,117392.12,217398.57,330660.79,455043.11,96157.94,225898.74
营业成本,5289.3,11074.43,16910.15,24743.61,3582.84,12930.76,16413.57,26884.57,2563.5,13631.5,21282.12,25433.45,6653.28,14214.8,22282.01,27871.37,3990.13,9651.62,14772.38,22349.37,5026.5,15910.37,21403.06,31790.01,9514.06,18307.37,27624.17,38454.63,7839.26,13832.83,21602.8,53078.75,11896.92,22795.91,36033.69,52074.43,13409.08,24689.78,49771.37,59626.49,9190.41,20396.06,31623.44,74071.03,10967.32,43855.4,60826.38,80074.49,32238.58,56049.57,76549.59,109171.41,18439.3,58425.71
营业税金及附加,312.47,693.71,1008.05,2072.39,263.48,1740.63,2106.85,3555.46,301.15,1475.91,2159.23,3307.21,688.24,1863.64,3313.35,4280.99,417.34,1786.54,3252.66,5093.01,466.75,3224.35,3707.41,7127.59,1950.14,3653.73,5046.69,8106.55,1023.41,1604.87,1801.06,8362.89,2168.82,3818.68,6206.01,8995.33,2953.96,4515.46,8017.92,10166.5,876.6,2011.21,3116.58,10262.48,1056.17,6325.5,8174.77,9944.29,4297.33,8932.13,11651.73,15757.5,2239.31,6021.77
销售费用,4705.9,8390.54,12611.35,18691.53,4410.7,9926.04,17515.97,23131.76,7665.64,16545.7,29229.08,33416.25,9476.67,18938.79,32536.47,42049.21,12633.65,26646.71,44725.14,56450.18,18577.68,32326.61,49717.52,68078.01,19105.5,36297.96,54103.77,74513.57,17507.07,35830.41,55763.0,77280.5,14682.83,34425.53,54986.96,79666.87,17662.84,40597.79,66616.51,94786.83,28770.14,66817.1,110356.15,156549.53,42560.99,98527.01,151349.08,209481.66,62042.94,117410.35,191292.43,252244.45,62126.07,123934.37
管理费用,2438.05,4930.45,7546.26,11814.73,3137.11,6498.19,9453.3,14909.61,2791.06,6848.9,11441.22,17332.81,3808.83,7524.26,11599.91,19436.24,4371.47,8875.11,1479.69,23323.31,7151.43,13157.44,19042.19,26910.83,6948.95,15024.26,22586.24,31160.22,6139.38,15331.14,22541.55,34116.48,7252.94,16643.8,24753.81,37137.8,9435.47,20687.83,32033.69,45378.08,10649.97,22030.86,35516.46,58051.92,14962.04,33347.72,22170.87,35122.51,8115.53,17324.85,26809.79,45803.35,9879.67,22019.93
财务费用,649.57,755.42,1757.53,2215.67,921.92,1853.5,2479.8,3639.24,606.99,1256.55,1667.27,1866.04,198.18,480.34,497.44,615.62,132.19,447.16,392.49,679.15,170.81,282.25,528.72,496.43,245.72,445.01,499.16,421.79,-32.21,-289.28,-348.04,-397.94,-116.15,-539.57,-895.75,-1530.57,-214.16,-776.99,-2044.4,-1869.13,-287.2,-570.01,-644.28,-930.67,-152.78,-509.92,-551.5,-3181.45,-800.95,-1761.85,-2823.64,-4977.36,-1403.75,-3234.27
研发费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26120.84,32806.47,11499.66,19443.51,27180.88,37043.76,4877.34,18731.23
资产减值损失,0.0,1949.57,1545.54,2338.25,0.0,632.38,632.38,1762.23,0.0,894.73,774.14,1184.28,0.0,790.94,790.94,1372.83,0.0,1512.52,1512.1,1655.57,0.0,669.94,671.07,-5217.87,0.0,-2806.09,-2806.13,-2990.98,0.0,113.81,244.19,194.64,0.0,262.63,638.57,1308.81,87.37,1147.57,1486.31,2089.19,-621.9,248.53,261.2,4571.68,-0.28,2233.73,2251.44,1592.69,-0.96,0.0,0.0,0.0,0.0,0.0
