报表日期,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30
非流动负债合计,0.0,10.94,37.55,37.55,37.55,37.55,37.55,37.55,37.55,37.55,37.55,37.55,37.55,37.55,37.55,37.55,37.55,37.55,37.55,37.55,37.55,528.55,528.55,528.55,528.55,520.37,520.37,471.26,446.72,422.17,397.62,373.07,348.52,1797.97,1273.42,948.87,924.32,4400.8,3937.75,4327.7,21613.34
负债合计,835.62,1497.79,1939.7,1297.57,990.74,2331.0,1988.32,1616.93,1671.76,6524.37,4289.76,1919.91,1590.17,4571.33,4204.8,2757.65,2499.21,11941.95,16188.26,17925.92,18732.7,31291.49,19328.46,28232.26,47562.81,97028.07,92704.78,81865.8,82851.41,90109.08,86560.16,53090.64,47330.94,65531.13,52250.69,40545.47,65524.6,100352.95,95883.66,86797.1,86230.69
实收资本(或股本),500.0,2000.0,3032.4,3032.4,3032.4,3032.4,4050.0,4050.0,4050.0,4050.0,8100.0,8100.0,12150.0,12150.0,12150.0,12396.75,12396.75,13572.1,13572.1,25962.1,26064.16,27901.78,28382.15,56495.78,56465.52,56532.77,56490.65,65481.65,65562.53,65620.06,65637.82,104996.95,104996.95,104996.95,104996.95,104996.95,105668.01,105668.01,105668.01,105668.01,105668.01
资本公积,0.0,29.26,27.26,27.26,27.26,27.26,51718.07,51718.07,51718.07,51718.07,47668.07,47668.07,43618.07,43618.07,43618.07,44862.71,44862.71,61816.73,61816.73,49574.18,50071.64,82329.18,96313.92,68896.92,68924.61,69063.65,69060.41,248272.06,248423.5,249374.7,249408.67,210379.03,210379.03,210640.62,210651.26,210792.21,214280.75,216777.55,216777.55,218579.15,218579.15
减：库存股,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11910.59,11910.59,11910.59,11910.59,8139.61,8139.61,8139.61,4326.5,9968.63,9968.63,9968.63,5642.13,5642.13
其他综合收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.59,-4.94,0.77,-194.63,-257.56,-370.07,-596.97,-249.32,-199.02,-227.67,-162.48,-295.47,-103.43,-263.43,-183.55,-263.83,-275.84
专项储备,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
盈余公积,116.46,129.84,379.34,379.34,379.34,801.06,801.06,801.06,801.06,1351.18,1351.18,1351.18,1351.18,1919.86,1919.86,1919.86,1919.86,2817.93,2817.93,2817.93,2817.93,3957.0,3957.0,3957.0,3957.0,5259.11,5259.11,5259.11,5259.11,7104.04,7104.04,7104.04,7104.04,9531.16,9531.16,9531.16,9531.16,12763.34,12763.34,12763.34,12763.34
一般风险准备,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
未分配利润,947.49,718.42,2965.73,4744.07,5194.28,6761.23,8157.29,7129.24,7920.53,9943.16,10700.56,11752.17,12885.24,15639.84,17411.56,17923.26,19237.16,23157.91,25314.42,26805.33,28242.66,35581.71,37979.01,38293.67,41237.46,54340.97,57671.64,61270.02,66361.01,85290.45,90173.82,92375.54,97738.21,122662.07,126269.47,133285.38,140905.45,171255.81,175596.84,178851.55,188619.73
归属于母公司股东权益合计,1563.95,2877.52,6404.73,8183.06,8633.27,10621.94,64726.42,63698.37,64489.65,67062.41,67819.82,68871.43,70004.49,73327.76,75099.48,77102.58,78416.48,101364.67,103521.19,105159.54,107196.39,149769.66,166632.08,167643.36,170592.18,185191.57,188482.58,380088.2,373438.0,395108.59,399816.79,402695.65,411879.59,439463.52,443146.74,453983.74,460313.31,496232.65,500653.56,509956.09,519712.25
少数股东权益,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.27,230.64,213.16,185.55,641.2,611.32,618.44,594.33,823.87,818.77,774.69,763.98,8490.02,8465.43,8745.02,8619.42,8908.09,9134.42,9660.65,9691.1,9937.45,12365.57,14040.61,13823.01,13769.46,13672.39
所有者权益(或股东权益)合计,1563.95,2882.32,6404.73,8183.06,8633.27,10621.94,64726.42,63698.37,64489.65,67062.41,67819.82,68871.43,70004.49,73327.76,75099.48,77339.85,78647.11,101577.83,103706.73,105800.75,107807.71,150388.1,167226.41,168467.24,171410.95,185966.25,189246.56,388578.22,381903.42,403853.61,408436.21,411603.73,421014.02,449124.17,452837.84,463921.18,472678.88,510273.26,514476.57,523725.55,533384.65
负债和所有者权益(或股东权益)总计,2399.56,4380.1,8344.43,9480.64,9624.02,12952.94,66714.74,65315.3,66161.41,73586.79,72109.58,70791.33,71594.66,77899.09,79304.27,80097.5,81146.32,113519.78,119894.99,123726.67,126540.41,181679.6,186554.86,196699.49,218973.77,282994.32,281951.34,470444.02,464754.83,493962.69,494996.37,464694.37,468344.96,514655.3,505088.53,504466.65,538203.48,610626.21,610360.23,610522.65,619615.34
