报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30
货币资金,50716.71,48798.33,48598.22,56911.83,50819.12,55202.32,41117.57,53981.51,73796.83,87290.66,168087.39,197360.39,184278.5,155086.01,136912.91,113309.74,129454.39,170084.07,127307.22,150256.71,130678.47,83393.99,104272.38,268760.42,255119.58,253025.9,160669.91,221384.83,180911.59,173377.58,131857.02,254982.49,104645.17,136249.27,100362.82,165856.09,162769.92,148745.09,153040.78,141467.54,159701.13,160285.47,131001.69,172532.2,182400.39,157302.96,147640.81,213593.99,192610.27,175844.27
交易性金融资产,0.0,0.0,0.0,0.0,0.0,0.0,8435.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224158.28,188487.87
衍生金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收票据及应收账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105655.84,162909.73,147050.27,224219.18,240683.75,281572.66,276540.63
应收票据,10279.52,7244.31,6389.44,21595.02,17498.15,11096.99,13062.6,23958.28,3218.83,3342.87,3552.96,4065.43,3730.5,4120.34,4183.0,5100.07,7203.22,7171.36,26575.48,5779.88,22190.44,13960.81,45871.81,5262.34,11333.78,18207.93,26426.64,7640.57,16753.65,24378.79,57610.72,3212.91,35211.38,24016.13,59446.01,12162.94,68283.95,51802.67,36796.01,6675.48,27015.0,54585.74,64150.99,55183.22,110648.8,95761.58,178089.01,150455.94,127563.93,119566.43
应收账款,7741.06,10160.1,11602.98,6999.39,12283.47,15108.3,15199.56,11121.08,15966.81,15256.62,16052.98,12318.58,13194.61,18697.14,14699.8,12921.3,19585.2,19180.8,17863.38,5586.06,10942.96,11989.4,16458.77,10367.54,24889.17,22429.86,33908.44,17992.94,24178.24,23701.26,23290.9,11654.62,35091.34,39006.28,41657.16,30766.29,44512.74,55840.23,80126.97,38629.08,36775.45,63624.59,53556.19,50472.62,52260.93,51288.68,46130.16,90227.81,154008.73,156974.2
预付款项,2143.41,3578.07,2226.16,3188.5,3811.47,3101.22,2030.13,4570.03,4027.23,5305.87,4672.98,5879.43,5801.83,5024.99,3196.3,4861.37,6117.91,6313.78,7537.36,8207.29,16149.13,8380.98,8225.79,8563.7,23872.89,33798.89,41898.52,20567.82,48312.21,32928.11,42668.61,21267.37,33060.01,20608.3,23768.28,30089.47,40102.75,26824.36,17731.34,22983.49,27595.5,35766.72,21150.32,16641.69,14143.98,9116.84,6934.61,8529.51,9489.61,7675.93
应收利息,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.71,177.71,0.0,0.0,0.0,0.0,0.0,0.0,357.81,582.67,669.24,660.83,360.36,1462.11,1898.99,2898.78,114.26,394.11,590.41,506.26,122.96,297.45,438.39,331.48,132.41,293.88,466.61,0.0,148.7,643.11,595.33
应收股利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.59,79.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,592.59,592.59,1441.06,848.47,549.71,101.24,1166.12,1064.88,1064.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他应收款,4227.68,3552.6,4995.31,2662.72,1527.9,2013.76,2440.03,3403.53,2244.06,7924.8,5918.66,1615.19,2028.39,1690.39,2795.84,2467.95,4352.84,6791.18,9205.66,1928.05,3592.16,10469.03,7908.5,19576.93,12297.2,7123.64,15918.1,6821.18,8098.99,6742.98,13549.48,4394.13,7031.97,5570.52,7851.42,3864.44,9357.35,7225.42,9588.46,6467.47,9272.41,9556.16,10536.11,5916.36,5873.68,5479.64,7410.55,5158.73,0.0,8612.7
买入返售金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
存货,12637.66,13466.08,13809.65,15036.73,15853.64,18548.2,18926.04,19092.0,19175.79,18286.47,19471.84,20270.29,20637.58,19666.56,18462.15,19375.95,22501.66,26297.69,32247.66,31110.92,38506.88,42095.53,39515.05,40082.97,45969.72,49883.9,51920.63,55100.87,56023.37,66241.83,105446.46,146429.96,157304.79,157706.46,167208.25,172547.57,199750.44,239065.79,274622.32,301415.92,374984.29,430433.66,414791.12,360692.75,382209.47,411145.83,394418.82,336688.72,335744.58,346260.46
划分为持有待售的资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的非流动资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36510.12,36510.12,30000.0,30987.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
待摊费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
待处理流动资产损益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他流动资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,3000.0,3000.0,9600.0,92041.21,72041.21,30000.0,30000.0,88494.05,98494.05,144939.34,106177.51,64320.45,50400.45,50800.0,100600.0,77794.4,102800.0,125000.0,124980.0,99813.84,218362.75,205908.49,206409.31,226836.13,153593.59,139814.51,103373.93,240521.35,229641.01,155177.42,133277.85,302462.62,248765.38,217224.83,136610.63,272008.69,1545.71,2744.25
流动资产合计,87746.03,86799.49,87621.76,106394.19,101793.76,105070.78,101210.95,116126.43,118429.55,137407.28,217756.81,244509.31,232671.41,207285.42,199850.01,250157.19,261336.02,265838.88,250736.75,328050.78,357241.92,345229.08,359417.34,416934.34,423882.78,435270.12,431342.24,408253.02,438253.31,454480.85,500912.5,542665.39,592270.75,592130.58,610666.89,643302.06,678764.85,669908.48,675786.07,758283.29,865282.24,909868.15,828795.75,964033.87,996596.52,947786.98,917234.6,1076812.1,1055890.73,1006761.45
发放贷款及垫款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
可供出售金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,34878.82,45178.82,34878.82,64878.82,6722.0,11342.96,6602.0,8500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8534.14,7094.09,7094.09,7822.64,7822.64,5043.35,5043.35,5043.35,5043.35,4036.51,4036.51,3528.18,3528.18,3052.13,3052.13,3028.14,3028.14,3029.31,0.0,0.0
持有至到期投资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6964.0,2000.0,0.0,0.0,0.0,20000.0,60000.0,60000.0,0.0,0.0,9700.0,11900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期应收款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期股权投资,11304.13,11314.13,11314.13,11234.13,11234.13,11234.13,11234.13,11234.13,11234.13,11234.13,11234.13,11833.46,11833.46,11833.46,6974.03,7440.88,7050.88,8340.88,8756.88,9182.91,9482.91,9184.51,11543.25,11883.97,11483.97,11015.97,11160.97,12164.05,12628.88,15518.26,7257.35,7410.75,7581.54,6673.2,4259.84,9364.3,9454.29,10180.86,8386.63,8421.31,8521.31,8735.0,8713.59,12720.8,12705.85,24743.86,25051.85,21705.67,21714.72,21788.9
投资性房地产,0.0,0.0,0.0,369.36,369.36,362.04,358.38,354.97,351.37,347.78,344.18,349.09,345.5,348.04,343.24,339.34,335.74,327.51,323.92,320.32,316.72,313.13,309.53,305.93,302.34,298.74,295.14,291.55,287.95,284.35,280.76,277.16,273.85,2068.12,2052.28,3053.41,2967.13,3001.14,2787.91,2764.32,2740.73,2717.14,2693.55,2027.44,2009.66,1991.87,12404.57,12100.41,11987.17,11873.93
固定资产净额,24733.44,25116.2,25196.18,25029.03,24853.68,24582.04,24652.23,32100.66,31562.53,31422.86,30748.33,34778.59,35501.68,36476.95,36770.99,39959.16,40174.68,40409.18,41245.04,47109.88,47149.51,47724.43,50560.94,52243.79,51979.97,53617.98,52879.41,64130.25,76290.17,75402.1,76704.72,132610.23,132732.0,129793.85,128459.27,136315.38,136436.65,137263.23,130160.76,141792.58,143483.11,146389.82,145723.45,170964.71,172705.14,172447.96,160791.43,173404.81,0.0,187383.14
在建工程,6078.58,6224.75,6063.48,7697.49,8095.15,8702.09,9370.08,2296.91,6470.65,3545.81,4613.07,4021.72,3492.62,4323.67,6376.54,8456.8,9197.77,11529.83,16063.78,11054.6,11949.8,22349.26,28071.36,28654.49,34076.09,44520.97,57483.6,56255.41,51984.73,55937.96,59513.61,13658.47,20894.4,19770.66,21310.3,17594.99,19044.18,23670.64,33303.69,30427.63,41341.74,46105.09,40835.57,21735.94,27278.62,28626.37,43360.91,0.0,0.0,21088.83
工程物资,256.56,134.65,121.39,451.08,936.43,599.09,175.4,373.12,227.95,632.56,626.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
固定资产清理,0.0,2.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.42
生产性生物资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.62,0.0,14.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,469.33,466.45,449.85,457.68,444.35,2054.95,2096.35,2053.49,1639.91,1645.45,1447.61,1264.85,891.29,1351.74,1558.57,2607.97,3661.26,4131.86,5213.43,7008.37
公益性生物资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
油气资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
无形资产,8492.91,8270.77,8190.96,8488.46,8402.92,8382.72,8519.0,8085.5,7989.08,7959.09,8193.94,12487.46,12424.97,12592.94,12391.86,12797.32,12684.2,12318.8,12144.47,14632.3,14399.9,14442.14,15279.36,15166.23,14916.59,15263.68,15101.23,18416.72,16802.01,20533.28,22795.96,23136.81,22823.07,22448.98,23315.91,19902.59,19454.77,18982.64,18182.19,18373.38,17947.25,17578.63,27922.73,32883.59,32381.47,32335.23,31910.86,42126.97,41572.54,41859.74
开发支出,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.76,25.76,25.88,26.47,210.35,210.35,291.16,292.82,465.64,465.64,549.34,549.49,549.98,549.98,549.98,549.98,549.98,550.79,725.85,726.1,839.31,839.41,839.61
