报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30
一、营业总收入,1858.73,3818.1,6444.24,9139.28,2767.53,5783.14,10048.92,13913.08,3972.78,8340.9,14005.58,18924.42,4957.6,10293.97,17802.23,24258.51,6424.12,13321.31,23156.1,31592.6,8166.25,17158.65,28486.18,37893.98,9609.87,20117.14,33804.6,46301.52,12111.55,25619.45,42890.42,58379.03,14908.06,34282.41,55978.13,76235.57,17564.91,37932.4,63968.14,87876.37,24265.89,50793.43,87014.83,117972.78,30844.44,68527.74,116346.65,154604.35,39409.67,84683.55,142072.51,189421.83,19278.33,73782.3,145225.42
营业收入,1858.73,3818.1,6444.24,9139.28,2767.53,5783.14,10048.92,13913.08,3972.78,8340.9,14005.58,18924.42,4957.6,10293.97,17802.23,24258.51,6424.12,13321.31,23156.1,31592.6,8166.25,17158.65,28486.18,37893.98,9609.87,20117.14,33804.6,46301.52,12111.55,25619.45,42890.42,58379.03,14908.06,34282.41,55978.13,76235.57,17564.91,37932.4,63968.14,87876.37,24265.89,50793.43,87014.83,117972.78,30844.44,68527.74,116346.65,154604.35,39409.67,84683.55,142072.51,189421.83,19278.33,73782.3,145225.42
二、营业总成本,1581.67,2993.64,4665.94,6476.78,2371.52,4850.55,7875.1,11695.25,3015.64,6611.25,10334.15,15249.6,3639.7,7770.58,12439.62,17302.52,4251.56,9096.93,15346.92,21768.48,5591.45,11596.45,18524.43,25628.97,6501.02,13986.18,22916.36,32346.56,9191.06,19387.66,31399.06,44151.82,10958.65,25508.99,40461.46,58361.73,13336.45,29372.67,48651.14,71353.93,18549.97,39804.34,64304.89,90753.97,23399.8,51950.19,82544.81,113044.76,27319.67,58389.57,92613.3,129443.89,22778.12,56097.4,97132.87
营业成本,888.95,1705.95,2802.77,3799.51,1269.35,2886.13,4595.64,7858.38,1903.86,4721.59,7539.77,10831.18,2623.04,5687.13,9438.71,12980.43,3380.21,7296.79,12158.63,16669.29,4453.26,9251.45,14727.23,20371.33,5023.1,10813.41,17881.4,25446.11,7338.16,15478.18,25118.97,35431.21,8663.45,20401.39,32572.06,45893.99,9976.92,22701.13,37785.82,51483.82,13582.28,29933.81,49154.74,69175.97,17593.91,39867.67,64269.67,87677.15,21017.15,46068.73,73977.58,102136.86,16977.91,44040.76,78437.0
营业税金及附加,5.04,15.2,31.72,39.77,13.19,12.47,17.56,31.91,32.13,65.74,98.83,47.45,27.83,16.8,26.84,48.19,37.15,77.62,151.6,88.29,73.31,161.02,255.43,148.59,74.88,166.97,266.92,165.67,21.36,57.63,99.83,193.99,26.61,65.18,79.2,245.32,69.22,79.41,149.12,460.61,2.2,222.32,241.76,454.92,13.33,211.52,241.8,451.84,23.78,231.19,260.2,495.46,5.36,208.26,229.85
销售费用,0.0,0.0,7.38,17.91,0.0,0.0,0.0,143.91,6.98,84.05,132.08,260.01,32.24,76.66,138.3,192.72,27.0,60.13,115.79,182.01,30.66,76.56,123.76,213.29,92.94,192.9,268.96,386.33,96.97,358.68,667.37,820.3,160.5,482.41,770.86,1119.35,315.32,612.49,1112.48,1714.19,363.74,586.65,893.57,1165.33,237.82,525.23,792.87,1095.59,254.57,504.38,809.96,1179.49,246.17,616.92,1099.94
管理费用,697.02,1302.98,1989.96,2657.16,1061.54,1989.86,3308.01,3465.54,1072.97,1745.29,2561.96,3500.21,978.34,2003.23,2867.56,4116.74,837.19,1726.7,2982.06,4916.86,1131.1,2367.64,3771.55,5238.12,1316.97,2820.41,4550.65,6492.12,1747.37,3529.05,5611.24,7942.76,2204.96,4725.01,7290.08,11249.93,2454.6,5199.94,8493.48,16247.96,4177.88,8408.13,13052.29,18556.23,4839.7,9959.51,13397.63,18989.24,4796.83,9258.56,13974.81,21013.24,4798.06,9399.12,14463.62
财务费用,-9.34,-30.48,-165.89,-59.95,-15.2,-33.39,-41.58,-49.07,-0.3,-5.42,1.51,-13.66,-21.76,-22.27,-40.86,-64.9,-29.98,-75.07,-76.72,-95.14,-96.87,-282.72,-373.6,-372.67,-6.87,-17.52,-60.6,-157.68,-12.79,-73.56,-136.7,-274.13,-96.86,-204.11,-291.94,-182.48,422.82,665.41,985.95,1165.38,329.15,576.95,843.55,1157.21,598.16,1254.0,1878.56,2432.37,625.06,1263.05,1874.44,2404.4,429.13,826.04,1120.09
研发费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1696.37,2299.96,447.26,1063.65,1716.31,2214.44,321.48,1006.3,1782.35
资产减值损失,0.0,0.0,0.0,22.38,0.0,-4.53,-4.53,244.58,0.0,0.0,0.0,624.41,0.0,9.02,9.06,29.35,0.0,10.77,15.56,7.17,0.0,22.51,20.07,30.31,0.0,10.01,9.02,14.0,0.0,37.68,38.35,37.68,0.0,39.1,41.22,35.63,97.57,114.29,124.29,281.96,94.71,76.47,118.98,244.32,116.88,132.26,267.9,98.62,155.02,0.0,0.0,0.0,0.0,0.0,0.0
公允价值变动收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,9.23,-0.12,-5.97,-2.37,0.93,-5.56,-3.21,-0.06,2.2,1.03,-4.59,-8.61,1.19,2.58,-0.73,1.96,0.03,-3.6,0.72,-0.01,-2.75,-2.62,2.28,8.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
投资收益,0.0,0.0,0.0,-170.61,-42.65,-85.3,-127.96,-170.75,-42.48,-74.21,-116.67,-145.4,-42.35,-84.78,-65.65,-169.86,-42.65,-85.3,-91.0,-170.61,-42.65,-85.3,-129.94,-137.52,-139.03,-310.45,-400.09,-312.99,162.24,214.06,278.67,332.0,31.61,94.95,115.88,5641.39,100.75,81.9,-75.69,-0.47,-0.03,3.21,129.23,735.85,413.27,952.54,1584.17,2278.53,759.12,1628.72,2725.7,3291.13,856.01,1712.31,2925.11
其中:对联营企业和合营企业的投资收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.98,-211.7,-378.82,-793.18,-1128.89,-1284.71,-177.31,-365.28,-546.74,-739.69,-186.73,-330.84,-501.78,-720.88,143.4,167.21,52.26,-0.14,-0.05,-0.14,-0.13,15.83,291.79,559.25,809.24,1059.25,249.99,549.76,794.29,1029.29,249.4,499.1,1055.3
汇兑收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三、营业利润,277.07,824.47,1778.3,2491.89,396.01,847.28,2045.87,2047.72,923.89,1655.33,3548.79,3527.06,1276.48,2433.04,5293.76,6786.07,2132.1,4140.11,7713.58,9644.9,2533.33,5479.47,9831.08,12129.45,2969.86,5816.91,10488.86,13641.97,3079.98,6443.24,11772.3,14567.66,3981.01,8868.37,15632.55,23515.23,4329.21,8641.64,15241.31,16521.97,5715.89,10992.3,22839.17,28087.39,7863.32,17534.18,35426.89,43940.03,12902.7,27840.96,52092.93,63381.74,-2623.29,19486.4,51264.07
加:营业外收入,0.0,0.2,30.66,162.06,4.02,4.34,4.34,467.23,2.22,7.18,7.64,6.1,0.23,352.23,353.17,371.05,3.12,189.48,259.38,313.04,-0.27,394.73,396.71,495.79,1.17,363.13,384.47,384.67,296.38,313.18,314.91,315.89,1.44,30.03,443.95,662.2,235.05,274.39,294.88,390.83,14.64,138.49,209.7,133.95,1.06,104.6,109.98,128.25,11.01,113.74,115.95,181.69,284.25,288.67,291.79
减：营业外支出,1.21,16.06,26.95,35.95,2.87,8.79,17.1,86.09,49.47,49.31,150.84,170.73,21.41,30.46,58.57,259.51,9.44,18.0,30.49,141.51,8.67,16.7,31.44,128.64,13.46,28.5,46.42,148.97,25.84,37.66,57.54,95.86,20.66,50.33,79.28,207.52,35.11,63.78,123.23,155.2,24.39,36.78,42.72,53.6,5.43,14.53,45.06,149.65,25.42,167.62,188.98,224.62,7.98,37.42,70.5
其中：非流动资产处置损失,0.0,14.67,0.0,26.32,0.0,0.0,0.0,32.53,0.0,0.0,0.0,43.68,0.0,19.66,35.92,134.26,0.0,0.0,0.0,14.53,0.0,0.0,0.0,1.05,1.63,1.96,3.27,4.25,0.01,0.38,0.38,5.67,0.0,1.36,2.46,72.94,-0.09,7.27,8.58,23.76,0.0,7.8,9.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
四、利润总额,275.86,808.61,1782.01,2618.0,397.16,842.82,2033.11,2428.85,876.63,1613.2,3405.6,3362.43,1255.3,2754.81,5588.36,6897.61,2125.79,4311.58,7942.47,9816.42,2524.39,5857.5,10196.34,12496.61,2957.57,6151.54,10826.91,13877.67,3350.52,6718.76,12029.66,14787.69,3961.79,8848.07,15997.22,23969.91,4529.15,8852.25,15412.96,16757.6,5706.14,11094.01,23006.14,28167.73,7858.96,17624.25,35491.81,43918.64,12888.28,27787.08,52019.9,63338.81,-2347.02,19737.65,51485.36
减：所得税费用,72.78,220.01,524.44,1602.85,170.08,350.69,719.05,962.48,277.5,509.26,950.23,1189.77,303.2,728.33,1456.28,1914.96,572.71,1172.93,2094.86,2647.39,621.45,1207.43,2213.39,2942.02,694.28,1355.71,2490.72,3634.38,750.54,1524.34,2521.51,3404.29,752.03,1861.96,3270.18,4605.77,761.39,1459.15,2516.7,3473.39,1165.0,1878.37,3651.58,5498.99,1438.98,3056.5,5417.21,7998.5,2365.6,4593.7,7386.86,12561.77,286.57,3746.41,7218.75
五、净利润,203.07,588.59,1257.56,1015.15,227.08,492.13,1314.05,1466.37,599.13,1103.94,2455.37,2172.67,952.1,2026.48,4132.08,4982.65,1553.07,3138.65,5847.61,7169.04,1902.94,4650.08,7982.95,9554.58,2263.29,4795.83,8336.19,10243.29,2599.98,5194.42,9508.16,11383.4,3209.77,6986.12,12727.04,19364.14,3767.76,7393.1,12896.25,13284.21,4541.14,9215.65,19354.55,22668.75,6419.98,14567.75,30074.6,35920.14,10522.67,23193.38,44633.04,50777.04,-2633.59,15991.24,44266.61
归属于母公司所有者的净利润,203.07,588.59,1258.65,1010.18,231.43,484.9,1314.76,1540.28,625.76,1139.1,2493.32,2223.02,961.92,2039.74,4122.63,4930.92,1525.29,3093.84,5695.21,7000.25,1861.45,4418.68,7578.7,9103.87,2200.05,4833.99,8272.62,10041.8,2487.61,5069.09,9091.21,11012.23,3143.84,6789.54,12244.53,19248.18,3714.5,7237.37,12376.5,13616.47,4279.53,8833.22,18197.85,21657.47,6161.46,13486.16,27539.31,33209.29,9470.51,20777.78,39966.89,46307.3,-1854.71,14499.04,39575.97
少数股东损益,0.0,0.0,-1.08,4.96,-4.34,7.23,-0.71,-73.91,-26.63,-35.16,-37.95,-50.35,-9.82,-13.26,9.45,51.73,27.78,44.82,152.4,168.79,41.49,231.4,404.26,450.72,63.23,-38.16,63.57,201.49,112.37,125.33,416.95,371.16,65.92,196.58,482.5,115.95,53.26,155.73,519.75,-332.27,261.62,382.43,1156.71,1011.28,258.52,1081.6,2535.28,2710.85,1052.16,2415.6,4666.15,4469.74,-778.88,1492.2,4690.64
基本每股收益(元/股),0.0127,0.0367,0.0785,0.06,0.0144,0.0302,0.082,0.1,0.04,0.0711,0.1555,0.14,0.06,0.1272,0.2572,0.31,0.1,0.193,0.3552,0.44,0.12,0.2756,0.4727,0.57,0.14,0.3,0.52,0.63,0.16,0.32,0.57,0.69,0.2,0.42,0.76,0.6,0.12,0.23,0.39,0.42,0.13,0.28,0.57,0.68,0.19,0.42,0.86,1.04,0.3,0.65,1.25,1.44,-0.06,0.45,1.23
稀释每股收益(元/股),0.0127,0.0367,0.0785,0.06,0.0144,0.0302,0.082,0.1,0.04,0.0711,0.1555,0.14,0.06,0.1272,0.2572,0.31,0.1,0.193,0.3552,0.44,0.12,0.2756,0.4727,0.57,0.14,0.3,0.52,0.63,0.16,0.32,0.57,0.69,0.2,0.42,0.76,0.6,0.12,0.23,0.39,0.42,0.13,0.28,0.57,0.68,0.19,0.42,0.86,1.04,0.3,0.65,1.25,1.44,-0.06,0.45,1.23
七、其他综合收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-95.6,1591.64,716.01,-70.77,1089.48,366.86
八、综合收益总额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2223.02,961.92,2039.74,4122.63,4982.65,1553.07,3138.65,5847.61,7169.04,1902.94,4650.08,7982.95,9554.58,2263.29,4795.83,8336.19,10243.29,2599.98,5194.42,9508.16,11383.4,3209.77,6986.12,12727.04,19364.14,3767.76,7393.1,12896.25,13284.21,4541.14,9215.65,19354.55,22668.75,6419.98,14567.75,30074.6,35920.14,10522.67,23097.78,46224.69,51493.05,-2704.36,17080.72,44633.48
归属于母公司所有者的综合收益总额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2223.02,961.92,2039.74,4122.63,4930.92,1525.29,3093.84,5695.21,7000.25,1861.45,4418.68,7578.7,9103.87,2200.05,4833.99,8272.62,10041.8,2487.61,5069.09,9091.21,11012.23,3143.84,6789.54,12244.53,19248.18,3714.5,7237.37,12376.5,13616.47,4279.53,8833.22,18197.84,21657.47,6161.46,13486.16,27539.31,33209.29,9470.51,20682.18,41558.53,47023.31,-1925.48,15588.52,39942.83
归属于少数股东的综合收益总额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.73,27.78,44.82,152.4,168.79,41.49,231.4,404.26,450.72,63.23,-38.16,63.57,201.49,112.37,125.33,416.95,371.16,65.92,196.58,482.5,115.95,53.26,155.73,519.75,-332.27,261.62,382.43,1156.71,1011.28,258.52,1081.6,2535.28,2710.85,1052.16,2415.6,4666.15,4469.74,-778.88,1492.2,4690.64
