报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31
一、营业总收入,1188600.0,2521000.0,4171200.0,5587300.0,1430700.0,2745200.0,4204600.0,5642700.0,1293200.0,2488200.0,4083000.0,5604300.0,1687700.0,3468100.0,5783600.0,7778800.0,2051200.0,4241400.0,6968500.0,9270700.0,2368500.0,4802800.0,7787200.0,10148300.0,2358600.0,4600400.0,7442400.0,9813000.0,2595100.0,5021200.0,8182700.0,10831300.0,2771800.0,5332700.0,8532800.0,11146700.0,2799300.0,5405400.0,8665200.0,11479200.0,3096900.0,6031900.0,9612300.0,12748900.0,3410100.0,6755500.0,10888900.0,14362300.0,3763300.0,7293900.0,11666500.0,15432200.0,2114100.0
营业收入,1188600.0,2521000.0,4171200.0,5587300.0,1430700.0,2745200.0,4204600.0,5642700.0,1293200.0,2488200.0,4083000.0,5604300.0,1687700.0,3468100.0,5783600.0,7778800.0,2051200.0,4241400.0,6968500.0,9270700.0,2368500.0,4802800.0,7787200.0,10148300.0,2358600.0,4600400.0,7442400.0,9813000.0,2595100.0,5021200.0,8182700.0,10831300.0,2771800.0,5332700.0,8532800.0,11146700.0,2799300.0,5405400.0,8665200.0,11479200.0,3096900.0,6031900.0,9612300.0,12748900.0,3410100.0,6755500.0,10888900.0,14362300.0,3763300.0,7293900.0,11666500.0,15432200.0,2114100.0
二、营业总成本,1220800.0,2498900.0,3926500.0,5413100.0,1327900.0,2718100.0,4336500.0,6256200.0,1370600.0,2657700.0,4236000.0,5831100.0,1651300.0,3355200.0,5243200.0,7216400.0,1893800.0,3986300.0,6306400.0,8788100.0,2343900.0,4799700.0,7493500.0,9922400.0,2368400.0,4592900.0,7185600.0,9714600.0,2648100.0,5245100.0,8140000.0,10832400.0,2540200.0,4976700.0,8066900.0,10942500.0,2473800.0,5143300.0,8053300.0,11203600.0,2935200.0,5859800.0,8934600.0,12403300.0,3102900.0,6719600.0,10656700.0,14505100.0,3469200.0,7306200.0,11524200.0,15579100.0,2892800.0
营业成本,1057700.0,2197100.0,3429800.0,4738400.0,1262400.0,2546900.0,3954300.0,5424800.0,1154800.0,2226500.0,3563900.0,4919700.0,1416300.0,2894300.0,4551700.0,6256700.0,1672500.0,3530200.0,5591000.0,7695400.0,2029900.0,4129200.0,6393800.0,8593200.0,2115200.0,4157100.0,6461000.0,8706100.0,2267800.0,4544600.0,7116000.0,9515100.0,2170100.0,4356300.0,6750300.0,9138200.0,2182600.0,4426800.0,6971600.0,9635900.0,2640200.0,5297600.0,8104400.0,11168700.0,2916800.0,6011400.0,9413800.0,12861300.0,3207200.0,6444500.0,9954700.0,13566800.0,2394000.0
营业税金及附加,32900.0,69900.0,115800.0,157400.0,40400.0,76200.0,116700.0,138600.0,35800.0,70200.0,116300.0,159100.0,45100.0,84600.0,145900.0,195700.0,55700.0,116900.0,194200.0,262100.0,65200.0,132200.0,216500.0,246400.0,6500.0,12900.0,20200.0,26700.0,5300.0,10200.0,15800.0,18800.0,5800.0,13100.0,20800.0,27400.0,6200.0,11300.0,15200.0,24500.0,4000.0,10000.0,14700.0,21700.0,5600.0,10800.0,16400.0,27200.0,6600.0,18600.0,27000.0,34800.0,4900.0
销售费用,69500.0,160500.0,252900.0,358600.0,82100.0,165700.0,254900.0,357600.0,97600.0,192400.0,308300.0,425600.0,114800.0,244100.0,399100.0,569400.0,137800.0,294300.0,480800.0,664000.0,157700.0,323100.0,528500.0,720400.0,184000.0,371000.0,579100.0,785500.0,180100.0,367800.0,579700.0,794700.0,190500.0,357200.0,510000.0,708100.0,140100.0,293500.0,463300.0,640200.0,159200.0,317000.0,491800.0,696700.0,163700.0,329900.0,509000.0,708600.0,167100.0,333300.0,531100.0,792300.0,138900.0
管理费用,44600.0,81800.0,135200.0,183100.0,43600.0,86300.0,133900.0,187300.0,41600.0,81800.0,132200.0,181400.0,45100.0,96200.0,152400.0,218200.0,55100.0,118400.0,190300.0,257400.0,64800.0,123800.0,211500.0,260300.0,61800.0,126100.0,194600.0,268900.0,57400.0,122200.0,189200.0,258200.0,69000.0,129900.0,206000.0,275400.0,68800.0,135800.0,220100.0,306400.0,74100.0,150800.0,232800.0,359900.0,76600.0,152700.0,248300.0,373600.0,83600.0,169600.0,273500.0,404000.0,83100.0
财务费用,16100.0,-10400.0,-7200.0,-45600.0,-100600.0,-158700.0,-125800.0,-59400.0,40800.0,85400.0,113900.0,139600.0,30000.0,36000.0,-5900.0,-45600.0,-27300.0,-73500.0,-149900.0,-163500.0,26300.0,91300.0,143100.0,102700.0,900.0,-74200.0,-70300.0,-129400.0,137500.0,199700.0,238700.0,225100.0,104800.0,119400.0,578900.0,782600.0,75900.0,275600.0,382500.0,583600.0,57700.0,83700.0,90200.0,112100.0,-59800.0,203600.0,453100.0,510800.0,-4100.0,324300.0,714600.0,746000.0,263300.0
资产减值损失,0.0,0.0,0.0,21200.0,0.0,1700.0,2500.0,207300.0,0.0,1400.0,1400.0,5700.0,0.0,0.0,0.0,22000.0,0.0,0.0,0.0,72700.0,0.0,100.0,100.0,-600.0,0.0,0.0,1000.0,56800.0,0.0,600.0,600.0,20500.0,0.0,800.0,900.0,10800.0,200.0,300.0,600.0,13000.0,0.0,700.0,700.0,44200.0,0.0,0.0,0.0,1200.0,0.0,0.0,0.0,0.0,0.0
公允价值变动收益,2600.0,3400.0,2300.0,2300.0,-19800.0,-3900.0,-3200.0,-11300.0,7400.0,6900.0,4100.0,7200.0,1300.0,800.0,1200.0,3100.0,1300.0,1300.0,1300.0,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6400.0,-22800.0,7200.0,23100.0,1200.0,-14700.0,12300.0,50600.0,26500.0,-2400.0
