报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30
一、营业总收入,289296.7,592183.35,966784.29,1361751.28,494969.61,1043209.29,1578864.19,2024545.66,506617.72,1163318.47,1911979.69,2774450.11,842871.91,1791144.54,2682685.13,3736037.7,958611.49,1908048.09,2573286.63,3265267.33,628951.51,1240117.62,1813058.61,2338490.47,643869.36,1344011.03,2098129.52,2967513.14,798905.31,1589183.45,2428808.4,3385724.16,718936.39,1376396.83,1914054.06,2666384.15,427004.36,849050.46,1500069.52,2270998.42,707312.25,1340134.23,1982680.45,2729926.08,714611.47,1347892.38,1903232.75,2552444.85,468877.13,1070064.11,1729155.94,2766431.14,2863570.62,6908972.05,9773024.1
营业收入,289296.7,592183.35,966784.29,1361751.28,494969.61,1043209.29,1578864.19,2024545.66,506617.72,1163318.47,1911979.69,2774450.11,842871.91,1791144.54,2682685.13,3736037.7,958611.49,1908048.09,2573286.63,3265267.33,628951.51,1240117.62,1813058.61,2338490.47,643869.36,1344011.03,2098129.52,2967513.14,798905.31,1589183.45,2428808.4,3385724.16,718936.39,1376396.83,1914054.06,2561880.56,427004.36,849050.46,1500069.52,2208542.8,707312.25,1340134.23,1982680.45,2729926.08,714611.47,1347892.38,1903232.75,2552444.85,468877.13,1070064.11,1729155.94,2766431.14,2863570.62,6908972.05,9773024.1
二、营业总成本,282327.96,576958.86,909479.82,1297390.82,456768.7,979339.85,1472404.67,1905311.55,478637.69,1104511.94,1811281.13,2590804.68,761553.73,1635622.61,2475487.73,3521957.09,916190.25,1822295.84,2503285.29,3261037.01,637287.69,1266435.4,1870620.96,2453815.4,614337.99,1288534.66,2024580.55,2874353.63,780083.26,1574213.22,2427650.21,3400292.03,708252.04,1362499.86,1922262.93,2680082.58,479634.21,962117.97,1604836.77,2410965.47,683459.3,1304674.72,1954199.1,2730835.73,708757.52,1354036.39,1923987.31,2583486.55,484236.33,1091106.44,1800703.02,2829249.5,2827053.57,6650774.4,9432748.27
营业成本,227837.51,464729.8,738463.3,1043394.41,369847.7,800470.55,1212511.63,1574706.75,410118.93,915606.41,1500329.25,2161267.92,631365.52,1359646.09,2066231.79,2957742.47,774352.97,1541613.95,2097796.52,2726825.19,521473.04,1018616.09,1502012.7,1970677.95,488371.97,996428.14,1568050.11,2271919.39,616739.19,1218732.95,1877181.33,2660491.62,568721.14,1081719.13,1510493.45,2012772.07,368156.32,723882.12,1217034.31,1760085.74,526787.13,1000508.57,1502084.83,2095588.17,555320.11,1069555.86,1504565.17,2017713.68,395528.25,874722.92,1442396.21,2249424.49,2554247.77,6117607.11,8670868.34
营业税金及附加,19129.77,36057.34,59662.92,80511.7,26669.96,54112.85,79481.66,98628.95,23375.17,57489.49,94930.39,137456.92,41119.53,88512.47,132006.82,184673.95,44187.19,94192.23,123757.25,156144.26,27904.07,56001.6,83383.89,103973.97,30016.81,64451.63,101063.68,143280.62,41749.09,81740.31,121946.27,166877.07,37612.43,71715.4,99185.63,140924.53,24573.79,47532.61,85533.44,133146.87,46737.88,82152.62,120464.79,168774.39,43041.42,75140.92,103366.52,139640.74,20767.75,50404.67,85277.81,132277.65,34468.66,53731.78,62743.55
销售费用,26524.72,54210.84,82260.24,93412.57,38534.27,89618.05,129886.46,165573.95,33648.29,92517.69,155354.8,201256.11,66162.62,134333.21,192322.51,236133.51,61770.43,118550.68,178638.28,222739.67,52210.61,120169.34,175490.94,229502.16,55562.57,146416.51,235584.37,289997.5,88329.53,199906.32,309820.61,390817.4,62115.56,122531.34,188931.27,251244.1,49852.67,111264.01,179814.68,242610.69,59010.23,131848.89,195972.46,274801.03,62780.99,117311.21,184496.13,264590.71,41328.15,95923.91,162700.15,260197.83,136324.38,294171.72,431944.74
管理费用,10941.33,19703.88,30359.06,47237.84,13195.05,30567.89,47420.72,64213.36,12702.95,38559.62,61558.5,92081.95,24141.27,56540.81,88246.71,144878.55,36643.89,69341.28,102131.41,153976.41,34653.57,69263.76,106392.43,135871.52,37695.07,75650.63,112454.66,159977.63,30909.36,69381.72,111611.67,168596.6,36153.43,79870.71,114185.52,156158.62,34600.46,74232.61,114493.52,174256.49,49823.54,87971.86,132141.85,123992.06,48137.72,92922.42,91698.11,104732.84,16374.31,41442.4,67594.95,113239.53,71813.81,130848.37,174850.09
财务费用,-1328.01,2640.05,-555.44,-2648.94,-944.74,-4753.92,-6220.87,-7453.49,-1207.65,419.52,-811.03,-2623.43,-1235.22,-2828.3,-2733.83,-1415.82,-764.23,-1353.3,1010.84,1913.41,1046.4,2337.09,3393.47,3912.02,2691.61,5530.85,7370.84,8916.93,2356.1,4473.99,7112.4,10726.95,3649.48,6585.37,9392.75,12976.65,2451.08,5047.5,7801.68,10787.08,1100.51,1994.66,2779.65,2984.63,-514.04,-1252.29,-1885.76,-2176.33,275.95,727.99,2095.07,1331.32,-17710.13,-44600.34,-77056.33
研发费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46041.34,0.0,0.0,41402.37,46288.66,9961.93,27884.55,40638.83,72778.67,47909.09,99015.75,169397.88
资产减值损失,-777.37,-383.05,-710.26,35483.24,9466.46,9324.44,9325.07,9642.03,0.0,-80.79,-80.79,1365.2,0.0,-581.66,-586.26,-55.57,0.0,-49.01,-49.01,-561.93,0.0,47.52,-52.48,9903.97,-0.04,56.89,56.89,582.64,0.0,-22.07,-22.07,2782.38,0.0,77.92,74.31,1503.04,-0.11,159.14,159.14,27622.97,0.0,198.12,755.53,18654.1,-8.68,358.27,344.78,12696.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
公允价值变动收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
投资收益,2591.86,5630.88,7757.05,9311.54,2081.46,5522.69,9901.31,9885.4,1648.61,3098.32,5386.8,8130.49,2752.34,5249.87,8289.61,10445.64,3648.11,7188.24,11232.81,14142.87,4358.35,8696.98,13035.89,17189.03,3929.53,9684.8,16955.55,20088.93,7353.71,12475.51,18178.47,21523.34,4408.55,9086.99,13841.86,21271.69,6566.13,14699.44,23039.94,23758.81,9742.52,19377.66,28157.22,37288.19,15692.05,35002.92,51920.43,65189.04,15972.04,25114.63,39854.25,51634.97,18031.05,34518.67,50212.7
其中:对联营企业和合营企业的投资收益,2591.86,5630.88,7757.05,9311.54,2081.46,5522.69,9901.31,9885.4,1648.61,3098.32,5386.8,8130.49,2752.34,5249.87,8289.61,10445.64,3648.11,7188.24,11232.81,14142.87,4358.35,8696.98,13035.89,17189.03,3929.53,9684.8,16955.55,20088.93,7353.71,12475.51,18178.47,21523.34,4408.55,9086.99,13841.86,21271.69,6566.13,14699.44,23039.94,23494.55,9742.52,19377.66,28157.22,37288.19,15475.09,34785.96,51703.48,64972.08,15972.04,25114.63,39854.25,51634.97,18031.05,34518.67,50212.7
汇兑收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三、营业利润,9560.6,20855.37,65061.52,73672.0,40282.37,69392.13,116360.82,129119.51,29628.65,61904.85,106085.36,191775.92,84070.52,160771.8,215487.01,224526.25,46069.35,92940.49,81234.16,18373.19,-3977.83,-17620.8,-44526.45,-98135.91,33460.91,65161.17,90504.52,113248.44,26175.75,27445.74,19336.66,6955.47,15092.9,22983.96,5632.99,7573.26,-46063.72,-98368.08,-81727.31,-116208.24,33595.47,54837.17,56638.57,47357.97,22529.98,30890.21,34113.71,51349.5,1449.62,-3160.41,-38100.88,-9212.2,47475.77,293697.56,381118.53
加:营业外收入,2.01,48.44,350.28,372.51,3.37,45.78,129.08,859.77,86.25,249.02,570.63,703.68,122.11,220.02,398.81,1297.93,69.17,162.88,818.64,2104.5,643.17,1419.72,2154.04,3384.15,213.92,699.64,945.72,2828.1,411.99,1005.55,1445.72,3947.84,526.19,1338.34,2038.86,4740.49,769.91,2451.66,4213.71,19421.73,895.39,1850.25,2667.4,65.93,94.54,402.36,423.48,785.38,20.39,101.93,257.44,1773.64,801.93,1087.08,1906.58
减：营业外支出,72.6,108.75,862.71,1772.25,322.49,670.19,1072.71,2365.44,345.48,901.2,1789.61,1725.12,428.6,987.19,1369.12,2134.07,533.15,1147.83,1592.7,959.38,905.79,1387.59,1794.54,1795.94,364.95,745.04,1089.66,1435.83,908.12,1323.96,2851.63,2997.56,2.51,6.0,63.27,3744.76,23.04,136.68,145.94,2431.24,5.43,152.65,176.88,9406.52,37.75,133.39,133.39,20722.55,58.6,-9770.1,-8667.3,-8764.26,144.86,173.87,651.45
其中：非流动资产处置损失,2.72,1.8,5.31,122.22,1.94,1.94,18.93,1465.17,15.79,16.48,136.97,312.95,0.02,21.08,49.46,1176.68,0.0,10.42,10.42,745.18,0.0,104.4,138.53,338.41,0.01,0.92,2.72,261.03,560.92,631.46,1727.42,2737.68,-6.87,-3.38,43.81,2398.82,0.0,78.91,88.06,1419.29,5.43,109.97,109.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
四、利润总额,9490.02,20795.06,64549.09,72272.26,39963.25,68767.72,115417.19,127613.83,29369.41,61252.66,104866.38,190754.48,83764.03,160004.63,214516.71,223690.12,45605.37,91955.54,80460.09,19518.31,-4240.46,-17588.67,-44166.96,-96573.88,33309.88,65115.77,90360.58,114319.63,25679.62,27127.33,17930.75,7905.75,15616.58,24316.29,7608.59,8568.99,-45316.85,-96053.11,-77659.53,-99217.75,34485.43,56534.78,59129.09,38017.38,22586.76,31159.17,34403.8,31412.34,1411.42,6711.62,-29176.14,1325.7,48132.83,294610.77,382373.65
减：所得税费用,1798.67,4711.2,12819.53,12994.04,8350.83,17668.2,29134.13,17717.44,4378.01,9541.52,15422.22,25173.57,12242.85,23519.04,32941.34,33815.42,6376.2,11766.37,11781.85,352.74,414.77,371.85,542.03,-20148.98,285.81,9233.44,12102.1,13544.21,4303.36,7174.78,4766.15,-5799.52,1516.98,4976.11,2429.92,2511.84,-2814.16,-8438.44,-4729.15,1055.97,8067.34,13222.93,13382.55,13484.25,5695.82,5915.77,7524.35,3862.17,-3144.61,3135.66,-1723.59,-2502.34,33063.91,82738.11,120398.85
五、净利润,7691.35,16083.86,51729.56,59278.22,31612.42,51099.52,86283.06,109896.39,24991.41,51711.14,89444.16,165580.91,71521.18,136485.59,181575.37,189874.69,39229.17,80189.17,68678.24,19165.57,-4655.23,-17960.52,-44708.99,-76424.9,33024.06,55882.33,78258.47,100775.42,21376.26,19952.55,13164.59,13705.27,14099.61,19340.18,5178.67,6057.16,-42502.69,-87614.67,-72930.38,-100273.72,26418.1,43311.84,45746.53,24533.13,16890.95,25243.4,26879.45,27550.17,4556.03,3575.96,-27452.55,3828.04,15068.92,211872.66,261974.8
归属于母公司所有者的净利润,8634.19,16528.35,52357.28,57343.51,31176.37,50577.18,85021.02,108749.11,24866.29,53527.62,89937.01,163321.83,70107.93,133654.76,178575.62,184431.88,39151.33,80362.95,75377.07,21683.48,-1086.16,-6142.22,-31105.71,-76355.9,35637.86,62694.27,77851.21,98992.16,26545.68,31579.0,24628.09,16126.29,13766.58,16419.64,2205.74,5294.81,-42314.53,-82606.35,-71573.58,-95432.73,16172.89,27045.68,29122.92,20866.37,5222.2,8091.24,13512.03,20336.18,3853.77,964.04,-26663.04,5277.0,18249.42,214981.46,265083.59
