报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30
一、营业总收入,994327.57,2102671.2,3476088.48,5064539.46,1761821.94,3772483.14,5759574.6,7125973.94,1153108.36,2342375.7,3782913.28,5185996.95,1428118.62,3167647.1,4867351.97,6498111.25,2050735.22,4315123.37,6634650.14,8684220.22,1949558.32,4058688.34,5995542.26,7440436.4,1779171.84,3695256.23,5639208.51,7384888.34,1364360.98,2886435.2,4443340.05,5982093.83,1174768.08,2344752.07,3472638.0,4510892.67,922576.99,2100116.26,3299140.27,4827510.03,1733655.81,3518757.96,5286484.05,7322802.96,1830787.15,4006304.14,6311657.87,8195181.35,1771743.89,3702669.38,5758147.98,7826284.6,1620626.95,3742903.56,5821075.23
营业收入,994327.57,2102671.2,3476088.48,5064539.46,1761821.94,3772483.14,5759574.6,7125973.94,1153108.36,2342375.7,3782913.28,5185996.95,1428118.62,3167647.1,4867351.97,6498111.25,2050735.22,4315123.37,6634650.14,8684220.22,1949558.32,4058688.34,5995542.26,7440436.4,1779171.84,3695256.23,5639208.51,7384888.34,1364360.98,2886435.2,4443340.05,5982093.83,1174768.08,2344752.07,3472638.0,4510892.67,922576.99,2100116.26,3299140.27,4827510.03,1733655.81,3518757.96,5286484.05,7322802.96,1830787.15,4006304.14,6311657.87,8195181.35,1771743.89,3702669.38,5758147.98,7826284.6,1620626.95,3742903.56,5821075.23
二、营业总成本,929541.71,1963614.07,3286209.96,4797896.16,1663724.27,3472487.42,5365635.99,7076505.94,1248069.04,2432449.18,3791896.75,5169027.78,1357912.56,3037528.37,4738157.33,6363500.41,2039335.05,4280067.61,6596316.68,8683413.74,1998378.89,4250910.97,6316262.83,7891391.59,1818697.51,3734973.6,5678432.31,7469611.94,1416180.77,2978295.68,4498775.72,5991301.99,1251238.11,2480634.38,3762611.21,5029656.47,970564.63,2072888.94,3246271.49,4732255.69,1637821.89,3334927.04,4966339.67,6832713.99,1688659.15,3660303.63,5715489.63,7550303.32,1775048.42,3584101.48,5597782.03,7685605.82,1584126.84,3661929.46,5653919.16
营业成本,885905.16,1859364.85,3093550.16,4490702.02,1572632.77,3284760.89,5073746.06,6515440.13,1190163.2,2316402.26,3611894.01,4910665.84,1298969.8,2910853.44,4553919.64,6117308.73,1976316.26,4152653.03,6398170.36,8336355.09,1912819.67,4016776.3,5945097.83,7284027.46,1704886.28,3524379.54,5369802.24,7039396.26,1315725.5,2782293.44,4197937.92,5584022.26,1144068.16,2262429.1,3432591.28,4548844.06,843758.23,1817730.75,2892858.94,4255748.77,1535305.05,3130862.01,4655515.44,6355625.84,1586072.59,3400235.07,5345814.27,6979498.21,1674197.96,3367242.46,5255332.83,7131548.19,1479003.46,3420303.02,5287634.49
营业税金及附加,6121.42,16810.23,38459.31,62824.62,18321.98,43590.36,66456.07,77805.25,2654.9,7154.93,15541.88,21940.31,8729.04,17389.54,24657.36,26595.25,7290.44,13132.36,18345.65,22694.58,3848.47,9041.8,11618.01,16013.83,7103.14,13491.54,19039.54,22643.16,4475.95,9266.96,16540.8,23530.0,6033.98,12621.5,14789.25,20122.8,3422.83,10558.69,14714.45,43209.64,18501.32,32260.05,55487.22,74119.43,18007.52,39981.83,63350.51,81032.23,13996.09,28119.9,42025.38,58051.57,11709.96,26600.11,38953.63
销售费用,5555.73,12370.24,19880.45,29083.28,13853.79,17101.37,27009.04,36728.97,6236.65,11589.15,17362.38,22923.29,5739.38,11526.23,17575.14,23844.08,5794.5,12597.59,20290.11,28582.19,9018.85,18020.98,26849.55,34969.5,9196.17,18369.61,28883.76,42307.42,10354.31,23126.43,36097.39,51250.59,14813.56,29973.01,47259.95,63585.98,14098.3,31793.9,48423.41,69478.27,19507.07,41215.61,62682.21,86539.65,19651.91,46509.53,68986.26,95971.82,20642.27,43151.34,68603.87,94984.42,23317.23,53043.99,73625.33
管理费用,21754.93,44298.72,67705.85,103409.39,21394.78,50723.58,73709.73,109281.75,22006.91,45085.68,72668.25,113833.93,26406.8,53559.58,83742.95,120759.0,30338.81,61142.97,96387.53,129149.37,31640.96,67570.32,99578.96,137808.59,35474.88,68366.22,102907.23,133399.2,30572.25,59828.04,94786.59,131083.95,46048.69,82297.22,116363.31,153860.99,40146.47,104846.91,141656.6,178028.15,32024.57,67001.9,103794.3,141913.54,39439.77,69858.6,102966.91,137999.19,39040.05,71133.51,118538.35,237893.27,35143.42,69266.43,97585.56
财务费用,10204.46,30770.03,66614.19,108348.73,37520.95,77290.76,125694.62,157591.37,27007.38,50993.04,73206.1,93904.62,18067.54,42808.93,56871.59,73240.08,19595.04,40541.66,63123.02,98961.01,41050.94,80808.32,116762.02,146323.63,32664.32,62583.63,91290.41,115415.98,36487.36,69348.76,100322.02,124366.3,30440.8,56585.93,83862.65,81303.64,22074.92,40725.44,66425.33,79365.1,23646.14,52820.74,78031.12,99878.03,25132.96,57478.53,80685.02,96045.74,13593.36,39000.69,57085.38,78481.12,14618.36,29076.29,41411.07
研发费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38179.19,45666.26,80124.08,13683.57,35453.57,56196.23,84647.24,20334.41,63639.62,114709.08
资产减值损失,0.0,0.0,0.0,3528.12,0.0,-979.54,-979.54,179658.47,0.0,1224.13,1224.13,5759.8,0.0,1390.65,1390.65,1753.27,0.0,0.0,0.0,67671.5,0.0,58693.25,116356.46,272248.57,29372.72,47783.06,66509.12,116449.91,18565.39,34432.04,53091.0,77048.89,9832.93,36727.61,67744.77,161939.0,47063.87,67233.24,82192.77,106425.76,8837.74,10766.73,10829.38,74637.5,354.4,5795.04,5786.92,75444.34,13.82,0.0,0.0,0.0,0.0,0.0,0.0
