报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30
一、营业总收入,15650.53,33393.47,50330.1,80702.99,35426.59,91379.33,134341.94,171149.04,19893.53,34048.1,53219.32,86889.78,35119.66,70278.23,95803.07,136785.21,36122.98,76633.79,121136.37,153115.18,25448.81,60967.86,88017.73,119316.26,27164.19,63500.21,90947.72,126336.65,30036.16,50300.4,66790.18,99810.7,25057.49,44457.29,59445.23,570168.18,99744.81,235427.11,437133.79,710991.66,280645.23,600675.11,940153.54,1223778.94,316630.06,666994.48,1048937.33,1514656.38,431587.83,773137.31,1079954.04
营业收入,15650.53,33393.47,50330.1,80702.99,35426.59,91379.33,134341.94,171149.04,19893.53,34048.1,53219.32,86889.78,35119.66,70278.23,95803.07,136785.21,36122.98,76633.79,121136.37,153115.18,25448.81,60967.86,88017.73,119316.26,27164.19,63500.21,90947.72,126336.65,30036.16,50300.4,66790.18,99810.7,25057.49,44457.29,59445.23,570168.18,99744.81,235427.11,437133.79,710991.66,280645.23,600675.11,940153.54,1223778.94,316630.06,666994.48,1048937.33,1514656.38,431587.83,773137.31,1079954.04
二、营业总成本,14068.64,29355.05,43316.68,69028.58,32633.33,82538.84,122756.09,158549.2,19926.75,35232.19,54199.89,87355.87,34211.23,70492.44,96364.41,135638.98,35376.73,75254.65,116417.87,150214.01,26451.24,62804.57,91383.29,123581.5,24630.28,60552.12,86377.46,120576.86,28848.11,50848.97,66150.49,98272.49,26689.52,48027.7,65099.86,628506.01,109917.14,223511.61,383399.69,606734.13,235493.91,529831.14,815349.61,1059320.52,269552.59,583070.25,867828.91,1235731.04,375539.32,676138.36,951636.14
营业成本,12191.19,24984.13,37809.23,61237.5,30143.37,76135.17,112615.37,145409.37,17556.97,30900.47,48040.88,78564.37,31501.35,64687.81,89479.59,126422.69,33618.19,70940.86,110272.23,140110.82,24552.02,57557.59,83125.72,111654.77,22504.6,55908.49,79096.6,109506.22,26286.27,44743.11,56974.68,82468.39,21092.28,37959.14,51247.77,504195.9,78932.61,165340.52,302271.88,493137.67,207562.62,466253.22,713758.07,916431.81,236584.53,512791.5,748907.96,1060749.53,326964.99,586932.95,818788.31
营业税金及附加,70.83,207.9,347.14,628.21,354.72,704.61,1028.36,1306.1,35.61,48.26,73.02,147.28,204.59,256.57,256.71,298.76,10.64,75.15,85.86,382.94,11.44,24.55,36.76,109.48,12.2,30.84,45.86,119.68,149.65,183.03,245.12,306.4,64.57,140.54,144.52,11710.01,1941.31,4640.89,7746.14,13182.3,3894.24,7627.71,12121.48,15997.47,3681.83,9403.49,20136.9,28183.06,6224.57,12824.35,18945.56
销售费用,956.72,2376.92,2388.49,3271.4,1007.46,2451.31,3925.44,4882.91,987.52,1811.1,2532.74,3751.39,1269.16,2602.37,3590.55,4913.23,752.03,1779.53,3058.22,4714.11,718.2,2467.46,3621.97,5814.24,1439.34,2975.39,4482.16,6205.04,1538.12,3972.89,5975.18,11054.1,4206.1,7590.45,10403.56,53637.77,13556.79,26921.11,37963.64,52693.48,16167.83,36183.56,57013.44,73735.85,16139.69,32087.1,52751.7,74417.34,20117.92,36944.15,54200.3
管理费用,39.79,1168.88,1827.63,2991.71,643.75,2441.79,4090.13,4734.18,811.43,1419.29,2352.71,3514.51,1064.5,2248.47,2299.6,3295.78,936.41,2141.3,2604.8,3461.23,1015.65,1737.13,2478.78,3704.52,883.58,1665.57,2515.07,4339.87,903.18,1903.3,2852.95,3874.24,1129.41,2056.47,2923.42,23227.04,5060.56,13348.24,19459.03,27705.44,6389.88,14568.04,24294.15,39276.43,9140.38,18725.18,27178.45,45178.66,11442.32,25725.64,40398.92
财务费用,310.28,658.59,1001.71,1349.25,390.61,679.61,942.75,1363.47,510.2,1176.49,1381.05,1533.57,119.86,209.89,352.31,404.6,150.58,375.35,438.12,971.19,32.93,198.96,233.28,284.28,47.25,85.34,83.86,66.12,-7.34,-18.36,-25.07,267.89,-2.63,-42.88,18.77,15825.73,2547.38,4988.85,7222.38,9186.5,1918.61,4873.38,7159.59,9852.92,3348.06,5778.45,13972.64,19846.65,7124.54,13115.45,18216.37
资产减值损失,-60.01,-41.37,-57.52,-449.51,93.43,126.35,154.03,853.17,25.02,-123.43,-180.51,-155.27,51.76,487.33,385.66,303.93,-91.14,-57.53,-41.36,573.72,121.0,818.89,1886.78,2014.2,-256.69,-113.51,153.91,339.93,-21.77,64.99,127.62,301.46,199.79,323.98,361.82,19909.57,7876.39,8272.0,8736.62,10828.73,-439.27,325.24,1002.88,4026.03,658.1,4284.53,3881.26,5110.1,3388.08,0.0,0.0
公允价值变动收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.73,0.0,-908.66,908.66,0.0,0.0,887.84,20.45,15.53,24.83
投资收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,23.74,23.74,0.0,0.0,0.1,4.73,3.01,3.01,3.01,3.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.36,-10.87,-10.87,-10.87,-193.11,-8.74,365.01,1122.38,870.05,-521.03,454.1,379.25,-989.47,195.66,332.61,687.89
其中:对联营企业和合营企业的投资收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,812.03
汇兑收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三、营业利润,1581.89,4038.42,7013.42,11674.41,2793.26,8840.49,11585.86,12599.84,-33.22,-1184.09,-980.57,-466.08,908.43,-206.71,-537.6,1169.96,746.25,1379.14,4718.61,2905.9,-999.42,-1833.7,-3362.54,-4262.22,2533.91,2948.08,4570.26,5759.8,1188.04,-548.57,639.7,1538.21,-1632.03,-3570.41,-5654.63,-58339.2,-10183.19,11904.64,53723.23,104064.42,45142.58,71415.71,125956.94,164477.62,47533.85,84490.39,181645.5,279051.74,56308.6,94978.22,125935.65
加:营业外收入,7.25,7.25,16.61,16.61,0.27,0.27,0.27,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,10.62,10.62,15.54,26.75,0.28,0.4,0.4,3.33,33.7,35.83,37.65,63.29,0.0,0.0,1.69,5446.01,566.84,574.01,625.44,295.59,427.79,3094.52,3114.19,5.4,39.5,75.77,76.26,143.16,33.32,33.83,57.28
减：营业外支出,0.0,7.59,9.33,9.33,0.2,24.71,24.71,24.71,0.26,0.26,42.87,62.87,0.18,1.18,1.18,2.18,0.0,0.0,5.14,5.14,15.0,21.57,21.8,121.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,968.6,0.43,5.45,194.07,1165.67,513.62,560.95,1334.6,1857.01,463.31,1427.72,2103.27,3202.78,303.14,574.72,1057.44
其中：非流动资产处置损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.01,0.42,0.44,188.54,455.62,28.06,28.62,36.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
四、利润总额,1589.14,4038.07,7020.69,11681.69,2793.32,8816.05,11561.41,12575.4,-33.48,-1184.35,-1023.43,-528.95,908.25,-207.9,-538.78,1287.78,746.25,1379.14,4713.46,2900.76,-1003.8,-1844.64,-3368.81,-4357.28,2534.19,2948.49,4570.66,5763.13,1221.75,-512.74,677.35,1601.51,-1632.03,-3570.41,-5652.94,-53861.79,-9616.79,12473.19,54154.6,103194.35,45056.75,73949.27,127736.53,162626.01,47110.04,83138.44,179618.49,275992.12,56038.78,94437.34,124935.48
减：所得税费用,490.43,1318.63,2300.57,3976.98,696.49,2173.47,2880.6,3162.22,0.0,126.49,166.1,-98.02,278.0,-40.18,-115.93,343.95,195.15,348.32,1199.81,788.03,70.89,-491.05,-853.63,-1024.24,644.79,772.76,1206.84,1626.25,333.72,-56.45,293.56,602.03,-295.49,-773.88,-1267.25,-13066.91,-2385.94,3370.58,14391.0,26525.11,11349.15,17693.04,31207.44,40114.92,11926.72,21225.24,45325.75,69113.75,13554.62,22349.86,31325.85
五、净利润,1098.7,2719.44,4720.13,7704.71,2096.83,6642.58,8680.81,9413.17,-33.48,-1310.84,-1189.54,-430.93,630.24,-167.71,-422.85,943.84,551.1,1030.82,3513.65,2112.72,-1074.69,-1353.59,-2515.18,-3333.04,1889.4,2175.73,3363.83,4136.88,888.03,-456.29,383.79,999.47,-1336.54,-2796.54,-4385.69,-40794.88,-7230.85,9102.61,39763.6,76669.24,33707.6,56256.24,96529.09,122511.09,35183.33,61913.2,134292.74,206878.37,42484.16,72087.48,93609.64
