报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30
货币资金,25539.39,19946.72,22340.25,31174.28,22063.68,28662.18,32625.24,30025.07,33403.0,31473.53,28451.37,31452.55,52718.77,70110.19,42310.06,50563.47,82379.09,75098.9,80418.28,88024.25,44161.06,41455.43,44136.9,44996.31,47434.1,46866.82,53466.75,51671.46,81151.38,53031.36,64573.27,58260.31,53655.14,65838.16,55606.94,64650.79,47922.33,45321.62,44976.35,69354.75,37409.6,49925.67,61928.62,54576.31,57898.89,65103.23,67351.52,79021.93,62298.21,67283.48,79085.79,73097.58,72704.34,81728.39,74562.83
交易性金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,865.34,1989.28,1810.53,568.26,130.52,7.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
衍生金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收票据及应收账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89245.54,98209.09,0.0,111569.15,101000.58,101457.53,0.0,122486.55,115939.21,126491.24,115103.29,128459.36,117928.03,118219.19,135248.51,153934.05,115100.75,132943.31,109006.83
应收票据,6172.37,3787.63,383.0,1294.89,84.33,858.56,533.17,97.23,525.96,991.2,1277.04,70.0,1220.21,499.65,1324.6,2080.0,2405.0,230.6,2024.07,200.0,1111.39,361.76,1653.0,762.0,1424.02,661.45,2120.38,1489.02,1887.73,2434.58,2080.0,1306.11,1019.9,3464.87,2926.2,7949.84,4987.45,1961.35,1098.36,5206.73,3758.48,5699.13,4225.31,3940.7,2609.58,3486.83,1524.25,1454.72,1700.11,5077.98,4416.32,200.0,5108.99,3604.31,3959.82
应收账款,59650.64,56206.44,52011.3,43779.74,39702.36,44743.32,43180.68,55570.39,46109.02,51675.66,51930.94,53419.85,46683.76,41427.13,39676.27,52252.71,49037.49,52647.36,52581.58,56583.46,44678.17,42005.73,40871.55,43042.77,35605.88,43031.61,50843.06,58483.84,58198.71,61738.2,62269.88,80117.65,62731.03,73962.18,84098.83,98541.12,84258.1,96247.75,105733.71,106362.42,97242.1,95758.4,95804.37,118545.85,113329.63,123004.41,113579.05,127004.64,116227.93,113141.21,130832.19,153734.05,109991.76,129339.0,105047.01
应收款项融资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1741.12,1227.51,1294.59,4731.88
预付款项,16370.48,10440.12,10304.47,15521.3,15675.87,15147.95,20177.11,5533.44,10787.23,10949.38,11850.99,8590.28,13835.94,11460.75,8397.53,7302.64,10910.3,10724.77,12147.52,6726.6,11384.11,11265.8,13077.06,9472.7,9694.15,9055.43,9677.74,7830.0,11278.41,8254.35,13236.46,6134.86,12676.97,8485.93,7973.27,3772.16,5506.21,5375.26,6605.06,2699.45,3273.07,3520.34,10760.6,5483.16,14406.96,16860.33,25983.58,17304.4,21657.27,24800.22,27298.62,20248.53,26590.31,28713.2,36290.33
其他应收款(合计),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4549.56,7168.3,0.0,6956.57,4484.54,5437.59,0.0,6758.33,7224.52,13624.68,13733.65,11440.29,13648.3,12383.84,11123.03,8074.26,4470.91,6309.76,21778.25
应收利息,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收股利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他应收款,4805.12,4230.09,3634.99,4408.81,4791.77,3670.29,4052.74,5488.27,2591.45,2687.25,2867.48,3446.01,3587.48,11956.27,10674.04,10223.3,20393.22,5598.26,6250.72,7881.44,8804.83,9208.89,9817.21,7677.67,8920.46,6652.93,8231.59,6863.21,8238.92,7542.51,8371.01,7409.8,8808.76,5462.66,7732.0,6578.73,4549.56,7168.3,7331.18,6956.57,4484.54,5437.59,5196.84,6758.33,7224.52,13624.68,13733.65,11440.29,0.0,12383.84,0.0,8074.26,0.0,6309.76,0.0
买入返售金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
存货,55567.5,80828.05,77915.48,88848.72,103251.73,108977.98,119321.06,93391.7,94424.4,90513.41,97034.47,95581.81,97922.16,116089.54,152716.14,146873.73,165487.61,243351.57,261583.62,274618.88,292610.88,312493.15,326547.46,348977.4,356524.44,381754.43,403354.71,380767.12,380208.59,399038.02,401288.49,392080.96,381839.39,361937.83,357313.85,344849.06,327167.74,342755.28,369253.0,315065.87,305227.11,312363.22,312362.11,314944.2,327316.24,354464.04,334172.19,301946.39,280096.33,293367.14,325792.86,346798.39,153715.17,152783.54,76046.05
