报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30
货币资金,19079.14,22067.97,25875.86,27127.35,36368.01,53249.22,71877.71,67317.78,72374.85,64410.66,61119.09,94153.47,115822.79,80972.84,96327.89,144347.53,144812.32,136434.11,159872.96,159314.97,162025.19,175413.78,274325.97,249182.96,224720.56,194421.96,174928.07,170988.68,152674.44,146718.16,131632.62,127884.1,126173.03,137955.94,109000.12,116352.76,80159.0,98227.44,92888.54,131738.69,108708.18,107802.81,163934.97,141725.18,148763.26,141065.21,146363.5,149202.63,140544.99,137874.01,136729.62,127782.99,176518.12,186545.82,185425.26
交易性金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,57.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,89.18,695.41,418.9,104.3,67.07,0.0,0.0,166.2,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.76,2.39,3.56,77.81,103.95,45.74,68.69,867.92,19276.81,21366.44,22279.97,32862.75,25637.86,21972.71,23683.77
衍生金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收票据及应收账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151999.37,181306.89,150377.9,154393.68,153993.66,166684.29,171787.79,171545.92,160561.7,157274.3,155483.58,160449.66
应收票据,531.81,1962.12,1448.6,5483.21,7144.91,5661.92,4003.84,6269.17,6129.15,6413.44,5699.47,7447.83,9588.56,5698.98,4753.38,3718.63,3380.4,6578.0,7127.56,9015.59,13131.51,10884.79,5235.2,6821.3,5854.89,14901.33,15246.49,13021.4,13580.42,11713.1,3967.28,9347.28,8025.39,7443.98,5648.6,9061.64,13625.1,18453.13,13867.36,13901.51,10922.19,13104.04,18376.5,21930.62,25833.77,15501.65,24251.6,28078.09,22012.25,21650.34,20641.83,19239.66,20223.84,16567.59,15631.43
应收账款,59823.99,67583.55,67452.64,66089.21,77887.31,101123.8,91821.61,63533.3,66807.56,84202.91,103223.99,82666.61,90709.55,92784.82,104504.11,74550.59,100178.03,98937.08,86127.82,84675.85,105086.38,97588.21,104880.16,92922.74,105793.59,98482.28,107261.97,91912.3,112261.04,111633.52,101715.49,83890.97,92713.5,94102.09,107482.91,91584.56,120029.41,108425.31,109494.38,101241.03,105795.01,106621.6,114769.91,130068.76,155473.12,134876.24,130142.08,125915.57,144672.04,150137.45,150904.09,141322.05,137050.47,138915.99,144818.23
预付款项,4357.93,3443.46,4096.8,3514.66,4182.19,2573.91,8126.79,1417.74,3307.55,2201.15,3201.76,6974.3,8158.24,6540.82,7716.43,7702.77,9007.26,9800.1,12166.5,10415.22,12884.94,18971.43,26268.95,6447.99,10737.37,7216.09,7739.18,4808.62,5806.99,6124.87,4019.31,3226.21,3161.5,2980.8,4087.68,1967.62,5428.63,5143.86,6859.19,2968.52,6641.35,8377.4,7756.15,2885.29,6336.14,6149.02,6039.86,3290.66,4386.72,6527.49,7077.19,4803.06,6234.68,6409.01,5065.96
应收利息,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.34,54.43,102.52,150.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收股利,933.12,414.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,506.88,0.0,0.0,0.0,536.08,0.0,0.0,0.0,81.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他应收款,4077.43,2580.4,2160.75,2103.85,2181.56,2512.13,2655.7,2299.78,4203.57,4470.58,5395.34,1796.12,2760.78,2590.1,3705.14,1782.17,2230.69,2990.36,4545.0,4740.64,7220.07,8885.7,10336.39,7204.51,10765.9,9986.46,10953.21,9914.06,10320.71,10064.92,10894.97,11658.07,15117.43,12629.34,12899.64,13817.73,16280.14,16216.62,20966.37,18409.56,12877.78,14457.98,14786.87,15296.95,17132.91,12963.55,15488.27,11186.51,0.0,11478.51,0.0,9405.34,0.0,11947.65,0.0
买入返售金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
存货,42368.6,40179.53,42798.58,43692.82,45894.39,51455.19,49652.67,53901.17,49257.68,47906.6,46496.76,48567.69,46641.0,48880.74,46464.95,49652.91,50262.18,53751.75,56221.94,69270.78,58572.47,65063.11,66521.94,76677.1,74935.59,74655.44,69098.2,74851.57,75475.49,77314.46,86261.63,81202.57,78726.28,85656.8,87304.35,85962.66,86575.97,93455.17,102205.08,102764.66,102859.07,109185.49,98060.21,97065.19,126999.35,131653.17,118784.27,119200.1,122305.94,127732.6,135983.55,143483.46,131183.06,146958.88,146231.38
划分为持有待售的资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
