报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,29522.62,18134.05,32797.6,77993.53,78340.31,92763.64,78981.38,64017.79,85155.14,89213.84,85745.56,60361.01,84604.35,48209.22,60591.27,55112.47,61181.18,72772.96,65532.82,60626.38,51043.85,34451.71,22369.5,15865.17,12810.75,12378.41,5245.99,5704.43,4262.62,8803.89,11962.29,7551.01,5652.88,7479.37,5702.07,8895.95,9093.45,8040.18,9630.69,10985.68,13434.8,17009.58,18820.13,18875.29,21553.61,12073.83,14689.43,12856.51,9119.6
交易性金融资产,0.0,0.0,0.0,119.2,4828.52,4199.81,3396.5,3242.59,5424.63,2985.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
衍生金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收票据及应收账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17576.23,17737.69,16276.81,14236.31,7739.32,8267.13
应收票据,19278.6,22175.33,17292.64,20982.21,23270.53,21501.54,22186.62,24355.61,25784.52,25736.51,32190.23,26885.78,36907.34,14291.04,16069.03,35764.23,28095.06,14363.09,13798.64,10503.7,9832.01,7283.92,2946.05,4307.79,2932.8,737.88,2453.77,5807.48,7167.58,7291.75,4997.27,8092.97,4994.39,8146.31,4439.18,4282.83,4270.65,5516.97,7053.5,8492.71,7434.91,8147.06,7664.77,6697.66,11072.66,8174.75,8919.12,3786.29,2888.14
应收账款,22378.83,22274.9,19783.68,16796.07,20489.72,15395.66,16782.55,15999.01,19751.89,22540.36,21304.18,16140.44,17441.68,18527.83,22195.64,19608.95,29177.98,32566.29,22646.56,22015.48,26108.34,29455.32,26800.57,29762.36,26552.37,25913.29,21403.29,16078.8,15664.62,14145.18,16105.26,15225.11,19476.5,18395.59,19711.59,19802.54,20199.79,19861.64,18853.96,16972.63,16304.46,15834.79,12974.02,10878.57,6665.03,8102.06,5317.2,3953.03,5378.99
预付款项,7440.97,7309.04,6822.36,5873.64,8318.19,28364.85,33268.79,34190.17,35021.79,47334.88,47675.48,42735.02,42542.31,44696.58,42341.56,42458.07,44596.13,42287.23,40705.31,32063.47,31056.55,31595.34,30008.81,28420.21,27775.77,27677.37,27387.58,708.44,444.69,1640.0,1065.36,2929.74,2141.43,3124.72,3352.9,1032.63,1632.53,2058.91,2386.19,2879.42,1768.35,2023.05,2696.57,3652.15,1841.09,1349.58,2502.56,2006.69,1327.45
应收利息,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.22,89.22,89.22,89.22,98.4,98.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,2.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收股利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.5,0.0,0.0,0.0,0.0,242.57,242.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他应收款,3138.03,3189.76,2167.13,2248.52,3727.7,1786.75,2489.77,2245.42,2716.6,4998.8,5803.91,15897.17,19730.03,24149.84,21511.32,19947.36,27602.36,22089.98,23593.44,21895.81,26266.83,27775.45,30793.8,29812.6,29116.69,28058.09,27236.27,1181.02,2234.63,1247.35,1646.4,976.97,1401.0,6774.04,6045.0,1767.29,1587.72,1552.08,1526.65,811.0,860.51,913.24,1054.19,544.95,623.03,928.63,416.64,822.62,0.0
买入返售金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
存货,7675.79,6898.2,7296.88,7106.3,7219.89,7531.22,8784.24,5488.04,4989.93,5972.37,7285.22,8128.72,9132.43,12028.32,13737.75,10354.02,12213.53,10301.67,11892.61,13794.37,13431.44,13868.19,12678.23,10549.94,10344.77,9746.11,8309.37,2357.0,2744.26,3249.52,2778.0,2229.17,2161.12,1882.99,1932.53,1662.27,1791.59,1454.06,1511.16,1506.2,1499.77,1412.96,1482.07,1551.47,1996.91,1480.39,1272.42,1122.35,831.45
划分为持有待售的资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的非流动资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
待摊费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
