报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,96108.83,109463.22,93487.86,105042.75,119076.93,233749.46,200784.77,336688.16,301581.63,342952.03,333065.47,442758.48,912297.69,946376.08,747992.91,2051989.55,2087776.57,2277460.75,2141555.63,1774451.44,1770562.95,2094350.99,1879142.35,2320616.0,1921568.63,2064243.69,1882776.48,2007221.9,1739335.82,1880063.54,1534355.17,1689434.97,1689224.83,1630820.46,1555327.46,1353535.05,1215820.31,1116517.94,978746.12,819368.64,1134362.55,1176605.37,1007892.1,825591.59,735573.43,818363.08,655619.17,1006801.17,928660.65
交易性金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.49,36.45,0.0,0.0,1132.54,1914.65,1881.67,0.0,41.22,115.91,103.4,1.99,409.43,846.02,445.8,0.0,82.25,0.0,0.0,393.65,487.75,0.0,1564.69,188.83,2195.72,1467.28,13246.44,307.19,16.47,365374.79,632287.36,862347.29,875155.9,1060943.24,1378719.19,1845074.22
衍生金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收票据及应收账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2062116.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2386832.31,2530234.68,2616864.6,2461296.75,2431198.97,2501863.5
应收票据,9591.18,12753.27,11617.16,19067.13,22913.71,13359.06,14898.52,30751.89,26878.1,32850.6,12961.97,49097.18,48258.49,40825.8,42885.91,62660.9,58397.51,61177.99,81400.13,113856.89,85075.92,104030.06,107301.71,172081.31,108545.65,96905.39,66529.73,85536.19,56871.0,82421.39,79076.6,181649.13,149810.0,200395.61,156744.35,118607.74,91298.72,180184.59,246506.69,219695.2,207976.48,137039.93,164070.77,223698.77,261491.77,0.0,163044.64,136781.62,142779.51
应收账款,112201.17,142846.14,157363.66,167973.4,238449.59,262882.28,329349.86,369081.38,451461.25,511681.49,547221.06,507357.3,661196.8,764150.84,841965.8,694723.21,1111457.65,1177747.88,1163477.61,1165806.52,1419360.48,1917707.14,1967961.9,1890035.2,2090756.88,2439909.35,2562791.2,2780630.77,3093134.57,2825635.32,2825445.17,3043938.97,3163820.9,3157896.06,3105669.38,2974450.93,2971429.7,3058077.33,3103655.3,3011626.82,3146182.54,2351084.05,2348636.76,2163133.54,2268742.9,0.0,2298252.1,2294417.35,2359083.99
预付款项,24257.2,63251.88,81404.29,49469.98,106365.66,117481.3,55187.93,40366.81,48194.12,62279.79,56526.54,57827.87,52586.83,112876.54,102879.16,66977.5,122134.27,97224.43,141848.12,73324.84,83068.0,87719.01,96941.42,83831.19,88316.65,78708.96,74855.41,52463.31,84357.53,52027.76,261078.05,38616.98,44146.32,43197.1,36912.44,34719.78,35020.68,38647.1,38351.71,38088.63,41219.52,42239.41,38608.18,34720.02,39338.22,44288.08,58214.88,72524.21,63561.96
应收利息,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5073.78,7052.66
应收股利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27364.64,0.0,0.0,0.0,0.0,640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,606.32,0.0,0.0,0.0,922.02,267.51,267.51,1326.02,1317.51,1317.51,1317.51,1317.51,1317.51,1317.51,1317.51,1317.51,0.0,0.0,0.0,0.0,0.0,0.0
其他应收款,16673.7,13979.93,15372.38,15841.59,9219.09,14592.42,21333.31,25586.3,0.0,43660.94,41220.49,35115.71,38414.67,57031.41,59147.5,52783.58,69398.82,63422.69,87503.47,81976.07,145542.62,95082.87,103385.19,112431.39,129701.06,94368.09,103387.46,57327.42,81537.63,80077.95,57359.47,92645.73,154188.88,156457.68,122334.01,141011.38,122275.32,122796.5,128896.41,118306.56,113609.97,926043.8,222361.08,132613.88,133010.71,109265.58,115109.97,73551.75,0.0
买入返售金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
存货,186889.69,206910.57,237361.05,263168.24,330442.76,373745.24,396304.07,517114.83,550651.67,538373.69,604159.98,627171.61,731173.47,717369.61,714180.52,867814.65,972058.31,1040486.77,1056737.98,965535.72,1063998.54,1141269.3,1208838.05,1173253.03,1373725.53,1141466.05,1108097.23,874719.84,1078968.46,1113306.86,1134517.31,1037622.81,1302375.55,1340411.69,1427761.33,1408290.31,1506487.82,1425054.51,1397529.49,1277007.17,1345239.95,961692.29,983202.14,888578.89,854880.03,768850.06,874557.02,955064.67,1035877.5
划分为持有待售的资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
