报表日期,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31
递延所得税负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2465.24,2414.71,2355.74,2645.33,2510.6,2518.4,2553.2,2765.84,2747.79,2685.63,2527.9,3598.53,3436.89
长期递延收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1062.05,964.22,936.95,916.24,998.81,996.29,947.21,941.42,853.79,818.74,765.91,733.11,652.1,615.18,595.85,558.93,1735.53,1702.83,1408.07,1375.74,3063.63,3086.88,3180.07,3590.07,4725.84,4704.07
其他非流动负债,159.75,1077.27,1113.65,1302.14,1300.72,1282.69,1260.97,1234.05,1356.92,1318.48,1347.12,1300.72,1462.2,1425.42,1404.05,893.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1114.89,2088.9,2127.87,1938.93,1668.5,1168.86
非流动负债合计,194.61,1142.97,1230.08,1431.47,1475.69,1478.85,1484.35,1483.49,1625.93,1593.18,1627.16,1601.64,1763.1,3553.94,3552.54,3663.46,3123.97,3010.02,2960.23,2824.21,1976.77,1948.62,1925.35,1919.22,1023.53,1012.63,995.82,2479.2,2421.37,5075.26,5082.64,4607.61,5977.11,16757.52,16715.72,16598.54,23239.58,24109.69,23686.0,23090.65,60311.54,60132.66
负债合计,1192.24,2976.77,5508.9,4191.97,6166.98,5749.32,7095.51,8009.88,10109.68,16020.31,8584.98,10582.6,7760.47,18159.82,11544.91,10309.88,10050.75,10607.2,13229.29,12298.67,9389.23,11385.12,11817.53,14186.91,19568.0,17966.18,21644.5,22326.79,27318.22,36094.04,58316.98,43927.04,37701.17,44775.08,56829.51,54322.07,63256.78,74127.58,85678.01,78967.02,115486.75,123831.74
实收资本(或股本),500.0,500.0,6600.0,6600.0,6600.0,8800.0,8800.0,8800.0,8800.0,8800.0,13200.0,13200.0,13297.6,13297.6,19946.4,20006.0,20006.0,20048.07,26085.97,26105.58,26103.97,33856.99,33835.54,33835.54,33835.54,33835.54,40503.68,40731.68,40731.68,47109.56,47109.56,56531.47,56531.47,56531.47,56531.47,56531.47,56531.47,56531.47,56531.47,56531.47,56531.47,56531.47
资本公积,0.0,0.0,1301.21,1301.21,1301.21,57184.81,57184.81,57184.81,57184.81,57184.81,52784.81,52784.81,55350.49,55711.6,49423.91,50825.15,52525.97,54345.64,49900.62,50765.69,49705.12,41212.6,41472.08,41734.57,39865.12,39865.12,32345.97,33934.83,34170.38,129413.99,129751.83,120442.48,120506.66,120661.45,120776.45,120878.35,120972.37,121050.6,121345.32,121730.23,121200.0,121259.71
减：库存股,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2510.27,2510.27,3580.69,2953.12,2953.12,2953.12,2524.95,841.65,841.65,841.65,841.65,0.0,0.0,0.0,1862.75,1862.75,1862.75,1862.75,1490.2,1490.2,1490.2,1490.2,5115.69,8116.24,8725.11,8725.11,8352.56,8352.56,8352.56
其他综合收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2958.56,2829.59,1862.88,791.06,1323.21,682.38,3065.21,5217.83,5242.88,3196.48,5240.19,8139.94,5888.79,6137.71,6292.2,3004.96,42.84,1206.26
专项储备,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
盈余公积,185.69,576.8,185.1,185.1,1507.52,1507.52,1507.52,1507.52,3439.91,3439.91,3439.91,3439.91,5919.5,5919.5,5919.5,5919.5,8886.88,8886.88,8886.88,8886.88,11106.2,11106.2,11106.2,11106.2,12934.08,12934.08,12934.08,12934.08,17035.41,17035.41,17035.41,17035.41,21159.86,21159.86,21159.86,21159.86,25628.38,25628.36,25628.38,25628.38,30194.52,30194.52
一般风险准备,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
未分配利润,1056.22,3072.51,1048.88,4779.47,8542.59,11838.64,10144.09,13461.5,15092.81,12481.17,15485.97,20553.68,22543.85,19010.9,23993.82,30563.47,32661.59,35965.7,32965.56,37960.98,37608.26,32626.17,33474.25,40137.99,37929.84,42179.94,34942.62,46851.34,47561.44,55890.37,50238.86,57226.64,60348.95,65250.24,56344.05,64708.2,63989.33,70342.86,63052.44,72153.76,61329.83,65825.92
归属于母公司股东权益合计,1741.91,4149.31,9135.19,12865.78,17951.32,79330.97,77636.42,80953.83,84517.54,81905.89,84910.69,89978.4,97111.45,91429.33,96773.36,103733.43,111127.32,116293.16,114885.9,121194.18,123681.9,117960.31,119046.42,125972.66,127523.15,131644.27,122589.23,133380.24,138959.36,248268.96,245338.12,254963.63,262299.62,265309.3,258561.83,266302.14,264894.09,270965.9,264124.71,270696.25,273380.79,279100.02
少数股东权益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.86,354.13,335.06,330.12,307.15,293.42,274.61,259.87,62.29,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,726.56,686.21
所有者权益(或股东权益)合计,1741.91,4149.31,9135.19,12865.78,17951.32,79330.97,77636.42,80953.83,84517.54,81905.89,84910.69,89978.4,97111.45,91429.33,96773.36,103733.43,111127.32,116664.02,115240.03,121529.24,124012.02,118267.46,119339.84,126247.27,127783.01,131706.56,122589.23,133380.24,138959.36,248268.96,245338.12,254963.63,262299.62,265309.3,258561.83,266302.14,264894.09,270965.9,264124.71,270696.25,274107.36,279786.23
负债和所有者权益(或股东权益)总计,2934.14,7126.08,14644.09,17057.75,24118.3,85080.29,84731.93,88963.71,94627.22,97926.21,93495.67,100560.99,104871.92,109589.16,108318.27,114043.31,121178.06,127271.23,128469.32,133827.91,133401.25,129652.58,131157.36,140434.17,147351.01,149672.74,144233.72,155707.03,166277.58,284362.99,303655.09,298890.68,300000.8,310084.38,315391.33,320624.21,328150.87,345093.48,349802.72,349663.26,389594.11,403617.97
