报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30
货币资金,6027.58,11362.83,10981.55,11820.3,7486.54,8936.77,7842.43,10215.48,8581.46,13269.09,20005.73,16860.26,25208.74,14202.01,22818.71,28453.04,22434.69,19604.82,21998.92,26435.81,29220.46,24664.21,19991.65,44035.68,41233.47,44558.93,55043.23,60763.44,63778.86,60010.85,52000.84,65949.48,60969.21,73380.42,87257.24,99788.29,86600.08,98056.05,117908.79,111709.23,130131.47,81030.05,108148.63,139029.26,109435.14,117085.25,105040.89,186838.15,198788.81,206577.34,212752.05,373333.42,350753.11,347128.0
交易性金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1017.19,48696.58,21585.68,105249.59,108639.5
衍生金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收票据及应收账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44632.6,0.0,52272.6,0.0,68037.78,0.0,61273.92,72287.64,92578.29,98448.53,80619.87,90955.2,89915.41,117646.25,103136.03,113001.68,127182.54
应收票据,139.91,242.89,97.33,393.36,360.96,179.26,235.25,395.79,569.4,587.93,575.5,545.19,572.11,773.86,338.5,894.7,841.92,538.48,1291.37,1873.89,1669.92,2061.09,2583.89,3486.48,2845.81,2909.9,3001.31,3062.82,2310.42,2458.67,2143.0,2742.41,2050.65,2472.97,3097.52,4661.1,3717.63,3696.73,4365.49,7638.09,5645.97,6062.72,6732.73,7523.69,8001.75,6116.87,5678.27,8869.88,6894.76,4796.51,6342.76,13658.62,10671.18,8923.79
应收账款,10120.74,9955.69,9990.53,10458.51,11383.61,11373.74,12856.57,14747.71,14701.53,18029.07,20875.74,15179.18,15179.76,14770.91,15554.85,15496.47,19793.45,20386.93,24965.34,18046.97,24149.32,26669.07,30275.39,22186.68,28558.86,27317.65,35218.97,28747.04,31957.46,29078.78,33802.86,31612.59,33115.36,31605.84,36943.01,34926.41,37322.09,40935.86,49193.85,44634.51,57369.16,61975.06,75492.34,53750.24,64285.89,86461.42,92770.26,71749.99,84060.43,85118.91,111303.48,89477.41,102330.5,118258.74
应收款项融资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预付款项,5635.07,8782.69,12968.48,11742.31,12360.57,10639.32,12994.19,6952.92,7642.54,6541.05,10493.08,8733.85,5636.49,10387.63,13946.98,12196.29,13043.79,11073.64,17888.39,19155.09,19866.15,24362.79,25008.39,11266.21,16491.48,16681.37,25281.18,16627.4,20494.06,27077.42,34564.37,9691.88,10612.04,14701.2,11615.83,9235.9,14635.07,21049.63,29318.6,30980.17,43652.15,33674.62,15687.13,28139.91,75570.4,89024.19,104795.57,43938.76,42881.48,47335.06,48417.97,55801.11,70567.9,57230.5
其他应收款(合计),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22317.74,0.0,24939.78,0.0,11331.18,0.0,8734.2,9918.65,9040.17,9598.41,78126.1,77262.65,93066.75,93685.33,116717.82,130111.14,167917.49
应收利息,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收股利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,905.6,905.6,905.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他应收款,20027.2,19709.96,39679.48,16648.24,15089.59,17601.83,18106.35,17114.93,15876.36,16864.28,13761.71,15515.64,15858.17,16061.66,17899.02,19952.05,39686.9,22960.87,25605.57,23098.39,21160.36,20748.49,27849.03,9945.51,11813.22,12189.08,12669.66,13324.73,12221.95,14367.93,13197.5,7006.35,8471.49,6955.75,8010.52,5523.5,19714.46,22317.74,17587.41,24939.78,10576.59,11331.18,9072.59,7828.6,9013.05,8134.57,9598.41,78126.1,0.0,93066.75,0.0,116717.82,0.0,167917.49
买入返售金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
存货,48357.62,45955.15,39886.22,38803.0,38342.91,37749.58,39200.8,45715.54,46991.51,41155.04,37653.71,38909.27,39087.86,35701.15,30862.28,36934.56,37581.66,37575.29,36233.2,36439.87,36960.77,30599.9,31763.35,43323.35,40235.79,39667.48,37714.8,44353.84,45505.46,49966.96,60548.92,70666.93,66837.34,63851.51,69307.94,67852.3,67573.95,81804.06,71531.36,67635.64,111053.91,166272.41,210788.84,184009.92,189318.35,177957.79,184920.14,183291.84,182927.96,179142.34,189877.18,175027.22,177522.41,180461.86
划分为持有待售的资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.93,0.0,0.0,0.0,1077.2,0.0,0.0,0.0,9427.29,9427.29,0.0
一年内到期的非流动资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
待摊费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
待处理流动资产损益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他流动资产,0.0,52.84,0.0,30.0,0.0,21.97,21.97,13.17,13.17,5.36,4.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4179.32,4837.64,135540.49,134520.94,153967.52,124302.75,124923.97,120937.46,104407.52,107697.18,93033.77,103232.61,79718.51,89462.25,17107.9,22616.09,19024.2,23480.14,14352.43
流动资产合计,90308.13,96062.05,113603.6,89895.72,85024.18,86502.47,91257.56,95155.54,94375.96,96451.82,103370.17,95743.4,101543.14,91897.22,102370.33,113927.1,133382.41,112140.03,127982.79,125050.02,133224.89,129105.55,137471.7,134243.92,141178.63,143324.41,168929.16,166879.27,176268.21,182960.62,196257.49,187687.59,182056.09,192967.69,216232.07,226166.82,234400.92,403400.56,424426.44,441504.93,482732.0,485270.01,546859.74,525726.66,564227.36,578719.46,606036.14,653610.42,682278.35,634161.99,733691.45,874052.76,980113.27,1002912.32
发放贷款及垫款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
可供出售金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1474.65,4215.87,4215.87,4215.87,4634.97,7634.97,7634.97,7685.97,7685.97,7685.97,7685.97,7685.97,10398.74,14376.22,16176.22,16176.22,16176.22,16176.22,16176.22,0.0,0.0,0.0,0.0,0.0
持有至到期投资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
