报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30
一、营业总收入,5400.57,14082.59,23941.84,28098.3,5804.62,16913.58,24196.45,28743.81,5525.03,12806.77,21287.28,27833.98,5781.39,15008.91,24625.1,34544.65,4829.92,13907.44,22684.08,30598.65,5433.19,19959.51,55715.24,82548.58,25151.46,57470.11,83255.06,91980.53,6011.34,39813.05,57749.04,84353.57,30265.28,65136.09,103963.81,153468.75,44164.19,101592.52,174985.94,253011.44,88778.25,167969.03,243341.96,323567.55,86781.51,178678.73,262295.82,358125.39,83284.77,172987.49,264218.89,322050.19,121134.06,251678.62,372420.38
营业收入,5400.57,14082.59,23941.84,28098.3,5804.62,16913.58,24196.45,28743.81,5525.03,12806.77,21287.28,27833.98,5781.39,15008.91,24625.1,34544.65,4829.92,13907.44,22684.08,30598.65,5433.19,19959.51,55715.24,82548.58,25151.46,57470.11,83255.06,91980.53,6011.34,39813.05,57749.04,84353.57,30265.28,65136.09,103963.81,153468.75,44164.19,101592.52,174985.94,253011.44,88778.25,167969.03,243341.96,323567.55,86781.51,178678.73,262295.82,358125.39,83284.77,172987.49,264218.89,322050.19,121134.06,251678.62,372420.38
二、营业总成本,4844.79,12665.11,21393.03,25481.58,5660.76,16509.11,23456.95,28936.58,5357.15,12348.45,20138.32,26965.41,5656.92,14548.99,23657.05,33537.15,5135.66,13888.58,22832.52,31090.09,5744.38,19863.65,55765.41,82169.77,25390.93,58178.36,85250.71,95224.14,6836.82,26571.37,36881.07,49990.18,19522.59,44366.38,71312.05,111426.49,33034.95,78333.18,142642.79,203448.22,71590.46,138036.97,204576.95,270213.12,65449.65,147126.42,216649.5,292563.41,68226.04,144981.38,210731.4,341707.88,91699.62,215369.5,332656.2
营业成本,4370.25,11348.95,19431.42,22730.44,4671.57,14458.34,20839.64,25267.44,4725.91,10915.98,18023.28,23676.35,4710.05,12340.01,20243.97,28644.46,3942.47,11264.58,18575.99,25238.18,4437.73,16869.52,51075.15,75566.11,24003.0,54989.21,79278.69,87227.2,5127.0,16232.76,19380.32,25620.72,11146.28,24497.12,40959.44,64431.34,20290.65,49699.27,94584.89,132528.11,49255.26,88911.43,123864.39,154756.1,30926.51,75807.52,117744.6,157294.03,37840.26,81192.59,121796.26,222671.25,65188.07,154098.18,231372.41
营业税金及附加,16.44,30.19,49.21,59.1,39.19,26.42,42.69,27.86,3.6,11.29,11.49,31.8,0.6,5.31,12.67,24.41,4.77,10.09,12.31,62.53,0.78,92.22,132.65,156.12,26.6,58.13,102.4,145.08,49.95,798.2,1073.66,1563.16,115.3,242.71,407.41,988.67,163.67,193.38,737.36,1684.89,535.88,1054.34,1454.33,2021.38,462.35,1275.67,1674.05,2449.81,743.87,1225.94,1555.0,1945.0,120.53,521.96,770.37
销售费用,63.37,224.78,322.22,547.15,92.08,244.72,446.65,774.99,148.96,515.17,725.86,1207.26,268.82,671.27,1029.78,1556.48,291.4,668.06,1067.1,1626.38,402.03,771.1,1275.6,1956.78,379.44,885.09,1251.57,1695.08,289.83,3439.55,6283.56,5638.21,2613.68,4669.38,7133.66,10968.66,3011.19,7263.32,13008.56,18315.32,6061.42,12509.72,21736.01,29371.4,13129.13,27528.69,38062.93,40808.39,8747.8,19138.65,26756.35,33703.08,5726.63,16391.92,32061.9
管理费用,244.32,529.1,863.52,1209.83,497.56,972.8,1417.03,2203.17,342.66,742.67,1081.3,1717.27,489.4,1096.94,1744.37,2487.37,792.63,1591.97,2411.55,3166.85,681.54,1555.08,2523.43,3589.09,789.78,1710.62,3124.41,4692.87,1267.36,6404.82,10597.13,17415.48,5397.19,13928.74,21496.66,32480.81,7997.06,18389.45,29143.53,44091.69,12708.45,26813.14,44289.29,67969.98,17127.27,39054.77,30701.39,45342.99,10991.56,23691.34,34426.74,42845.04,11135.88,22824.93,36165.6
财务费用,150.41,366.59,561.14,800.29,339.86,466.4,563.95,655.86,132.82,74.1,124.85,224.82,188.05,373.45,444.76,655.83,104.39,237.28,699.21,875.27,222.3,428.5,657.58,952.48,202.61,461.23,727.13,941.49,104.82,-427.44,-576.28,-635.09,10.54,415.38,571.07,1202.03,618.62,1560.01,2783.13,3314.88,1717.9,7574.66,11334.8,9051.88,2345.4,2661.96,5108.21,7973.77,444.06,3760.06,1899.43,8640.66,3163.82,7462.56,8888.99
研发费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22954.03,36953.14,6563.76,15972.8,24297.62,31902.85,6364.69,14069.95,23396.92
资产减值损失,0.0,165.5,165.5,134.75,20.5,340.44,147.0,7.26,3.21,89.23,171.54,107.9,0.0,62.0,181.5,168.59,0.0,116.6,66.35,120.88,0.0,147.23,101.0,-50.8,-10.5,74.09,766.52,522.42,-2.15,123.47,122.68,387.69,239.59,613.05,743.82,1354.97,953.76,1227.74,2385.32,3513.32,1311.54,1173.68,1898.14,7042.39,1459.0,797.8,404.29,1741.28,2894.72,0.0,0.0,0.0,0.0,0.0,0.0
