报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30
一、营业总收入,706348.72,2005156.57,2935876.52,3804131.31,1079240.01,2501847.73,3511243.36,4219971.57,906907.34,2005729.2,3067623.02,4263729.11,1022656.0,2514506.8,4429675.66,6080724.25,1727408.0,4023920.45,6407461.27,8351725.25,2008810.71,4830331.16,7716455.91,10011010.88,2229305.6,5348934.71,8875940.01,12004307.0,2501014.44,5893018.03,10001930.06,14000539.4,2509363.19,5161034.52,8367511.48,10056445.36,2509798.93,5009130.64,8377076.04,11011310.19,3003526.46,7002065.86,11202657.18,15001955.16,4002546.98,9200469.16,15005003.87,20002399.77,4100611.94,9834107.43,15667629.6
营业收入,706348.72,2005156.57,2933809.6,3800918.48,1077304.79,2495192.2,3498701.29,4203238.8,903268.44,1999022.2,3056550.81,4245777.29,1015895.06,2495706.72,4400392.68,6043162.61,1721258.77,4006163.6,6379160.25,8315547.45,1998468.16,4792343.84,7659135.77,9931619.63,2209916.32,5289568.25,8781078.64,11862794.82,2466681.89,5786578.64,9841006.28,13775035.84,2450390.01,5011118.24,8152286.4,9774513.72,2464067.57,4918282.01,8242871.14,10830256.53,2968150.45,6918452.16,11087467.87,14828645.0,3956158.2,9097610.03,14869864.14,19812317.71,4054767.31,9729696.43,15503875.7
二、营业总成本,687960.26,1950379.05,2846974.1,3666548.95,1025868.63,2378902.22,3332412.64,3986984.12,839998.68,1864609.54,2839564.05,3967184.11,987461.16,2445881.79,4266260.53,5819180.99,1666034.06,3869173.92,6115835.98,7900847.55,1874043.53,4501047.48,7150346.02,9231019.15,2105033.32,4941282.55,8100911.83,10948792.61,2128788.51,5116568.54,8769836.77,12325897.96,2187067.11,4541778.37,7199959.21,8613460.91,2135704.16,4161996.36,6973402.74,9152937.98,2570423.81,5927658.62,9357430.05,12469881.27,3402226.18,7707836.48,12533709.68,16958932.92,3495137.83,8216008.86,13070381.9
营业成本,574060.16,1638712.34,2389391.13,3111708.86,880726.31,2039613.06,2837663.1,3373319.09,685429.02,1492978.46,2286663.25,3195597.94,798482.83,2089744.87,3514601.97,4740918.71,1438104.83,3384775.68,5272300.19,6813211.53,1548981.26,3696710.44,5758589.58,7320307.74,1555175.89,3829376.29,6181391.69,8038593.98,1603265.17,3865218.07,6344061.47,8802212.77,1660970.54,3603541.93,5533246.45,6601735.37,1644736.75,3162758.52,5430381.13,7288564.12,1947998.32,4708885.48,7608981.29,9956291.28,2735376.64,6365913.78,10386094.37,13823416.77,2814430.5,6711252.6,10827482.75
营业税金及附加,7197.59,15057.21,21786.01,31679.76,6698.16,15385.5,29263.28,36263.56,6402.33,14761.61,25601.39,40336.89,10301.71,20209.02,36602.78,53881.54,10123.77,27348.53,41868.71,49790.8,8270.87,23271.16,41304.25,58995.36,8323.71,32451.58,58101.61,95616.98,19253.98,42325.93,69587.39,136242.49,16023.35,33937.14,49204.39,75189.42,13490.15,41211.27,63753.34,143040.42,21806.51,64531.98,109940.89,151303.54,28052.73,76137.79,127311.72,174189.27,30551.16,81677.06,122116.1
销售费用,76372.01,244103.85,364908.84,434931.45,98931.29,248287.38,367190.37,440262.36,116518.01,295527.07,439665.64,579785.84,154053.75,275065.92,612738.01,841013.56,168444.59,360678.46,637177.35,805040.82,242842.06,605813.89,1109938.79,1462622.85,448244.7,844658.38,1482538.92,2250893.17,423404.1,989356.01,2015319.67,2888999.57,382085.84,634148.72,1337342.0,1550634.17,442903.46,943363.81,1406745.3,1647726.6,444042.31,853432.42,1186541.1,1666026.85,435050.16,803057.41,1289612.98,1889957.8,417080.73,1041272.97,1516335.88
管理费用,18313.03,39120.32,61876.32,86899.92,26567.13,52636.84,79388.35,127136.12,23354.09,54254.35,87856.55,156660.45,32819.04,71008.16,116889.27,197805.44,48090.61,105936.16,179131.78,278326.61,77409.92,166164.95,257715.62,405580.96,89215.58,204167.59,345257.6,508957.26,106895.19,234012.14,373901.12,481816.86,118952.34,235879.74,359707.77,504874.66,121954.5,281391.07,408260.87,548895.56,138630.84,288551.62,465390.77,607114.37,189866.33,459258.17,277704.84,436585.01,88426.31,186625.89,289617.36
财务费用,-302.76,1143.96,2863.46,-974.22,3609.14,6438.6,14864.99,8499.54,1940.54,533.98,-2999.6,-9702.19,-14838.43,-19451.2,-21797.39,-30896.95,-9883.59,-19220.55,-24287.25,-45270.76,-7984.81,-7333.21,-30584.75,-46134.76,-9804.0,-5856.49,-13490.19,-13730.86,-40058.64,-67161.39,-89307.97,-94224.47,-21958.63,-23947.72,-139375.81,-192879.73,-108721.91,-296998.75,-348454.52,-484554.66,-6871.95,-19186.15,-27701.3,43128.47,-11158.05,-31527.3,-69638.54,-94820.14,-2299.8,-111755.67,-156734.32
资产减值损失,12320.23,12241.36,5690.13,1537.47,9198.76,16086.6,3362.93,273.03,5975.97,5689.94,1897.78,2908.88,5743.2,6362.19,2425.2,9959.67,10669.33,8049.2,7897.44,-2059.47,4220.24,10845.41,1092.81,6553.71,6334.34,16893.26,15812.87,19239.3,6351.38,19071.82,6786.53,39841.72,11257.0,16225.84,5343.81,8631.8,16675.11,23998.77,4515.68,-99.16,24235.49,29313.94,11513.39,26378.7,22867.37,31993.17,24319.09,26167.42,20126.67,0.0,0.0
公允价值变动收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.7,2491.1,7820.49,4532.82,6919.25,-1229.28,-43.98,-3070.75,-5750.87,-302.92,363.86,6009.7,24688.48,16838.59,44050.62,58803.13,99056.36,-113314.46,-128305.58,-112941.36,-138155.16,14989.74,30804.83,-30468.94,-101032.25,20113.07,-23733.76,77112.45,109333.21,32671.38,4081.87,-75761.55,921.25,23075.73,-57624.43,-12949.57,4625.74,10690.66,-13010.04,-13663.65
