报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31
一、营业总收入,5181.62,13001.11,20544.14,29811.63,8671.51,20080.76,29322.87,35017.39,7138.25,16611.27,27058.28,37306.05,8596.24,24645.17,41066.48,56134.12,14599.21,32901.37,48855.57,61421.08,8577.42,21219.66,31577.34,36797.3,7009.46,15541.07,23389.51,31763.13,7033.5,16257.54,25954.79,35024.52,6906.78,14985.11,22583.51,30725.36,6995.51,15765.2,23931.72,34494.37,10636.44,56981.73,86043.65,115689.66,29819.13,62207.99,96196.12,127941.92,32223.13,67543.24,99786.26,138148.48,23265.79
营业收入,5181.62,13001.11,20544.14,29811.63,8671.51,20080.76,29322.87,35017.39,7138.25,16611.27,27058.28,37306.05,8596.24,24645.17,41066.48,56134.12,14599.21,32901.37,48855.57,61421.08,8577.42,21219.66,31577.34,36797.3,7009.46,15541.07,23389.51,31763.13,7033.5,16257.54,25954.79,35024.52,6906.78,14985.11,22583.51,30725.36,6995.51,15765.2,23931.72,34494.37,10636.44,56981.73,86043.65,115689.66,29819.13,62207.99,96196.12,127941.92,32223.13,67543.24,99786.26,138148.48,23265.79
二、营业总成本,4974.85,12626.86,19903.86,29044.65,8655.71,20000.4,29096.42,36995.64,7119.38,16645.38,26966.4,36922.86,8364.06,24354.72,40312.33,55284.57,14291.12,32187.2,47719.28,60606.3,8794.18,21979.48,32594.91,41085.24,6912.81,15237.91,23083.03,32077.67,6815.26,15702.68,25106.63,34381.4,6793.48,14725.18,22245.68,31099.86,6860.64,15463.02,23416.69,35012.69,9645.35,51537.15,77741.03,106918.58,26156.2,55316.78,86256.27,117758.72,27549.04,59321.34,89124.6,123679.26,22350.2
营业成本,4230.2,10736.38,17244.61,25404.33,7597.8,17328.24,25381.19,30347.06,6096.7,14373.44,23692.73,32550.12,7545.69,21732.49,36385.65,49830.97,13194.12,29399.34,43513.2,54550.13,7556.1,19198.09,28600.96,33447.37,5960.34,13148.3,19539.58,25933.6,5909.33,13488.2,21421.64,28716.41,5733.75,12368.15,18436.7,25064.73,5614.29,12329.33,18945.85,27308.02,8025.87,41732.66,63034.41,84964.14,22276.09,45567.72,70896.8,95736.14,23180.64,48429.1,72236.45,100920.66,18723.85
营业税金及附加,9.57,43.4,54.83,107.39,34.41,246.26,295.3,328.97,36.01,52.42,69.78,101.03,32.14,81.05,128.86,186.39,33.63,85.09,151.24,175.53,45.33,104.57,162.89,242.02,13.53,43.89,83.09,137.58,15.31,63.11,93.67,177.27,8.97,58.29,94.09,216.12,10.8,59.21,100.61,446.98,170.9,608.54,979.78,1248.14,329.38,633.29,919.39,1151.35,307.51,532.82,766.23,1071.98,184.81
销售费用,277.42,736.62,995.84,1423.58,367.53,864.58,1245.15,1886.79,476.64,806.82,1189.36,1623.66,384.12,1155.39,1609.75,2168.16,463.06,914.92,1305.39,1723.27,399.19,866.99,1351.33,1815.23,370.93,902.54,1350.99,1999.92,415.75,910.44,1418.0,2003.38,441.56,858.07,1354.01,1937.58,441.1,951.83,1410.3,1965.68,482.84,2199.26,3268.44,4806.31,1065.59,2376.1,3620.16,4919.42,1114.39,2361.11,3420.79,4776.59,928.77
管理费用,395.21,825.86,1216.9,1559.6,504.09,995.98,1380.62,1980.38,336.01,719.68,1037.12,1590.3,401.94,1026.29,1630.42,2316.23,408.38,1221.8,1912.25,2295.18,495.09,1062.86,1621.63,2847.34,489.45,1130.54,2121.15,3375.41,439.89,1052.38,1876.68,3080.62,553.58,1303.83,2235.7,3410.44,767.01,1626.26,2439.13,4406.59,913.0,5563.07,8826.36,13806.89,2454.6,6319.57,5933.74,8527.59,1421.55,4336.19,6882.82,9246.77,1630.2
财务费用,62.45,133.29,240.36,364.04,151.87,349.77,577.19,748.63,101.95,203.42,315.59,428.14,139.85,309.76,499.87,687.23,234.36,488.39,738.31,1081.71,295.05,538.82,631.2,583.67,71.31,186.25,247.4,-30.72,26.62,-22.95,50.21,3.68,44.66,14.32,32.54,25.04,-6.49,-19.65,-6.66,5.04,21.08,335.93,490.73,693.77,90.55,85.84,234.95,460.81,34.66,77.22,224.82,527.54,155.27
研发费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4285.16,6350.28,1501.86,3584.89,5593.48,7135.72,727.31
资产减值损失,0.0,151.32,151.32,185.7,0.0,215.57,216.98,1703.81,72.08,489.6,661.82,629.6,-139.68,49.74,57.78,95.59,-42.42,77.66,98.89,780.49,3.41,208.16,226.91,2149.61,7.26,-173.6,-259.18,661.88,8.35,211.51,246.43,400.05,10.95,122.51,92.65,445.95,33.92,516.04,527.47,880.37,31.65,1097.71,1141.32,1399.33,-60.02,334.26,366.07,613.12,-11.57,0.0,0.0,0.0,0.0
公允价值变动收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.55,78.57,135.29,135.29,135.29,0.0
投资收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.3,0.0,0.0,0.0,-1.99,0.0,-6.52,-6.52,-6.07,0.0,-3.48,-3.48,29.86,0.0,130.09,201.46,334.7,0.0,311.01,529.97,794.36,223.1,510.33,682.42,344.21,46.01,99.97,141.69,300.71,140.61
其中:对联营企业和合营企业的投资收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.99,0.0,0.0,-6.52,-6.07,0.0,-3.48,-3.48,29.86,0.0,130.09,0.0,248.74,0.0,207.58,426.54,574.27,0.0,52.15,40.22,-330.22,-28.27,0.19,72.49,200.93,140.61
汇兑收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三、营业利润,206.77,374.25,640.28,766.99,15.8,80.37,226.45,-1978.24,18.86,-34.11,91.88,383.19,232.18,290.45,754.15,849.55,308.09,714.17,1136.29,814.77,-216.76,-759.83,-1017.57,-4112.64,96.64,303.17,306.49,-316.52,218.24,548.34,841.64,637.05,113.3,256.45,334.35,-344.64,134.87,432.26,716.49,-183.62,991.09,5755.59,8832.59,11849.46,3903.52,7763.68,11889.71,12922.79,5015.38,8676.38,11787.58,15946.95,1624.42
加:营业外收入,1.7,6.05,105.36,435.08,94.27,189.84,201.24,268.05,30.69,102.76,121.58,268.41,19.41,405.53,676.96,466.26,116.13,271.98,315.88,506.99,518.87,816.47,956.47,594.34,222.73,412.55,1740.27,2778.43,262.18,322.87,1329.12,1630.78,37.81,253.72,1309.18,2336.65,55.84,56.1,279.88,4948.75,69.56,639.69,885.87,3603.09,46.62,373.6,453.29,881.33,52.54,407.89,446.27,198.73,12.78
减：营业外支出,1.41,1.61,3.3,14.01,1.25,20.55,23.39,70.25,0.0,15.51,28.35,90.72,11.04,29.74,277.33,85.29,8.47,19.03,28.39,32.48,2.4,31.58,35.18,35.26,3.07,9.41,20.43,21.02,9.51,71.82,99.79,153.43,11.39,37.22,58.25,72.98,16.66,19.75,46.61,824.74,1.68,22.09,93.0,93.37,0.6,7.89,19.75,90.81,7.46,16.61,21.53,118.49,203.85
其中：非流动资产处置损失,0.47,0.0,0.0,0.0,0.0,0.0,0.0,31.1,0.0,0.0,0.0,45.47,0.0,0.02,0.0,39.89,0.0,6.61,0.0,13.06,0.0,23.98,0.0,25.88,0.0,2.56,0.0,18.02,0.0,41.15,68.76,76.4,0.0,17.67,18.4,19.05,0.0,10.95,0.0,553.39,0.0,6.33,23.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
