报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30
一、营业总收入,449940.48,964634.53,1522518.71,2086026.21,550728.33,1160703.22,1770391.78,2259531.76,485977.0,1016213.99,1624845.22,2312314.23,658483.53,1402068.64,3098797.74,4201376.15,1089437.95,2185218.5,3327050.42,4500703.85,1119000.0,2225504.54,3347880.22,4596243.96,1198376.75,2432287.25,3769688.05,5134273.97,1292492.16,2638146.44,4058496.0,5397073.04,1387912.43,2756860.81,4040549.14,5253136.69,1111271.16,2122519.72,3159027.49,4462488.0,1245118.57,2735656.82,4174056.08,5563649.94,1797327.74,3723310.26,5686156.63,7834464.85,1974265.2,4026693.11,5987252.36
营业收入,449940.48,964634.53,1522518.71,2086026.21,550728.33,1160703.22,1770391.78,2259531.76,485977.0,1016213.99,1624845.22,2312314.23,658483.53,1402068.64,3098797.74,4201376.15,1089437.95,2185218.5,3327050.42,4500703.85,1119000.0,2225504.54,3347880.22,4596243.96,1198376.75,2432287.25,3769688.05,5134273.97,1292492.16,2638146.44,4058496.0,5397073.04,1387912.43,2756860.81,4040549.14,5253136.69,1111271.16,2122519.72,3159027.49,4462488.0,1245118.57,2735656.82,4174056.08,5563649.94,1797327.74,3723310.26,5686156.63,7834464.85,1974265.2,4026693.11,5987252.36
二、营业总成本,212984.77,519335.04,805943.79,1158820.46,272171.81,659565.34,1019983.75,1373321.54,290852.89,637515.12,1010419.25,1435651.79,352615.54,782145.61,2013953.96,2887640.8,697546.05,1460944.53,2259738.33,3145044.14,721024.06,1552452.88,2365942.6,3324321.54,811577.98,1743561.12,2741069.21,3784138.77,888319.81,1830433.68,2797417.4,3835339.44,944373.41,1890610.89,2726647.85,3819354.56,897905.3,1806653.2,2735696.05,3839026.05,914837.03,1922282.41,2966734.98,4189052.33,1354458.72,2831755.98,4365268.91,6023554.45,1485310.23,3024270.04,4549649.63
营业成本,183136.02,454834.86,698447.6,1006119.42,222428.84,547713.87,840250.88,1170882.9,229911.14,511331.89,813223.01,1193246.58,283417.01,642099.31,1683769.52,2421876.71,581604.58,1225123.06,1874965.64,2642032.39,606718.17,1315376.94,2009301.41,2832061.92,688949.92,1485129.34,2341824.49,3230678.76,785087.13,1612310.72,2460089.72,3373543.94,904976.37,1834942.14,2645791.17,3697847.2,866642.09,1738734.9,2633940.21,3695204.92,876981.64,1850228.2,2855444.28,4014548.19,1326561.42,2775038.63,4276402.68,5890229.16,1456863.34,2969206.46,4462648.42
营业税金及附加,14787.11,31678.46,50608.77,69303.38,18148.92,38221.81,58234.29,74333.09,15980.4,33447.36,53474.41,75924.32,21658.12,46075.69,101795.51,137025.3,35763.14,72464.87,111380.22,151002.69,37444.43,66192.74,99258.14,135834.83,33541.35,71962.01,112228.51,152988.93,5192.12,10160.59,15740.62,21963.48,3758.37,10003.31,14575.64,19904.16,4148.02,7868.4,11406.01,18566.58,3426.95,10450.3,16257.88,22432.74,3986.46,12523.4,19894.86,28314.92,7243.54,14253.64,21076.41
销售费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18887.37,3872.18,8069.04,13922.61,17968.82,4635.86,8089.31,11832.98,20993.17,5090.84,9629.38,13754.37,19250.96,4558.12,9345.77,14139.07,19268.4,4287.04,9010.53,14204.52,20029.01,4299.93,8490.5,13209.49
管理费用,16988.5,37019.47,62487.97,88231.6,25447.64,52827.82,82233.04,112853.14,27041.32,57032.01,88143.25,122090.41,31623.97,63354.16,167186.01,221095.09,53093.61,108977.35,185535.52,240192.27,57101.79,128613.04,195293.45,270180.18,69433.45,149960.72,234698.66,315215.85,82547.09,176168.16,273238.7,373475.53,23545.42,26634.77,41592.44,58696.43,12377.72,25937.71,39832.03,52165.03,11723.65,26748.05,42777.68,55766.38,10556.14,27960.24,45473.42,65935.19,13766.93,27658.54,43530.22
财务费用,-1926.87,-4197.75,-5600.55,-4853.88,6146.4,20801.84,39268.45,15255.32,17920.04,35649.36,55528.43,44338.84,15916.44,30616.46,61202.92,107709.18,27084.71,54379.25,87777.52,111739.96,19759.67,42270.17,62089.61,86216.23,19653.26,36509.05,52317.55,66392.54,11621.28,23728.8,34433.75,47892.99,7457.38,10941.35,12855.63,21913.6,9646.64,24482.8,36320.92,53496.05,18146.67,25610.41,38216.4,73771.6,9177.12,7732.06,9813.97,27615.73,3245.7,4634.49,9137.17
资产减值损失,0.0,0.0,0.0,19.94,0.0,0.0,-2.91,-2.91,0.0,54.49,50.14,51.64,0.0,0.0,0.0,-65.49,0.0,0.0,79.43,76.82,0.0,0.0,0.0,28.38,0.0,0.0,0.0,-24.68,0.0,-3.64,-7.99,494.69,0.0,0.0,0.0,0.0,0.0,0.0,442.52,342.52,0.0,-100.33,-100.33,3265.01,-109.45,-508.88,-520.54,-9250.69,0.0,0.0,0.0
公允价值变动收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
投资收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.9,153.9,0.0,0.0,12314.48,58269.82,49369.4,92247.99,138371.98,181263.7,45227.14,105022.89,143938.67,206526.13,52000.0,137072.12,199108.84,269299.29,50000.0,118006.64,180340.17,254027.15,40408.0,97211.65,147913.47,209808.03,46900.53,136170.73,204678.71,267765.45,69025.13,155901.81,225140.91,312961.35,77024.0,157598.82,238075.82,308915.04,79258.37,164399.27,242552.16
其中:对联营企业和合营企业的投资收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12314.48,56874.68,49068.66,91947.25,138071.24,180962.96,45227.14,104617.55,143533.34,206120.79,52000.0,135981.99,196928.59,267119.04,50000.0,118006.64,178972.17,252659.15,40408.0,97211.65,146417.22,208311.78,46900.53,136170.73,204037.46,267765.45,69025.13,155901.81,225140.91,312747.6,77024.0,157333.77,237810.77,308649.99,79258.37,164070.1,242222.98
汇兑收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三、营业利润,236955.71,445299.49,716574.92,927205.75,278556.53,501137.88,750408.02,886210.22,195124.1,378698.87,614579.87,876816.34,305867.99,619923.02,1097158.26,1372005.18,441261.31,816521.96,1205684.07,1536923.41,443203.08,778074.55,1125876.29,1478448.55,438798.77,825798.25,1227727.68,1619434.49,454172.35,925719.4,1441418.77,1815760.75,483947.02,963461.57,1461814.75,1643590.16,260266.39,452037.26,628010.15,891227.4,399306.67,969276.23,1432462.02,1698670.94,522882.29,1055722.4,1566933.37,2131083.26,569495.32,1171082.34,1685608.03
加:营业外收入,4.16,6.36,246.85,3641.75,119.12,232.19,306.51,16109.76,1.47,315.99,207.0,1707.23,613.71,617.71,2908.59,7856.99,102.21,322.2,357.71,653.42,10.96,472.49,644.95,2805.21,33.48,372.37,589.5,1588.12,79.63,674.68,920.69,4395.72,86.49,419.29,1654.44,2064.21,54.34,160.98,247.44,1918.12,141.58,547.85,674.07,1535.86,62.78,257.58,420.86,6580.83,85.81,1950.35,6787.34
减：营业外支出,20.73,3209.49,10397.49,10958.35,0.91,5168.26,6468.12,10317.28,0.0,92.73,960.81,5927.57,16.33,1045.28,1997.2,11251.34,2120.13,4866.8,7152.33,12863.53,1264.7,3258.82,4798.32,11139.39,1893.63,5935.46,7947.04,13944.93,1420.04,4062.77,7808.28,13222.24,1582.41,3919.09,5834.79,10110.04,1971.43,4414.89,6839.26,14352.28,1957.57,4398.08,6508.82,20428.54,5191.16,8188.12,11404.94,67017.88,2740.8,5996.47,10092.88
其中：非流动资产处置损失,20.73,3209.49,10397.49,10906.18,0.0,0.0,5938.44,9787.87,0.0,0.0,950.68,5822.79,16.33,1044.3,-1423.2,4581.32,31.19,470.83,712.38,2680.15,2.72,681.49,683.03,1557.39,313.94,3144.52,3144.52,8577.5,412.57,1239.24,1458.64,7308.95,22.17,721.95,778.86,1825.05,2.3,395.96,408.14,4882.22,1.53,439.09,520.84,0.0,0.0,401.31,0.0,0.0,0.0,0.0,0.0
四、利润总额,236939.14,442096.36,706424.28,919889.15,278674.74,496201.81,744246.42,892002.7,195125.58,378922.13,613826.06,872596.0,306465.36,619495.45,1098069.65,1368610.84,439243.38,811977.36,1198889.45,1524713.3,441949.33,775288.21,1121722.92,1470114.36,436938.62,820235.15,1220370.14,1607077.68,452831.95,922331.31,1434531.19,1806934.23,482451.1,959961.77,1457634.41,1635544.33,258349.31,447783.35,621418.33,878793.23,397490.68,965426.01,1426627.27,1679778.26,517753.9,1047791.86,1555949.29,2070646.21,566840.33,1167036.22,1682302.49
减：所得税费用,78366.38,146331.97,239976.69,308948.63,69668.7,124182.44,187465.78,224051.05,48849.14,95383.33,154189.38,219558.59,76659.7,155098.12,273313.68,327523.65,97492.71,193453.88,278669.92,354831.67,100215.86,168732.77,246395.32,319822.31,95934.24,172219.95,257570.86,337577.13,100080.65,203533.29,317743.54,388026.55,110742.03,225560.17,338283.58,370055.03,53824.7,83696.96,114156.13,171038.32,85937.31,210422.62,313534.76,369939.24,108977.12,229773.86,344115.14,455986.65,126507.74,286589.95,360238.6
五、净利润,158572.76,295764.39,466447.59,610940.52,209006.04,372019.37,556780.63,667951.65,146276.44,283538.8,459636.68,653037.42,229805.66,464397.34,824755.97,1041087.19,341750.67,618523.48,920219.53,1169881.63,341733.47,606555.44,875327.6,1150292.06,341004.38,648015.2,962799.27,1269500.55,352751.3,718798.01,1116787.65,1418907.68,371709.06,734401.6,1119350.82,1265489.3,204524.61,364086.38,507262.19,707754.91,311553.37,755003.39,1113092.51,1309839.02,408776.79,818018.0,1211834.15,1614659.57,440332.59,880446.27,1322063.89
归属于母公司所有者的净利润,158572.76,295764.39,466447.59,610940.52,209006.04,372019.37,556780.63,667951.65,146276.44,283538.8,459636.68,653037.42,229805.66,464397.34,824732.1,1041083.08,341708.95,618474.26,920167.21,1169864.25,341717.34,606517.12,875300.06,1150257.59,341002.39,648013.91,962797.98,1269154.02,352673.09,718571.72,1116499.35,1418473.6,371588.16,734128.17,1118938.02,1264773.36,205446.76,368027.02,514594.99,716848.75,316120.06,762258.76,1123725.09,1334951.61,409659.55,819240.11,1213412.68,1454415.54,400565.78,804058.58,1208847.24
少数股东损益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.87,4.1,41.72,49.22,52.33,17.38,16.13,38.32,27.54,34.47,1.99,1.29,1.29,346.54,78.2,226.29,288.3,434.08,120.9,273.43,412.8,715.94,-922.15,-3940.64,-7332.79,-9093.84,-4566.69,-7255.38,-10632.58,-25112.59,-882.76,-1222.11,-1578.54,160244.03,39766.81,76387.69,113216.65
基本每股收益(元/股),0.12,0.23,0.36,0.47,0.16,0.29,0.43,0.51,0.11,0.22,0.35,0.5,0.18,0.36,0.64,0.7,0.23,0.42,0.62,0.79,0.23,0.41,0.59,0.77,0.23,0.44,0.65,0.85,0.24,0.48,0.75,0.95,0.25,0.49,0.75,0.85,0.14,0.25,0.35,0.48,0.21,0.51,0.76,0.9,0.28,0.55,0.82,0.98,0.27,0.54,0.81
稀释每股收益(元/股),0.12,0.23,0.36,0.47,0.16,0.29,0.43,0.51,0.11,0.22,0.35,0.5,0.18,0.36,0.64,0.7,0.23,0.42,0.62,0.79,0.23,0.41,0.59,0.77,0.23,0.44,0.65,0.85,0.24,0.48,0.75,0.95,0.25,0.49,0.75,0.85,0.14,0.25,0.35,0.48,0.21,0.51,0.76,0.9,0.28,0.55,0.82,0.98,0.27,0.54,0.81
七、其他综合收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26340.89,-45146.83,0.0,0.0,0.0,-4849.87,0.0,0.0,0.0,-2307.91,0.0,0.0,0.0,-9009.59,0.0,0.0,0.0,20139.72,4136.06,1571.06,-128.25
八、综合收益总额,0.0,0.0,0.0,610940.52,0.0,0.0,0.0,0.0,0.0,283538.8,459636.68,653037.42,229805.66,464397.34,824755.97,1041087.19,341750.67,618523.48,920219.53,1169881.63,341733.47,606555.44,875327.6,1150292.06,341004.38,648015.2,962799.27,1269500.55,352751.3,718798.01,1090446.76,1373760.86,371709.06,734401.6,1119350.82,1260639.43,204524.61,364086.38,507262.19,705447.0,311553.37,755003.39,1113092.51,1300829.43,408776.79,818018.0,1211834.15,1634799.29,444468.65,882017.33,1321935.64
归属于母公司所有者的综合收益总额,0.0,0.0,0.0,610940.52,0.0,0.0,0.0,0.0,0.0,283538.8,459636.68,653037.42,229805.66,464397.34,824732.1,1041083.08,341708.95,618474.26,920167.21,1169864.25,341717.34,606517.12,875300.06,1150257.59,341002.39,648013.91,962797.98,1269154.02,352673.09,718571.72,1090158.55,1373332.18,371588.16,734128.17,1118938.02,1259922.95,205446.76,368027.02,514594.99,714540.14,316120.06,762258.76,1123725.09,1325940.06,409659.55,819240.11,1213412.68,1474547.89,404701.84,805629.64,1208718.99
归属于少数股东的综合收益总额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.87,4.1,41.72,49.22,52.33,17.38,16.13,38.32,27.54,34.47,1.99,1.29,1.29,346.54,78.2,226.29,288.21,428.68,120.9,273.43,412.8,716.48,-922.15,-3940.64,-7332.79,-9093.14,-4566.69,-7255.38,-10632.58,-25110.63,-882.76,-1222.11,-1578.54,160251.4,39766.81,76387.69,113216.65
