报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30
货币资金,14379.29,13046.62,10007.23,3815.97,5910.73,8529.83,5978.29,5187.39,11374.44,9968.9,3342.41,3836.53,7096.91,5163.01,15730.87,62980.32,48383.14,42266.49,96027.44,125936.31,110254.87,141632.84,157538.34,182287.91,277694.96,258542.71,278176.94,416830.99,359839.27,361714.44,291554.14,380210.71,298740.99,366262.61,395189.54,572254.38,540113.41,507322.67,462663.07,651903.04,527388.98,433862.02,459685.96,611788.23,548598.69,645205.57,565433.65,747739.76,835621.8,945972.77,998325.04
交易性金融资产,0.0,0.0,65.5,62.21,62.21,45.38,39.44,31.75,133.32,152.26,101.69,100.08,97.41,83.68,201.21,0.0,0.0,7900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5009.38,0.0,0.0,62274.6,2064.0,28514.0,28590.0,22875.0,1365.93,1561.94,9736.7,27117.05,1712.15,10964.97,9954.58,9815.62,9966.52,8660.59,8529.32,5069.95,4580.13,412730.14,197570.63,211755.16
衍生金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收票据及应收账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180102.79,263808.88,244275.55,216610.16,118819.11,207022.63,207866.98,201382.87
应收票据,183.29,658.99,179.58,92.61,276.87,290.23,0.0,29.39,141.06,52.01,51.36,41.64,225.08,109.0,383.73,3172.44,2148.42,944.31,31722.82,19274.25,16620.98,17882.75,18644.04,28054.83,19116.22,14912.17,15538.31,20591.47,21428.24,10602.59,10761.79,11949.48,10069.69,9702.36,9952.63,11172.76,11728.49,9965.19,13142.67,16429.52,15551.19,13135.57,25495.29,36556.94,53787.08,53382.4,62915.68,25881.09,54200.84,79644.87,69957.14
应收账款,10097.91,9065.63,9094.77,6800.26,7608.44,7014.61,5811.92,4702.33,3957.36,6124.53,6462.72,4611.22,7860.38,8688.09,6460.67,33038.96,72769.66,50653.76,74468.48,95553.85,122543.76,90811.27,109272.44,84647.17,117888.87,130215.1,165635.53,90322.58,168579.91,145985.91,167652.42,99779.55,198028.5,204329.48,226763.9,190760.17,226518.14,212141.06,225581.81,125926.02,192623.11,193855.79,238811.34,143545.85,210021.8,190893.15,153694.49,92938.02,152821.79,128222.11,131425.73
预付款项,5372.28,5203.25,3921.95,716.41,4108.52,828.02,418.85,1176.74,1774.01,1626.95,3420.3,2478.89,5825.15,4192.7,5986.59,13147.18,25166.6,33378.53,37442.82,140112.59,165980.88,198668.8,220807.41,179406.05,196557.52,157054.47,160250.02,262480.73,287479.05,237292.8,264489.27,285441.28,280655.52,307436.67,286702.0,249067.99,236834.12,241236.04,251320.31,194982.27,178732.92,174407.42,170116.29,139719.09,168394.7,159344.73,179658.54,164778.59,170694.82,191114.76,184629.92
应收利息,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,702.68,0.0,388.25,154.84,2672.57,1981.16,965.99,828.62,2193.85,1540.5,546.82,596.39,343.15,378.95,408.25,244.98,2340.24,3322.21,2170.18,3026.93,2520.65,3380.41,1055.4,1227.9
应收股利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.72,140.72,140.72,151.73,140.72,140.72,140.72,140.72,140.72,140.72,140.72,140.72,40.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,91.52,91.52,91.52
其他应收款,969.96,1162.56,1492.63,1035.65,1203.72,1108.0,1261.99,561.22,325.19,291.31,417.98,335.59,268.35,725.28,743.26,31507.41,38466.41,38380.31,38804.64,43314.78,47617.41,54655.59,60749.59,45358.26,45554.77,64665.6,75786.28,18714.86,37724.09,67708.35,20399.3,10832.59,25719.43,40198.4,24417.28,11191.12,10968.61,20002.0,19587.76,14385.22,18447.55,21198.68,24646.44,22390.3,24018.32,28514.12,30122.1,20751.25,0.0,19007.41,0.0
