报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
销售商品、提供劳务收到的现金,170679.85,456295.73,688067.87,452259.7,108796.29,283856.7,351094.36,444032.63,77516.54,209933.59,348698.5,507087.45,121976.39,331095.41,537856.7,726337.88,159203.57,419912.49,625028.57,821787.93,150014.4,375228.66,640559.26,907254.49,231168.31,564488.74,935360.14,1272000.68,284060.47,615391.3,995049.12,1345827.3,257451.32,622782.1,1028619.93,1362704.77,362063.6,902969.77,1504524.52,2130974.58,548828.47,1215601.75,1849560.41,2404292.78,564168.27,1329266.02,2072134.16,2610588.26,590752.41
收到的税费返还,3389.41,6615.2,8964.18,21410.45,4545.14,11732.02,20654.02,25826.16,4403.97,9911.86,17502.84,22530.9,11707.28,22023.82,36474.73,44711.75,25182.41,31417.95,48121.32,58843.47,13171.21,34276.71,53141.1,68412.72,14105.99,35246.1,55788.6,68022.27,17047.61,30946.72,57908.84,75946.16,17606.34,44320.0,69327.72,88603.53,14274.56,43436.44,67422.92,89948.99,21853.85,59162.98,96656.34,123537.24,27824.56,69500.0,99746.03,126777.24,33980.45
收到的其他与经营活动有关的现金,8202.06,12165.39,25861.34,3141.47,12320.39,13868.11,18296.23,4398.15,8730.42,13440.34,18337.25,22774.79,4728.72,24453.74,45568.13,70891.36,13876.91,20070.78,28281.27,36487.02,6839.53,11479.81,30830.84,67706.35,7291.86,50822.55,81376.98,116318.84,8760.89,31168.43,58987.28,115926.39,8319.5,26468.01,49667.28,103176.74,6879.12,22237.06,35252.24,65378.33,9948.58,28283.43,39531.27,59504.64,15736.15,38098.14,67652.49,78357.18,15409.18
经营活动现金流入小计,182271.31,475076.31,722893.39,476811.62,125661.81,309456.84,390044.6,474256.94,90650.92,233285.79,384538.6,552393.14,138412.38,377572.96,619899.55,841940.99,198262.89,471401.21,701431.16,917118.41,170025.15,420985.18,724531.19,1043373.56,252566.17,650557.39,1072525.72,1456341.79,309868.97,677506.45,1111945.24,1537699.84,283377.16,693570.11,1147614.93,1554485.04,383217.28,968643.26,1607199.68,2286301.9,580630.89,1303048.16,1985748.03,2587334.66,607728.98,1436864.16,2239532.68,2815722.68,640142.04
购买商品、接受劳务支付的现金,152226.26,390352.76,587809.68,299287.78,79454.64,214334.66,250099.68,332957.16,49486.91,141912.15,200279.0,318820.72,95590.24,183782.4,295940.33,428258.69,136926.48,297716.08,404854.57,480538.7,99855.21,224653.01,365121.59,506204.72,135941.32,387120.41,637239.9,844287.28,173245.96,358524.23,546476.79,716588.02,120334.73,329285.09,559095.53,787443.91,225050.38,472787.2,768671.46,1229608.41,413502.11,818727.88,1176305.88,1679606.99,481447.35,951454.85,1392866.74,1857032.58,409189.04
支付给职工以及为职工支付的现金,13079.74,27579.27,42306.73,56276.07,14397.04,30600.65,45059.8,56874.27,13421.05,27315.17,43375.54,61296.65,17843.02,58126.89,91078.6,124676.31,33551.6,67937.84,101249.89,148534.69,36168.4,74700.86,116019.86,154055.06,48265.27,101090.26,156355.51,213679.7,62779.27,126742.95,189847.57,248305.23,70086.38,136150.21,197900.76,250778.26,70406.37,133752.35,200529.3,258393.04,79995.15,151066.0,224255.24,286560.35,84947.19,167807.66,247308.51,316918.8,89343.31
支付的各项税费,3814.53,9124.17,15598.57,18052.81,6709.16,13442.92,19683.68,24436.11,5722.35,11253.09,23211.24,28790.15,6202.39,23690.56,38763.94,50859.01,12108.83,30412.81,44216.1,59069.0,11882.9,30462.54,54653.31,66991.11,17894.6,41879.76,76234.23,95287.67,14201.73,40199.96,71495.25,94798.49,21628.54,40703.37,71866.05,92494.92,19990.71,49624.46,89143.84,107490.18,24378.74,56326.03,98681.63,129600.15,26060.34,67320.29,100165.73,122305.61,33402.24
支付的其他与经营活动有关的现金,17582.0,40891.23,61287.4,103634.53,19227.43,39590.7,58576.93,104223.51,22976.77,39888.87,63055.62,71890.1,17219.35,74982.29,122417.56,174390.03,42408.06,88877.87,144674.9,192349.5,38846.5,88014.28,150211.57,206303.39,51489.24,112547.86,190785.79,281207.31,60025.1,142010.7,247639.94,381409.06,79300.99,207347.92,318901.43,375341.83,97485.34,205807.12,308773.13,398217.27,91121.94,216913.45,394925.92,446062.31,82876.0,186586.59,315367.73,414529.03,86217.89
经营活动现金流出小计,186702.53,467947.43,707002.38,477251.19,119788.27,297968.93,373420.08,518491.04,91607.08,220369.28,329921.39,480797.62,136855.01,340582.14,548200.43,778184.04,224994.96,484944.61,694995.46,880491.9,186753.01,417830.68,686006.32,933554.28,253590.43,642638.29,1060615.43,1434461.96,310252.06,667477.83,1055459.56,1441100.8,291350.65,713486.59,1147763.77,1506058.92,412932.81,861971.14,1367117.73,1993708.9,608997.94,1243033.35,1894168.67,2541829.8,675330.89,1373169.39,2055708.71,2710786.03,618152.49
经营活动产生的现金流量净额,-4431.22,7128.88,15891.01,-439.56,5873.55,11487.9,16624.52,-44234.11,-956.16,12916.52,54617.2,71595.53,1557.37,36990.82,71699.12,63756.96,-26732.07,-13543.39,6435.69,36626.52,-16727.87,3154.5,38524.87,109819.28,-1024.26,7919.1,11910.29,21879.83,-383.09,10028.62,56485.69,96599.05,-7973.49,-19916.48,-148.83,48426.12,-29715.53,106672.13,240081.95,292593.0,-28367.05,60014.81,91579.36,45504.86,-67601.91,63694.77,183823.97,104936.66,21989.56
