报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30
货币资金,90402.14,172787.34,767254.19,462599.25,208888.01,361821.32,483102.89,546976.05,610530.49,914054.8,1664673.09,1522791.2,1387224.76,1255055.1,1368670.65,1915144.55,1557344.29,1756018.03,2204591.03,1815261.57,1778757.01,2518783.92,3561906.7,3267270.26,3613400.77,3515751.99,3516567.86,3375296.98,3415970.53,3890856.79,3580783.18,4006951.26,3614872.37,3869494.47,4172734.4,3748491.54,4252753.68,4626002.06,4914239.7,4698382.19,6009201.15,6429638.23,6506306.77,6780120.1,7244816.12,9751392.51,9714603.13,11343128.7,12893029.95,12276536.74
交易性金融资产,135.67,137.57,198.11,187.4,146.36,100.36,85.73,72.14,95.14,150.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191366.85,204951.85
衍生金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4330.82,9649.05,12571.7,6430.04,11220.19,10822.13,16935.4,13154.88,18368.95,28400.75,23742.18,38713.26,28997.61,35023.77
应收票据及应收账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261047.21,0.0,0.0,168710.09,143506.35,155375.51,0.0,187326.05,221546.91,148099.12,147595.27,204381.45,218934.15,244528.46
应收票据,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,500.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,15.0,332.0,45.0,0.0,0.0,245.0,322.45,206.45,130.0,736.0,315.0,340.0,1128.81,2376.79,6591.01,832.73,277.73,1050.16,7546.88,300.0,387.29,10132.14,1825.0,463.65,186.0,198.9,3796.0,312.0,85.0
应收账款,13885.65,15877.67,13650.73,17525.13,14308.31,19068.78,18900.15,20554.61,27385.75,33671.98,38661.71,46704.86,36263.08,39024.9,25507.63,58717.99,47128.24,54475.62,46019.71,105764.5,104943.84,117335.23,102824.67,188028.36,142971.37,125641.01,109538.88,233181.35,178848.99,182930.14,157238.17,334956.77,269056.19,241246.12,214317.35,314176.22,260214.48,200520.09,166579.84,161163.21,143206.35,154988.22,101850.1,185501.05,221083.26,147913.12,147396.37,200585.45,218622.15,244443.46
预付款项,290684.69,350919.04,611594.2,638981.05,538167.59,635263.05,697061.47,696943.0,667565.31,625920.57,797047.53,1223499.45,1206213.98,1132212.24,1578179.64,1337067.95,1797216.07,1285666.34,1601466.94,1254470.78,1056588.16,1135430.39,1332397.87,1641854.69,1733653.0,2008014.51,1972416.79,1927586.37,1747978.25,2126773.75,2522674.46,2256561.67,2049948.24,1946050.85,2479430.84,2538180.22,2384569.98,1992412.76,2156327.47,3931271.66,3581935.54,3933134.96,4581492.97,5415056.64,5358552.38,5941317.52,3905106.16,2604493.23,2998157.15,4282564.83
应收利息,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.51,57.09,248.05,248.03,161.19,85.75,12.49,0.0,0.0,0.0,886.23,150.15,113.07
应收股利,832.24,357.38,0.0,0.36,0.36,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15614.72,15614.72,20452.72,22851.48,70520.51,69920.51,69920.51,49533.3,14852.69,14852.69,13566.51
其他应收款,98953.62,109088.82,116114.43,134483.74,140405.96,28888.29,27814.59,37016.24,37412.81,43792.41,44808.02,47028.65,43937.61,54685.41,58660.64,366420.96,439211.11,443846.6,441887.6,412867.51,392334.13,330335.63,299222.83,251221.94,250332.99,472004.79,985936.5,773688.74,1139693.17,1328678.59,1628069.97,1767806.3,1930540.29,2012504.2,2333781.77,3033495.61,3322417.04,3683948.62,4095229.48,3871267.56,4094941.68,4928382.04,6761040.23,6364230.78,8541016.01,8591527.99,0.0,11919501.16,0.0,11797461.57
买入返售金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
