报表日期,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31
在建工程(合计),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,521000.03,0.0,0.0,827957.37,783083.9,746945.73,716609.72,580417.11,591079.54,349481.17,417966.61,295840.14,210596.23,314152.93,341544.49,355160.44,369678.8
在建工程,427746.58,335387.59,911754.17,1040055.24,1389716.43,1287278.95,1327542.75,1330981.5,1472412.18,1422628.27,1261207.2,1199439.96,989626.58,936765.21,946684.18,1008150.04,976254.58,1051684.23,1114404.51,1273175.6,977971.27,957447.27,1103846.62,1125359.81,1026800.0,832597.47,632742.72,574855.95,500432.92,384876.14,391694.04,400983.64,410054.42,425963.52,499090.77,441111.11,510200.15,475687.11,484627.26,521000.03,721205.22,718661.48,827957.37,783083.9,746945.73,716609.72,580417.11,0.0,349481.17,0.0,295840.14,0.0,314152.93,0.0,355160.44,0.0
工程物资,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
固定资产及清理(合计),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4388506.29,0.0,0.0,4911444.52,5035715.19,5702348.44,10532103.96,10946261.57,8978920.48,9913150.37,10205145.37,10111167.9,10273292.33,10382495.47,10093276.89,9919280.59,9829624.11
固定资产净额,2282230.14,2525501.26,3673179.81,3833549.1,3943563.16,4044874.73,4252028.98,4361576.48,4351060.26,4476958.92,5014803.92,5147905.13,5537214.25,5716559.56,5728069.78,6205522.81,6167227.73,6124190.64,6149382.2,6073501.91,6615055.64,6887495.81,6921392.53,7094753.0,7056018.24,7345616.83,7471684.73,7555153.23,7680686.09,7708803.6,7582542.91,7483465.41,7691199.3,7867990.03,7957310.38,4263959.35,4264415.61,4326825.55,4357350.54,4388459.59,4524400.22,4686723.38,4911440.81,5035714.03,5702348.44,10532103.96,10946261.57,0.0,9912355.8,0.0,10111167.9,0.0,10382495.47,0.0,9919280.59,0.0
固定资产清理,83.2,59.81,907.22,834.35,859.82,833.87,29.73,0.54,320.98,320.93,0.0,2.75,1.47,-0.08,0.0,0.0,-15.26,0.53,0.0,0.0,0.0,521.19,0.0,0.0,3.52,0.0,5.0,5.37,-48.61,-451.65,5.0,5.0,5.0,5.25,0.0,0.0,5.22,78.23,0.0,46.7,3.73,0.0,3.71,1.17,0.0,0.0,0.0,0.0,794.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
生产性生物资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
公益性生物资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
油气资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
使用权资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3536240.27,3461906.34,3427880.58,3316012.41,3187141.38,2912319.79,2726330.68,4631459.32,4586780.7
无形资产,53665.3,56411.03,105872.93,107120.97,107203.42,107297.39,110984.73,110728.97,156640.18,224333.71,266700.82,265168.19,257546.7,254187.55,274203.16,325351.44,323330.07,316164.1,315596.96,315500.57,306840.73,304714.42,305113.77,313686.92,279266.92,278260.21,249396.36,247920.94,246093.48,241072.51,237910.45,232379.48,231592.02,231749.83,231333.88,214740.86,213100.18,211376.46,210241.42,208212.04,209765.81,239956.19,454144.09,450152.32,448493.34,792469.36,795798.31,774022.55,793183.93,804243.0,737647.53,741893.13,734439.4,710296.82,698135.68,685752.95
开发支出,0.0,0.0,0.0,0.0,0.0,0.0,201.25,301.62,383.95,571.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.31,31.31,0.0,18.1,28.53,36.18,46.81,117.36,177.11,119.45,297.37,0.0,0.0,142.61,144.27,0.0,0.0,0.0,0.0,0.0,660.5
商誉,71.91,71.91,71.91,71.91,71.91,71.91,71.91,71.91,71.91,71.91,2719.03,2719.03,2719.03,2719.03,2719.03,2719.03,2719.03,2719.03,2719.03,2719.03,2719.03,2719.03,2719.03,2928.07,2928.07,2928.07,280.94,280.94,280.94,280.94,280.94,280.94,280.94,280.94,280.94,280.94,280.94,280.94,1554.54,1554.54,1345.51,1345.51,90501.81,88010.55,90793.28,597582.84,578580.83,564352.42,586653.32,600242.18,614206.81,622297.65,623552.42,603718.83,582676.43,582610.19
长期待摊费用,637.18,811.46,949.35,2509.73,2488.51,2698.99,2693.93,2672.0,2656.36,2573.96,2548.01,2416.95,2277.02,2833.86,2324.89,2871.43,3594.26,3568.68,5195.48,4932.06,4318.59,4943.95,4158.15,3935.65,1085.25,979.61,986.52,792.12,601.09,523.37,523.08,501.93,441.76,488.11,298.74,2016.47,1441.73,1187.57,610.49,591.52,555.79,524.8,569.56,640.88,571.84,4730.7,5435.84,4683.15,5506.77,5091.24,6671.98,6413.53,5768.12,5058.53,14679.85,13705.83
递延所得税资产,34866.74,27955.01,70195.48,70782.98,73735.72,139872.67,290965.3,316762.43,284571.38,274566.0,228623.31,220926.24,202227.62,201127.7,210130.99,227485.26,213303.65,206151.83,53192.3,55557.38,49226.13,48681.9,25842.92,25570.49,22002.33,21358.11,19847.77,16718.62,14470.62,14095.26,13362.26,14124.75,13252.63,13578.27,12865.98,10218.26,9023.59,9063.4,8568.35,8761.27,8118.53,7745.14,115876.96,113935.71,118615.83,124800.98,106046.89,101475.56,109671.39,106375.28,94446.34,77683.24,77934.14,80286.28,84477.89,84264.04
其他非流动资产,596.49,733.18,5182.92,7736.62,27340.52,2960.91,19640.91,16931.26,12951.93,15181.67,12308.75,9516.42,14599.26,15981.16,23044.85,21381.87,20327.06,18361.43,11396.65,9712.42,13556.32,13440.87,8936.35,10514.93,11728.31,13430.19,32230.58,61799.69,53796.43,50494.52,60673.52,65543.16,42823.54,39862.97,43102.29,16419.42,1065.56,1496.37,15671.1,15688.42,13341.87,13384.71,27393.21,31322.99,25535.61,30051.3,115634.39,104404.04,69463.62,68812.07,47189.85,35803.07,22360.14,22341.92,12538.46,19081.81
非流动资产合计,3724308.86,3919814.75,5922258.88,6410842.51,6873164.71,6887472.12,7275115.27,7532448.43,7697302.27,7847926.46,8342215.57,8363500.43,8775713.9,8926994.99,8986180.8,9514476.35,9455519.39,9412593.47,9405018.08,9507595.87,9720837.33,9991738.05,10177790.21,10375781.22,9563301.84,10505103.99,9710181.01,9947128.14,10021844.94,9898583.79,9797711.88,9738387.17,9889762.43,10091062.52,10634150.36,7107203.04,7188846.5,7347301.71,7429026.78,7443839.14,8505409.69,8671414.3,9374781.0,9456659.08,10196676.85,16352194.99,16783940.61,18288911.66,18945415.31,19341531.19,18992237.23,18960958.54,18896635.33,18361043.24,19996011.37,19922570.29
资产总计,7214014.88,7567931.9,11366344.0,11781113.98,12135173.46,12416822.33,11676284.04,12104720.93,13177192.4,13540311.9,13861951.72,14051069.65,14619865.21,15162710.81,15098321.85,15497067.2,15633939.77,15666422.47,15743661.39,16030501.85,15813682.71,15970794.35,16522806.06,17219527.38,16722130.19,16650053.64,16192581.08,16046518.21,15116443.54,15425697.58,14882039.4,14610698.71,15520499.49,15249480.16,14819314.88,11585927.89,11784034.24,12082721.76,11965273.35,12057429.91,12426415.24,13244255.9,13319000.48,12935889.01,14721230.25,22787239.5,22814380.5,25620139.75,25599505.84,26430501.77,26222402.95,24953173.41,25438209.48,24758467.34,27192607.38,29232392.67
短期借款,452796.48,376806.46,391667.14,282583.38,206636.6,104095.92,135442.36,637419.29,672100.4,606675.68,370336.66,373850.38,237079.01,209108.71,166938.2,224753.25,165649.12,162990.91,285107.2,557173.1,545592.95,563806.63,525323.68,464508.36,326573.36,371741.1,276557.01,35456.3,19000.0,265100.0,312760.0,122523.38,122297.44,276002.72,286794.36,453481.32,470534.92,569147.52,324691.73,583177.73,661359.09,1105001.59,1093980.18,856307.14,1863128.8,4620369.83,4822061.92,3893833.98,2455083.05,1410060.8,1475203.11,831076.01,871854.31,771947.97,413049.0,317840.85
交易性金融负债,40396.4,14396.88,52854.04,55464.9,100851.9,234291.89,391854.35,270997.84,135427.12,86299.14,14208.13,10144.8,11118.41,7185.85,6102.42,4896.27,3553.16,1663.11,0.0,0.0,0.0,0.0,0.0,0.0,310.03,31.51,0.0,0.0,0.0,1321.9,0.0,599.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付票据及应付账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1095495.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1595223.77,0.0,0.0,1643360.61,1586053.54,1749670.51,2305858.52,2009685.78,1993964.4,2172203.46,2192416.62,2180219.85,2122431.56,2420691.18,2716849.95,3355227.31,4123959.22
应付票据,4145.76,2227.74,3902.94,3194.72,2766.87,5517.93,1941.64,3006.02,8203.91,9329.15,21151.18,72045.98,54316.24,68571.54,83133.96,91179.51,110023.61,141017.04,138234.82,167351.94,141408.04,173297.18,174147.97,82495.97,3904.3,644.74,2901.98,0.0,0.0,1578.91,7142.01,4755.43,6244.63,5040.51,9528.89,6248.39,10780.0,11373.54,2600.0,0.0,5200.0,54.5,12272.5,900.0,0.0,0.0,5750.0,0.0,40000.0,40000.0,16790.0,22190.0,0.0,1390.0,1390.0,0.0
应付账款,909718.82,1101365.67,985200.07,1192644.74,1181669.62,1134248.24,810403.94,852265.41,867262.09,942215.2,1005824.4,1068245.28,1225284.35,1234558.1,1110442.92,1252459.84,1394959.49,1467904.87,1276098.46,1435900.6,1549468.23,1560936.44,1295326.75,1405568.92,1170504.11,1175102.73,1092593.39,1146343.42,1200739.58,1099608.53,991037.01,1064204.26,1136319.1,1044039.83,866790.64,1092379.94,1360542.58,1592624.86,1677226.15,1595223.77,1689647.86,1739650.13,1631088.11,1585153.54,0.0,0.0,2003935.78,0.0,2132203.46,2152416.62,2163429.85,2100241.56,2420691.18,2715459.95,3353837.31,4123959.22
预收款项,105428.66,112397.77,269859.77,246841.26,319324.09,281034.4,170938.18,187248.13,241068.62,268459.91,253160.17,251912.22,274994.97,286188.22,290475.2,284294.23,323205.68,328103.75,336116.02,344604.37,301251.2,324499.2,204954.16,230022.6,74107.16,74265.52,70587.62,53632.88,63229.82,57817.13,49422.95,41147.65,47220.64,45544.29,40929.61,33347.35,32542.83,35459.33,25674.1,27289.72,26260.43,32818.48,28150.34,30219.76,2063.0,2610.74,6021.22,4070.57,7467.41,5795.88,4451.76,7221.02,5398.69,6284.88,4233.55,5392.5
应付手续费及佣金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付职工薪酬,86875.36,104769.22,275721.58,228883.41,280445.92,285288.21,237555.41,198567.15,236465.61,243022.1,334972.2,297806.91,322484.9,376076.77,375672.54,300044.73,325428.35,344295.36,357097.17,280475.54,300452.61,308278.06,301830.3,260042.23,240535.54,244457.14,247775.09,213880.14,220701.92,218405.43,148094.2,111307.14,124975.92,133793.99,170207.47,69854.0,73232.31,77154.03,121312.65,74982.95,88529.69,100731.19,206717.81,117753.32,122683.33,162725.23,241082.61,137733.82,166605.17,194853.42,307662.24,205455.32,239104.39,293230.88,394574.66,302097.69
应交税费,29382.44,32346.34,76455.57,151636.25,169554.49,152337.47,78908.16,64338.01,79892.52,84570.42,89796.26,83993.45,71695.73,62596.0,95571.22,89605.2,82370.24,83406.02,93170.33,88306.58,79660.1,84112.09,79569.42,73882.91,104309.57,115097.33,127975.0,116016.69,111544.76,110850.59,122463.36,118428.75,119167.99,116059.06,74946.58,67374.95,73485.31,64232.41,92326.07,80323.5,69456.29,74550.56,88398.66,84530.22,86748.48,94602.79,99722.35,95435.05,101145.34,104402.16,129910.61,133962.61,146076.79,128063.85,151480.0,225212.65
其他应付款(合计),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369616.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,413030.34,0.0,0.0,425925.83,440254.09,513045.03,652947.67,623805.17,638045.7,706459.06,703587.34,878659.13,658701.66,661937.92,745269.49,595738.45,702632.89
应付利息,7040.14,7421.07,6382.89,3345.96,8693.32,5954.7,7661.21,11507.76,14828.08,21570.27,33051.67,40247.96,14294.75,23304.51,40174.29,53459.27,32138.57,24033.35,44395.79,66568.36,53076.96,50581.74,52731.49,80170.19,62736.59,67372.53,54086.76,79591.65,50932.88,48496.63,28421.56,44340.5,51088.8,45542.57,29509.83,37229.15,42331.04,39294.94,21863.38,41819.22,45586.99,42937.05,28309.46,47840.01,0.0,0.0,66081.49,0.0,79590.8,0.0,63505.16,0.0,66493.98,0.0,27583.0,0.0
应付股利,0.0,0.0,0.0,0.0,0.0,0.0,3571.71,1449.82,301791.51,2232.65,3289.16,4144.22,1971.98,1662.13,1729.21,2731.11,4127.16,2152.65,2294.84,2667.37,24823.97,28417.77,2614.51,3323.14,24691.24,79797.91,1014.77,349.85,20772.61,21476.96,317.66,317.67,20357.98,24349.62,254.98,109370.49,32104.15,30184.81,7201.28,7150.37,19496.81,21992.03,6268.37,6176.07,0.0,0.0,6876.51,0.0,42319.54,0.0,179323.94,0.0,28647.56,0.0,4893.93,0.0
其他应付款,254960.49,39818.67,2107919.77,1710741.44,527811.24,270182.16,321922.92,278005.35,312355.84,244254.9,226522.6,253952.37,293828.14,275028.47,238498.6,258775.05,299875.6,304867.07,285798.75,354882.11,311036.65,343655.42,427012.36,369485.19,294755.83,348354.85,314515.18,281898.32,278944.72,287493.67,268723.23,261244.36,256462.18,278463.39,254948.32,441061.13,304115.03,334917.07,404631.48,364060.76,413511.25,432047.96,391348.0,386238.01,513045.03,652947.67,550847.16,0.0,584548.71,0.0,635830.02,0.0,566796.38,0.0,563261.52,0.0
预提费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内的递延收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付短期债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的非流动负债,224717.85,223846.39,180381.46,185676.8,268138.32,292113.09,232817.49,239477.55,247545.6,251974.51,354447.28,374900.34,405127.33,320980.73,439850.49,690838.47,1341063.74,1754497.07,1913133.04,1663237.3,1325547.14,876301.63,926979.18,945434.38,2451089.35,2571480.57,2623697.8,2897478.17,1722702.83,1718526.49,1611484.7,1870088.15,1853978.02,1620757.79,880755.02,292514.79,483964.2,658843.23,672534.38,773244.27,976044.21,735593.86,862665.95,957708.39,1137202.55,1579697.48,910662.97,1578044.39,1454183.48,1936440.04,1853453.7,1785477.86,2267528.99,1844630.92,2170004.62,2220311.7
其他流动负债,1175.17,1981.48,760.99,6331.94,4811.46,159584.12,0.0,5099.49,3408.15,3742.71,0.0,0.0,0.0,49.95,0.0,0.0,0.0,0.0,109.1,461.83,408.04,680.77,2.68,2.71,38.05,2.95,434.32,435.7,501.53,380.54,0.0,0.0,0.0,0.0,0.0,67.27,403.71,465.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150000.0,150000.0,150000.0,400000.0,250000.0,200000.0,200000.0,0.0
流动负债合计,2116637.57,2017377.7,4351106.22,4067344.78,3070703.84,2924648.14,2393017.37,2749381.82,3120349.45,2764346.63,2706759.71,2831243.91,2912195.82,2865310.98,2848589.06,3253036.93,4082394.71,4614931.19,4731555.5,4961629.1,4632725.92,4314566.92,3990492.5,3914936.58,4753555.13,5048348.9,4812138.93,4825083.12,3689070.64,3831056.78,3539866.68,3638956.76,3738112.7,3589593.77,2614665.69,2602928.77,2884036.07,3413697.73,3350061.23,3547272.28,3995092.6,4285377.35,4349199.38,4072826.47,5519753.66,9582315.03,8877911.71,9006487.53,7915180.72,7396891.54,7042762.91,6199711.41,6918463.78,6774565.48,7400569.24,8057850.83
长期借款,650094.23,1018125.61,1183178.61,1218871.02,1872371.81,1920565.18,2045855.04,2481146.08,2801844.17,3562737.17,4097649.81,4091084.71,4051295.96,3933312.68,3758593.11,3738653.57,3350326.93,3197800.94,3315000.48,3615747.96,3920651.08,4528026.13,5301758.99,6119385.66,5685056.3,5476377.25,5109929.59,5089697.39,5345347.48,5324195.16,5022688.08,4743171.72,5243235.26,5291157.33,5730166.44,2953131.0,3074730.34,3030795.8,2925295.54,2726571.51,2318253.85,2730984.54,3003774.7,2967047.07,3165764.67,4400082.45,4705166.68,5574983.16,6448580.12,8147658.96,7950347.35,7674956.13,7398344.23,6827078.41,6349869.77,5959179.93
应付债券,371404.43,374787.52,219327.58,217230.2,206026.05,206057.25,219658.06,218824.55,1199972.67,1202775.66,1202207.78,1203399.62,1205779.75,1694574.71,1686931.29,1685081.44,1682834.42,1679695.85,2069181.83,2069578.02,2071214.94,2072696.45,2495056.68,2680516.69,1673812.68,1675363.99,1665299.64,1674013.7,1674424.91,1675369.98,1672055.7,1676015.96,1673324.56,1706134.77,1724138.13,1720974.77,1743844.03,1750853.61,1785239.93,1781418.2,1766347.61,1749648.76,1338524.93,1307491.96,1350583.95,1385206.02,1782884.75,1766944.66,1786058.43,1313890.53,1301836.7,1316380.37,1415873.11,1381461.57,945269.61,951658.45
租赁负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2775913.09,2709281.55,2657088.28,2541103.23,2348187.98,2155172.38,2040762.17,3965714.84,3892936.68
长期应付职工薪酬,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101174.69,100358.76,97263.1,95868.44,97757.48,31709.07,31494.32,30267.89,30100.63,29761.15,31022.75,30754.83,30383.07,30138.36,30590.9,30390.74,33405.85,0.0,31803.0,31733.14,46410.72,44728.44,52059.96,52266.83,48821.0,46533.8
长期应付款(合计),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33815.75,0.0,0.0,49176.41,50805.36,49560.51,1559834.8,1536368.34,32024.78,470.2,131.44,337.64,337.35,476.83,478.81,480.66,461.36
长期应付款,194.19,192.81,16929.89,16043.5,15384.08,15023.34,14747.97,14456.63,14170.82,13890.92,26644.73,40866.61,60996.69,59898.95,86604.74,101813.21,85475.35,82761.87,157803.46,156491.05,116215.69,115181.65,113550.57,112206.03,109962.66,108394.34,61760.53,61037.88,59773.86,78503.18,112659.45,111929.99,110846.83,51924.24,52044.57,52408.43,50329.95,37615.25,36356.86,33815.75,17347.8,20220.98,48977.41,50606.36,49560.51,1559834.8,1536368.34,0.0,470.2,0.0,337.64,0.0,476.83,0.0,480.66,0.0
专项应付款,0.0,0.0,4000.0,4000.0,3786.78,3786.78,0.0,0.0,0.0,-2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预计非流动负债,779.65,950.27,5231.14,5244.8,2881.2,2761.94,542492.23,349031.51,175254.63,155086.38,175310.51,147242.35,108322.28,122684.56,131857.52,140827.71,177538.44,139662.1,196325.21,181426.41,211576.22,201705.52,200266.21,146997.9,125975.59,127789.82,109317.09,89765.6,65397.72,60696.61,59620.07,45389.02,40682.76,32518.03,27588.33,6336.66,5479.25,5879.25,8309.67,8635.33,8635.33,8035.33,11542.74,11520.51,10940.77,10805.62,11147.02,11134.81,11223.57,11207.85,7825.88,7861.11,7886.83,7892.43,233338.43,234899.6
递延所得税负债,45692.18,50420.24,181007.06,262579.21,359090.35,401380.24,341338.51,350586.05,325980.83,324545.27,312506.32,336498.29,353965.26,368181.37,356911.81,366309.36,371456.79,375343.35,251820.45,257353.15,259262.05,254485.53,243774.66,245894.96,237867.83,240227.26,206762.43,208074.04,212590.98,209849.62,55155.8,56966.78,57650.09,60635.88,57267.56,50782.09,52228.65,53799.16,52224.23,54207.03,106901.44,98134.85,131400.31,127104.5,138497.75,286824.86,198556.9,206671.19,233708.23,230615.56,234298.03,214347.0,210380.77,204203.36,190502.06,189525.2
长期递延收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22000.75,21923.15,21934.32,21035.66,20822.99,20109.69,20009.04,21474.25,22167.65,22024.11,21970.67,22294.65,28305.34,28333.06,28278.53,28234.81,28306.9,28236.22,27936.1,27633.47,26789.63,26487.67,26246.85,25918.27,35927.73,36617.82
其他非流动负债,3399.11,0.0,4447.77,3244.73,3640.85,54797.14,6709.45,1810.6,1422.51,1035.01,1607.95,1352.52,1094.44,1090.28,3684.47,3780.04,4290.63,4968.91,4929.17,4920.21,4892.63,4900.7,8154.32,8109.62,10100.12,9391.41,15992.2,16147.42,16502.18,19407.74,922.4,900.49,937.71,980.87,1012.61,552.06,584.23,622.44,630.72,654.01,706.05,731.5,5635.6,5014.44,5525.26,4952.5,5343.41,6638.84,154493.43,160288.67,158167.21,161755.76,163055.84,157946.97,152408.38,153616.93
非流动负债合计,1071563.79,1444476.44,1614122.05,1727213.46,2463181.13,2604371.85,3170801.25,3415855.41,4518645.63,5260068.12,5815927.11,5820444.1,5781454.39,6179742.56,6024582.93,6036465.33,5671922.55,5480233.02,5995060.6,6285516.79,6583812.63,7176995.98,8362561.43,9313110.86,7842775.18,7637544.06,7169061.48,7138736.04,7374037.14,7368022.28,7046376.95,6756755.86,7245974.64,7260355.22,7710898.12,4836003.77,4978699.81,4931307.65,4860325.23,4657087.09,4271185.51,4660805.45,4598743.1,4527455.25,4779742.33,7706331.8,8301179.85,10402546.75,11403554.64,12580247.89,12267116.38,11795041.82,11429496.8,10698008.81,11922332.49,11465429.76
