报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30
一、营业收入,5452000.0,11649200.0,18237400.0,25415700.0,7564000.0,15500700.0,23171700.0,30975800.0,7288700.0,14835200.0,22663400.0,30945400.0,8733800.0,18170800.0,27869000.0,38082100.0,11381700.0,23268800.0,35172900.0,47521400.0,13101700.0,26548600.0,40147300.0,53694500.0,14776000.0,29860700.0,44191700.0,58963700.0,16263300.0,32842500.0,48858900.0,65889200.0,18116400.0,35624200.0,52462800.0,69764700.0,19388900.0,35767000.0,51777400.0,67589100.0,18952500.0,36215100.0,53577300.0,72650200.0,19719800.0,38745100.0,57705500.0,77378900.0,23550100.0,44291500.0,64694200.0,85516400.0,22697900.0,44845600.0,66569300.0,88266500.0,23419100.0,46779300.0,71209300.0,94276200.0,24946700.0,48727000.0,71139200.0
利息净收入,4810200.0,10220900.0,15970500.0,22446500.0,6628700.0,13178500.0,19656700.0,26303700.0,5774800.0,11603800.0,17824900.0,24582100.0,6840100.0,14331200.0,22166300.0,30374900.0,8537600.0,17450400.0,26708700.0,36276400.0,9881600.0,20405800.0,31136900.0,41782800.0,10671700.0,21588900.0,32763600.0,44333500.0,11582500.0,23760700.0,36293400.0,49352200.0,12528300.0,25208700.0,37994500.0,50786700.0,11881000.0,23428000.0,35135800.0,47184600.0,12197000.0,25092200.0,38415100.0,52207800.0,13701200.0,27761600.0,42363000.0,57251800.0,14819000.0,29930100.0,45314600.0,60692600.0,15428700.0,30654900.0,46281800.0,64676500.0,16660100.0,33629300.0,51114800.0,69068000.0,17728100.0,35142500.0,52759800.0
其中：利息收入,7847600.0,16379800.0,25625500.0,35728700.0,10560900.0,21501100.0,32742600.0,44057400.0,10006600.0,19927700.0,30081900.0,40587800.0,10603600.0,21986500.0,33881800.0,46276200.0,13089300.0,27271900.0,42618700.0,58958000.0,17434800.0,35452200.0,53731700.0,72143900.0,18430300.0,37250700.0,56676900.0,76711100.0,20314500.0,41261300.0,62765100.0,84987900.0,21683600.0,43729500.0,65698800.0,87177900.0,20047500.0,39522800.0,59069400.0,79148000.0,20398700.0,41835300.0,63663200.0,86159400.0,22563700.0,45680700.0,70005000.0,94809400.0,24927700.0,50815700.0,77514000.0,103815400.0,26453100.0,52979000.0,79699200.0,109252100.0,27878100.0,56380200.0,85847100.0,116221800.0,30537000.0,62002300.0,95069800.0
减：利息支出,3037400.0,6158900.0,9655000.0,13282200.0,3932200.0,8322600.0,13085900.0,17753700.0,4231800.0,8323900.0,12257000.0,16005700.0,3763500.0,7655300.0,11715500.0,15901300.0,4551700.0,9821500.0,15910000.0,22681600.0,7553200.0,15046400.0,22594800.0,30361100.0,7758600.0,15661800.0,23913300.0,32377600.0,8732000.0,17500600.0,26471700.0,35635700.0,9155300.0,18520800.0,27704300.0,36391200.0,8166500.0,16094800.0,23933600.0,31963400.0,8201700.0,16743100.0,25248100.0,33951600.0,8862500.0,17919100.0,27642000.0,37557600.0,10108700.0,20885600.0,32199400.0,43122800.0,11024400.0,22324100.0,33417400.0,44575600.0,11218000.0,22750900.0,34732300.0,47153800.0,12808900.0,26859800.0,42310000.0
手续费及佣金净收入,647000.0,1486800.0,2428400.0,3438400.0,1205700.0,2448000.0,3458300.0,4400200.0,1354800.0,2774400.0,4106100.0,5514700.0,1825600.0,3688900.0,5456300.0,7284000.0,2592700.0,5379100.0,7829500.0,10155000.0,2862200.0,5480400.0,7968700.0,10606400.0,3418500.0,6738200.0,9550300.0,12232600.0,3768200.0,7322800.0,10088500.0,13249700.0,3721000.0,7712000.0,11118300.0,14339100.0,4348500.0,8171500.0,11374800.0,14497300.0,4095800.0,7667000.0,10764300.0,13962500.0,4161300.0,7926000.0,11373900.0,14530100.0,4613600.0,8850100.0,12463500.0,15560000.0,4728300.0,8890000.0,12497000.0,13121500.0,4116400.0,7594300.0,10528700.0,13302400.0,4166800.0,7601700.0,10559400.0
其中:手续费及佣金收入,699300.0,1611100.0,2631500.0,3743900.0,1278400.0,2547000.0,3631300.0,4671100.0,1423900.0,2929100.0,4364200.0,5904200.0,1928100.0,3905500.0,5802900.0,7800800.0,2732600.0,5684400.0,8327300.0,10907700.0,3052600.0,5883600.0,8618400.0,11588100.0,3662900.0,7251200.0,10369800.0,13455000.0,4055000.0,7938600.0,11059800.0,14667800.0,4072800.0,8533000.0,12376100.0,16167000.0,4774400.0,9081600.0,12779700.0,16471400.0,4509000.0,8540200.0,12097300.0,15866600.0,4566400.0,8770300.0,12593000.0,16234700.0,5023700.0,9524800.0,13560600.0,17164100.0,5010800.0,9561600.0,13616400.0,14666800.0,4489600.0,8323200.0,11642600.0,14872700.0,4564900.0,8364900.0,11720900.0
减：手续费及佣金支出,52300.0,124300.0,203100.0,305500.0,72700.0,99000.0,173000.0,270900.0,69100.0,154700.0,258100.0,389500.0,102500.0,216600.0,346600.0,516800.0,139900.0,305300.0,497800.0,752700.0,190400.0,403200.0,649700.0,981700.0,244400.0,513000.0,819500.0,1222400.0,286800.0,615800.0,971300.0,1418100.0,351800.0,821000.0,1257800.0,1827900.0,425900.0,910100.0,1404900.0,1974100.0,413200.0,873200.0,1333000.0,1904100.0,405100.0,844300.0,1219100.0,1704600.0,410100.0,674700.0,1097100.0,1604100.0,282500.0,671600.0,1119400.0,1545300.0,373200.0,728900.0,1113900.0,1570300.0,398100.0,763200.0,1161500.0
汇兑收益,-70700.0,-172000.0,-295300.0,-688100.0,-381800.0,-283200.0,-177600.0,-85100.0,39200.0,-36600.0,-102700.0,-124600.0,-16900.0,11900.0,44500.0,73500.0,130000.0,84900.0,58700.0,140000.0,150800.0,362400.0,317300.0,409500.0,166600.0,456900.0,452200.0,659300.0,254800.0,327000.0,275400.0,367300.0,76500.0,140400.0,163900.0,189400.0,116300.0,224200.0,251500.0,320400.0,109500.0,-14500.0,-46000.0,-37900.0,139200.0,-318900.0,-697900.0,-881000.0,37100.0,-226200.0,-501500.0,-371100.0,-261900.0,-397300.0,-180100.0,4100.0,14600.0,155700.0,286000.0,357100.0,74700.0,-100700.0,-238300.0
投资净收益,45500.0,85000.0,131000.0,204000.0,111100.0,142700.0,196800.0,334800.0,98600.0,452300.0,842600.0,990400.0,69600.0,148100.0,224500.0,327500.0,121800.0,336500.0,577000.0,833700.0,172800.0,279900.0,384200.0,470700.0,121100.0,281600.0,377500.0,307800.0,43100.0,182700.0,306700.0,492000.0,366600.0,608000.0,757000.0,1040900.0,199800.0,411400.0,656500.0,1002000.0,189900.0,378700.0,606000.0,1192700.0,267800.0,989800.0,1265500.0,1882100.0,-223000.0,-108100.0,109100.0,950000.0,1118500.0,1823300.0,2510400.0,2996500.0,750300.0,1789000.0,2642000.0,3399900.0,895100.0,2166200.0,3346800.0
其中:对联营公司的投资收益,200.0,700.0,900.0,1600.0,21400.0,96300.0,135200.0,197800.0,40500.0,96600.0,138700.0,198700.0,60100.0,125000.0,187700.0,214600.0,59300.0,132100.0,185200.0,244400.0,61400.0,115200.0,178700.0,265200.0,57600.0,105500.0,152300.0,209700.0,49800.0,101600.0,152400.0,215700.0,87100.0,139100.0,176800.0,233000.0,50800.0,112100.0,195600.0,260400.0,67100.0,137200.0,203300.0,295000.0,71700.0,133000.0,204200.0,308900.0,63700.0,134000.0,184600.0,252000.0,40400.0,38600.0,76400.0,130400.0,61900.0,120200.0,183300.0,286900.0,55200.0,215200.0,330600.0
