报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30
一、营业总收入,483076.18,916165.98,1796433.62,2677295.9,774627.94,1976046.97,3149884.49,4412373.41,849986.05,1729554.5,2480711.17,3401623.03,898952.1,1889591.67,2938552.67,4054638.07,817459.14,2193719.81,3310271.3,4281492.28,855487.09,1870253.64,2758281.56,3693360.6,902267.47,1921629.61,2826480.65,3777042.02,622399.38,1467165.37,2166385.99,2979189.36,656949.0,1149660.75,1747918.21,2250101.65,542551.74,1203712.74,2000267.6,3102818.03,1062954.72,2113237.71,3488171.16,5368373.13,1298679.94,3168108.51,4826655.38,6718756.06,1344229.71,3030876.78,4688343.55,6339746.66,1321172.32,2795263.92,4338715.28
营业收入,483076.18,916165.98,1796433.62,2677295.9,774627.94,1976046.97,3149884.49,4412373.41,849986.05,1729554.5,2480711.17,3401623.03,898952.1,1889591.67,2938552.67,4054638.07,817459.14,2193719.81,3310271.3,4281492.28,855487.09,1870253.64,2758281.56,3693360.6,902267.47,1921629.61,2826480.65,3777042.02,622399.38,1467165.37,2166385.99,2979189.36,656949.0,1149660.75,1747918.21,2250101.65,542551.74,1203712.74,2000267.6,3102818.03,1062954.72,2113237.71,3488171.16,5368373.13,1298679.94,3168108.51,4826655.38,6718756.06,1344229.71,3030876.78,4688343.55,6339746.66,1321172.32,2795263.92,4338715.28
二、营业总成本,461439.32,865760.41,1681788.01,2482209.72,703070.85,1817900.73,2975523.85,4297291.15,861778.5,1829381.28,2531551.65,3625224.89,891467.5,1836734.88,2867229.69,4028049.54,804184.97,2145195.02,3225490.82,4215830.86,849740.08,1853206.44,2739291.21,3656507.31,891074.3,1897516.43,2801128.97,3743269.47,620900.38,1460565.99,2157995.13,2933618.34,650707.12,1236267.53,2000391.96,2853658.67,651171.94,1237093.48,2027200.85,3147462.29,1046471.19,2050346.79,3320351.14,5068477.89,1219007.92,2994240.36,4544952.33,6338151.74,1284581.82,2897567.07,4532172.57,6217285.57,1337576.32,2759795.33,4282996.5
营业成本,443867.46,830716.93,1613529.84,2354634.99,671072.52,1715600.16,2834175.75,4026378.22,876927.39,1739330.19,2396713.15,3422079.44,847310.19,1748330.57,2742098.18,3856140.98,760789.89,2029797.96,3064947.8,3986624.38,807972.41,1740350.24,2567474.82,3411433.4,846577.49,1783777.46,2630356.23,3475750.5,575556.82,1342396.42,1994348.96,2654349.82,597081.86,1095899.86,1793521.36,2571130.7,614950.77,1141812.74,1870518.44,2835926.81,963326.49,1860697.71,2959631.36,4535439.28,1060751.87,2683832.18,4048172.65,5662482.72,1121823.47,2560302.26,4032708.2,5524377.79,1168065.67,2433544.76,3781018.5
营业税金及附加,0.0,32.4,6262.84,14528.58,6405.42,14212.79,19314.16,16981.5,5888.73,14925.68,20257.39,23773.8,3562.55,12567.61,14993.79,16357.89,6267.92,14835.7,16192.14,18363.59,135.99,11387.06,14308.72,16438.56,2569.66,8189.89,10217.58,21198.31,4579.79,12184.47,14061.0,17446.66,3379.35,7748.07,10551.43,16959.79,3808.89,5264.01,5520.39,17919.45,5528.63,11678.53,17077.74,23454.51,7981.44,15640.83,25807.78,41943.9,15282.36,30920.59,41934.62,74210.54,13287.84,29599.77,41651.8
销售费用,9584.57,19412.06,31004.13,60156.18,11568.73,30841.67,42179.59,68946.67,9474.26,16742.27,27742.16,39951.27,11550.66,25031.64,34025.15,44062.59,9598.21,23342.74,36174.87,47037.32,12819.59,29140.87,44423.7,65648.25,14724.43,38504.88,64112.58,83463.13,15605.47,22704.67,35302.3,62666.7,14809.97,29933.39,50505.84,66876.89,16852.69,33110.66,61557.91,142506.35,48526.94,101469.01,158100.39,218087.0,46064.66,107592.94,176808.71,230607.11,51425.91,109246.22,167176.7,242407.72,58968.01,114739.45,168707.9
管理费用,2956.46,5771.98,11542.87,24863.27,5050.75,28131.82,40942.19,49309.82,9336.99,22202.18,32903.02,47697.84,12787.7,25198.08,38027.18,50565.75,12990.42,24930.91,44955.44,63511.88,14912.47,25899.88,40542.91,56709.48,14033.25,26546.08,43985.43,70100.9,11636.86,30457.36,46236.37,59500.92,13383.42,28759.01,46287.42,63612.83,21689.19,40554.08,64192.36,64552.36,12617.86,28005.14,66931.25,104304.09,36634.05,55589.14,81504.5,139704.4,28751.7,66255.81,100090.46,135790.9,38506.62,63668.97,107653.14
财务费用,3911.42,8478.39,21481.18,32570.59,10912.33,29013.58,37420.82,58716.56,15751.63,35031.77,52294.86,72386.02,16099.91,35840.68,53193.81,70903.88,19584.04,44655.09,66633.32,93334.54,18886.42,50688.37,72607.64,95404.57,22149.81,36692.87,46448.58,79639.9,21913.52,48426.59,67741.38,102384.2,27376.58,43957.73,65357.97,81388.79,27024.0,42642.24,60688.73,73596.39,21778.83,44140.04,114732.29,167836.9,68972.47,128287.77,185435.23,250358.97,67169.73,130411.54,189746.94,234575.78,58513.28,117530.87,182395.49
研发费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2876.26,8052.66,39.98,430.65,515.65,5922.84,234.9,711.51,1569.67
资产减值损失,1119.4,1348.65,-2032.86,-4543.91,-1938.91,100.71,1491.34,76958.38,-55600.5,1149.19,1641.07,19336.52,156.49,-10233.71,-15108.43,-9981.53,-5045.5,7632.64,-3412.74,6959.15,-4986.78,-4259.98,-66.58,10873.06,-8980.34,3805.25,6008.58,13116.73,-8392.08,4396.47,305.12,37270.04,-5324.06,29969.46,34167.93,53689.66,-33153.6,-26290.24,-35276.98,12960.93,-5307.56,4356.35,3878.11,19356.1,-1396.56,3297.49,24347.21,5001.99,88.67,0.0,0.0,0.0,0.0,0.0,0.0
