报表日期,2009-12-31,2010-12-31,2011-12-31,2012-12-31,2013-12-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30
短期借款,1000.0,0.0,0.0,2400.0,950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
交易性金融负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付票据及应付账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14246.32,14611.4,19929.87,18783.09,15555.27,16699.24,22672.39
应付票据,0.0,0.0,957.88,747.33,1671.7,405.35,839.9,908.59,206.88,891.82,547.85,1068.83,739.22,1447.22,1897.66,1645.03,1637.12,2685.37,2373.36,2884.14,2552.0,5348.11,0.0,3908.83,0.0,5262.72
应付账款,3418.21,5446.27,4885.36,4163.09,4819.63,6118.84,6077.18,5391.4,5104.67,5532.72,5933.64,4533.64,5271.76,7419.13,8418.15,8097.77,9610.94,13217.97,14178.43,11362.18,12059.4,14581.76,0.0,11646.44,0.0,17409.67
预收款项,1450.35,3319.51,1171.41,685.12,1024.74,1578.01,1561.59,1390.78,1665.58,1313.02,1168.06,820.31,859.93,1353.69,1557.43,1479.35,2060.17,2709.53,3523.26,2769.61,2713.78,3124.55,3262.34,2670.62,3512.79,1854.31
应付手续费及佣金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付职工薪酬,151.88,265.04,255.16,247.19,303.68,354.86,338.25,346.96,351.44,507.81,434.15,402.37,394.25,496.84,495.86,524.09,625.97,949.29,1327.4,1463.97,885.61,1140.29,1308.03,2205.37,1560.9,1021.92
应交税费,113.0,187.05,499.33,157.79,335.43,696.47,184.32,412.27,283.62,670.29,464.1,119.19,299.53,683.69,589.28,799.8,723.56,666.02,936.63,731.46,998.2,1135.42,1012.82,588.45,565.68,399.41
应付利息,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.48,3.48,3.17
应付股利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他应付款,206.5,301.15,337.63,163.27,322.92,401.91,942.18,315.49,241.39,309.31,226.74,256.56,207.15,258.38,338.03,440.9,608.24,836.68,688.35,2145.36,4799.46,6171.67,6624.01,8877.4,0.0,8087.39
预提费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内的递延收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付短期债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的非流动负债,0.0,600.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他流动负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
流动负债合计,6339.94,10119.02,10106.76,8563.79,9428.11,9555.43,9943.4,8765.48,7853.57,9224.96,8774.54,7200.9,7771.84,11658.95,13296.4,12986.95,15265.98,21064.87,23027.43,21356.72,24008.45,31501.81,30990.29,29900.59,30199.73,34038.59
长期借款,600.0,2000.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,2000.0,2000.0,2000.0
应付债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期应付款,969.38,999.43,1030.42,847.91,624.69,322.0,322.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期应付职工薪酬,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
专项应付款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预计非流动负债,47.13,91.86,103.21,131.54,113.16,130.71,153.38,143.46,124.35,193.71,198.07,154.42,197.86,171.6,190.01,243.27,244.57,349.29,476.76,628.15,717.98,888.22,949.62,888.79,892.59,908.44
递延所得税负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期递延收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,1330.0,1230.0,1230.0,1200.0,1200.0,1380.0,1380.0,1057.66,1022.53,987.6,951.47,916.54,881.61,846.68,811.76,776.83,741.9,706.97
其他非流动负债,270.0,270.0,350.0,255.0,180.0,180.0,880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
非流动负债合计,1886.51,3361.3,2983.63,1234.45,917.86,632.71,1355.38,1023.46,1454.35,1423.71,1428.07,1354.42,1397.86,1551.6,1570.01,1300.94,1267.1,1336.89,1428.23,1544.69,1599.59,1734.91,3761.38,3665.62,3634.49,3615.41
负债合计,8226.45,13480.31,13090.39,9798.24,10345.97,10188.14,11298.78,9788.93,9307.92,10648.67,10202.62,8555.32,9169.7,13210.55,14866.41,14287.88,16533.09,22401.76,24455.66,22901.4,25608.04,33236.72,34751.67,33566.2,33834.23,37653.99
实收资本(或股本),6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,8000.0,8000.0,8000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,24000.0,24000.0,24000.0,24345.0,24345.0,24345.0,24336.7,24421.7,24415.26
资本公积,0.0,2450.38,2450.38,2450.38,2389.19,2389.19,12372.94,12372.94,12372.94,8372.94,8372.94,8372.94,8372.94,8372.94,8372.94,8372.94,8372.94,2372.94,2372.94,2372.94,4794.41,5214.88,5635.35,5967.22,6707.53,6963.16
减：库存股,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2346.0,2346.0,2346.0,2289.56,5969.05,10982.4
其他综合收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
专项储备,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
盈余公积,266.36,504.03,912.61,1198.69,1563.79,1563.79,1563.79,1902.42,1902.42,1902.42,1902.42,2244.81,2244.81,2244.81,2244.81,2761.14,2761.14,2761.14,2761.14,3528.89,3528.89,3528.89,3528.89,4397.82,4397.82,4397.82
一般风险准备,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
未分配利润,2397.22,3235.82,6004.45,8542.34,10790.96,12558.08,13162.12,13661.28,14053.42,14737.66,15481.76,15722.77,15847.16,17140.62,18125.68,19817.26,20620.19,15385.67,17430.3,19583.19,21586.04,24766.23,26852.95,27812.09,26804.89,28315.19
归属于母公司股东权益合计,8663.58,12190.22,15367.44,18191.41,20743.94,22511.06,35098.85,35936.64,36328.78,37013.03,37757.12,38340.53,38464.91,39758.37,40743.43,42951.34,43754.27,44519.75,46564.38,49485.02,51908.35,55509.0,58016.2,60224.27,56362.89,53109.03
少数股东权益,0.0,0.0,0.0,0.0,56.72,39.87,34.0,34.21,28.88,19.18,12.53,6.56,1.24,-1.81,-2.02,12.35,12.22,14.63,14.35,56.46,61.04,59.87,91.15,104.65,104.61,636.82
所有者权益(或股东权益)合计,8663.58,12190.22,15367.44,18191.41,20800.66,22550.93,35132.86,35970.85,36357.66,37032.2,37769.66,38347.08,38466.16,39756.56,40741.42,42963.69,43766.49,44534.37,46578.74,49541.48,51969.39,55568.87,58107.35,60328.92,56467.49,53745.86
负债和所有者权益(或股东权益)总计,16890.03,25670.54,28457.83,27989.65,31146.63,32739.07,46431.63,45759.78,45665.57,47680.87,47972.27,46902.41,47635.86,52967.11,55607.83,57251.57,60299.58,66936.14,71034.39,72442.88,77577.44,88805.59,92859.02,93895.12,90301.72,91399.85
