报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31
一、营业总收入,9372.73,18064.26,26347.37,36256.98,11711.18,25502.37,37296.65,51862.38,19070.93,41785.63,66281.51,90178.64,26792.63,45205.98,78247.12,109477.58,30931.19,50909.23,88414.5,115103.16,30138.14,50460.33,81360.13,113712.46,30915.89,54199.16,83623.51,114809.19,30192.01,51962.34,79099.96,110277.45,28030.38,51124.19,79496.36,111659.19,21856.94,50678.03,70019.43,100129.51,21337.87,35196.95,55269.92,79959.9,21792.57,33804.49,60048.55,86355.19,22137.58,31894.11,57786.86,83833.16,16728.24
营业收入,9372.73,18064.26,26347.37,36256.98,11711.18,25502.37,37296.65,51862.38,19070.93,41785.63,66281.51,90178.64,26792.63,45205.98,78247.12,109477.58,30931.19,50909.23,88414.5,115103.16,30138.14,50460.33,81360.13,113712.46,30915.89,54199.16,83623.51,114809.19,30192.01,51962.34,79099.96,110277.45,28030.38,51124.19,79496.36,111659.19,21856.94,50678.03,70019.43,100129.51,21337.87,35196.95,55269.92,79959.9,21792.57,33804.49,60048.55,86355.19,22137.58,31894.11,57786.86,83833.16,16728.24
二、营业总成本,8551.42,16210.69,23201.49,32169.34,10758.62,22579.64,33584.05,48011.39,15731.88,37228.32,58356.93,77001.95,18288.54,38412.4,64842.72,108819.44,22170.82,42688.17,72936.74,102103.3,20827.0,49362.85,74817.75,112753.7,23981.88,47722.14,69588.39,118661.52,22456.12,50752.39,74460.09,108077.18,22910.93,47711.77,73351.88,104738.74,22432.7,49998.61,72639.62,109006.94,20423.03,37744.35,58366.25,86656.75,17043.61,35885.98,62492.1,121883.3,15591.2,35897.47,60217.77,88421.33,15661.74
营业成本,7532.75,13441.02,19107.21,25803.08,8266.22,16824.52,24445.68,33050.78,10843.1,25822.94,39759.0,50425.67,11371.08,24454.87,41233.51,58714.82,14410.83,27563.92,44699.15,62062.92,13150.46,28668.84,42316.45,59542.83,14639.87,28067.54,38508.13,58760.9,11953.22,29659.45,40522.21,59786.74,12218.53,26955.38,42038.55,60675.23,13863.99,30810.56,44107.86,60405.24,10878.12,19088.08,30066.45,41309.69,7447.58,15503.2,28293.78,43286.85,7401.51,15230.77,27961.09,41590.97,7204.73
营业税金及附加,27.45,73.95,106.35,178.5,53.79,141.68,177.09,249.94,31.75,112.63,297.73,472.22,223.21,367.72,614.54,949.25,338.64,548.55,971.25,1198.51,293.73,519.13,826.05,1225.87,322.36,522.52,841.83,1246.35,266.41,479.0,796.76,1214.46,312.64,526.61,817.71,1191.65,186.05,502.81,835.56,1313.4,232.51,425.25,652.88,1083.83,529.81,972.99,1799.47,2726.6,547.1,860.69,1780.47,2518.57,375.05
销售费用,182.27,402.32,572.59,808.91,159.51,475.84,764.89,1230.65,287.5,746.04,965.21,1127.39,292.35,418.02,667.56,1132.25,306.32,575.88,873.11,1464.41,317.31,709.66,1078.78,1641.4,300.94,650.66,1162.66,2296.58,586.02,1239.42,1599.9,2497.76,467.52,924.39,1404.38,2228.19,273.29,604.47,950.02,1744.28,305.1,623.83,1041.36,1779.46,264.17,556.45,895.83,1646.73,295.92,616.3,956.45,1571.75,143.2
管理费用,520.33,1125.51,1876.73,3147.83,662.89,1282.33,2096.49,4620.75,919.85,2126.21,3117.85,5328.85,1037.03,2371.45,4010.32,7125.75,1209.79,2718.98,4673.21,7373.61,1646.23,3545.59,5449.72,9085.73,1384.17,3127.21,4689.66,7482.45,1471.6,3040.91,4451.31,6739.95,1248.37,2474.38,3977.21,7427.8,1298.04,3381.57,5042.75,10177.57,1813.47,3909.54,6013.29,12687.37,2403.93,6031.51,7816.43,17126.53,2018.08,4376.65,7342.2,11967.95,1151.35
财务费用,288.62,582.32,928.8,1622.45,1617.38,3856.44,6102.07,8760.99,3649.69,8287.32,14083.96,18797.71,5364.87,10715.45,18231.92,23432.76,5905.25,11262.33,21454.99,28576.76,5633.44,15768.77,24173.7,31859.2,7528.25,14853.67,22175.76,29571.08,8057.93,15847.51,26324.58,36469.51,8521.12,16678.41,24594.97,31765.21,6818.98,13802.57,20722.99,27568.09,6790.12,13778.94,21357.7,28038.93,6571.31,13660.53,22564.14,30247.32,7412.36,14197.67,21243.09,28884.63,6501.47
研发费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1330.26,1883.79,347.88,615.4,934.46,1887.47,285.95
资产减值损失,0.0,585.58,609.82,608.57,-1.17,-1.17,-2.17,98.28,0.0,133.19,133.19,850.1,0.0,84.89,84.89,17464.61,0.0,18.5,265.01,1427.08,-214.17,150.87,973.06,9398.66,-193.71,500.53,2210.34,19304.15,120.95,486.11,765.33,1368.77,142.75,152.59,519.06,1450.65,-7.66,896.64,980.43,7798.35,403.71,-81.29,-765.44,1757.46,-173.2,-838.71,-207.81,24965.46,-2431.65,0.0,0.0,0.0,0.0
