报表日期,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30
一年内到期的非流动资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.48,312.84,321.82,328.08,0.0,0.0,0.0,0.0,0.0,1469.08,768.14,201.18,0.0,0.0,0.0,0.0,3185.0,3365.0,1781.35,1370.26,750.0,1100.0,1100.0,1100.0,629.57,3141.99,0.0,0.0
待摊费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
待处理流动资产损益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他流动资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24543.51,23690.3,23972.21,24173.95,24225.89,21822.6,24495.07,30441.3,27242.72,18123.63,100334.4,111477.82,19134.17,90735.8,17386.2,40907.71,39230.08,127018.83,94832.59,110330.45,106809.39,149359.99,142878.91,130775.53,112205.83,107332.14,144507.62,93106.76,110760.8,128251.24,106246.03
流动资产合计,10592.28,49961.2,66182.88,75726.92,77322.13,90943.74,101092.64,107964.73,131067.94,126996.8,125304.88,309034.26,290925.78,260746.82,261373.9,266200.4,232291.06,220358.8,215889.99,220878.63,256488.13,253667.93,334116.58,331457.49,538508.18,605378.52,643948.79,743508.15,717927.7,992713.41,1204200.08,1337997.69,1455735.02,1579984.54,1892739.95,2040182.63,2117012.71,2161457.73,2290088.81,2558303.68,3338018.89,3469444.64,3736652.38,3975749.58,4292767.21
发放贷款及垫款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
可供出售金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7547.19,6735.34,12502.11,7560.45,7298.29,15216.9,14404.95,14404.33,16231.23,15232.39,12019.35,12019.35,6019.35,6019.35,6019.35,6019.35,6019.35,7804.62,0.0,0.0,0.0,0.0,0.0,0.0
持有至到期投资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期应收款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5080.26,5080.26,5080.26,5080.26,5206.39,5211.33,5209.64,3105.59,3207.64,3200.99,3372.0,3293.49,5818.57,5593.56,5697.35,5663.29,2558.53,2893.26,1982.7
长期股权投资,3843.66,3868.58,4192.71,4233.05,4459.86,507.54,1516.29,1516.29,2398.81,2398.81,3180.37,3180.37,11179.08,11329.08,7727.91,7727.91,7710.47,7710.47,7699.31,7699.31,7690.82,0.0,0.0,3143.3,9790.55,10757.22,13114.32,13013.98,13596.01,16132.93,23291.46,23700.69,29859.0,35067.68,51519.0,63619.22,65695.41,66214.09,73316.97,79739.35,104286.06,108753.51,107418.47,110016.43,114551.68
投资性房地产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
在建工程(合计),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138108.2,184383.71,196725.8,177483.73,85556.21,132702.35,97501.07,190908.13,288203.52,233568.28,326691.03
在建工程,220.19,17063.93,5607.42,8623.78,20441.05,34852.6,33099.43,37589.46,34258.06,17095.77,17166.07,13149.21,18563.16,16479.68,18548.88,21545.4,25002.72,33073.13,28830.9,31420.35,27299.63,27983.19,45912.95,22365.76,27193.6,50237.08,57738.4,84620.43,54455.55,75025.5,132064.87,245627.51,332515.27,221030.75,135859.37,174766.32,194099.47,177483.73,85030.49,0.0,96646.95,0.0,287502.3,0.0,325999.54
工程物资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.67,0.32,2.02,239.35,6750.23,2445.06,519.11,2241.44,2248.82,9617.39,2626.34,0.0,525.72,0.0,854.12,0.0,701.21,0.0,691.5
固定资产及清理(合计),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080354.83,1061186.53,1269824.28,1331776.94,1325997.87,1322024.31,1391962.08,1390995.57,1546730.03,1682568.33,1806489.36
固定资产净额,7198.58,14019.92,51032.86,50464.97,50011.52,53223.43,69614.12,87214.29,110251.52,139811.16,156639.69,158988.5,158687.4,170803.82,167209.29,163537.41,163594.3,173900.23,198884.34,198555.38,211405.29,216854.95,237667.21,210400.74,213082.27,232180.66,262104.28,278904.15,421486.43,448825.58,459066.46,479086.43,751335.96,1019841.53,1080354.83,1061186.53,1269818.33,1331776.94,1325997.87,0.0,1388653.58,0.0,1546730.03,0.0,1806469.15
固定资产清理,0.0,0.0,0.0,0.0,3.23,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.09,0.0,0.0,5.95,0.0,0.0,0.0,3308.5,0.0,0.0,0.0,20.21
生产性生物资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
公益性生物资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
油气资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
使用权资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
无形资产,1456.48,1672.61,4972.48,8599.11,8503.0,8441.15,8814.32,8869.25,8607.87,9001.16,13423.7,13221.54,13046.5,13046.2,12702.65,12522.08,13051.64,13382.58,13408.99,13178.71,12976.4,13055.05,14588.24,13862.58,13694.45,13530.31,13378.05,13215.02,13117.83,12610.11,20952.41,20747.16,20534.63,20387.86,21287.53,21220.83,21457.08,21573.98,22640.44,23280.13,23027.45,23210.67,24516.52,24555.69,24564.76
开发支出,0.0,0.0,0.0,2.32,19.02,2.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.58,377.33,127.36
商誉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530.63,530.63,0.0,0.0,0.0,0.0,0.0,600.0,600.0,600.47,651.11,776.11,876.11,1101.11,1101.11,1101.11,1101.11,1101.11,1101.11,1101.11,1101.11,1101.11,1101.11,1101.11
长期待摊费用,0.0,0.0,4.32,31.16,61.5,228.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.97,34.61,921.49,1056.04,1034.69,993.81,3805.58,3737.69,14179.67,27188.43,37665.85,45529.03,45692.25,45410.25,64338.25,68815.26,76176.57,80045.48,95940.31,93194.68,99634.96,102448.77,97096.54,97913.76,106343.69
递延所得税资产,87.98,384.85,646.83,648.38,648.38,648.38,699.67,925.96,2253.28,676.15,1329.08,2020.34,2301.56,3649.5,5246.39,5182.55,5089.26,5125.9,4058.71,4117.57,4237.69,4446.39,4461.35,4452.51,5861.84,6698.74,6480.7,7687.88,7713.66,9227.42,12209.83,13376.86,13727.02,14570.1,29694.17,30712.01,32079.81,34485.07,31666.08,31044.64,35337.93,34041.99,49993.55,60115.89,63449.25
其他非流动资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25993.44,63022.8,54143.52,74126.17,73926.11,123958.21,57619.68
非流动资产合计,12806.9,37009.88,66456.62,72602.77,84147.56,97903.65,113743.84,136115.79,157769.54,168983.06,191738.91,190559.96,203777.69,215308.28,211435.13,210515.34,214448.39,233192.3,252882.25,254971.32,263636.81,270452.01,310817.2,267791.36,278217.84,321696.12,376922.16,420664.69,544635.75,611160.8,713040.37,848394.53,1212188.34,1368565.75,1395630.07,1440259.0,1672451.42,1721993.25,1675835.61,1758172.77,1823563.09,1940660.23,2193744.93,2339308.4,2505393.34
资产总计,23399.18,86971.09,132639.5,148329.69,161469.69,188847.39,214836.47,244080.52,288837.48,295979.85,317043.79,499594.22,494703.46,476055.1,472809.03,476715.74,446739.46,453551.1,468772.24,475849.95,520124.93,524119.94,644933.78,599248.85,816726.02,927074.64,1020870.96,1164172.84,1262563.45,1603874.21,1917240.45,2186392.22,2667923.36,2948550.29,3288370.03,3480441.63,3789464.12,3883450.98,3965924.41,4316476.44,5161581.98,5410104.88,5930397.31,6315057.97,6798160.55
短期借款,1700.0,12100.76,18734.69,12874.69,15387.34,5330.82,3571.71,13564.73,26574.28,23251.8,31619.36,62023.06,76126.57,72895.8,52938.7,54101.86,19000.0,25132.63,30588.59,22025.89,26423.91,28660.13,82004.95,36029.31,62334.28,51963.73,50430.73,10953.23,15420.73,27465.35,82216.45,112849.71,215023.65,192866.69,161178.96,146616.25,69603.5,83385.63,68767.36,56175.0,71000.0,86776.39,85437.18,135437.18,205000.0
交易性金融负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.63,0.0,0.0,0.0,0.0,0.0,0.0,243.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525.0,231.0,0.0,0.0,0.0
应付票据及应付账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,735018.53,878104.31,1062590.9,873508.28,850684.86,1053413.89,1226497.33,1239456.74,1371392.51,1481854.39,1652458.06
应付票据,0.0,0.0,937.38,2288.25,0.0,2575.52,1988.33,610.0,4101.51,9602.16,14142.92,18403.54,14830.31,14046.03,26019.6,31115.17,33453.49,27256.68,31327.24,36190.99,36774.55,30952.29,40806.22,48711.59,50691.49,81056.09,74642.44,67129.77,68220.73,68881.3,106744.92,193531.13,325066.16,401114.89,380177.43,514475.12,598923.97,0.0,472115.2,0.0,839722.98,816937.28,811187.7,919122.29,957502.65
应付账款,643.54,3704.86,10875.87,18477.75,10791.78,7695.79,8794.86,10677.67,14569.67,18493.04,24189.44,24909.8,34623.45,22064.64,18030.78,17819.67,26008.2,32277.66,30658.64,39402.16,54118.67,51584.61,66770.79,48723.19,69544.29,98694.92,137945.49,158376.65,180170.98,141968.94,200933.83,226644.48,327065.2,350811.71,354841.1,363629.19,463666.94,0.0,378569.66,0.0,386774.35,422519.45,560204.81,562732.11,694955.41
预收款项,114.65,27559.13,13913.73,14152.16,14666.08,21281.58,23961.01,27670.97,25955.86,23808.07,9412.3,7090.45,4321.14,3685.95,3234.44,7133.43,5756.72,2970.38,1168.13,2227.13,3218.77,4765.41,777.07,4917.73,7696.43,14151.77,51347.86,69373.69,42580.78,63690.09,116101.04,119721.78,84483.69,111165.4,77159.42,91238.6,136788.42,130322.15,96236.77,167692.35,327892.03,312084.6,367950.36,0.0,0.0
应付手续费及佣金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付职工薪酬,348.91,699.73,1345.75,927.41,1017.82,1189.48,2376.17,1719.07,1829.21,2029.44,2702.95,3229.35,3004.29,3111.09,3848.32,2919.81,3147.76,3342.4,5532.56,3568.91,3956.63,4137.01,7021.34,5293.39,6900.48,8471.59,10758.49,8540.39,21811.65,24163.11,18617.89,13909.95,16329.44,19239.94,24868.05,19377.71,22353.55,26807.36,32986.26,29113.2,31684.28,38167.7,55835.52,58460.87,49007.73
应交税费,254.5,-2232.52,-4001.34,-3710.9,-2837.46,-264.99,294.47,-3873.89,-9490.61,-15132.39,-19012.38,-18010.94,-21913.85,-24926.02,483.34,514.84,634.36,1103.71,931.89,921.0,1200.1,2022.56,3944.96,2028.35,2209.91,4159.9,5819.44,6487.43,19039.92,10351.7,13660.54,13138.71,29940.71,20952.12,23015.65,11535.2,16636.04,12655.11,28666.85,15089.04,16630.2,19806.57,34408.94,47494.52,36497.56
其他应付款(合计),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156762.53,177209.26,214668.63,278603.63,247012.87,244983.97,253962.49,284263.85,389811.51,378971.29,559293.52
应付利息,0.0,34.12,64.0,74.91,145.42,70.75,113.96,249.57,266.7,442.66,303.02,343.62,331.73,382.52,258.94,309.49,209.0,280.78,70.74,60.62,91.22,73.35,316.36,563.21,813.58,780.46,144.37,262.59,1894.26,3287.22,4898.8,921.6,2611.2,4230.49,5953.65,1833.37,2761.28,4688.69,5902.28,2490.11,4794.65,5858.78,5328.94,6781.1,2635.86
应付股利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2692.62,190.0,0.0,0.0,120.54,120.54,756.6,96.04,96.43,96.87,87.4,0.0,16.11,25.57,0.0,1.78,7.81,12.46,0.0,2.83,14.63,15.28,0.0,0.0,65.69
其他应付款,1873.71,2381.23,7088.83,6411.94,5043.38,10588.25,11026.43,15895.02,26664.66,23598.45,21231.68,21235.51,18944.43,23779.11,18472.69,17454.8,16153.43,13633.4,12914.58,13180.06,13330.13,17897.82,28835.1,20276.19,24358.96,30288.82,31961.86,35932.11,48043.09,63845.43,81959.66,75423.08,140888.2,148670.45,150808.88,175374.1,211899.53,0.0,241110.59,0.0,249153.21,0.0,384482.56,0.0,556591.97
预提费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内的递延收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付短期债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的非流动负债,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,9000.0,9000.0,20000.0,17700.0,10900.0,10900.0,18261.42,17721.51,13622.71,14488.81,6856.6,7029.93,22349.98,22470.62,24522.57,28303.57,13647.2,16444.49,14322.93,13620.44,13687.52,14540.68,19916.47,19765.99,38882.22,56770.05,56008.8,78537.52,57772.86,47606.73,113659.84,96124.55,82177.3,125217.08,157148.11,176351.06,290739.37
其他流动负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49833.52,49873.97,49914.41,49954.86,0.0,735.03,2069.37
流动负债合计,4935.31,44247.3,48958.9,51496.2,44214.35,48467.2,57126.94,66513.15,99471.27,95093.23,104589.3,136924.4,141168.07,125939.11,141548.23,149090.59,117985.67,120486.45,120057.6,124606.69,164156.58,162753.8,254999.35,194846.52,238317.15,306375.47,378130.2,370772.32,410966.09,418290.69,645136.99,775906.42,1180306.58,1305847.33,1234011.95,1402618.84,1580413.89,1452888.88,1487848.32,1712465.96,2060283.04,2155958.78,2461984.13,2654426.81,3129921.89
长期借款,0.0,0.0,21600.0,27000.0,39600.0,39600.0,32600.0,32600.0,25000.0,25000.0,13800.0,13200.0,8200.0,8200.0,8200.0,8200.0,7300.0,7300.0,20900.0,20000.0,19500.0,18600.0,18600.0,17700.0,3700.0,17800.0,19800.0,45067.86,38900.0,59134.61,102393.16,175007.16,181228.16,166278.16,165578.16,116886.99,201396.15,295525.46,265890.48,285473.14,260388.04,251191.23,250859.42,247028.74,224830.63
