报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30
一、营业总收入,67274.84,161215.92,246227.74,332397.14,87036.07,217023.51,290704.94,347557.46,46970.06,136358.18,236473.81,356545.31,113701.81,283822.32,424525.46,618250.24,180007.36,345351.94,520536.76,698141.87,172033.79,366855.27,557903.15,767635.53,182746.92,428075.74,674420.04,947248.64,239517.29,557990.68,821934.51,1127337.59,274823.2,510945.81,712609.6,986362.16,268706.06,567169.34,850843.02,1199248.22,300137.65,611942.18,917730.59,1273277.72,299571.26,650967.25,989749.24,1360758.32,295790.44,641833.39
营业收入,67274.84,161215.92,246227.74,332397.14,87036.07,217023.51,290704.94,347557.46,46970.06,136358.18,236473.81,356545.31,113701.81,283822.32,424525.46,618250.24,180007.36,345351.94,520536.76,698141.87,172033.79,366855.27,557903.15,767635.53,182746.92,428075.74,674420.04,947248.64,239517.29,557990.68,821934.51,1127337.59,274823.2,510945.81,712609.6,986362.16,268706.06,567169.34,850843.02,1199248.22,300137.65,611942.18,917730.59,1273277.72,299571.26,650967.25,989749.24,1360758.32,295790.44,641833.39
二、营业总成本,70063.04,167122.82,254936.23,352252.12,90442.64,224413.35,299480.85,365012.12,49956.72,141612.31,241961.03,365051.77,112816.53,277898.09,416231.14,605531.29,174316.16,335757.37,507827.95,683691.63,168649.08,361393.0,550294.44,758033.78,181106.59,422943.19,666960.61,940532.2,237634.68,550918.78,812021.87,1113017.29,272432.74,506054.85,706429.59,977891.74,265592.88,559715.51,834994.36,1178880.93,292275.0,595985.31,896970.3,1256301.25,291763.51,631888.04,967918.63,1337172.67,285583.3,617000.14
营业成本,66695.93,159289.99,243553.5,330239.9,86244.64,216072.2,287023.19,341899.57,47026.32,133817.4,230869.99,347957.08,109359.04,268602.88,401871.85,581613.05,167904.74,322145.08,486242.92,652510.56,161749.83,346195.28,526830.57,724736.99,173098.96,405561.11,638215.82,896595.06,226961.98,527964.13,775841.29,1062297.05,259666.27,481160.11,670277.62,927999.52,252996.05,533116.05,795546.37,1120871.87,280595.11,571094.64,857580.69,1188623.83,276032.43,598681.87,912113.02,1261562.73,270941.83,587244.3
营业税金及附加,154.57,192.89,262.21,359.34,83.44,202.91,344.22,429.57,88.39,258.18,407.17,668.31,220.93,478.73,671.93,951.56,350.9,624.77,1138.53,1718.75,351.14,682.41,1029.38,1442.47,411.1,966.27,1559.88,2075.12,449.83,1114.83,1724.83,2392.71,623.77,1119.44,1532.32,1987.59,706.15,1318.09,2091.32,4267.29,739.72,1948.37,3290.07,4447.87,1293.6,3438.16,4694.88,6536.5,1160.57,2428.45
销售费用,848.81,1777.89,2801.85,4296.51,1008.97,1970.63,2852.18,3760.74,482.7,1656.45,2179.57,2823.9,463.92,1080.42,1724.04,2822.91,1192.13,2151.52,3200.38,4664.67,1131.37,1989.45,3118.42,3649.87,1146.83,2083.49,3124.53,4439.9,922.65,2361.24,3934.16,5436.45,1289.42,2515.71,3689.05,5166.63,1401.65,2939.59,4987.91,7020.28,1546.79,2892.75,4361.77,6802.03,1613.3,3482.85,5336.32,8178.08,1985.42,5262.45
管理费用,1872.7,4516.81,6912.27,11970.58,2422.84,4918.68,7615.35,15097.1,2051.17,5237.24,7665.15,12414.63,2556.26,6960.76,11009.96,18911.83,4795.47,10531.56,16671.08,23691.32,5160.96,12174.56,18820.76,27442.91,6317.61,14161.0,23760.43,36838.3,9086.65,19098.69,29370.52,41794.5,10619.22,20877.38,30242.4,41566.17,10122.9,21884.94,31715.61,45869.21,9484.77,19730.34,29724.47,52703.2,12754.95,26672.55,38634.44,49768.72,9060.48,17738.88
财务费用,491.02,1011.54,1457.92,1874.1,532.92,1058.01,1457.2,1797.32,308.14,622.6,845.02,1141.03,216.37,514.2,693.28,970.17,184.89,397.65,684.33,877.89,255.8,430.76,574.82,694.54,135.15,217.1,345.73,532.34,213.99,419.61,1155.52,1098.58,234.19,340.47,674.07,1012.56,366.13,313.6,510.77,414.69,-91.39,341.54,524.64,293.14,69.9,-385.9,-326.73,-448.72,-89.68,-230.57
资产减值损失,0.0,333.7,-51.53,3511.69,149.82,190.93,188.71,2027.82,0.0,20.44,-5.87,46.82,0.0,261.11,260.06,261.77,-111.97,-93.21,-109.29,228.43,-0.03,-79.46,-79.51,66.99,-3.07,-45.77,-45.77,51.47,-0.42,-39.72,-4.45,-1.99,-0.12,41.75,14.14,159.27,0.0,143.24,142.37,437.59,0.0,-22.32,1488.67,3431.18,-0.67,-1.48,-313.82,385.34,0.0,0.0
公允价值变动收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
