报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31
一、营业总收入,6322.13,15858.33,27494.43,240038.82,70838.04,161133.98,211768.46,259101.5,45935.34,109648.96,159048.19,228174.11,77267.85,184139.35,268201.76,369521.92,112458.96,261110.8,375518.15,503746.24,128027.94,315373.95,529812.43,757930.95,123903.99,286598.16,413274.66,646669.92,165104.19,332146.24,491490.22,660145.12,143787.18,294472.24,440498.3,585886.08,116684.8,259170.01,387931.96,583019.13,170812.94,385772.07,587440.53,827875.87,225449.71,470753.78,675930.77,940053.44,226462.74,468815.92,673036.03,910434.21,120283.85,324279.04,520802.62,738055.88,214872.27
营业收入,6322.13,15858.33,27494.43,240038.82,70838.04,161133.98,211768.46,259101.5,45935.34,109648.96,159048.19,228174.11,77267.85,184139.35,268201.76,369521.92,112458.96,261110.8,375518.15,503746.24,128027.94,315373.95,529812.43,757930.95,123903.99,286598.16,413274.66,646669.92,165104.19,332146.24,491490.22,660145.12,143787.18,294472.24,440498.3,585886.08,116684.8,259170.01,387931.96,583019.13,170812.94,385772.07,587440.53,827875.87,225449.71,470753.78,675930.77,940053.44,226462.74,468815.92,673036.03,910434.21,120283.85,324279.04,520802.62,738055.88,214872.27
二、营业总成本,6317.2,15399.49,26343.88,215557.69,64748.03,144236.06,191664.03,237884.79,40052.18,93904.14,139977.9,206173.5,71032.03,166532.44,245140.47,338767.25,107122.43,245337.82,355603.96,478453.92,118542.3,293690.95,493253.21,719966.12,116565.34,284095.88,409744.53,653109.52,160818.8,323378.77,482136.24,651403.12,143452.91,292348.37,440198.17,588139.49,116731.97,258006.41,390603.58,590912.15,169837.9,382575.02,587524.7,827839.58,225978.67,473629.57,682521.49,1151985.13,227801.23,462532.25,664118.55,890135.53,125679.92,320429.96,507062.78,720403.56,207165.43
营业成本,4573.43,11223.73,19370.38,198916.55,58239.36,130471.88,172396.5,212140.23,36036.91,83617.69,122738.85,180527.9,63369.83,146406.21,212301.01,290726.11,90782.07,207881.54,298168.15,397163.8,100062.88,249884.73,428912.11,623428.3,95225.36,232630.62,335865.34,546228.9,138369.86,274862.52,408367.92,547483.11,117974.81,239959.55,359165.03,477311.84,92013.14,203807.08,306991.91,474711.64,141095.67,317261.51,483103.44,687007.36,192004.7,402644.07,576329.39,827548.61,191016.99,390442.34,558651.57,747014.7,98863.84,265533.05,423405.19,612790.9,179961.46
营业税金及附加,42.74,90.9,159.44,451.07,128.86,401.69,505.53,938.45,124.28,340.06,494.83,787.07,167.45,480.75,714.73,1283.78,437.62,1437.86,2003.4,3027.04,477.66,1589.21,2313.45,3345.63,647.2,1332.07,1990.9,2911.73,675.97,1753.79,2712.42,3818.56,766.77,1790.38,2587.77,3945.42,504.94,1712.09,2303.85,4362.36,745.89,2095.02,2874.2,4497.78,1114.12,2661.13,3808.23,5442.04,1153.56,2378.75,3397.46,4500.22,464.22,1796.74,2648.93,3877.26,659.24
销售费用,961.95,2231.65,4045.3,8031.93,2168.31,4202.53,6190.73,8765.28,1054.55,3186.02,5804.5,8120.89,2495.07,5305.72,8924.69,12863.67,4203.95,8849.78,13224.07,18724.23,3926.15,9363.67,14708.08,23639.35,4062.62,11558.97,16945.61,23135.09,5298.14,11413.26,18165.88,24133.77,5973.16,13321.28,20562.59,26660.54,5968.42,13291.37,20462.69,30692.67,7985.75,16986.76,27903.65,39640.49,9303.67,20655.48,29039.33,44630.3,10824.3,20069.32,30766.56,44415.59,7410.56,15042.92,23682.15,26197.88,8183.47
管理费用,671.09,1528.35,2389.38,8686.41,3197.19,6443.62,9160.19,11759.26,2368.97,5315.08,9356.53,15033.34,5017.44,12119.14,19493.16,28601.81,10029.79,20876.91,31839.17,46316.38,10688.08,24571.61,35829.79,50305.07,11601.78,24312.47,35835.88,48932.47,12499.49,26027.05,39486.44,57302.75,13901.63,27486.68,44528.83,62406.56,13774.14,27438.43,44680.1,60508.63,15224.74,31037.65,50344.44,67344.54,16560.87,35201.48,32329.03,47156.26,11799.76,23488.59,34015.53,34371.55,10279.75,19635.43,27570.34,30739.02,9105.8
财务费用,67.99,96.69,151.21,1276.35,1014.31,1336.0,2030.74,2300.42,419.66,949.88,1087.8,880.77,-17.76,1032.75,2519.01,4548.6,1669.01,4450.63,8528.06,11583.88,3387.52,6551.22,9759.26,11798.49,5028.38,11161.41,16006.46,21172.8,3975.34,8378.88,12460.32,17406.83,5025.02,9026.33,12589.8,18284.81,4471.34,9007.34,13414.95,16991.04,4785.86,11841.31,19946.19,24415.38,6995.31,9486.16,14559.39,24927.18,6359.65,12614.64,16176.2,21852.87,3304.82,7093.0,12842.82,17183.36,2625.34
研发费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23362.24,34523.31,6646.98,13538.6,21111.24,37980.61,5356.73,11328.83,16913.35,29615.15,6630.12
资产减值损失,0.0,228.17,228.17,-1804.63,0.0,1380.33,1380.33,1981.16,47.81,495.39,495.39,823.54,0.0,1187.87,1187.87,743.28,0.0,1841.1,1841.1,1638.58,0.0,1730.51,1730.51,7449.28,0.0,3100.34,3100.34,10728.53,0.0,943.26,943.26,1258.1,-188.48,764.15,764.15,-469.68,0.0,2750.08,2750.08,3645.8,0.0,3352.78,3352.78,4934.02,0.0,2981.25,3093.89,167757.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
公允价值变动收益,55.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.7,-262.82,-307.58,-118.58,529.91,-290.06
投资收益,208.38,1085.13,1085.13,1086.52,0.0,169.77,169.77,169.77,0.0,169.77,169.77,197.4,0.0,339.55,339.55,448.93,0.0,303.56,303.56,449.06,0.0,169.77,169.77,296.14,0.09,27767.22,27767.22,27921.4,387.62,1123.39,1305.47,1911.55,387.62,1123.39,1536.85,1501.37,-109.96,90.89,2004.41,10339.9,-85.18,68.59,168.14,953.95,-109.0,308.99,786.17,840.52,-133.74,-62.76,-195.7,-59637.72,1535.82,-8390.03,-24456.14,-18402.65,2725.5
其中:对联营企业和合营企业的投资收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-64.37,-109.96,-248.66,-454.95,-579.29,-85.18,-239.17,-285.53,-591.69,-115.96,-400.2,-508.7,-447.39,-133.75,-62.76,-195.7,-117.56,1535.82,915.89,969.11,4098.92,2725.5
汇兑收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.75,-190.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三、营业利润,268.84,1543.97,2235.67,25567.64,6090.01,17067.69,20274.2,21386.48,5883.17,15914.59,19240.06,22198.0,6235.82,17946.46,23400.84,31203.6,5336.52,16076.54,20217.75,25741.38,9485.64,21852.77,36729.0,38260.97,7338.74,30269.5,31297.34,21481.8,4673.01,9890.86,10659.45,10653.55,721.89,3247.27,1836.99,-752.03,-157.13,1254.49,-667.21,2446.88,889.86,7753.07,5543.33,6570.67,3844.51,3832.47,1314.92,-205228.33,4855.29,50738.51,53116.69,12776.11,118.64,-8216.12,-13240.48,-28752.69,11592.65
加:营业外收入,90.71,122.95,261.7,454.05,40.97,947.04,1245.51,1532.26,176.7,1229.57,1752.98,2070.91,119.21,707.38,1124.95,2733.33,1630.51,2778.87,3341.38,6351.94,803.87,5054.21,5747.21,7777.55,900.63,1376.58,3747.72,4219.25,1174.9,2473.79,4380.51,7089.22,3619.53,4682.25,6703.86,10453.26,3471.22,5665.46,7270.65,13085.18,3517.22,548.75,872.51,6685.38,92.11,506.27,650.75,787.33,851.87,702.51,723.64,2213.73,90.9,275.11,487.51,3037.81,508.08
减：营业外支出,15.38,24.67,43.91,242.77,8.54,301.44,482.76,476.02,52.28,221.77,527.12,435.48,100.6,440.38,621.89,779.73,91.79,395.84,856.13,866.12,422.45,695.49,1057.87,1552.73,216.57,563.86,905.23,1404.82,132.27,701.05,1362.29,2023.76,526.42,763.28,916.43,1443.18,482.84,630.34,768.74,1155.13,529.97,1079.76,1416.92,509.6,183.35,368.31,421.78,18057.7,177.21,323.24,599.51,4156.32,1829.41,4618.92,5335.39,70312.92,176.1
其中：非流动资产处置损失,0.97,0.99,7.76,37.47,1.29,71.04,114.23,121.11,2.04,52.15,78.24,118.44,2.83,150.73,220.43,437.63,13.04,19.03,147.17,222.86,155.98,0.0,817.21,1145.64,105.78,206.5,430.69,810.25,77.67,422.13,715.67,1091.36,321.62,429.67,548.58,939.07,419.38,466.19,509.11,658.59,412.93,815.64,996.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
四、利润总额,344.18,1642.25,2453.47,25778.92,6122.44,17713.29,21036.96,22442.72,6007.59,16922.39,20465.92,23833.44,6254.43,18213.46,23903.9,33157.2,6875.24,18459.58,22703.0,31227.19,9867.06,26211.49,41418.34,44485.8,8022.79,31082.22,34139.84,24296.23,5715.64,11663.61,13677.68,15719.02,3815.0,7166.24,7624.42,8258.05,2831.25,6289.6,5834.7,14376.94,3877.1,7222.06,4998.92,12746.45,3753.27,3970.43,1543.9,-222498.7,5529.95,51117.78,53240.82,10833.52,-1619.87,-12559.93,-18088.36,-96027.8,11924.63
减：所得税费用,106.32,478.45,610.68,4536.28,1026.66,2842.4,3383.5,3349.39,1159.15,2321.76,2620.57,2807.14,740.94,2509.68,3294.7,4560.75,1158.3,1365.7,1523.26,1918.41,1821.55,4527.91,9260.94,9076.47,1623.99,5049.76,6802.28,7516.18,1289.06,2613.82,3844.5,5187.78,816.13,1106.33,1288.92,1479.87,487.52,925.87,997.41,6340.95,974.28,2150.44,1495.84,4554.54,820.33,857.87,328.1,8253.2,1766.83,5512.64,6876.34,8537.72,988.05,4123.07,6013.03,7311.17,2243.1
五、净利润,237.85,1163.8,1842.79,21242.65,5095.78,14870.89,17653.46,19093.33,4848.44,14600.63,17845.35,21026.3,5513.49,15703.78,20609.2,28596.45,5716.94,17093.88,21179.74,29308.78,8045.51,21683.57,32157.4,35409.33,6398.8,26032.46,27337.55,16780.05,4426.58,9049.79,9833.18,10531.23,2998.87,6059.91,6335.49,6778.18,2343.73,5363.73,4837.29,8035.99,2902.82,5071.62,3503.09,8191.91,2932.95,3112.56,1215.8,-230751.9,3763.12,45605.15,46364.48,2295.8,-2607.92,-16683.0,-24101.39,-103338.97,9681.52
