报表日期,2007-12-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30
应收股利,8.4,153.9,379.75,700.9,16.77,16.8,16.8,2499.9,2171.6,65.7,65.7,750.3,980.6,1415.9,1906.0,817.3,54.9,984.3,1511.7,13609.9,13609.9,10084.7,6080.6,1609.3,1510.3,7290.2,4459.4,94.1,154.2,1581.8,3394.4,683.1,683.1,13692.0,12701.6,3959.9,3721.1,5969.9,3311.7,2224.0,2584.1,0.0,9083.7,0.0,10019.5,0.0,9126.9
其他应收款,945276.1,855068.8,1096149.69,1062249.7,1117586.1,1273647.3,1399798.7,955509.4,1221107.5,1387929.6,1406173.9,951397.9,1175286.3,1331088.8,1228325.6,1031132.2,1267547.9,1634710.8,1830372.4,1654836.8,1997645.5,1934993.3,1895736.2,1845945.1,2343357.1,2378994.6,2820219.5,2499487.6,2635737.0,2688297.4,2708026.5,3417690.2,3629610.3,4090087.9,3898830.8,4948944.5,4771932.9,6522251.5,6249838.4,5554727.7,6965827.0,5387315.7,5498612.3,0.0,0.0,0.0,0.0
买入返售金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
存货,4319377.6,5203086.9,8577815.18,5710445.7,8529142.92,5568241.4,5832422.8,5864948.0,7966169.6,10699270.6,11327826.4,11567858.2,11410469.4,12460097.6,13901553.1,21157761.9,15580192.8,24344412.0,25703470.1,25438205.0,27235507.1,30792482.6,33238919.1,32238225.2,34932219.2,36404480.3,38869489.4,34827335.0,37936596.7,38492581.1,40956940.3,38758943.5,39853793.5,39771981.8,52480966.3,49426889.4,53730141.9,55459714.1,58928240.2,53588723.0,60002003.8,63793438.2,67648152.7,63496709.4,53877746.3,55359705.1,56389109.2
划分为持有待售的资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,937254.9,936953.0,941105.1,936108.6,75568.7,75568.7,75568.7,75568.7,0.0,0.0,198300.0,198300.0,0.0,0.0,0.0,0.0,10.0,10.0,134921.5,10.0
一年内到期的非流动资产,92658.6,133891.2,40000.0,195308.4,153654.21,224763.7,502366.1,249035.8,257820.9,327753.6,300134.3,319928.9,365885.2,411805.3,427104.6,544330.6,536865.3,594566.2,499807.2,828532.1,829985.1,1077966.2,1065975.0,1056062.9,959312.6,1259076.5,1251171.6,1749910.4,1574847.8,2133328.7,1931811.4,3385091.2,2868965.6,3396247.5,3409511.8,4131047.5,4269330.4,4546115.6,4582091.5,4854276.8,5072649.0,5649702.9,5651332.0,5351755.9,6013426.1,5640826.3,5789363.3
待摊费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
待处理流动资产损益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他流动资产,33657.7,48185.9,31635.27,77154.7,52872.32,85613.1,112493.1,101824.9,135485.3,241386.2,179954.4,275727.0,293519.3,286545.0,270868.8,462792.8,445610.5,476343.1,715233.8,425469.2,459278.5,825363.7,1015001.1,731356.6,954579.9,935810.0,977217.6,704818.9,779637.3,913017.6,1080476.4,846874.8,1215776.5,1332867.6,1569018.1,2433969.5,2481809.6,2993680.7,3458148.2,3457233.3,3813855.2,4001451.2,4172661.3,4823007.7,7273766.2,7033953.8,7635288.0
流动资产合计,14201634.4,15499705.3,16673585.49,17492021.5,17805363.85,19326298.1,24860400.6,25212576.4,27808347.1,30482160.9,32011709.4,32515725.9,32965260.3,36547653.3,39271165.5,41525816.1,42535805.9,47311934.9,49746950.3,52198140.7,54149994.1,60183269.4,60892466.9,61653737.3,62932935.8,68708515.9,72638318.6,71737657.1,72009347.2,78180208.9,81442724.3,83246660.7,83713799.1,90850686.8,106932227.6,110994573.0,108359497.3,114099415.2,116624556.3,114015073.6,118397293.8,131011016.2,132644532.7,136200849.1,141151552.8,138611815.6,138180482.4
发放贷款及垫款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
可供出售金融资产,75262.6,39526.9,34592.45,31110.5,41346.85,48766.7,70263.9,49670.9,61741.0,50165.9,140799.4,132892.4,137585.6,134329.1,132213.7,134763.0,127282.4,126740.2,118355.2,138903.1,133187.0,123056.4,129602.1,132022.3,273069.7,125681.8,390189.2,496859.9,634228.5,563523.5,600089.3,584896.7,608934.0,527669.0,762564.8,1037115.9,1047478.6,1061675.7,1141169.2,1044688.4,1041602.3,977364.9,987386.8,1004973.6,0.0,0.0,0.0
持有至到期投资,32.9,32.9,32.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1662828.0,1515363.0,1715449.6
长期应收款,460404.9,713608.4,584187.75,593055.4,585124.98,577763.2,591298.8,1261731.7,1323177.3,1628785.8,1656219.8,2302416.2,2509255.2,3265068.6,4497705.5,3816366.5,3859291.7,4151907.0,5059460.7,5615209.3,5585198.1,6362440.1,7051084.1,8239244.6,8851797.2,9205077.6,10387037.2,10006911.6,11313129.6,12406346.4,12852687.5,12537644.5,12575812.4,12330738.7,13521293.6,13739953.0,14505858.6,16613466.2,19106574.2,22582217.2,24539745.0,26592215.7,28821855.5,28148077.1,15901297.3,16256065.6,16696950.5
长期股权投资,335431.7,413722.4,432082.22,344397.5,439950.2,408041.8,452959.4,438358.1,719425.3,906589.5,1287804.8,1565825.6,1898547.8,1920677.9,2027585.2,2115142.0,2101906.8,2146815.2,2201002.4,2302604.3,2302512.5,2044756.5,2155986.5,2135357.0,2215746.8,2430700.1,2377884.8,2331098.4,2334608.1,2370517.6,2470946.2,2632609.7,2734931.7,2860111.6,2973119.7,3347655.5,3376815.6,3849417.9,4118701.4,4991048.0,5459135.6,5992404.7,6482200.8,6599399.9,6698750.9,7074407.6,7189778.0
投资性房地产,138504.1,148122.8,150325.14,253446.2,446500.45,442884.4,422369.3,442108.7,503687.8,497436.4,519557.8,822500.4,705936.1,700849.3,722531.3,815608.5,941830.0,873352.0,908131.1,1156544.4,1166058.2,1177527.1,1246605.8,1693948.4,1778246.9,1999235.9,2031807.9,2526795.3,2487931.2,2862016.3,2899252.1,3059787.1,3195248.6,3254582.8,3268538.5,3493571.4,3468861.1,5076329.8,5025672.1,5711302.9,5754340.0,6086203.9,6089864.3,6865018.3,6894208.6,7273224.9,7257104.8
在建工程(合计),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,755649.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1089957.7,0.0,1127481.1,0.0,1067852.5,0.0,774493.1,823212.8,649622.3,732611.3,829338.3,965078.1,1015840.8,1104666.9
在建工程,139623.3,74623.1,110352.03,306283.7,98121.48,128804.8,139026.7,105879.8,119330.4,137956.7,150569.2,305391.5,308895.6,281022.5,294999.2,318792.0,342748.1,381614.9,435118.5,400071.6,422329.9,474676.5,473874.1,568528.0,628935.7,755649.8,772075.9,670412.8,709145.2,717513.0,761431.9,1013682.1,1067964.3,1089957.7,1121925.5,1127481.1,1258882.9,1067852.5,1116415.7,774493.1,823212.8,649622.3,732611.3,829338.3,0.0,1015840.8,0.0
工程物资,763.8,784.6,791.32,908.5,915.5,961.6,940.1,921.2,1187.1,6.3,7.4,2.1,8.0,2.1,219.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
固定资产及清理(合计),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2081890.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2448382.7,0.0,3002602.7,0.0,3157018.6,0.0,3439528.2,3378583.5,3431873.5,3497481.8,3567999.4,3538643.1,3592932.5,3554649.3
固定资产净额,710452.7,733115.5,740769.69,829575.8,824850.48,830665.8,871425.3,1052187.7,1046005.2,1109727.7,1125395.6,1116877.9,1117933.7,1208912.9,1207726.7,1403299.2,1284976.6,1455930.8,1472217.0,1686439.2,1697373.8,1763507.7,1884649.3,2057204.0,2051916.3,2081890.5,2107068.3,2288372.8,2277449.3,2328965.9,2301045.8,2444341.3,2451034.3,2448382.7,2756152.7,3002602.7,3044482.9,3157018.6,3175528.5,3439528.2,3378583.5,3431873.5,3497481.8,3567999.4,0.0,3592932.5,0.0
固定资产清理,0.0,0.0,0.0,0.0,0.0,0.0,5.3,0.0,48.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
生产性生物资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
公益性生物资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
油气资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
使用权资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
无形资产,309352.9,321263.9,304579.45,315386.5,310670.06,329008.3,381664.2,423112.4,422019.7,451622.4,478846.7,602814.9,597870.9,621994.2,629217.4,689461.9,721111.6,787574.1,803483.8,822327.2,825033.7,835588.9,845792.0,904221.5,901394.0,901291.9,894463.3,923853.8,927086.9,900590.1,882524.4,891302.7,874811.6,902353.6,1244407.4,1212213.0,1213153.8,1126883.5,1121364.2,1122286.0,1119057.7,1144701.6,1163749.4,1159419.5,1186159.3,1218692.1,1250006.2
开发支出,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
商誉,160737.0,148813.7,139289.02,160264.9,167115.04,159711.0,156836.0,159498.6,167433.4,155464.6,153358.6,149421.3,147953.9,146128.1,143364.0,144873.2,198203.9,192732.2,193326.1,191727.3,196136.6,188687.9,188106.9,189545.3,191121.2,204894.1,204602.2,202240.1,203019.6,201408.0,209304.3,212604.8,211532.6,217224.7,506535.5,224306.7,221955.9,217928.1,214234.2,214994.8,214994.8,218715.2,226822.8,229305.8,224076.8,232698.0,233015.6
长期待摊费用,12307.9,13416.3,12976.63,13029.0,12417.84,13130.7,13447.4,12928.8,13956.8,16573.8,16984.4,12658.6,12924.1,14237.3,15334.3,13407.1,13836.7,13591.4,15534.0,103648.1,73793.4,89687.0,83492.7,80835.3,80009.1,66754.5,61705.2,61220.3,60821.5,49467.1,46132.0,38886.6,31534.7,38274.8,37749.3,32877.6,34031.6,35689.5,38330.1,41907.4,44660.3,49183.7,55377.7,73619.2,77294.2,82075.0,80243.9
递延所得税资产,49399.6,60751.0,77002.68,77297.7,91957.06,82095.7,86842.3,99441.2,110205.3,121255.1,129034.3,173440.9,184564.6,216756.5,231862.7,311533.9,315944.7,337385.5,360115.2,440929.0,455601.4,490666.2,492776.6,483149.3,497426.2,554499.6,549969.5,602120.7,592920.3,650802.0,650657.4,713734.1,724187.5,789328.3,840858.6,879173.7,841826.5,946509.9,930468.1,1026617.7,1065227.5,1129719.6,1060118.5,1263924.3,1242490.0,1426727.4,1409301.6
其他非流动资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,496.7,85848.0,103132.1,53944.2,57386.9,53535.9,29862.8,61955.7,55310.8,56848.5,58297.0,112872.3,146070.1,59312.3,84327.8,244317.1,33486.5,60397.4,61180.4,63078.7,47992.8,88955.0,90205.5,114339.6,91557.1,105305.7,344392.0,103804.3,106788.6,137201.8,97708.7,134173.3,209046.9,174659.6,213577.5,242105.3,12453098.9,13981525.8,14648310.3
非流动资产合计,2392273.4,2667781.5,2586981.25,2924755.7,3018969.93,3021834.0,3187078.7,4045839.1,4488714.5,5161432.2,5761710.1,7238186.0,7678862.4,8563514.4,9932622.5,9825203.0,9962707.8,10524491.8,11625041.0,12971275.8,13003294.7,13609906.6,14636297.9,16728372.8,17503149.6,18386073.2,19837983.9,20172964.4,21588333.0,23140104.9,23764276.4,24243829.2,24567548.8,24563929.6,27377537.6,28200754.9,29120136.1,33289973.5,36086166.4,41083257.0,43649606.4,46446664.7,49331046.4,49983180.7,51943040.8,54775039.4,56283943.6
资产总计,16593907.8,18167486.8,19260566.74,20416777.2,20824333.79,22348132.1,28047479.3,29258415.5,32297061.6,35643593.1,37773419.5,39753911.9,40644122.7,45111167.7,49203788.0,51351019.1,52498513.7,57836426.7,61371991.3,65169416.5,67153288.8,73793176.0,75528764.8,78382110.1,80436085.4,87094589.1,92476302.5,91910621.5,93597680.2,101320313.8,105207000.7,107490489.9,108281347.9,115414616.4,134309765.2,139195327.9,137479633.4,147389388.7,152710722.7,155098330.6,162046900.2,177457680.9,181975579.1,186184029.8,193094593.6,193386855.0,194464426.0
短期借款,1250846.4,1670802.6,1669520.0,1396919.0,1232527.14,1166403.9,355577.3,590590.9,1903916.6,1973439.2,1361477.9,1061151.2,1328645.3,1931573.7,2635061.7,2645087.0,2841220.4,3274247.2,2704883.6,2770994.6,3099689.4,3264148.8,2723009.6,2179409.2,2633787.1,2835017.5,2853241.7,2171453.6,2757248.6,4546126.6,2763816.8,2560296.9,2473850.9,3030805.7,2881772.9,3231885.8,3077018.8,3567461.9,4334086.2,3103164.3,4376124.3,5372059.9,3938613.8,1904219.2,3542488.8,4141059.8,4001566.1
交易性金融负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1944.1,1944.1,0.0,0.0,0.0,0.0,0.0,0.0,284.1,284.1,1412.1,1412.1,5002.8,5002.8,4210.6,4210.6,0.0,0.0,0.0,0.0
应付票据及应付账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19364344.9,0.0,0.0,0.0,22607073.4,0.0,25234162.9,0.0,28094587.6,0.0,0.0,0.0,0.0,0.0,36768763.0,0.0,42159296.3,0.0,46021984.1,0.0,44930222.2,43221948.0,48176257.4,49321408.0,49487055.9,49855981.4,46384020.0,47124298.3
应付票据,226521.0,345541.3,372345.82,327754.5,443456.39,485833.8,470446.6,441127.2,563827.7,726077.2,787578.5,504478.0,754750.7,1012358.4,1224375.3,1057590.4,1107568.5,1299697.7,1446727.9,1108046.6,1334226.4,1501839.1,1485381.8,1112272.6,1407135.2,1577002.9,1705834.8,1251425.6,1624834.9,1684405.2,1471430.9,1421824.7,1752802.4,1720580.2,1760859.4,1917330.9,2069681.2,2157792.0,1947300.7,1597252.8,2392200.8,0.0,0.0,1341279.5,0.0,1948698.0,1533745.0
应付账款,4757208.8,4791246.1,4932184.87,5421843.9,4993907.1,5894233.3,6140461.2,7225789.2,6639864.1,8345164.1,8952795.4,10045538.3,9404444.6,11646212.3,12265460.6,13877498.5,12642941.8,14989337.8,15994724.8,18256298.3,15977762.0,19691303.2,19769250.8,21494800.8,19581394.9,23657160.0,25340443.4,26843162.0,23977733.6,27591996.4,29605417.4,32000108.2,28999918.7,35048182.8,36791171.1,40241965.4,36134618.7,43864192.1,44357274.6,43332969.4,40829747.2,0.0,0.0,48145776.4,0.0,44435322.0,45590553.3
预收款项,2089558.6,2280170.5,3555088.63,2830587.5,3757378.35,3642067.4,4665301.4,3809040.3,4653629.9,4343205.1,4666474.9,4379767.5,4474085.1,4801110.8,5355793.8,5873304.0,5250802.1,6592751.3,8009274.7,8083662.7,10058313.3,10639047.1,11394273.9,11314359.0,12946264.1,11327929.3,12709762.4,10634457.6,11776053.9,11531509.3,14400929.2,11451951.2,13986314.9,12368454.9,18650115.7,18022690.2,20039158.1,17647330.4,19455413.1,18874983.3,20587230.7,14168533.3,14627431.8,17681785.0,28057.7,29392.4,32415.9
应付手续费及佣金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付职工薪酬,153380.7,122982.2,119340.19,158201.4,121729.91,144611.8,131346.0,166277.2,145070.1,179267.9,175342.8,232782.0,176219.4,210371.0,212315.0,303867.3,207829.5,282246.8,259707.3,373821.8,269446.4,317449.7,292906.4,402212.4,294020.4,345359.5,289844.0,422859.1,307295.9,380985.3,359035.7,586747.5,479699.8,540365.3,529564.6,715774.5,542554.3,616970.3,516277.8,772169.8,593673.3,635281.2,630411.6,842166.4,630157.7,650782.0,627207.3
应交税费,732018.4,775395.5,750930.84,843914.2,821158.59,894372.0,923070.0,1125158.0,1182287.5,1315737.8,1403428.6,1880390.9,1816297.4,1948396.5,2182390.6,2458431.2,2418313.0,2422264.4,2543225.4,2610120.8,2643936.2,2730610.1,2950637.5,3187231.5,3157643.8,3220825.1,3334388.9,3693922.9,3510750.1,3346379.5,3457627.6,3924460.3,3700325.6,3023246.2,2847254.0,3148000.1,3053745.6,3090989.5,3310581.6,3897406.1,3706825.0,3547903.2,3728077.9,4704686.0,4452721.2,4865923.3,4839507.5
其他应付款(合计),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2714020.4,0.0,0.0,0.0,3570312.9,0.0,3630536.4,0.0,3694502.4,0.0,0.0,0.0,0.0,0.0,5430269.8,0.0,5578056.6,0.0,6979108.5,0.0,7646970.7,8650161.2,10018710.9,10228625.8,11448381.5,12214017.2,12557890.6,12113838.1
应付利息,6360.7,5509.7,31855.81,5591.6,12599.4,17853.0,22038.2,5582.8,6351.5,5434.9,2725.8,23536.5,48379.9,65975.5,60550.8,68702.4,69955.3,113638.9,91708.0,117149.5,128556.9,142173.9,124938.5,161863.2,155126.3,178649.7,270194.6,234639.9,264144.4,227376.1,191279.7,248905.4,280307.4,265242.3,235140.7,240823.7,234706.5,272809.4,227348.6,290346.0,308602.1,0.0,354959.7,0.0,583807.0,0.0,0.0
