报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31
一、营业总收入,78860.78,158597.35,241698.19,303065.32,63586.52,119990.6,171746.81,203947.76,38807.89,84562.03,138850.73,197169.46,38573.07,64894.72,101115.96,164393.15,27718.94,60039.24,94738.13,127241.95,25051.08,52838.97,86651.36,133733.69,31074.37,81387.47,116193.21,141778.07,8152.6,17536.38,28175.47,39664.84,9996.6,19839.7,31219.91,862741.16,210485.84,492694.24,754215.19,1021313.43,242041.47,564066.65,872957.68,1201355.32,295958.21,710997.56,1087659.17,1455128.51,261095.87,571674.5,890584.72,1213594.81,193842.33,461082.54,787545.84,1209710.61,359292.86
营业收入,78860.78,158597.35,241698.19,303065.32,63586.52,119990.6,171746.81,203947.76,38807.89,84562.03,138850.73,197169.46,38573.07,64894.72,101115.96,164393.15,27718.94,60039.24,94738.13,127241.95,25051.08,52838.97,86651.36,133733.69,31074.37,81387.47,116193.21,141778.07,8152.6,17536.38,28175.47,39664.84,9996.6,19839.7,31219.91,862741.16,210485.84,492694.24,754215.19,1021313.43,242041.47,564066.65,872957.68,1201355.32,295958.21,710997.56,1087659.17,1455128.51,261095.87,571674.5,890584.72,1213594.81,193842.33,461082.54,787545.84,1209710.61,359292.86
二、营业总成本,77816.28,157950.28,241212.85,302317.6,62959.52,119149.86,172398.5,205966.03,39103.04,84785.43,139012.62,205852.68,38656.35,64655.95,100968.23,163477.11,27687.0,59765.72,94184.37,133539.22,25960.09,54400.49,86782.92,133267.54,31958.82,84476.91,121473.76,154194.08,8281.8,17723.65,28583.72,39768.36,10045.97,19899.61,31439.0,512915.21,135564.46,304463.66,459697.33,591074.45,141570.87,307925.13,461383.3,625112.45,167517.08,371765.8,583609.14,862693.55,248503.43,488877.62,734083.2,989307.43,175722.52,356294.44,521312.1,732090.6,207184.56
营业成本,73378.45,149320.14,227956.43,284252.61,60106.13,114327.37,162923.05,193336.42,37307.85,80822.27,132960.7,191722.87,36515.54,60608.7,94092.44,152991.55,25229.27,54216.33,86904.46,118177.75,23615.96,49228.44,78982.95,123133.53,28743.52,77854.62,110361.05,139616.1,7487.02,16187.84,25965.19,35606.76,8930.86,17919.78,27711.08,253976.32,72936.7,150216.19,225573.93,301910.67,78424.27,164661.02,241952.9,327673.1,91925.85,200392.31,334562.01,491649.2,165686.93,331499.48,498276.24,664960.41,121059.67,226650.93,323045.22,444694.91,123153.33
营业税金及附加,50.06,118.92,186.1,307.82,55.9,80.54,101.55,161.41,174.5,204.14,236.6,296.83,73.11,116.53,138.03,247.06,60.03,247.88,290.09,512.58,35.25,69.29,82.61,156.63,101.72,118.93,131.13,142.16,23.2,49.08,68.45,108.53,22.83,60.93,144.66,31046.54,6838.06,16260.59,23687.83,35917.04,8007.09,18230.28,28575.15,39823.2,10107.78,21761.15,31178.61,43191.85,8013.46,17244.76,22581.73,28286.06,3624.22,2578.57,3993.72,6343.57,2144.27
销售费用,2445.22,4353.34,6154.01,8591.19,1273.43,3153.66,6736.68,6718.25,631.57,1485.78,2793.3,5409.92,875.59,1666.63,3114.05,4364.46,1142.08,2466.21,3479.97,6337.42,1053.4,2365.77,3086.33,4733.81,1237.68,2472.43,4309.53,6071.51,116.47,135.44,182.79,839.72,160.42,362.34,606.74,172933.24,42930.91,100310.94,154022.64,194438.51,43454.31,101521.2,152289.86,199753.14,51809.78,119616.78,169683.0,233100.43,48607.87,105717.23,163612.35,225625.59,36796.9,88256.98,145529.19,215027.61,68120.28
管理费用,1809.47,3069.69,4911.93,5879.79,1063.73,1786.78,3559.11,4681.92,789.47,1691.23,2962.62,6853.41,1036.75,1869.79,3184.81,5233.01,1235.93,2693.83,3494.56,7274.74,1239.55,2421.83,4331.51,6845.51,1687.17,2815.92,5304.31,6458.73,590.99,1274.23,2252.45,2984.02,862.69,1517.66,2831.5,43632.4,9463.15,21609.83,34009.51,46921.78,11893.63,24359.51,39124.44,52597.0,13826.41,29338.29,32209.36,41219.72,13065.08,26863.18,39618.43,57607.22,12038.15,36296.61,48844.34,68430.63,12567.36
财务费用,133.08,351.66,684.63,1071.8,280.65,-668.48,-1261.67,-778.31,142.13,218.51,92.29,136.86,84.19,165.62,136.18,90.86,-65.3,-48.44,-106.23,-207.21,15.92,130.04,152.8,9.87,167.66,270.98,299.43,378.29,42.83,18.01,59.95,78.17,20.32,26.1,26.34,-12933.04,-2906.05,-7584.02,-10158.36,-14206.32,-4888.48,-11281.79,-14850.55,-12834.34,-2841.12,-5593.9,-8047.81,-9365.53,-79.23,-490.23,-2053.95,-1968.99,-1132.87,-2708.31,-7555.83,-12660.58,-1609.9
资产减值损失,0.0,736.52,1319.77,2214.39,179.68,469.98,339.78,1846.35,57.52,363.52,-32.9,1432.78,71.17,228.68,302.72,550.17,84.99,189.93,121.52,1443.93,0.0,185.12,146.72,-1611.81,21.06,944.03,1068.31,1527.29,21.29,59.06,54.88,151.15,48.85,12.8,118.68,24259.75,6301.7,23650.14,32561.78,26092.77,4680.06,10434.92,14291.5,18100.34,2688.37,6251.17,12033.53,40004.05,8408.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
公允价值变动收益,9.94,0.0,0.0,287.0,-317.21,-768.21,-938.7,-334.11,82.72,6.82,47.05,254.63,66.57,-47.82,72.57,-8.03,25.26,-480.89,-791.0,-334.35,-18.68,-113.99,-156.85,-168.48,-2.1,-130.39,93.27,143.91,-68.76,-27.3,159.43,216.9,112.23,107.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002.13,-455.97,-5050.13,-5748.72,-167.01,1900.92,1531.87,4699.66,-863.5
