报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
一、营业总收入,2547490.34,5106734.88,7694631.74,10438425.27,2892880.83,5763745.99,8196531.37,10589225.5,2721504.98,6158519.17,9961094.17,13963575.97,6283077.35,14761835.39,22923156.41,31337628.76,9673149.88,18387735.41,28128439.54,43480394.91,12396666.23,23556122.64,35318182.23,48097967.17,14524444.57,28092752.76,42165328.97,56580701.16,16841146.46,32001408.7,47133353.39,63000116.44,16986601.64,32361548.91,47605628.35,67044822.31,18515609.75,35126534.45,53158337.0,75641616.51,19628183.22,39640631.93,60804959.32,87063942.7,23883374.5,46485209.93,67474063.98,90219406.47,20019182.77
营业收入,2537319.83,5085963.96,7666296.85,10408357.61,2881473.12,5739960.92,8158155.59,10540559.4,2711130.54,6126513.52,9897724.58,13887542.08,6265521.08,14707231.14,22840183.66,31248548.63,9639703.65,18323807.84,27999536.6,43309548.43,12327315.36,23416320.34,35099918.45,47843257.63,14466742.31,27942508.88,41937786.66,56334567.24,16756070.48,31826170.67,46854730.6,62671239.45,16781900.22,31975613.06,46984084.5,66137392.98,18272288.02,34629474.86,52385460.37,74623674.12,19316834.87,39010785.89,59841941.82,85797771.79,23485250.98,45717848.41,66316484.26,88762620.73,19601555.73
二、营业总成本,2565311.59,5110247.66,7701057.4,10535424.53,2925401.96,5832120.38,8308148.61,11164404.2,2728763.3,6204881.48,9945023.5,13958976.1,5943387.76,13890504.13,21508870.21,29522300.0,9012046.49,17147885.6,26314015.42,40624659.63,11620162.05,22187175.35,33464319.33,45708769.68,14139793.43,27527070.87,41290357.4,55108546.91,16347115.53,31285174.43,46123079.67,61752182.4,16563427.1,31642762.47,46451038.74,65625356.84,17986237.08,34280039.4,51850918.25,73856367.3,19114491.12,38715256.29,59386128.5,84939922.72,23201675.51,45308218.67,65782283.91,88517174.88,19538736.06
营业成本,2212656.95,4377687.08,6629602.15,8952899.88,2552251.03,5049697.65,7193298.93,9323518.94,2386305.53,5340442.59,8611279.24,12122757.45,5089891.33,11902034.91,18426441.24,25190259.59,7660804.4,14708282.74,22606467.79,35187030.02,10118277.27,19363866.72,29338494.6,40056359.67,12863012.94,24911674.29,37229023.16,49098848.21,14793002.79,28130585.45,41484134.58,54923602.59,14994171.46,28696708.94,41903575.89,58583288.32,15973555.26,30336929.43,45879123.46,65021810.59,16770370.51,34001329.31,51951292.82,74238241.23,20415966.32,39714999.33,57451419.95,76998582.25,17109023.66
营业税金及附加,16878.71,39411.48,58764.59,70392.05,21312.55,42341.41,61568.57,79013.29,30172.26,66890.06,106710.82,146543.77,153027.19,373083.42,581803.17,817232.05,284480.04,543241.87,811902.41,1105430.31,271422.58,520799.31,705351.46,797538.38,82816.72,164014.43,233621.54,343946.0,94217.28,183262.89,260119.01,375721.09,128431.16,229618.08,353749.57,559840.23,178230.27,303426.66,416960.92,752071.8,185866.69,338997.87,503538.84,788167.58,207931.57,396230.39,548539.89,746333.15,148385.88
销售费用,179320.5,392480.79,583956.39,859128.85,173479.99,407048.08,583799.48,718978.99,174883.78,426802.48,702089.53,978929.76,407813.97,926970.44,1453039.05,2107641.9,677251.65,1140252.03,1730032.23,2285079.2,644668.75,1214640.43,1844951.61,2720815.51,707563.54,1460846.76,2286795.99,3473050.11,922558.58,1801073.22,2594218.93,4007377.53,723049.25,1152635.44,1999877.74,3553751.55,1054442.69,2038005.58,3129858.49,4750341.66,1251616.05,2525557.05,4127233.28,6112168.01,1474418.66,2944012.87,4546704.45,6342302.71,1325851.99
管理费用,138456.08,249167.85,355994.23,537439.88,147562.22,275150.46,380835.27,537558.43,96476.41,208353.95,328392.03,475040.84,273836.06,602853.18,919367.49,1144244.21,359248.84,708374.68,1083690.15,1911569.99,554982.22,1019622.2,1454761.07,1853463.85,444565.16,895171.89,1425707.98,1834461.48,481215.97,1024199.03,1599042.68,1930870.51,617911.3,1334718.74,1874333.66,2427528.19,701929.04,1452562.06,2178614.33,2825836.32,810198.62,1654841.1,2471530.99,3130120.82,934081.43,1930432.11,1820096.9,2133601.51,465690.59
财务费用,13108.21,42262.17,54067.28,82710.13,25664.38,48404.44,66252.56,151718.83,15312.04,34103.94,48328.74,57870.36,11722.83,19056.55,41178.4,38677.35,13635.46,13557.93,17139.9,4277.56,12718.96,32496.15,50327.27,-11521.98,16153.03,23730.0,26984.58,-25471.54,15110.62,28279.6,40820.96,-16459.87,8292.4,17569.77,21740.61,-23119.21,11038.49,1052.35,10516.05,-33231.95,3751.56,12634.18,37616.18,14323.46,39351.84,80269.79,86158.06,19543.73,12390.62
资产减值损失,-1647.81,-3423.3,-1945.17,9645.84,-3201.14,-7083.92,-3027.93,322923.09,19287.29,114761.56,124514.53,142581.22,-1573.76,49392.69,61435.84,192239.4,5870.55,12640.29,29872.12,99358.14,7810.58,16571.94,42034.87,229667.47,7476.05,34939.55,38004.96,311403.36,4658.87,41556.46,49794.41,440023.99,20554.21,75354.28,106968.93,284817.25,16182.78,46945.7,77919.69,320947.14,19033.47,38349.61,74493.16,373959.49,35237.99,48012.64,104035.54,349049.98,21400.86
公允价值变动收益,-298.44,-2434.75,-434.87,-2982.24,-2081.29,-8387.17,6.38,30053.01,-1134.62,-681.89,-1028.76,3031.41,-12434.18,-20177.75,7529.39,11518.65,11026.42,3186.12,-2331.47,-32582.38,686.35,305.37,220.19,714.13,5.6,-11.52,129.78,-321.52,3389.31,4309.04,4073.56,1772.76,-169.61,-1360.82,-1267.12,-28551.69,1345.77,156.57,651.2,-1002.35,186.29,-3663.8,-21576.74,-433.58,216.62,-7466.38,-15603.34,-11281.47,18635.54
