报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30
买入返售金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
存货,0.0,342119.77,377939.31,432301.05,484886.13,480044.58,577554.5,585061.65,565310.49,499860.6,516025.38,580664.24,597715.47,576857.15,634380.86,879334.72,1072936.45,871182.1,858463.82,1035755.35,984494.12,853857.1,800074.71,750990.22,858074.75,808775.83,820196.21,857326.31,1021829.41,1417714.67,1345165.5,1261474.0,1410755.22,1316051.17,1357080.62,1184161.47,1358149.2,1313888.66,1274845.44,1609065.68,1687348.28,1913970.28,1978493.26,1985082.25,2141731.48,2105136.35,2106037.51,2067428.71,2276658.82,2380278.14,2118696.48,2471770.08,2537578.67,2712156.51,2860034.17,3122615.68,3051510.87,2808709.48,3000082.89
划分为持有待售的资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3577.07,3577.07,3577.07,3577.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,552.53,2420.87,2423.73,2423.73,2423.73,2423.73,2423.73,2423.73,2423.73,514.94,9803.72,5524.14
一年内到期的非流动资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2782.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152981.51,146678.5,150987.08,103304.4,112281.65,124812.74,128942.49,136360.32,138523.89,145761.41,146342.78,151496.66,161517.16,168200.95,177897.12,175400.45,180941.91,196812.7,212785.82,215744.92,246015.84,260384.23,265804.37,269231.03,290866.28,308136.58,317972.17,329407.93,340580.9,344625.99
待摊费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
待处理流动资产损益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他流动资产,0.0,4.26,39.13,12.43,177.44,180.8,257.83,44.37,45.38,231.33,684.32,199.01,490.76,417.58,495.63,36185.75,56.63,47035.51,32849.06,73757.92,39713.79,108823.69,42064.49,48799.16,44130.77,60867.64,30978.6,47181.8,104496.44,137652.86,116164.76,77217.76,99783.51,114031.47,70866.06,97023.64,157018.35,156730.42,93265.67,206773.73,121460.67,225304.73,242526.26,379277.65,303643.6,173831.34,141299.19,169234.36,158046.96,187634.97,159930.84,192075.93,157569.31,199965.63,201930.99,192410.94,206422.82,248155.9,296829.29
流动资产合计,544294.79,1469062.68,1514082.26,1447741.45,1883365.91,2026222.89,2124459.46,1994517.8,2149237.44,2433924.16,2694542.25,2512316.76,3245645.56,3611230.55,3442753.74,3708544.75,4476736.78,4146883.07,3874111.81,4270874.86,4339158.23,4103209.89,3799341.11,3916013.39,4406664.66,4817183.02,4846638.09,4805020.83,5382736.98,6860682.18,6607541.75,6437179.53,6132256.03,5972600.15,6242492.86,5775284.39,6159722.53,6665950.02,6560512.68,7640599.29,8689815.63,9228611.88,10442021.34,10034017.38,10824710.42,10885520.15,10485552.65,10810546.29,11685937.24,12782203.57,11702871.06,12618508.51,12329943.81,14516150.45,14913406.88,15251480.88,16461200.82,18423807.49,17286987.87
发放贷款及垫款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
可供出售金融资产,0.0,0.0,0.0,0.0,0.0,13029.63,10549.63,9674.22,19354.22,26669.36,29829.36,38599.67,41319.67,34734.19,41114.19,48921.18,46941.18,35015.83,30015.83,23401.19,27441.19,28847.73,24847.73,26920.0,25160.0,20400.0,21200.0,29460.19,35768.17,39676.42,41558.0,43161.73,47387.08,54551.77,43530.06,65029.33,49588.06,48235.44,46137.5,49838.44,50367.03,55381.82,79378.91,59484.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
持有至到期投资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期应收款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1394.89,1024.79,1329.74,2909.08,2908.06,2892.72,2909.08,2909.08,2909.08,2844.72,2707.0,2772.0,2680.25,0.0,0.0,0.0,0.0,0.0,118.4,0.0,0.0,258890.3,240587.08,257409.81,280854.67,295981.29,312282.49,334888.47,346839.07,359417.68,381109.25,402973.67,413830.76,438319.7,445928.1,519781.42,518457.36,523938.76,587421.77,648329.8,664395.41,739845.56,782444.49,844761.76,856402.81,893420.04,915840.07,962250.47,951762.59,977092.03,965010.42
长期股权投资,0.0,30206.9,30273.7,29546.39,29612.6,29187.05,31222.21,34642.42,27610.14,26470.22,26448.04,28726.74,30787.65,56939.32,70756.4,106751.82,95754.58,91922.89,110742.16,95569.82,94484.99,111566.86,117988.58,495154.39,487641.8,767287.35,787370.95,778922.91,874951.81,153212.12,149626.05,147772.57,145241.38,149169.42,177403.25,144715.02,145677.44,148616.54,146631.58,154497.08,198336.74,209528.12,229854.42,263893.59,282920.49,286762.21,292394.65,446359.13,440073.55,465894.14,468636.03,471114.45,473746.69,465522.29,532707.88,494435.95,553787.26,606786.4,699121.45
投资性房地产,0.0,3158.69,4361.51,3753.97,3722.46,3696.23,3841.78,8695.99,9144.2,9246.01,9165.85,9079.88,13968.37,13843.65,13718.93,15678.66,21165.8,24875.81,24600.22,25032.83,29072.31,32975.62,32584.57,32999.48,32601.81,32204.14,35721.85,54739.66,54092.95,53479.07,52887.37,52216.33,53470.5,59275.18,58959.27,58889.08,59807.8,58941.76,60739.55,60811.66,60022.06,59730.7,58852.74,56921.05,57624.45,59659.4,58839.74,59345.93,58110.68,57197.28,56617.09,53729.81,58502.48,52458.82,67837.25,68216.38,67936.31,67898.5,67110.71
固定资产净额,0.0,382331.99,439076.53,527607.5,513676.11,540470.24,550683.69,603385.18,600374.73,630509.14,638409.98,701589.88,716419.18,738072.11,718650.99,784083.22,767955.5,812728.39,801151.83,965305.41,953458.47,1015079.38,1030419.16,1152648.94,1170294.97,1229294.69,1232245.85,1314917.61,1306634.42,2309123.37,2215977.16,2221935.72,2118775.41,2269849.11,2307011.01,2366576.28,2393718.3,2443043.36,2442236.76,2580156.04,2572843.35,2675306.77,2661810.82,2706740.4,2655557.45,2645219.25,2743070.38,2945303.9,0.0,2310659.7,0.0,2631597.82,0.0,2905208.81,0.0,3172041.62,0.0,3231959.84,0.0
在建工程,0.0,147611.46,113858.43,78080.31,102962.71,110855.7,128153.67,109230.54,118558.3,132194.56,131042.99,120741.29,135310.55,129780.02,195320.3,336949.14,339692.7,531334.83,605501.99,510364.56,551535.16,548228.04,559309.83,517509.94,512435.36,423792.72,414382.5,328409.04,326578.86,359743.9,376053.27,342124.32,328325.03,305889.8,294679.14,258941.03,243770.16,196096.03,177456.82,164249.44,156185.59,119190.23,128765.5,121815.79,159974.54,179067.3,249890.35,284512.87,0.0,452405.57,0.0,540852.8,0.0,496958.47,0.0,504569.74,0.0,613798.8,0.0
工程物资,0.0,203.41,209.18,402.73,1129.44,915.65,925.73,959.19,903.79,1124.58,1436.67,55.87,98.96,220.9,159.23,1154.97,1249.38,1849.63,1262.88,1027.56,50.45,24.53,25.61,0.0,95.69,0.18,50.32,1.69,43.97,48.68,2.74,0.27,0.33,68.77,60.6,0.12,62.79,0.0,0.09,0.0,32.22,23.93,56.57,58.95,271.08,0.0,0.0,297.25,0.0,194.2,0.0,13.81,0.0,844.73,0.0,49.6,0.0,10.97,0.0
固定资产清理,0.0,2.78,2.78,0.0,0.0,0.0,0.0,68.29,110.36,101.91,166.25,183.99,117.64,297.72,299.4,322.63,289.24,204.68,238.12,283.75,294.81,438.67,379.85,349.34,308.54,255.0,168.25,126.71,142.02,220.57,232.29,196.53,225.63,213.21,221.17,184.69,197.58,169.73,-17.41,101.88,95.07,91.25,112.0,90.39,91.78,0.0,0.0,103.33,0.0,290.41,0.0,268.95,0.0,286.95,0.0,241.15,0.0,262.85,0.0
生产性生物资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
公益性生物资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
油气资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
无形资产,0.0,37839.66,36069.58,61355.85,60421.67,59955.07,63065.48,57688.24,57079.91,57482.5,56913.82,91104.74,90585.25,89553.55,89460.89,91855.9,88738.96,110053.33,109320.56,115549.05,114217.12,116342.26,115084.37,216025.71,222961.96,227545.71,227373.81,227343.13,230072.19,1239323.23,1150284.56,1271547.78,1153446.74,1264672.53,1303442.71,1286038.0,1318784.84,1330326.74,1330980.45,2536297.64,2498081.69,2485730.95,2428321.56,2383995.42,2314006.69,2296691.79,2377230.78,2329945.57,2247779.07,2288128.71,2279960.9,2343558.01,2363908.98,2415901.33,2330960.13,2382570.87,2307667.61,2270407.82,2246539.13
开发支出,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.4,56.04,58.58,58.58,58.58,0.19,0.0,0.0,0.0,0.0,0.0,0.0,299.42,299.42,523.86,551.9,43169.24,41998.01,42568.16,44587.57,49741.89,50946.65,255895.31,239059.17,53370.64,45200.47,47731.2,49787.87,46606.88,48553.66,49518.07,51963.8,44577.45,45339.04,16355.72,47497.34,51585.38,54255.34,52297.99,55181.7,44014.82,44280.09,45331.64,44319.76,13950.05,1464.3,5225.75,6513.12,28711.68,29037.61,29299.74,29635.45
商誉,0.0,705.15,705.15,53801.63,53801.63,53801.63,53801.63,53801.63,53805.94,53801.63,53801.63,53801.63,53801.63,53801.63,53801.63,53801.63,53801.63,53801.63,53801.63,53801.63,53801.63,53790.85,53790.85,144311.48,138903.64,139210.47,141805.85,143084.98,143528.33,930835.0,869380.92,834726.05,751920.53,723409.76,789834.08,778625.15,824644.2,828472.52,840308.28,2303767.49,2309115.14,2314150.01,2301794.53,2258319.27,2202999.08,2233209.33,2341447.29,2303738.63,2258376.34,2308531.63,2340780.03,2382252.03,2434695.61,2495930.97,2425071.84,2466584.24,2438193.21,2413517.11,2396389.53
长期待摊费用,0.0,15254.69,16475.25,16943.49,16755.14,16792.15,17578.38,18490.38,18980.72,20743.51,19676.9,18803.11,19393.67,17484.01,17252.43,16867.94,16980.69,16645.67,19431.51,16057.48,14795.94,15103.95,14408.63,16912.31,15773.97,15675.53,14992.01,15877.91,16068.25,15706.81,14873.91,16878.51,16230.41,25707.79,24429.97,31438.2,29686.16,32300.62,33400.9,33265.97,32779.39,33711.73,34010.16,28343.09,26044.92,27598.85,27237.53,22845.91,23524.69,24248.7,22161.06,25436.75,25952.83,29849.61,37563.92,25215.77,24782.09,26848.62,27240.45
递延所得税资产,0.0,16393.89,15802.54,22979.76,27833.68,35401.87,35430.0,35190.25,33398.3,34139.43,35657.86,43476.32,51341.55,57486.14,54788.08,81920.98,85636.81,73334.74,66862.64,74115.17,76096.63,64708.57,62262.72,70011.98,75788.81,72692.9,72134.02,78553.54,79712.35,348295.59,315174.33,345398.91,347507.83,327542.98,350865.54,315266.67,338249.13,358620.04,378801.43,401959.94,423391.37,442266.74,466906.06,453352.56,464300.6,473378.52,496735.41,445845.1,514892.01,549633.68,582950.32,503434.6,512343.93,612156.5,638781.48,625121.35,598814.18,616854.4,540396.93
其他非流动资产,0.0,0.0,0.0,53.25,0.87,77.16,17.53,370.98,666.27,15.65,1.3,367.57,131.31,0.0,1144.06,1958.4,2662.4,0.0,0.0,0.0,9.99,10.04,10.06,10.07,2.39,2.36,2.35,25980.79,41294.2,18415.23,18403.96,17256.48,14660.98,20419.19,22403.22,24855.48,14664.88,13174.63,13290.4,25972.07,26877.35,26827.26,28284.45,25417.24,21731.89,18646.41,21486.52,35589.66,31342.49,57506.83,51223.27,68772.05,60562.88,59428.24,58812.69,56691.4,61308.95,83614.34,76531.51
非流动资产合计,0.0,633708.61,656834.63,794524.87,809916.32,864182.37,895269.73,932255.71,941437.79,993581.85,1003938.96,1109498.36,1156183.68,1195105.95,1259375.59,1543175.54,1523777.93,1754612.16,1825636.37,1883579.88,1918238.36,1987640.36,2011663.88,2716022.89,2723966.94,2970929.21,2992153.72,3047160.04,3159834.16,5982867.3,5684102.39,5603995.64,5303246.99,5544482.0,5734910.34,5712054.39,5814244.08,5866933.14,5903039.42,8758468.77,8787296.79,8876614.94,8911573.15,8929799.28,8798800.56,8854432.51,9443779.56,9717090.22,9989424.98,10452528.6,10669789.39,11064658.95,11159339.0,11581615.31,11594319.0,11823536.02,11892671.22,11994424.28,12047541.75
资产总计,910811.1,2102771.29,2170916.89,2242266.33,2693282.23,2890405.26,3019729.19,2926773.51,3090675.23,3427506.0,3698481.21,3621815.12,4401829.25,4806336.5,4702129.33,5251720.29,6000514.71,5901495.22,5699748.18,6154454.74,6257396.59,6090850.25,5811004.99,6632036.29,7130631.6,7788112.22,7838791.81,7852180.87,8542571.14,12843549.48,12291644.14,12041175.17,11435503.02,11517082.15,11977403.2,11487338.78,11973966.61,12532883.16,12463552.1,16399068.05,17477112.42,18105226.82,19353594.49,18963816.66,19623510.99,19739952.66,19929332.21,20527636.52,21675362.23,23234732.17,22372660.45,23683167.45,23489282.81,26097765.76,26507725.88,27075016.9,28353872.03,30418231.77,29334529.62
短期借款,0.0,113652.86,108535.24,115752.45,228542.87,157317.0,84388.99,124607.6,194134.1,168800.9,141730.7,104158.39,155423.98,95066.83,61860.56,54517.6,60724.46,119242.02,129662.56,154123.8,140366.98,117266.0,156264.48,274209.16,245300.34,145050.08,160760.98,124556.84,142560.31,330333.25,295163.42,276586.44,404980.17,416170.78,434920.89,296110.82,339511.02,614249.46,403128.99,477164.88,470599.3,601442.17,610577.84,317488.74,358530.45,474175.46,437283.15,547276.59,600098.6,903255.67,803734.07,201469.24,333066.07,534302.12,245005.28,573108.65,483982.82,579866.23,590345.83
交易性金融负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4253.54,3954.95,7680.76,6864.74,12402.23,13082.78,9201.48,20896.59,23646.61,30325.12,16867.02,16705.18,30726.21,44830.04,48288.01,80466.2,37933.85,37686.83,21343.58,27944.66,14477.95,10833.66,13192.08,10242.07,10003.3,10598.16,5750.42,13908.78,12404.24,11272.58
应付票据及应付账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1520673.11,1821712.84,2153142.99,0.0,2015982.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3065665.16,0.0,0.0,0.0,4301624.18,4567013.46,4780444.24,4496101.21,4679437.12,5594443.78,5897653.13,5099046.09,5919490.82,5326529.42,6411266.34,6985356.73,6842041.87,8005362.87,8126765.98,7127731.87
应付票据,0.0,160015.15,210146.44,192029.87,221389.43,289798.6,389518.25,418577.62,453620.23,558321.29,570412.87,347470.88,442255.23,444483.77,266296.62,410972.97,556900.33,439295.87,497070.6,596575.95,698308.97,609653.34,538592.29,524431.01,565735.9,621934.8,633402.46,668715.16,684337.47,714296.01,989799.32,1086768.38,778101.71,664402.43,676342.5,528391.51,544687.88,531568.68,749105.28,875886.42,794328.66,848542.57,1199962.33,1236144.68,1402636.94,0.0,0.0,1592501.63,0.0,2114736.19,2211772.08,2244640.45,1624102.45,1841867.1,2398886.71,2297049.37,2571746.29,2980161.68,2919544.49
应付账款,0.0,615146.34,563034.16,547029.59,681849.81,743757.32,695000.89,644217.51,685251.88,793925.68,826154.04,838234.05,1054027.69,1237609.05,1193527.79,1313758.43,1580977.73,1372379.71,1021005.55,1307897.55,1228128.76,1135345.35,1001980.21,996242.1,1255976.94,1531208.19,1413003.24,1347267.56,1657150.71,2031930.39,1717451.98,1592208.02,1601129.83,1517354.28,1419324.62,1426475.34,1609888.43,1796384.56,1597951.16,2189778.74,2896688.07,2932425.08,3165492.57,3065479.49,3164376.52,0.0,0.0,3086935.49,0.0,3782916.94,2887274.01,3674850.37,3702426.97,4569399.24,4586470.02,4544992.5,5433616.58,5146604.3,4208187.38
预收款项,0.0,54709.75,58800.92,55973.98,53199.93,75376.34,60244.68,105287.42,59797.59,55346.87,62535.5,74709.28,97702.75,120484.53,103441.03,116604.76,180001.28,137965.76,93908.02,88276.46,126382.05,104604.96,87915.66,87283.57,112536.77,120949.65,133305.32,121125.97,145964.07,190721.42,193746.88,147920.68,148026.96,141129.32,162431.78,163747.41,153084.79,137301.77,132724.58,462721.19,459179.49,556713.69,414557.58,581490.56,201427.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
