报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31
货币资金,13451.59,10920.71,9114.85,11363.49,16484.98,10390.98,12534.17,17852.92,20898.82,14429.23,11521.97,16899.93,44769.28,39222.04,32791.97,35605.73,33580.26,42609.15,38093.56,38742.67,29714.62,26369.23,22258.21,34490.85,63012.51,61816.12,66670.7,62842.24,62468.31,50303.67,40448.75,65159.88,49648.99,59113.82,205315.57,100331.89,84597.76,123927.55,161138.8,125546.2,102660.84,113506.2,85563.85,88363.88,112966.59,92896.44,71602.57,68287.2,67971.05,36922.62,41666.61,45387.09,57914.35,51560.07,39691.69,69115.6,59770.0
交易性金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25869.66,24006.25,23617.71,26531.76,21258.72,19871.07,21397.48,23063.55,23646.36
衍生金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收票据及应收账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64655.09,0.0,53020.66,0.0,59768.24,0.0,58511.26,53427.78,55463.28,60958.76,60392.53,60517.8,65325.67,67065.43,61966.1,66466.86,75423.79,81874.43,72224.85,67790.93
应收票据,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2044.55,2092.0,900.0,2100.0,1550.0,1400.0,2000.0,1900.0,980.22,6580.22,12280.22,6100.0,240.0,4980.0,6160.0,3980.0,145.7,145.7,319.76,1114.55,1183.8,181.6,164.85,257.22,1112.35,1151.61,87.61,4154.14,2660.64,3245.71
应收账款,9673.0,10741.78,9291.7,8440.33,9611.41,11907.55,9908.82,10140.35,11873.71,12733.43,12626.28,11167.5,13031.78,12705.37,12831.78,11302.43,12704.51,12797.74,13044.46,11833.74,15094.09,15835.18,15659.17,16159.76,20410.61,25833.09,30402.32,19137.42,23698.38,28345.42,35232.31,35763.13,43770.01,47447.97,52322.35,48092.7,50340.84,52374.87,53217.95,52780.66,51148.08,53608.24,55475.23,58365.56,53282.08,55143.52,59844.2,59208.73,60336.2,65160.82,66808.21,60853.75,65315.25,75336.18,77720.29,69564.21,64545.22
应收款项融资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3659.45,0.0
预付款项,824.37,1201.35,2022.77,804.64,1378.68,1789.28,2976.16,2956.02,2945.4,2252.39,1969.68,1717.19,3261.07,3064.56,2533.08,1475.95,3058.39,3046.53,6124.46,2248.15,1866.29,2911.01,9906.45,3425.79,3710.97,8483.57,2992.49,1165.43,4830.06,10596.25,8601.25,1269.14,3113.44,2112.75,3688.38,947.42,1142.53,1892.22,2463.62,1365.6,2310.99,2692.86,1841.27,4384.43,5015.51,6244.45,7160.28,1724.41,2797.03,2777.24,3514.04,1375.02,2552.45,3144.61,3722.56,2782.59,7578.43
其他应收款(合计),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4562.04,0.0,3084.94,0.0,2693.88,0.0,3064.12,2503.74,2604.12,2533.3,1809.26,1612.1,6751.36,2307.59,1351.44,1575.06,3287.53,3647.87,4607.85,2879.01
应收利息,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收股利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0,0.0,0.0,0.0,319.0,0.0,0.0,0.0,319.0,0.0,0.0,0.0,0.0,294.09,0.0,0.0,0.0,187.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.89,0.0,0.0,0.0,654.18,0.0,0.0,0.0,652.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他应收款,940.33,5190.86,5143.35,6828.3,0.0,4902.44,6840.89,708.64,352.34,1383.65,635.12,966.63,703.19,3589.77,550.99,2294.43,1772.82,1093.92,1116.22,2324.15,2348.59,1527.92,2392.0,888.89,1049.32,1113.84,1303.02,1403.78,1340.68,1733.15,2191.85,1927.88,2193.33,8301.08,8156.48,3861.7,5950.67,4562.04,4933.05,3084.94,3700.99,2599.0,2246.67,3064.12,2503.74,1949.95,2533.3,1809.26,0.0,6098.86,0.0,1351.44,0.0,3287.53,0.0,4607.85,0.0
买入返售金融资产,0.0,0.0,0.0,0.0,6885.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
存货,4420.26,4159.1,4796.12,5798.49,5834.5,7427.32,8886.19,7868.79,8174.71,7976.81,8521.58,7875.3,7997.2,8619.44,8735.85,9879.46,10169.51,10689.73,11575.19,10480.91,11173.42,11198.27,12142.54,11307.22,11614.82,11185.26,11744.35,14175.95,12919.76,13245.57,13534.15,14943.88,14902.55,18239.31,18590.49,21057.32,21102.18,23938.66,27793.43,32095.61,33183.66,33835.99,33380.37,33810.36,34850.91,30859.11,30706.81,33733.15,36270.1,35349.67,38050.31,35376.27,36619.86,36298.88,36229.14,35959.51,36149.51
