报表日期,2007-12-31,2008-12-31,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30
投资收益,0.0,0.0,0.0,8.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,0.57,-5.25,-4.48,-7.38,-7.26,42.19,-1.03,-3.99,21.53,726.03,456.21,664.06,909.63,1248.59,848.08,705.43,1159.03,4254.53,1553.28,1567.31,1592.65,1709.52,27.59,2293.87,2409.81,3388.71,-92.04,1088.14,1274.16,2850.85,-327.94,-172.04
其中:对联营企业和合营企业的投资收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.25,-4.48,-7.38,-7.26,-10.03,-1.03,-3.99,-5.37,113.42,413.91,595.79,841.36,734.12,848.08,705.43,1159.03,981.36,-67.66,170.32,195.67,0.0,-12.82,6.95,-6.97,99.85,-94.95,-207.33,-526.14,-365.25,-356.56,-200.65
汇兑收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三、营业利润,231.19,1977.7,2579.71,3368.38,563.6,1889.52,2622.88,4365.11,891.5,2150.84,4424.43,6577.31,1580.5,3733.48,6939.95,9986.62,1355.07,4761.03,8093.71,10423.54,1060.83,3854.56,10389.2,14258.39,4133.34,11695.46,20728.24,32683.64,11784.82,30588.36,51953.94,68264.15,17214.44,29235.47,49190.57,67486.44,21387.11,35990.9,59365.7,46938.52,15636.51,28184.08,45603.59,15615.82,5122.73,8315.75
加:营业外收入,0.0,101.8,102.66,184.76,38.92,468.14,611.32,744.39,377.91,432.91,433.01,673.63,0.0,200.5,452.71,616.13,309.09,309.09,523.4,915.26,178.64,255.69,273.54,2256.41,62.48,210.81,747.42,1019.25,281.42,1765.89,2299.15,2581.69,111.09,272.58,1024.91,1109.74,130.92,815.53,891.79,1276.43,491.6,1132.98,1194.46,2270.1,609.86,1180.65
减：营业外支出,0.45,3.77,5.64,21.39,4.77,9.07,12.09,17.07,2.87,7.26,11.4,22.87,5.1,11.82,18.66,29.05,5.41,14.85,31.28,70.51,8.63,24.92,37.52,519.25,61.51,128.01,205.44,679.67,134.14,110.98,237.97,419.18,21.08,27.01,91.23,139.68,26.83,114.58,128.64,176.04,26.24,204.1,222.28,250.77,1147.38,1202.57
其中：非流动资产处置损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,0.0,2.14,0.0,0.0,7.5,22.85,1.15,5.33,4.91,13.17,0.06,0.06,3.26,386.83,10.29,11.32,108.36,166.53,4.18,8.59,8.59,43.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
四、利润总额,230.74,2075.73,2676.74,3531.76,597.76,2348.59,3222.11,5092.43,1266.53,2576.48,4846.04,7228.08,1575.4,3922.16,7374.0,10573.7,1658.75,5055.27,8585.84,11268.28,1230.84,4085.33,10625.22,15995.55,4134.31,11778.25,21270.23,33023.23,11932.1,32243.27,54015.11,70426.66,17304.46,29481.03,50124.25,68456.51,21491.2,36691.85,60128.86,48038.92,16101.87,29112.96,46575.78,17635.15,4585.2,8293.84
减：所得税费用,-1.06,263.1,291.32,396.45,56.32,245.15,265.3,550.8,142.69,296.84,594.71,859.07,221.21,447.57,872.73,1359.62,224.88,593.63,944.03,1018.32,70.03,332.9,981.98,-41.6,320.55,997.38,1531.6,1953.38,1521.16,4417.63,7217.96,9208.76,2507.38,3919.03,4743.47,7017.68,3119.55,3445.84,6168.17,4964.45,1741.71,3082.97,6375.13,4049.29,896.79,1305.37
五、净利润,231.81,1812.63,2385.42,3135.31,541.44,2103.44,2956.8,4541.62,1123.84,2279.64,4251.32,6369.01,1354.19,3474.58,6501.27,9214.08,1433.87,4461.64,7641.81,10249.96,1160.8,3752.43,9643.24,16037.15,3813.76,10780.87,19738.63,31069.84,10410.94,27825.64,46797.15,61217.9,14797.08,25562.01,45380.78,61438.83,18371.66,33246.01,53960.68,43074.47,14360.16,26029.99,40200.65,13585.86,3688.41,6988.46
归属于母公司所有者的净利润,231.81,1812.63,2385.42,3135.31,541.44,2103.44,2956.8,4541.62,1123.84,2279.64,4251.32,6369.01,1354.19,3474.58,6501.27,9214.08,1433.87,4461.64,7641.81,10249.96,1160.8,3752.43,9584.24,15683.55,3514.61,10154.43,18216.05,28559.97,9260.39,25081.59,39598.11,52100.91,13177.57,22615.85,37090.01,51233.78,15997.61,29201.57,43832.62,32164.51,11763.99,21586.37,34879.47,8524.89,2471.32,5155.64
少数股东损益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,353.6,299.15,626.44,1522.57,2509.88,1150.55,2744.05,7199.04,9116.99,1619.5,2946.15,8290.76,10205.06,2374.05,4044.44,10128.06,10909.96,2596.17,4443.63,5321.19,5060.98,1217.09,1832.82
基本每股收益(元/股),0.7,1.27,0.54,0.71,0.12,0.47,0.63,0.91,0.19,0.17,0.32,0.48,0.1,0.26,0.49,0.7,0.11,0.34,0.58,0.78,0.09,0.13,0.33,0.54,0.121,0.35,0.62,0.98,0.31,0.37,0.58,0.76,0.19,0.33,0.54,0.74,0.23,0.42,0.63,0.46,0.17,0.31,0.51,0.13,0.04,0.08
稀释每股收益(元/股),0.7,1.27,0.54,0.71,0.12,0.47,0.63,0.91,0.19,0.17,0.32,0.48,0.1,0.26,0.49,0.7,0.11,0.34,0.58,0.78,0.09,0.13,0.33,0.54,0.121,0.35,0.62,0.97,0.31,0.37,0.58,0.76,0.19,0.33,0.54,0.74,0.23,0.42,0.63,0.46,0.17,0.31,0.51,0.13,0.04,0.08
七、其他综合收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9758.98,-2456.84,-2456.84,-334.41,-1598.72,-106.89,10807.42,13177.02,3390.85,6920.26,-9557.91,-13977.66,-16987.19,6391.27,2936.34,5169.8,5012.96,-5329.43,-4495.45
八、综合收益总额,231.81,1812.63,2385.42,3135.31,541.44,2103.44,2956.8,4541.62,1123.84,2279.64,4251.32,6369.01,1354.19,3474.58,6501.27,9214.08,1433.87,4461.64,7641.81,10249.96,1160.8,3752.43,9643.24,16037.15,3813.76,10780.87,19738.63,40828.82,7954.09,25368.79,46462.73,59619.18,14690.19,36369.42,58557.8,64829.68,25291.92,23688.1,39983.03,26087.28,20751.43,28966.34,45370.46,18598.82,-1641.02,2493.02
归属于母公司所有者的综合收益总额,231.81,1812.63,2385.42,3135.31,541.44,2103.44,2956.8,4541.62,1123.84,2279.64,4251.32,6369.01,1354.19,3474.58,6501.27,9214.08,1433.87,4461.64,7641.81,10249.96,1160.8,3752.43,9584.24,15683.55,3514.61,10154.43,18216.05,38318.94,6803.55,22624.74,39263.69,50502.19,13070.69,33423.27,50267.04,54624.63,22917.87,19643.66,29854.97,15177.32,18155.26,24522.71,40049.27,13537.84,-2858.11,660.2
归属于少数股东的综合收益总额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,353.6,299.15,626.44,1522.57,2509.88,1150.55,2744.05,7199.04,9116.99,1619.5,2946.15,8290.76,10205.06,2374.05,4044.44,10128.06,10909.96,2596.17,4443.63,5321.19,5060.98,1217.09,1832.82
