报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30
货币资金,3873.46,13790.21,9169.62,14012.9,9160.15,8485.45,9208.83,7695.39,6128.0,11117.76,7202.5,14670.89,9024.43,7667.65,10352.51,9987.81,6343.92,40758.29,32999.57,37407.62,26240.9,19059.25,15502.21,26171.72,18928.83,17169.59,25652.95,15638.95,11211.44,15294.12,35053.3,11998.87,13978.57,26878.51,33960.32,25750.51,29430.53,36546.78,37949.27,54679.1,63354.88,46116.66,53738.17,36956.08,64094.32,50261.01,41563.42,50538.01,53363.94,66913.71,49218.09
交易性金融资产,0.0,0.0,0.0,0.0,150.0,150.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,70.0,4.13,133.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
衍生金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收票据及应收账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79975.19,0.0,94759.53,98412.11,100063.98,147514.83,159636.65,152628.26,146825.61,143265.53,148801.28
应收票据,168.49,126.59,227.47,239.89,172.83,350.84,575.84,389.6,174.05,342.56,694.14,778.75,414.19,711.18,973.32,1564.72,985.03,2008.77,2873.3,4415.64,3885.3,2518.01,3002.31,7529.72,5644.12,4952.18,6057.78,6200.81,5184.3,3277.04,3581.53,7373.93,4342.33,6828.32,6337.21,8548.06,5321.93,6655.17,5515.07,8518.33,6257.34,7102.78,7574.13,9158.5,5640.96,13877.17,11332.42,17029.63,10581.52,9022.55,8691.38
应收账款,3643.94,3590.0,4287.92,3465.74,7270.63,7793.02,8107.04,4568.3,5623.52,6871.99,8208.8,6451.81,9359.41,11309.11,9347.95,8506.39,11608.27,11364.37,12813.12,13261.74,14995.78,15659.1,18375.84,33142.61,33902.29,33153.11,32347.73,32902.57,35880.14,37369.62,43163.72,48443.38,49321.34,46463.36,50944.24,52498.65,53696.93,55784.07,62968.41,65624.88,73717.85,79410.65,87185.4,89253.61,94423.01,133637.66,148304.23,135598.63,136244.09,134242.98,140109.91
应收款项融资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预付款项,1292.21,2657.81,1980.49,1556.06,3634.01,3132.81,2631.48,1032.61,2047.48,1946.18,2108.77,1127.41,1872.33,2024.34,1268.08,4149.17,2718.53,4381.33,4983.15,3929.54,5289.87,7541.33,5015.79,3136.05,3915.69,4278.76,4456.6,4770.3,4561.06,5020.16,7267.16,2664.52,3168.61,2362.32,2532.66,2928.9,3425.42,3122.91,3095.04,4317.97,2501.95,2694.97,4152.87,4028.61,7693.64,8461.07,9382.47,4692.23,7267.87,7005.33,7114.71
其他应收款(合计),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6394.9,0.0,8195.16,7075.64,5164.92,91983.83,8925.33,6775.23,8458.76,6734.58,6048.43
应收利息,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.82,58.58,34.6,27.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.05,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收股利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他应收款,581.74,572.71,754.23,528.5,1499.92,1161.26,1795.21,643.26,841.77,1034.58,1003.11,864.7,1263.8,1022.25,910.43,1146.79,1223.61,1303.43,2432.96,1848.26,2397.96,2703.49,5379.19,3022.62,3179.39,3333.77,2980.61,2420.69,3197.06,2985.37,3128.14,3412.14,4101.47,3849.0,4840.93,4010.47,4820.16,4827.58,5486.26,6830.97,6394.9,7347.53,7888.98,7075.64,5164.92,91983.83,8925.33,6775.23,0.0,6734.58,0.0
