报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30
货币资金,1184.65,1038.72,7620.24,7827.11,6140.57,5246.11,5405.47,5488.92,5363.07,6540.12,7841.7,8746.96,9247.97,10217.81,13287.68,12125.6,13450.48,17486.73,20945.51,21844.18,22738.83,25228.33,13372.25,10376.56,11496.1,13961.0,17219.96,20948.27,20147.27,20906.24,25590.78,25517.13,26174.42,28623.07,26627.23,30006.38,23066.19,25360.38,28449.37,28321.35,28114.23,32048.41,20853.21,55981.2,29094.84,29587.74,41268.37,35039.77,19402.05,26307.79,40371.19,48303.58,36034.56,52360.17,69931.84
交易性金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.27,59.5,49.38,43.53,47.78,48.71,42.22,44.57,47.72,49.92,48.75,43.13,39.11,40.3,41.69,38.38,41.07,41.1,37.47,41.79,41.06,38.31,38.44,43.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
衍生金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收票据及应收账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1319.11,0.0,1852.77,0.0,3335.81,0.0,4098.2,5949.93,5998.13,8184.31,5054.49,7453.36,6925.27,7371.33,5629.57,5683.45,6482.41,6741.81
应收票据,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收账款,54.34,68.86,67.62,113.91,195.48,490.38,664.73,231.53,285.74,448.92,474.15,291.03,455.67,466.43,733.95,370.96,516.46,722.59,811.58,424.75,625.71,525.9,451.28,555.26,681.13,730.67,688.6,625.43,787.98,925.17,889.66,753.63,1076.84,1198.68,1153.59,1169.78,1524.62,1319.11,2068.44,1852.77,3503.73,3335.81,4609.28,4098.2,5949.93,5998.13,8184.31,5054.49,7453.36,6925.27,7371.33,5629.57,5683.45,6482.41,6741.81
应收款项融资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预付款项,7120.69,6128.45,145.94,1307.7,2143.2,1256.4,1600.96,837.12,942.19,865.43,835.99,763.23,952.61,823.89,729.38,3424.85,3469.39,1026.02,1273.81,1386.4,1467.23,1282.37,14832.59,1087.76,862.79,1677.14,2719.9,1759.85,2865.62,2423.29,2650.86,2528.42,3172.72,3304.52,2535.41,2232.61,3251.79,2428.14,2764.02,3244.5,5160.08,2133.14,3198.17,2844.32,3256.15,3515.12,3044.45,2826.9,3381.09,3549.54,4512.22,4430.75,3751.77,5154.13,4905.13
其他应收款(合计),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2786.66,0.0,1493.82,0.0,894.62,0.0,1110.99,1319.06,1397.54,1575.79,1698.87,2170.98,2894.07,4022.49,3491.93,3980.85,3538.16,3489.45
应收利息,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.52,34.52,31.38,31.38,31.38,34.52,28.24,28.24,32.36,31.02,26.75,26.75,0.0,0.0,0.0,0.0,13.33,10.79,3.91,0.0,39.84,47.75,28.58,43.3,53.37,6.47,3.83,3.83,0.0,0.0,0.0,0.0
应收股利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.64,560.33,685.85,859.29,1095.45,1389.27,1688.45,1990.91,2293.38,2592.56,1796.29,2098.75
其他应收款,1129.53,450.51,460.86,192.2,314.04,326.56,350.56,642.48,683.3,253.71,248.32,125.05,130.73,115.28,169.35,122.48,139.42,268.68,137.94,301.87,292.54,309.14,356.88,476.27,339.83,289.68,312.86,290.29,630.18,572.03,534.33,450.36,427.84,612.15,455.68,449.33,3024.93,2786.66,2874.69,1480.49,1137.94,890.71,745.4,620.5,710.98,683.1,0.0,550.05,0.0,1201.79,0.0,1198.55,0.0,1741.88,0.0
买入返售金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
存货,129.15,138.7,122.14,142.86,474.01,556.59,356.4,297.35,282.93,402.2,753.61,518.76,483.96,298.64,401.35,431.46,448.34,503.84,515.54,525.89,359.42,578.34,741.45,744.26,899.69,955.03,952.19,1552.37,1598.59,2090.85,1901.47,2223.16,2825.47,2798.71,2824.99,2036.34,2396.77,2616.61,2671.86,2593.52,2298.86,2210.17,2109.89,2473.6,2465.55,2201.83,2078.93,2275.73,1915.9,2213.86,1698.82,1565.48,2171.92,2263.55,1893.52
划分为持有待售的资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的非流动资产,0.0,0.0,0.0,0.0,46.08,2.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.36,0.0,76.62,67.23,312.64,231.12,345.39,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
待摊费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
待处理流动资产损益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他流动资产,0.0,0.0,0.0,0.0,0.0,-3.35,-3.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.38,3.38,3.38,3.38,3.55,3.53,8.85,3.38,103.57,218.39,195.15,201.88,106.64,107.6,113.1,106.5,116.69,250.2,2077.01,9980.13,124.3,97.09,95.51,94.4,134.15,99.55,150.03,98.61,122.4,120.13,96.37,87.77
流动资产合计,9618.35,7825.25,8416.79,9583.78,9313.38,7875.33,8374.77,7547.65,7616.72,8559.77,10197.3,10492.81,11319.64,11964.26,15366.28,16523.07,18073.99,20056.6,23727.52,24522.19,25524.02,27965.77,29792.83,13319.08,14358.53,17685.75,21970.06,25252.2,26106.0,26993.11,31642.06,31608.63,33926.7,36759.03,33825.54,36001.08,33371.9,34623.99,38934.87,37627.0,40475.83,42775.78,41563.31,66945.26,42413.74,43141.26,56371.25,47029.9,34422.93,42040.56,58074.67,63543.71,51742.68,69894.78,87049.52
发放贷款及垫款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
可供出售金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6501.0,6501.0,6501.0,16501.0,17001.0,17501.0,18501.0,22501.0,28401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
持有至到期投资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
