报表日期,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30
加:营业外收入,57.57,151.19,79.08,133.96,326.45,100.92,437.59,752.37,795.54,330.26,674.09,1455.3,1823.54,109.45,159.56,1261.24,2382.84,1692.12,1788.79,2028.9,2600.34,386.61,520.72,664.71,1066.02,120.5,1913.62,2036.42,4037.66,352.75,131.82,154.39,176.72,76.77,283.41,437.04,462.13,8.5,33.35,235.5,588.26,48.11,136.74,262.43
减：营业外支出,420.61,48.01,131.86,207.23,254.26,4.58,10.37,395.0,443.57,16.04,41.12,163.48,557.44,19.26,505.12,519.68,657.49,5.27,124.68,361.88,867.29,17.82,56.3,151.01,204.76,9.26,45.23,212.67,272.36,13.19,114.0,168.15,743.71,99.78,119.44,136.15,159.57,47.98,100.83,141.17,254.7,347.42,402.91,470.41
其中：非流动资产处置损失,25.39,3.05,0.23,0.23,1.57,0.0,0.0,8.97,10.53,0.0,4.89,107.9,111.71,0.06,1.29,1.99,131.86,0.41,91.07,106.7,107.15,17.23,51.57,55.82,61.63,5.51,13.03,63.14,144.11,0.28,65.13,93.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
四、利润总额,20033.16,25598.53,18860.43,29063.21,42044.97,18547.47,27339.89,41837.26,60168.97,23847.96,39084.35,54594.89,77223.95,25722.92,38536.2,55312.7,68319.02,18366.45,28479.82,39468.66,44760.02,16556.48,27823.96,34805.21,49120.04,16067.46,22456.09,35962.0,48960.37,20110.65,27961.3,42253.52,60420.8,24634.8,33123.27,42969.01,66891.19,35449.76,38756.38,46363.61,46061.17,7351.35,24746.51,32599.87
减：所得税费用,300.06,-200.25,2484.91,3851.69,5994.94,2345.46,3806.02,5706.76,8379.65,3052.48,5292.76,7493.44,10381.62,6637.26,9486.17,12741.45,14588.8,3909.26,6633.96,8811.62,9707.95,3762.45,5531.58,7140.69,8701.26,3243.8,2757.56,4768.75,6800.38,4226.03,5573.77,8098.81,11183.37,5321.64,6861.01,8191.63,14219.93,8315.66,6599.66,9213.55,10566.0,1141.28,4709.34,6199.62
五、净利润,19733.1,25798.78,16375.51,25211.52,36050.03,16202.01,23533.87,36130.49,51789.32,20795.48,33791.59,47101.45,66842.34,19085.66,29050.03,42571.26,53730.22,14457.19,21845.86,30657.03,35052.07,12794.03,22292.38,27664.52,40418.78,12823.67,19698.53,31193.25,42159.99,15884.62,22387.53,34154.71,49237.43,19313.16,26262.25,34777.38,52671.26,27134.1,32156.72,37150.06,35495.17,6210.07,20037.16,26400.25
归属于母公司所有者的净利润,19323.59,25776.57,16528.09,25425.28,36032.53,16202.01,23533.87,36130.49,51789.32,20795.48,33791.59,47101.45,66842.34,19085.66,29050.03,42571.26,53730.22,14457.19,21845.86,30657.03,35052.07,12794.03,22292.38,27665.14,40425.08,12840.42,19754.04,31264.96,42294.91,15912.22,22426.35,34323.64,49406.37,19313.16,26262.25,34963.39,53359.15,27061.52,32483.94,38069.29,37007.48,6313.38,20544.98,27554.63
少数股东损益,409.51,22.21,-152.57,-213.76,17.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.62,-6.3,-16.75,-55.52,-71.71,-134.92,-27.6,-38.82,-168.94,-168.94,0.0,0.0,-186.01,-687.88,72.58,-327.21,-919.24,-1512.31,-103.31,-507.82,-1154.38
基本每股收益(元/股),0.43,0.57,0.36,0.56,0.8,0.36,0.5,0.71,0.99,0.36,0.59,0.82,1.16,0.33,0.5,0.74,0.93,0.25,0.38,0.53,0.61,0.22,0.39,0.48,0.7,0.22,0.34,0.54,0.74,0.28,0.39,0.6,0.86,0.34,0.46,0.61,0.93,0.47,0.57,0.66,0.64,0.11,0.36,0.48
稀释每股收益(元/股),0.43,0.57,0.36,0.56,0.8,0.36,0.5,0.71,0.99,0.36,0.59,0.82,1.16,0.33,0.5,0.74,0.93,0.25,0.38,0.53,0.61,0.22,0.39,0.48,0.7,0.22,0.34,0.54,0.74,0.28,0.39,0.6,0.86,0.34,0.46,0.61,0.93,0.47,0.57,0.66,0.64,0.11,0.36,0.48
七、其他综合收益,0.0,0.0,0.0,0.0,0.0,-59.89,0.0,0.0,-78.03,0.63,2.41,3.79,-0.02,-1.44,-7.63,-9.63,-26.79,3.59,3.95,3.28,1.34,1.53,-841.79,1468.34,1969.94,-1153.89,101.65,1983.17,3821.28,2173.77,2353.26,1788.19,95306.41,-23687.44,-45112.49,-56951.12,-85658.03,-363.34,2317.55,4616.27,4372.23,29.89,1810.52,-2015.32
八、综合收益总额,19733.1,25798.78,16375.51,25211.52,36050.03,16142.13,23533.87,36130.49,51711.29,20796.11,33794.01,47105.24,66842.32,19084.22,29042.41,42561.63,53703.43,14460.78,21849.82,30660.31,35053.41,12795.56,21450.59,29132.86,42388.72,11669.78,19800.18,33176.42,45981.28,18058.39,24740.79,35942.9,144543.84,-4374.28,-18850.24,-22173.74,-32986.76,26770.76,34474.28,41766.32,39867.4,6239.97,21847.68,24384.93
归属于母公司所有者的综合收益总额,19323.59,25776.57,16528.09,25425.28,36032.53,16142.13,23533.87,36130.49,51711.29,20796.11,33794.01,47105.24,66842.32,19084.22,29042.41,42561.63,53703.43,14460.78,21849.82,30660.31,35053.41,12795.56,21450.59,29133.48,42395.02,11686.53,19855.7,33248.13,46116.2,18085.99,24779.61,36111.83,144712.78,-4374.28,-18850.24,-21987.73,-32298.88,26698.18,34801.49,42685.56,41379.71,6343.28,22355.5,25539.31
归属于少数股东的综合收益总额,409.51,22.21,-152.57,-213.76,17.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.62,-6.3,-16.75,-55.52,-71.71,-134.92,-27.6,-38.82,-168.94,-168.94,0.0,0.0,-186.01,-687.88,72.58,-327.21,-919.24,-1512.31,-103.31,-507.82,-1154.38
