报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30
货币资金,281748.75,249383.03,236739.85,502027.01,510524.08,937660.92,841549.67,1144941.6,1026879.34,1253925.99,1106548.55,1492512.78,1227302.09,1287647.1,1478880.71,1375429.53,1075019.59,1078194.76,950633.93,1034502.78,772163.73,812266.93,753407.41,896070.85,916398.37,995863.75,992962.73,1213164.81,1089659.92,1091760.38,1577780.82,1782281.81,1535973.99,1630739.49,1642701.86,2108753.91,2026646.99,2311280.95,2502358.1,2840877.83,2715691.06,2674961.67,2579306.12,2788404.66,2656376.31,3216398.86,3358606.19,2934644.84,2494341.57,2437231.72
交易性金融资产,4.43,4.43,4.43,88.59,88.59,31.69,21.67,17.38,27.36,32.25,34.3,470.28,460.71,1934.56,1970.49,5659.1,3010.47,8886.49,9083.82,6496.95,5517.58,3619.12,2689.56,3031.13,2713.58,2689.12,3005.91,2660.84,3002.65,2602.67,3453.57,5654.77,3.91,832.02,4168.73,3607.91,5736.2,5343.89,5569.42,5966.19,6199.36,3950.22,3558.79,3380.35,3348.87,21982.84,12427.7,312283.98,245515.55,239773.24
衍生金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收票据及应收账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2087227.34,0.0,1916242.76,1877508.6,1793096.74,1813402.27,1709209.21,1604876.92,1166457.47,1113582.62,979448.04
应收票据,1581.5,2817.91,2917.2,75526.44,59548.51,60473.63,65456.25,14335.03,50218.48,50084.07,107942.41,98698.33,101100.68,141466.1,110374.21,138193.98,129933.05,178413.5,162921.46,224034.54,191499.38,254475.38,307626.92,256875.69,256757.97,260716.43,265002.35,278486.16,353017.09,314162.94,252628.68,262699.28,335543.84,341473.82,410762.94,434095.54,418160.06,370067.9,423594.19,491779.2,435976.18,423411.06,434632.26,475217.77,477303.01,0.0,325467.6,510935.77,469452.41,352320.98
应收账款,125539.14,139081.35,175450.12,777608.11,866008.89,833189.79,917400.99,929726.48,943800.56,972225.59,1106297.02,989669.4,1011495.57,1138267.69,1115207.4,1170888.86,1269725.95,1406862.88,1481111.63,1424008.61,1373185.74,1504230.61,1500498.72,1499123.36,1491578.24,1513637.12,1608775.28,1703248.43,1733040.1,1776798.48,1751870.45,1769846.73,1623413.34,1626807.87,1545535.49,1729019.27,1801325.32,1748872.99,1670130.04,1595448.14,1517319.97,1492831.7,1442876.33,1317878.97,1336099.26,0.0,1279409.32,655521.7,644130.21,627127.06
预付款项,127290.56,141566.32,134927.44,528558.8,753487.03,832334.85,964073.03,861569.38,971132.46,1011029.4,1088407.32,790063.24,879549.16,879788.01,854474.61,751587.78,774038.68,765856.91,825520.16,572831.22,615752.52,594163.13,629823.82,578463.1,562311.12,537261.76,554837.58,471651.88,473132.71,431821.46,481691.57,421052.94,388982.17,400944.64,336376.45,329996.15,303467.14,266633.33,251758.22,251393.76,207314.97,188244.79,199527.58,229999.38,196831.42,146650.57,233426.82,191334.27,170771.79,214007.93
应收利息,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1368.15,1368.15,0.0,0.0,4668.93,3886.18,4011.37,1995.15,4132.94,1994.05,1620.06,1096.92,7637.85,3568.88,2627.53,1162.47,6174.09,3975.42,7186.4,5081.82,10162.0,7362.28,11962.99,6901.11,15396.43,15721.22,24222.89,22077.32,29720.69,22165.12,29547.61,26520.85,37315.95,31988.18,44134.1,38738.06,43392.6,39087.05,0.0,21627.92,29764.92,38968.57,37837.0
应收股利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,725.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,646.67,375.58,13.66,13.66,13.66,240.5,3.91,3.91,3.91,1372.74,0.0,0.0,522.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3732.66,0.0,0.0,0.0,659.7,659.7,659.7
其他应收款,9101.32,8524.1,7500.79,17583.81,24762.58,18652.63,29479.7,14683.85,22887.47,36414.19,58196.07,40442.48,44925.76,49794.8,43833.89,41972.93,50080.37,42864.44,51991.63,30926.41,36433.37,30675.58,39504.41,32569.34,39767.8,44354.09,42590.71,35296.02,33301.5,38634.59,40119.15,28241.46,29189.49,33746.07,40676.5,36629.63,22032.07,34911.99,33986.19,24514.04,29350.48,31581.77,30104.63,19337.68,25045.06,54794.92,48503.73,23121.9,0.0,38006.43
