报表日期,2007-03-31,2007-09-30,2007-12-31,2008-03-31,2008-12-31,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30
应收股利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20953.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9200.0,0.0,0.0,0.0,0.0,0.0,11730.0,0.0,0.0,0.0,2645.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2433.33,0.0,0.0
其他应收款,1631.93,1995.98,3505.82,21113.03,42258.74,12523.27,6411.91,9229.58,11637.5,30378.63,68190.26,212275.96,148865.78,33117.66,27340.47,27378.17,28336.96,8200.15,3583.82,4841.79,5433.71,5972.86,4594.54,8882.78,10565.78,8436.82,2552.47,5481.26,6584.55,5799.52,2347.31,3684.7,4465.25,5756.13,1967.96,4268.1,23316.78,23766.29,19134.68,2513.3,28010.79,24691.49,267749.47,0.0,22722.38,0.0
买入返售金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
存货,15564.02,41289.33,3708.6,7762.34,29266.42,16108.71,13232.37,18526.36,18123.58,12944.45,15680.84,22529.6,18138.72,23049.5,16730.28,18218.89,13340.66,10295.04,9784.06,8715.98,11314.34,9076.61,2491.53,11440.06,12126.38,10663.16,3735.08,10125.84,10801.03,8341.31,4874.31,4951.97,5447.7,5977.42,4519.53,4756.54,3599.54,3674.53,3333.53,3417.45,3370.2,3300.75,2323.03,2650.65,2820.21,2762.24
划分为持有待售的资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436394.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的非流动资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,2000.0,2000.0,2000.0,2000.0,750.0,0.0,6181.86,3250.0,3500.0,3500.0
待摊费用,77.41,236.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
待处理流动资产损益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他流动资产,0.0,0.0,143.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6386.88,0.0,0.0,0.0,38715.37,2206.81,30557.04,8824.8,17407.32,5254.92,11290.27,13933.66,9038.04,6112.29,4902.86,5623.81,12243.89,10682.99,6029.87,3919.47,51131.34,47686.15,40764.87,49761.9
流动资产合计,63623.55,166968.88,91319.29,257242.75,267076.36,347233.24,141401.36,248530.17,293292.36,396459.03,216719.73,501842.73,399121.61,281620.4,213290.43,281910.33,434056.55,454713.43,263745.98,474063.5,456038.85,525778.99,319303.68,539415.79,621554.18,499981.33,419680.21,470556.11,482740.62,406221.67,312920.91,403525.95,298479.34,380028.94,251435.55,458355.01,448584.27,517700.37,922981.73,569186.05,563362.09,653800.3,852544.64,989303.22,883889.49,807094.2
发放贷款及垫款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
可供出售金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83410.41,0.0,0.0,0.0,97657.41,98702.41,111302.41,111302.41,110257.41,110257.41,110257.41,110257.41,110657.41,111657.41,111657.41,111657.41,111657.41,135218.92,134965.39,134965.39,160594.43,160594.43,0.0,0.0
持有至到期投资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期应收款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21834.9,10190.11,10190.11,10190.11,30720.61,30727.84,48703.82,48807.33,36367.25,36378.81,38235.97,38249.96,38731.09,41321.37,37735.7,37296.66,37174.75,59578.59,15635.61,16488.22,10300.11,10550.11,10300.11,9550.11
长期股权投资,5578.02,5521.09,7811.35,7811.35,7811.35,27811.35,7811.35,17811.35,7811.35,8311.35,8311.35,72410.41,72410.41,72410.41,82410.41,82110.41,82410.41,275191.54,281861.54,281861.54,293211.54,306561.54,232360.48,317651.8,339505.8,356157.02,260552.59,262894.4,255573.26,264601.28,267972.25,263687.03,256474.36,263101.76,255722.61,250161.67,252068.45,251449.72,250761.15,248393.62,246715.21,247985.13,2754.63,2670.65,2576.41,2500.23
投资性房地产,0.0,0.0,0.0,5275.68,5067.47,4858.55,4788.91,4719.27,4649.63,4579.99,4510.35,4440.01,4369.67,4299.33,4228.98,4458.64,4088.3,4017.96,4250.5,4176.84,4103.18,4202.19,4123.12,4046.35,3969.58,3892.81,3816.04,3739.27,3662.5,3585.73,3508.96,3432.19,3355.42,3278.65,3202.71,3125.92,3049.13,2972.34,2895.55,2818.76,2741.97,2665.18,2588.39,2511.6,2434.81,2358.02
在建工程(合计),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3545374.75,0.0,0.0,0.0,3622215.92,3747929.04,3932882.37,4121516.85,4318110.99,0.0,0.0,0.0,0.0,4796228.23,4938306.06,0.0,4489331.74,4352246.31,3967400.86,2462491.65,2366420.5,1539696.53,1002753.76,884367.74
在建工程,2273840.35,2664287.64,2979805.44,3154009.59,3357202.06,3749917.96,2655770.32,2892108.94,2191046.0,1973250.67,2727221.71,3540633.39,3972345.58,4318838.24,4780711.31,5016195.29,5243541.6,4844898.56,4525189.56,4257757.95,3555605.48,3075369.33,3538033.95,3101982.5,3233752.81,3445613.08,3614770.73,3747922.79,3932791.78,4121293.08,4314068.32,4462877.22,4613428.38,4697002.32,4651243.48,4794611.68,4937080.41,5118369.09,4487606.55,4332434.66,3967400.86,2462491.65,2366075.75,0.0,1002410.89,0.0
工程物资,197673.86,235633.19,279739.44,308969.43,354188.8,427856.44,414666.75,436849.38,457162.85,485683.42,253448.99,325796.62,375441.1,392052.77,253.1,2127.95,3854.4,4689.7,131.11,1050.05,1649.39,972.66,7340.8,182.14,45.25,8065.48,7445.19,6.25,90.58,223.77,4042.67,2070.41,1071.94,1117.18,1618.02,1616.56,1225.65,852.72,1725.19,19811.66,0.0,0.0,344.75,0.0,342.87,0.0
固定资产及清理(合计),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9498265.7,0.0,0.0,0.0,10387738.48,10317837.98,10209699.93,10104397.72,10212063.05,0.0,0.0,0.0,0.0,10213360.19,10100095.8,0.0,10320559.99,10500897.61,11041385.54,12566279.42,12681198.05,13532871.16,14002874.85,14083913.13
固定资产净额,159611.99,223771.37,226881.88,215820.33,890810.01,1208765.69,2749795.08,2717837.14,3673254.24,4126662.44,4096282.42,4042885.39,3986702.86,3944686.76,4327086.29,4366975.16,4597340.15,5277339.73,6150215.14,6576332.36,7636498.59,8368013.63,9498265.7,10113063.88,10509834.92,10385376.48,10387738.48,10317837.64,10209699.93,10104385.76,10212063.05,10103761.27,10091320.5,10059173.54,10325992.11,10213360.1,10100095.8,9989142.8,10320559.99,10500894.31,11041384.35,12566279.42,12681198.05,0.0,14002873.42,0.0
固定资产清理,0.0,0.0,0.0,0.0,0.0,0.0,1.81,1.82,-0.12,-1.7,0.0,0.0,49.5,1.11,0.0,0.0,0.0,7154.73,0.0,0.0,9.12,16.52,0.0,0.26,0.26,0.41,0.0,0.34,0.0,11.96,0.0,0.0,0.0,0.98,0.0,0.09,0.0,0.0,0.0,3.3,1.19,0.0,0.0,0.0,1.43,0.0
生产性生物资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
公益性生物资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
油气资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
使用权资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
无形资产,327.72,271.82,245.18,218.66,139.1,557.76,544.91,515.85,1004.9,1238.94,1327.12,1358.99,1350.95,1318.47,6605.87,10331.05,10265.05,10199.91,11538.77,11429.17,11367.49,11320.5,186249.92,190730.52,189710.07,190226.23,294240.62,313781.83,332422.2,358746.87,386741.33,404696.71,434458.35,466458.27,515262.38,533646.7,535854.94,548288.88,575675.19,558579.24,604756.09,639058.48,692127.94,671488.29,683676.4,698555.89
开发支出,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
商誉,0.0,0.0,0.0,0.0,774.09,774.09,774.09,774.09,774.09,774.09,774.09,774.09,774.09,774.09,774.09,774.09,774.09,774.09,774.09,774.09,774.09,774.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期待摊费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.81,67.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.65,244.99,0.0,9.97,9.91,16.87,16.33,9.75,9.69,9.64,9.58,9.53,9.47,9.42,6130.17,5888.89,5858.08,5827.26,5796.45,5765.64,5955.55,5924.73,5893.92,5852.85,5822.04,5791.23,5760.42
递延所得税资产,0.0,0.0,0.0,636.86,636.86,649.24,5573.35,5573.35,3723.74,3723.74,772.72,772.72,772.72,770.89,127.25,427.25,127.25,127.25,965.36,120.46,965.36,965.36,791.68,5916.92,791.68,791.68,569.99,569.99,569.99,569.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279.14,279.14,0.0,0.0
其他非流动资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.77,5.77,7.13,7.13,7.13,7.13,7.13,7.13,12429.13,7.13,7.13,7.13,4396.51,10200.58,7766.91,8244.71,10187.44,17256.51,16790.17,17045.33,47072.94,57746.48,65283.05,74466.3,81240.82,90141.93,117564.46,112582.77,61883.96,60378.01,57725.86,27632.71
非流动资产合计,2637031.94,3129485.12,3494483.3,3692741.89,4616629.74,5421191.08,5839726.57,6076191.19,6339488.5,6604290.72,7092648.75,7989071.63,8414216.88,8735152.08,9202203.07,9483405.61,9942408.38,10424400.6,10974933.2,11133579.25,11504436.37,11768202.97,13584850.06,13743781.52,14287824.47,14400336.75,14701917.91,14786393.04,14902593.02,15021782.48,15345218.2,15404427.03,15565401.92,15661815.57,15955391.65,16013105.97,16049877.8,16140292.36,15875062.25,15953830.52,16137089.87,16188410.16,15984000.0,15986861.96,15906588.81,15853093.65
资产总计,2700655.48,3296453.99,3585802.59,3949984.64,4883706.1,5768424.32,5981127.94,6324721.36,6632780.86,7000749.75,7309368.48,8490914.35,8813338.5,9016772.47,9415493.51,9765315.94,10376464.93,10879114.03,11238679.17,11607642.75,11960475.22,12293981.95,13904153.74,14283197.31,14909378.64,14900318.08,15121598.12,15256949.15,15385333.64,15428004.15,15658139.11,15807952.98,15863881.26,16041844.51,16206827.2,16471460.98,16498462.07,16657992.73,16798043.98,16523016.57,16700451.96,16842210.46,16836544.64,16976165.18,16790478.31,16660187.85
短期借款,634000.0,603170.0,604600.0,774500.0,1249685.0,1365550.0,1373857.89,1152157.89,1058600.0,1082205.96,1202705.96,1670705.96,1435227.3,1390537.3,1689037.3,1226127.3,1037500.0,966243.01,468980.0,374980.0,425980.0,501000.0,513000.0,573000.0,434000.0,369000.0,241000.0,336000.0,555220.0,642220.0,1015557.26,986295.0,654890.0,1102627.0,471584.0,603600.0,1041900.0,1388150.0,1002950.0,1242950.0,1429590.0,1252050.0,974887.8,980087.8,1236587.8,528987.8
交易性金融负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付票据及应付账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44138.52,0.0,0.0,0.0,38625.67,26375.96,33989.89,27510.76,25476.91,0.0,0.0,0.0,0.0,27131.77,33229.65,0.0,17340.78,20650.32,20145.6,17194.76,13043.97,16346.49,28839.77,23241.34
应付票据,158395.08,204632.39,166329.79,92513.63,17449.06,0.0,0.0,0.0,5750.0,5750.0,0.0,0.0,0.0,22389.95,48145.41,25755.46,14000.0,16000.0,19900.0,16900.0,11312.52,10011.77,30840.03,3300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1826.76,6276.45,10694.91,10694.91,8868.15,4418.46,8363.91,5094.04,2500.0,0.0,0.0,0.0,0.0,0.0
应付账款,30220.71,31502.89,95528.17,13495.43,12442.61,6832.58,9221.93,8593.08,14149.55,14313.41,10215.22,19267.72,17459.23,24217.59,8433.34,14538.03,13425.75,12179.1,12592.0,8465.45,13393.53,7705.86,13298.49,10695.59,12391.88,12096.51,38625.67,26375.96,33989.89,27510.76,25476.91,18398.37,20179.37,16422.64,13035.71,16436.86,24361.51,23588.65,8976.88,15556.28,17645.6,0.0,13043.97,0.0,28839.77,23241.34
预收款项,0.0,0.0,0.0,0.0,451.03,177.63,469.51,743.59,531.76,596.7,1567.61,1267.68,1107.27,1471.34,1396.69,1293.8,1314.06,1786.31,706.13,506.65,287.66,1003.09,675.46,589.76,364.45,932.46,588.58,428.26,210.53,1147.39,662.6,2404.1,197.44,897.02,653.39,1670.55,189.17,195.9,155.66,182.49,132.5,38.43,9.47,8.36,7.24,61.38
应付手续费及佣金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付职工薪酬,2607.06,2045.4,4245.71,5206.57,4720.38,5452.3,4928.42,5433.48,5828.56,5134.1,4890.1,5281.51,4870.64,4885.87,623.18,810.78,724.42,836.12,754.33,1040.77,846.06,940.87,768.5,1043.11,865.29,1031.71,1047.81,1346.7,1398.06,1407.58,1745.37,2108.34,1802.7,1958.4,1898.49,2185.98,1913.36,2080.2,2635.26,2893.31,2531.97,2259.96,3701.98,4122.44,3708.08,4158.51
应交税费,1768.43,4988.95,4006.57,5610.12,2496.36,21791.6,21481.78,18982.23,35229.61,60599.56,25403.92,22642.65,37997.15,55139.82,11512.66,3579.17,14664.66,39682.55,11909.3,16641.31,46427.19,30217.71,34150.2,69394.78,49732.41,38944.21,53731.82,68448.18,46094.57,26231.04,32036.51,37614.05,21878.32,44414.28,41916.74,48256.89,37995.3,32692.42,62237.76,39744.17,36528.84,59268.22,35468.98,61595.25,58197.13,32643.3
其他应付款(合计),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1654698.81,0.0,0.0,0.0,1967193.54,1806532.37,1732964.16,1414296.28,1316951.22,0.0,0.0,0.0,0.0,1135253.98,1096602.85,0.0,947425.04,941736.62,978182.95,972606.77,929304.41,1020707.37,1027961.17,1029204.35
应付利息,0.0,192.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13892.93,13978.58,255.54,343.66,3049.4,718.44,13499.24,8291.41,23431.42,18770.73,39661.76,21541.08,45686.62,5523.96,9678.98,16342.68,42384.12,5608.12,30108.9,5613.06,34349.26,3424.77,37726.53,3110.06,37237.37,43059.22,34185.16,43530.69,35077.45,40409.52,27732.9,29085.26,28198.75,33334.78,24773.26,20915.86
应付股利,0.0,2060.4,2060.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55477.6,0.0,0.0,0.0,221087.26,0.0,9845.79,0.0,0.0,0.0,376663.7,333814.71,324317.71,86235.67,34.89,34.89,208152.58,34.89,75.68,75.68,16009.32,109.32,5074.39,5074.39,5074.39,5114.39,5114.39,5073.6,37113.6,9150.23
其他应付款,53827.08,72714.91,85541.99,140959.96,173102.17,166957.74,189115.1,184374.65,189956.48,193523.43,207163.18,247522.17,272494.3,272394.75,220928.32,235213.85,222638.61,215373.82,267477.12,219962.47,220962.16,214939.83,1599166.39,1454373.33,1732931.6,1647585.8,1548145.72,1467109.54,1378537.55,1322447.55,1282567.07,1200583.24,1186341.39,1135899.98,1185546.72,1092119.08,1046408.36,1021581.19,907273.2,896252.71,945375.67,0.0,895991.27,0.0,966074.31,0.0
预提费用,630.0,1465.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内的递延收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付短期债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的非流动负债,33000.0,13000.0,34000.0,24000.0,48000.0,10000.0,62500.0,62500.0,62500.0,37000.0,214160.62,172393.35,134815.58,180193.35,261120.59,251120.59,244520.59,244520.59,367051.67,367051.67,408665.94,408665.94,819056.26,1808203.39,814397.0,813697.0,1114865.87,823947.0,1039634.95,872101.22,789567.39,726857.83,630800.74,787031.37,754090.34,578911.13,697366.4,511047.49,623056.07,620194.78,1089054.7,1063699.21,1769497.57,1250357.36,604665.3,518776.8
