报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30
一、营业总收入,27825000.0,56683000.0,87521800.0,120484300.0,33201000.0,73478300.0,114739700.0,145210100.0,22858500.0,53402500.0,89344800.0,134505200.0,43820900.0,93652300.0,142762200.0,191318200.0,58884200.0,123327200.0,187510200.0,250568300.0,67136500.0,134807200.0,202476600.0,278604500.0,69557100.0,141524400.0,213992400.0,288031100.0,64106500.0,135617200.0,211564800.0,282591400.0,47824100.0,104036200.0,153683700.0,201888300.0,41379000.0,87922000.0,136394500.0,193091100.0,58218500.0,116583700.0,174495500.0,236019300.0,62125100.0,130025200.0,207297000.0,289117900.0,71757900.0,149899600.0,223330500.0,296619300.0,55550200.0,103424600.0,155461700.0
营业收入,27296400.0,56683000.0,87521800.0,120484300.0,33201000.0,73478300.0,114739700.0,145210100.0,22858500.0,53402500.0,89344800.0,134505200.0,43820900.0,93652300.0,142762200.0,191318200.0,58884200.0,123327200.0,187510200.0,250568300.0,67136500.0,134807200.0,202476600.0,278604500.0,69557100.0,141524400.0,213992400.0,288031100.0,64106500.0,135617200.0,211564800.0,282591400.0,47824100.0,104036200.0,153683700.0,201888300.0,41379000.0,87922000.0,136394500.0,193091100.0,58218500.0,116583700.0,174495500.0,236019300.0,62125100.0,130025200.0,207297000.0,289117900.0,71757900.0,149899600.0,223330500.0,296619300.0,55550200.0,103424600.0,155461700.0
二、营业总成本,25125900.0,51570600.0,80454100.0,112924600.0,33622000.0,76320000.0,117951900.0,148311600.0,21434400.0,49143600.0,82952300.0,126807400.0,41839300.0,89107100.0,135185700.0,181732200.0,56014200.0,118016200.0,179516600.0,239698500.0,65287900.0,131530600.0,196717000.0,269986500.0,67139000.0,137319600.0,206831700.0,278853500.0,62116300.0,131151800.0,204865900.0,276441900.0,47658900.0,100565000.0,149813600.0,197611000.0,40281000.0,85044900.0,131989900.0,188259800.0,55823300.0,113066400.0,169479700.0,229511300.0,59406300.0,123981300.0,198944400.0,279899700.0,69315200.0,144927000.0,217223700.0,287637700.0,58310700.0,105402800.0,155344400.0
营业成本,22823200.0,46510500.0,72763700.0,101296100.0,29551000.0,67967800.0,106002900.0,132678300.0,16644400.0,38932500.0,66711300.0,103581500.0,35837900.0,76703200.0,116132400.0,153713100.0,48734600.0,102987500.0,156432600.0,209319900.0,57479800.0,115243100.0,172471100.0,237223500.0,59005500.0,121355000.0,182743700.0,245704100.0,54034000.0,114804900.0,180372900.0,242901700.0,38528100.0,81973300.0,121705600.0,159277100.0,31328900.0,66519300.0,104220800.0,149216500.0,46631800.0,94260200.0,140555600.0,189039800.0,50127800.0,105071900.0,169668000.0,240101200.0,59641200.0,126309300.0,188108300.0,248885200.0,49927400.0,87616500.0,126832900.0
营业税金及附加,631300.0,1414400.0,2301400.0,3430400.0,1373700.0,2845100.0,4716100.0,5679900.0,2835800.0,6151800.0,9691100.0,13288400.0,3629100.0,7541000.0,11508900.0,15718900.0,4393700.0,9328500.0,14198200.0,18994900.0,4741500.0,9526700.0,14056000.0,18848300.0,4802200.0,9445100.0,14239800.0,19067200.0,4613600.0,9376700.0,14195000.0,19120200.0,5883000.0,11988600.0,17926000.0,23634300.0,5509900.0,11283100.0,17107300.0,23200600.0,5816900.0,11629700.0,17632900.0,23529200.0,5771900.0,11872100.0,18354500.0,24649800.0,6045900.0,12024600.0,18193100.0,24253500.0,4969100.0,10784300.0,17187700.0
销售费用,455000.0,950000.0,1461400.0,2256400.0,563200.0,1188500.0,1810900.0,2496700.0,550900.0,1205500.0,1998400.0,2763500.0,691000.0,1417800.0,2219400.0,3198100.0,810800.0,1665000.0,2690800.0,3839900.0,930100.0,1892200.0,2975600.0,4029900.0,1041000.0,2081100.0,3217200.0,4435900.0,1072000.0,2206000.0,3373200.0,4627400.0,1096100.0,2237900.0,3415000.0,4687200.0,1185800.0,2357200.0,3571500.0,4955000.0,1242900.0,2595500.0,4012800.0,5605500.0,1368800.0,2766100.0,4271800.0,5939600.0,1474800.0,2974000.0,4576100.0,6351600.0,1465300.0,2948300.0,4538900.0
管理费用,829500.0,1700900.0,2550800.0,3596400.0,911000.0,1872100.0,2893900.0,4091700.0,956500.0,2008700.0,3296800.0,4672600.0,1206000.0,2431400.0,3825600.0,5777400.0,1447700.0,2850200.0,4483900.0,6308300.0,1416700.0,2922300.0,4418400.0,6559000.0,1680400.0,3337500.0,5145200.0,7357200.0,1682200.0,3443900.0,5129100.0,7050000.0,1684600.0,3427100.0,5210200.0,7188100.0,1853900.0,3841600.0,5671100.0,7415500.0,1791100.0,3590300.0,5698900.0,7892800.0,1870600.0,3390800.0,5272500.0,7339000.0,1548500.0,2703900.0,4311800.0,6211200.0,1412800.0,3102100.0,4694300.0
财务费用,145700.0,269600.0,408800.0,489000.0,76500.0,365800.0,670600.0,872300.0,228100.0,388100.0,573500.0,701600.0,143300.0,364900.0,528500.0,684700.0,187400.0,348600.0,494600.0,654400.0,261300.0,553300.0,828400.0,981900.0,251100.0,329200.0,546300.0,627400.0,418800.0,653900.0,853900.0,961800.0,240900.0,314500.0,773000.0,901700.0,182600.0,428400.0,544700.0,661100.0,82700.0,128900.0,179000.0,156000.0,45500.0,26300.0,63200.0,-100100.0,233000.0,516300.0,779000.0,996700.0,201000.0,521500.0,734900.0
资产减值损失,0.0,153500.0,159300.0,745800.0,901200.0,1607900.0,1195200.0,1661700.0,-3800.0,17800.0,59900.0,745300.0,48000.0,74100.0,218700.0,1544500.0,102700.0,271200.0,284100.0,581100.0,42500.0,704800.0,751800.0,790600.0,-1200.0,7300.0,3400.0,404400.0,-4900.0,111200.0,113000.0,683900.0,-51300.0,20500.0,32700.0,876700.0,4700.0,142300.0,152800.0,1707600.0,30300.0,407600.0,709000.0,2179100.0,-1300.0,13700.0,72800.0,1160500.0,-13600.0,0.0,0.0,0.0,0.0,0.0,0.0
公允价值变动收益,0.0,-89700.0,-152300.0,-321100.0,299600.0,295600.0,375300.0,396900.0,-5100.0,-38900.0,-40900.0,-36500.0,17000.0,54000.0,54000.0,-17900.0,-11800.0,30500.0,27400.0,142300.0,-53900.0,51000.0,117500.0,20600.0,-162700.0,73700.0,156700.0,216700.0,-143300.0,-207400.0,-203200.0,-415100.0,-25900.0,11100.0,-2500.0,73500.0,-200.0,11300.0,-11700.0,-21600.0,0.0,36900.0,53100.0,-1300.0,12600.0,-45000.0,47600.0,265600.0,-222600.0,-30600.0,-142600.0,-351100.0,834200.0,11000.0,173800.0
投资收益,117500.0,281700.0,411700.0,575600.0,77900.0,167700.0,212500.0,98000.0,56400.0,179900.0,271400.0,358900.0,102600.0,199400.0,296900.0,567100.0,149300.0,282200.0,399200.0,418600.0,67800.0,23200.0,63500.0,154000.0,54900.0,90800.0,153800.0,251000.0,85400.0,225200.0,625200.0,813700.0,106500.0,446100.0,465000.0,857300.0,133600.0,539400.0,725300.0,3077900.0,394400.0,815200.0,1202000.0,1906000.0,335500.0,588400.0,970300.0,1142800.0,128500.0,277400.0,647500.0,1262800.0,15300.0,563100.0,4205100.0
其中:对联营企业和合营企业的投资收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
汇兑收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三、营业利润,2816600.0,5304400.0,7327100.0,7814200.0,-43500.0,-2378400.0,-2624400.0,-2606600.0,1475400.0,4399900.0,6623000.0,8020200.0,2101200.0,4798600.0,7927400.0,10135200.0,3007500.0,5623700.0,8420200.0,10096600.0,1862500.0,3350800.0,5940600.0,8792600.0,2310300.0,4369300.0,7471200.0,9645300.0,1932300.0,4483200.0,7120900.0,6548100.0,245800.0,3928400.0,4332600.0,5208100.0,1231400.0,3427800.0,5118200.0,7887600.0,2789600.0,4501500.0,6532200.0,8696500.0,3149000.0,6794000.0,9725700.0,10147400.0,2418300.0,4917800.0,6852400.0,9002500.0,-2830500.0,-2772300.0,3772200.0
加:营业外收入,6200.0,16900.0,30200.0,682800.0,745200.0,3376500.0,4569300.0,5139100.0,15400.0,42400.0,56900.0,127500.0,41600.0,66600.0,108400.0,210800.0,13600.0,110800.0,155100.0,341100.0,17900.0,136200.0,212200.0,457300.0,35000.0,115700.0,184500.0,348100.0,44500.0,137100.0,220700.0,471000.0,87600.0,186500.0,328200.0,694500.0,37100.0,135700.0,227600.0,496400.0,41600.0,83300.0,120600.0,131700.0,37800.0,63000.0,90000.0,207000.0,24300.0,68500.0,105100.0,259800.0,21500.0,68300.0,118000.0
减：营业外支出,17800.0,74900.0,98600.0,205900.0,18300.0,46500.0,71500.0,109900.0,20100.0,65500.0,88200.0,140100.0,17000.0,31700.0,62000.0,128200.0,20900.0,59000.0,92300.0,173900.0,26300.0,58700.0,96400.0,239200.0,44700.0,87800.0,148600.0,295200.0,46800.0,160100.0,218900.0,371000.0,40400.0,93300.0,159500.0,306700.0,47900.0,87500.0,152300.0,396300.0,33200.0,81600.0,170300.0,170900.0,35300.0,70300.0,145500.0,304200.0,41600.0,76700.0,124300.0,260700.0,47100.0,97200.0,187600.0
其中：非流动资产处置损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
