报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30
一、营业总收入,83900.63,178401.47,278045.16,409432.27,90527.53,184728.02,277893.28,386735.54,87548.71,179361.4,285535.94,409764.99,93593.54,197806.59,313787.9,435572.09,112835.85,236860.17,364440.4,531508.46,119373.52,268727.64,436994.31,653382.34,153598.5,345837.81,572922.89,852003.73,200781.74,445017.68,743863.43,1114491.38,261926.26,569497.71,919232.74,1334990.48,307383.45,926779.46,1776532.55,2770970.91,777361.31,1687727.85,2702185.52,3907104.09,1011175.29,2244364.96,3442476.43,4830578.59,1222032.36,2287388.11,3795462.92
营业收入,83900.63,178401.47,278045.16,409432.27,90527.53,184728.02,277893.28,386735.54,87548.71,179361.4,285535.94,409764.99,93593.54,197806.59,313787.9,435572.09,112835.85,236860.17,364440.4,531508.46,119373.52,268727.64,436994.31,653382.34,153598.5,345837.81,572922.89,852003.73,200781.74,445017.68,743863.43,1114491.38,261926.26,569497.71,919232.74,1334990.48,307383.45,926779.46,1776532.55,2770970.91,777361.31,1687727.85,2702185.52,3907104.09,1011175.29,2244364.96,3442476.43,4830578.59,1222032.36,2287388.11,3795462.92
二、营业总成本,83408.07,177698.49,277478.57,408894.0,92241.5,186369.93,279212.61,388016.7,87061.13,179351.16,287974.03,414748.96,93573.79,197877.02,314220.39,436428.09,112384.94,236327.03,362984.0,529236.06,118159.24,267442.74,432562.11,646189.37,151970.07,342974.56,565115.94,837462.92,198076.93,439320.84,734303.15,1099906.54,258962.67,563275.26,908868.33,1317317.12,306435.48,918916.49,1741942.92,2737598.63,735866.49,1605379.38,2569832.22,3762801.95,975045.27,2151722.54,3285984.88,4626632.95,1179920.38,2184758.06,3629280.7
营业成本,78593.79,167718.61,260534.73,381736.56,85694.03,172914.32,259214.09,358378.39,81671.85,168430.79,270349.83,391453.05,89832.62,190442.53,302722.43,419216.16,108676.55,228143.17,349642.38,509234.96,114244.96,257646.41,418750.77,624607.26,146359.62,330137.47,546739.42,811962.58,190938.44,425202.52,711697.14,1063497.69,249737.27,542535.85,878682.71,1274557.81,295385.79,805264.66,1463622.05,2252518.25,593893.95,1297758.38,2081820.74,3048663.95,795277.53,1760631.39,2693146.04,3804754.28,980189.36,1773479.5,2989794.13
营业税金及附加,194.36,347.47,682.18,1495.21,235.91,415.68,1100.31,1709.97,416.24,802.92,1483.43,1869.98,364.4,574.14,758.76,1120.15,190.37,434.14,670.06,1189.71,276.03,465.38,713.78,1034.41,165.96,383.02,654.98,806.7,186.47,450.13,734.11,1180.01,305.46,888.73,1186.04,1536.76,276.21,3992.56,8833.2,16998.16,5284.86,9439.41,13812.9,17982.63,5451.1,12388.68,17503.81,23683.86,4567.31,10490.36,13950.1
销售费用,2710.63,5872.39,8736.94,10302.77,3010.98,6019.8,9155.53,11125.85,2517.41,4556.87,6399.39,8209.03,1289.52,2556.44,3954.25,5806.57,1460.53,2832.73,4690.66,6743.37,1759.14,3260.86,5157.27,8590.37,2652.62,4957.18,7076.43,10434.71,2928.45,6093.62,9099.88,12807.72,4255.23,9010.34,13210.58,17945.93,5646.7,48539.41,114676.27,185772.51,54854.72,122302.2,190495.66,271208.96,71828.06,158144.9,234209.38,308471.53,82257.5,174085.62,249086.4
管理费用,1084.08,2247.93,4413.61,8116.46,1316.35,3622.75,5035.01,7247.92,1740.57,3061.21,4450.28,7121.93,1087.69,2493.56,3639.92,4580.53,1032.34,2605.49,4051.95,5247.56,1040.19,2949.69,4143.13,5878.85,1890.72,4270.92,6145.99,7952.35,2357.21,4728.21,7628.89,11813.19,3269.67,6484.04,10126.32,15575.89,4368.69,58460.53,147571.91,259932.21,75681.53,159828.81,256190.94,370062.06,95403.45,192209.96,50358.62,68619.45,18163.39,36797.59,56642.38
财务费用,840.82,1568.54,2701.6,4058.77,1259.69,2610.98,4055.26,4999.42,746.75,1652.96,2567.9,2787.18,998.21,1767.46,2645.45,2870.3,1025.34,1828.84,2775.07,3298.96,899.62,2018.55,2776.02,3364.27,901.15,2031.47,3315.3,5119.38,1590.54,3127.99,5410.75,7256.62,1354.79,3374.81,4636.11,5147.6,727.54,1741.68,4025.6,-128.97,3127.19,4030.35,9578.91,11905.33,1838.64,11410.27,24429.61,39741.29,-182.47,7726.31,35312.5
研发费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242139.53,332266.42,90257.75,182178.68,284495.18
资产减值损失,-15.61,-56.45,409.51,3184.24,724.53,786.4,652.41,4555.15,-31.69,846.41,2723.2,3307.78,1.35,42.89,499.59,2834.38,-0.19,482.67,1153.88,3521.51,-60.69,1101.84,1021.14,2714.22,0.0,1194.49,1183.81,1187.21,75.82,-281.63,-267.62,3351.32,40.25,981.49,1026.58,2553.14,30.55,917.65,3213.89,22506.45,3024.24,12020.24,17933.07,42979.01,5246.48,16937.34,24197.89,49096.12,4667.54,0.0,0.0
