报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31
一、营业总收入,6355.34,13414.09,21218.14,28948.18,8708.69,19864.23,30525.26,40137.3,12330.84,27074.5,40980.67,53788.16,20630.78,43472.21,65538.5,88390.1,31020.22,60934.68,88500.55,117051.61,32595.25,67584.59,100373.5,131221.19,36198.42,74652.84,113127.66,142432.33,46364.64,93585.71,136475.85,168180.23,53567.2,109173.88,163349.55,210373.73,72693.64,142846.82,199948.8,263259.47,90186.46,186132.18,269251.07,354156.27,104154.81,222316.19,318043.75,418339.16,120117.84,250162.26,355632.11,463593.47,139096.46,342072.77,484820.82,672568.73,166155.15
营业收入,6355.34,13414.09,21218.14,28948.18,8708.69,19864.23,30525.26,40137.3,12330.84,27074.5,40980.67,53788.16,20630.78,43472.21,65538.5,88390.1,31020.22,60934.68,88500.55,117051.61,32595.25,67584.59,100373.5,131221.19,36198.42,74652.84,113127.66,142432.33,46364.64,93585.71,136475.85,168180.23,53567.2,109173.88,163349.55,210373.73,72693.64,142846.82,199948.8,263259.47,90186.46,186132.18,269251.07,354156.27,104154.81,222316.19,318043.75,418339.16,120117.84,250162.26,355632.11,463593.47,139096.46,342072.77,484820.82,672568.73,166155.15
二、营业总成本,5409.08,11231.36,17247.9,23967.15,7163.57,15975.2,24693.17,32647.12,9879.86,21696.65,32386.61,42634.62,16537.51,34759.55,53389.05,71365.26,24561.89,47868.77,72555.47,95280.94,25456.09,53000.27,80162.69,105297.0,28443.76,58171.02,90969.8,117153.66,36727.25,73639.95,109534.4,139742.23,41776.3,83266.29,129107.29,173062.26,56521.54,108182.98,154313.1,211481.75,69856.99,143157.84,211156.23,294599.03,79820.26,169409.43,248237.54,347662.32,93035.69,189067.37,275389.42,384448.61,95796.01,223348.59,324342.19,488766.4,113378.96
营业成本,4469.66,9338.01,14498.98,20203.41,6053.48,13802.82,21556.36,28347.28,8113.43,16772.53,25395.89,33265.21,12867.48,26752.64,40710.96,57238.28,20242.7,38245.02,57302.51,75485.38,20464.81,41296.72,60810.56,82292.93,22200.34,43997.13,67347.91,88745.17,27687.06,55207.73,80542.31,100941.08,31122.28,64016.75,97209.09,126601.71,42952.99,84509.09,119837.11,161399.53,52729.12,108320.41,157647.15,213687.36,60815.82,132865.99,190298.55,251734.83,70737.3,145919.46,206541.09,267918.34,65204.62,146500.52,213189.83,318254.44,79981.79
营业税金及附加,51.8,85.81,134.81,190.0,65.25,129.28,153.75,233.86,102.96,215.78,328.93,411.04,152.52,307.68,410.15,449.74,259.56,447.47,635.82,833.74,323.5,552.06,780.83,993.17,392.61,608.85,843.65,976.96,502.4,861.22,1184.13,1304.13,601.45,1234.4,1592.53,1938.95,787.39,1286.84,1750.59,3174.2,1019.4,2093.33,2660.45,3493.06,1274.83,2458.07,3246.98,4017.56,1131.83,1980.75,2860.66,4430.08,771.99,2429.53,3515.58,6197.37,1514.61
销售费用,246.0,592.15,810.18,1065.33,369.1,671.35,1156.99,1729.54,523.41,1679.33,2441.91,3410.01,843.86,2206.22,3615.35,5367.67,1157.78,3192.99,4943.78,8352.08,1612.44,3930.07,7076.26,9622.0,1971.34,5075.64,9266.21,12397.46,2917.63,6327.39,10878.53,14843.77,2567.42,5883.12,10824.05,16931.02,3216.01,7634.97,12218.35,20279.09,7419.42,16781.24,25529.59,39976.93,8861.2,19305.77,31329.69,53680.38,11065.93,23460.42,37957.59,63008.88,15840.39,39951.13,53147.6,75406.19,19466.26
管理费用,421.36,880.49,1314.03,1834.77,437.27,1056.76,1499.84,2270.43,932.62,2721.76,3777.92,5156.42,2222.95,4809.95,7909.29,7620.86,2574.46,5649.81,8795.25,10693.55,2620.45,6560.06,10849.14,12358.58,3698.08,8320.96,13052.97,14548.46,4536.73,9732.6,15207.42,21594.23,6373.65,10212.99,17441.97,26884.32,7267.9,13025.4,18828.86,27486.47,6486.44,12410.16,21975.8,34602.31,6482.05,13810.07,17787.79,24696.5,6237.81,12458.87,18834.07,26617.7,8411.44,17728.63,25033.92,35966.73,7507.01
财务费用,119.77,260.05,395.89,542.34,129.09,199.0,201.16,23.19,-18.28,-69.23,-7.63,60.87,50.26,119.93,189.66,276.61,-24.46,-189.81,-151.6,-263.44,-23.44,-339.87,-389.82,-636.74,-586.9,-607.95,-598.74,-142.77,-61.18,-166.05,-203.89,-285.8,-108.19,-223.39,-43.84,284.76,312.21,-210.78,-659.64,-1779.67,-164.8,-147.76,141.61,1183.5,1150.12,-1583.46,-3346.99,-3041.67,506.22,-458.7,-1752.16,-1033.15,-1100.7,-1439.51,3650.69,12789.99,-2313.13
研发费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6615.06,15212.05,2163.97,5706.57,10948.17,23506.76,6668.26,18178.29,25804.58,40151.68,7222.42
资产减值损失,100.49,74.85,94.01,131.29,109.38,115.98,125.07,42.82,225.73,376.48,449.6,331.07,400.44,563.13,553.64,412.09,351.84,523.3,325.22,179.64,458.33,1001.23,1035.71,667.05,768.29,776.39,1057.81,628.38,1144.62,1677.06,1925.91,1344.82,1219.69,2142.42,2083.49,421.5,1985.04,1937.47,2337.82,922.13,2367.41,3700.47,3201.62,1655.86,1236.25,2552.99,2306.46,1362.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
