报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31
一、营业总收入,403742.11,907416.0,1507733.44,2184457.5,660211.3,1287402.26,1963511.18,2600998.65,615706.41,1296898.75,2066634.82,2835134.71,812077.11,1657677.38,2652280.28,3674933.52,840020.3,1525911.61,2617492.94,3761547.11,986158.36,1975027.21,2905814.72,3970454.82,970815.18,2030654.16,3250139.4,4495045.83,1024249.39,2104311.63,3315391.19,4569572.87,993149.2,2035434.84,3220483.96,4469666.76,1273988.45,2552867.93,3836282.12,5184506.17,1222820.99,2404523.19,3733936.32,5057832.63,1205993.82,2373211.16,3665429.13,4893188.2,1197430.63,2545548.89,4199434.02,6034830.57,1759164.99,3637340.34,5576369.76,7393519.33,1831777.17
营业收入,403742.11,907416.0,1507733.44,2184457.5,660211.3,1287402.26,1963511.18,2600998.65,615706.41,1296898.75,2066634.82,2835134.71,812077.11,1657677.38,2652280.28,3674933.52,840020.3,1525911.61,2617492.94,3761547.11,986158.36,1975027.21,2905814.72,3970454.82,970815.18,2030654.16,3250139.4,4495045.83,1024249.39,2104311.63,3315391.19,4569572.87,993149.2,2035434.84,3220483.96,4469666.76,1273988.45,2552722.78,3835295.22,5182236.6,1221189.67,2399716.28,3727014.92,5044733.6,1199443.2,2362138.93,3651623.67,4876740.34,1196030.06,2543359.42,4196847.9,6030973.18,1758163.01,3634755.76,5572663.88,7386264.35,1828421.2
二、营业总成本,357902.39,873561.44,1449060.02,2107989.62,643597.4,1247680.65,1895846.2,2503173.7,590750.74,1244067.37,1975560.26,2710882.5,780407.55,1592800.92,2543939.7,3521971.99,806390.43,1521832.89,2587533.63,3696183.51,963232.34,1924364.24,2636136.53,3612500.66,874218.82,1813014.78,2893288.27,4010605.63,896857.93,1842239.36,2927848.27,4073717.28,880098.82,1790284.37,2832945.48,3944270.08,1137704.62,2281066.46,3428487.63,4638689.2,1113555.5,2162580.73,3327794.32,4518293.28,1072382.73,2083231.08,3215721.96,4296445.33,1046674.82,2258381.4,3717665.68,5352528.82,1559897.08,3225582.65,4927156.65,6566329.61,1642290.64
营业成本,0.0,815641.87,1357093.96,1991501.82,609614.15,1182742.49,1790810.85,2362543.23,542225.05,1153766.55,1847486.32,2557801.91,729952.5,1500847.7,2413719.75,3348159.99,759291.7,1407761.33,2428415.86,3487507.34,907855.2,1819542.43,2378478.36,3256362.6,784023.22,1621730.0,2597252.89,3621616.88,797497.59,1645566.13,2623570.84,3658874.41,786192.62,1597769.52,2533671.58,3541334.85,1042362.68,2093273.48,3136438.83,4243954.04,1014936.95,1953417.2,3003161.12,4090713.22,962903.01,1857579.26,2874514.63,3832364.5,944882.96,2047404.55,3379458.75,4897678.29,1459921.2,3018206.27,4594565.56,6111400.77,1531129.6
营业税金及附加,1306.54,2477.72,3575.58,4684.72,1133.51,2301.36,4155.53,5517.83,1790.45,3040.87,4844.6,6067.0,1614.05,2808.52,5358.96,7186.34,2216.78,3983.43,7057.34,9506.21,3277.69,5929.12,15201.31,20402.17,4137.6,8664.44,14453.07,18997.16,4318.12,8710.31,13879.66,18948.12,4273.47,8949.89,14207.33,19026.95,5385.37,9991.76,14314.13,31226.21,7997.35,15949.86,26248.81,34590.97,8066.92,17377.53,26458.59,34344.22,6609.54,13443.17,22417.78,29712.9,8392.13,16520.91,26916.56,34064.04,8587.25
销售费用,22675.55,45417.46,70583.58,85695.73,26281.41,47809.83,72024.8,98895.12,38502.75,68718.78,98200.17,109992.57,37023.53,65805.29,94313.07,121870.91,31979.17,79110.48,109413.39,141812.96,36465.8,71447.5,157097.46,204486.16,54988.82,115805.31,177281.22,236413.67,53209.13,118270.79,182995.17,247418.05,50304.68,110614.48,172634.65,229889.21,56701.9,109915.44,170525.97,227168.2,55940.5,116724.36,183215.54,240208.96,59581.95,126683.03,195141.44,263224.83,64731.26,135099.82,208431.84,270593.04,59621.33,125273.35,197658.47,266081.62,68482.13
管理费用,5165.04,10631.96,17862.99,27064.29,6627.01,14461.4,22806.96,34015.65,7853.45,17371.0,26100.85,36873.4,10933.69,23188.13,33049.52,48232.03,13654.7,29769.29,41476.81,55540.42,16518.4,29202.23,83665.06,131092.4,31249.92,65173.36,104681.54,135313.14,34331.4,69452.16,111819.6,151531.27,35780.06,72500.19,108202.85,143498.21,31296.79,63186.63,96326.66,120664.14,27224.82,55374.67,83899.4,112833.69,25881.86,53361.08,79369.83,112929.16,25680.81,53416.67,87684.38,130800.13,27764.16,56415.32,97402.44,139226.35,30468.1
财务费用,-77.31,-413.57,-463.19,-679.47,-119.19,-590.37,-771.16,-1426.43,342.68,178.65,-1636.56,-1974.13,-973.41,-1193.6,-3114.43,-3761.23,-565.8,74.32,-13.37,-394.95,-1344.86,-2419.84,849.38,1036.32,-2338.71,-3501.02,-3935.0,-4390.45,-413.45,-3648.32,-3723.88,-3946.85,-367.39,-1127.21,612.11,-378.62,-506.56,-1350.3,-1158.05,-1776.34,1481.37,4277.48,6298.21,5512.03,1309.37,2707.51,5029.29,5532.25,1470.27,4207.66,10256.48,9744.72,1716.62,3922.25,2085.56,3251.32,639.51
资产减值损失,-39.47,-194.0,407.11,-277.47,60.52,955.95,6819.22,3628.3,36.37,991.52,564.88,2121.74,1857.19,1344.88,612.83,283.97,-186.12,1134.05,1183.61,2211.54,460.12,662.81,844.96,-878.99,2157.97,5142.7,3554.54,2655.23,7915.14,3888.3,-693.12,892.29,3915.38,1577.5,3616.95,10899.48,2464.43,6049.45,11995.15,17293.42,5834.74,16414.89,24210.27,33147.78,14109.94,24364.59,28855.72,38504.02,1577.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
公允价值变动收益,1.1,0.0,0.0,0.0,0.0,1.78,-2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1266.27,3023.78,2903.13,5446.52,1391.62,2787.96,1182.55,-893.09,-3372.07,-466.25,2925.15
