报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30
投资收益,0.0,153.56,-436.73,-2400.94,-309.53,-773.41,-1512.05,-863.33,-1058.49,836.63,2912.6,2412.41,632.81,1176.92,3769.98,9162.14,960.26,5536.08,9162.89,14160.1,2042.59,7618.37,11312.6,17966.52,884.26,6732.52,12085.72,22655.84,1813.16,4646.83,12944.77,21202.6,4128.91,5375.29,11278.39,19183.65,1496.59,13865.28,14910.62,24453.47,1143.71,3582.04,3494.43,18571.35,5397.41,14326.34,13084.7,24594.7,7156.91,15062.34,19285.81,37793.6,5426.63,11344.32
其中:对联营企业和合营企业的投资收益,0.0,153.56,-436.73,-2400.94,-309.53,-773.41,-1498.11,-846.02,-1058.49,836.63,2712.95,2349.6,632.81,1176.92,3769.98,9161.71,473.03,3709.62,7336.44,12207.93,2051.99,7342.18,10436.41,17090.32,884.26,6544.62,10797.82,21317.45,1813.16,4400.75,11969.15,22489.97,1799.3,3045.68,8769.69,16561.15,841.93,14281.72,15145.76,24635.18,1388.81,2812.43,2631.89,17743.03,4981.31,7623.72,4151.4,13255.74,4553.55,10133.67,11285.82,20380.24,3902.72,7233.45
汇兑收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.89,86.18,111.21,16.47,40.8,69.21,87.23,7.9,41.36
三、营业利润,23862.72,48578.45,86101.46,242455.07,49051.72,82450.85,114049.37,154172.6,39389.95,85358.17,139631.29,165264.59,51721.02,112742.13,190568.41,275589.59,70141.73,172253.24,264932.42,335633.53,82880.46,142807.86,207908.87,248221.53,52808.36,138741.76,220397.78,277693.21,49425.21,96007.87,121886.55,132559.94,11253.23,26181.76,33434.88,38398.23,3833.22,-34313.59,-111479.44,-199593.31,6114.55,37911.65,36831.53,62026.2,22764.62,65895.47,106681.95,123870.68,42545.32,89591.31,130236.09,162226.39,46908.55,118284.2
加:营业外收入,1005.76,1855.94,2928.63,8874.43,1516.4,4512.85,13021.78,51775.75,1249.03,2697.31,4178.53,22219.16,2503.18,5768.64,8435.23,20400.5,2572.59,5566.74,8302.78,25541.19,3777.44,6036.22,9718.91,23388.82,4296.7,7234.7,9459.92,20648.38,2050.39,4604.86,7544.22,20491.63,2247.52,4750.36,6620.99,22791.26,1799.26,5250.21,8728.83,21942.25,17091.78,20272.35,23538.33,21643.85,386.93,2962.05,3532.94,16328.62,1321.41,3612.16,5652.3,10419.2,1949.38,2330.35
减：营业外支出,28.15,77.5,188.92,2338.13,85.46,32021.15,38963.43,198620.95,3052.23,6530.93,16408.95,29746.61,1527.47,3249.19,4389.93,11472.22,176.61,356.23,569.62,6769.03,155.02,1325.02,1920.58,9744.49,536.32,2398.49,3893.16,19592.38,87.74,290.31,440.03,2817.34,2246.93,4794.25,4627.75,7899.56,187.56,5303.48,5817.76,16755.34,951.9,14811.63,14131.05,30327.72,22.12,7641.79,8040.93,12652.34,1003.67,1405.65,6201.56,14787.2,2911.99,5651.94
其中：非流动资产处置损失,0.0,0.0,0.0,0.0,42.74,30965.16,31116.85,0.0,4.69,72.42,194.12,698.57,83.42,83.42,366.39,772.28,141.93,194.95,213.41,1359.63,129.07,58.03,109.86,292.54,39.41,132.67,141.83,248.42,80.03,148.86,132.55,370.56,39.18,351.26,287.22,404.47,24.06,62.11,88.5,884.3,21.93,187.69,431.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
四、利润总额,24840.34,50356.89,88841.16,248991.37,50482.66,54942.54,88107.72,7327.4,37586.75,81524.55,127400.88,157737.14,52696.73,115261.58,194613.71,284517.87,72537.71,177463.75,272665.57,354405.68,86502.89,147519.06,215707.19,261865.86,56568.74,143577.97,225964.54,278749.21,51387.85,100322.42,128990.74,150234.23,11253.82,26137.86,35428.11,53289.94,5444.92,-34366.86,-108568.37,-194406.4,22254.43,43372.37,46238.8,53342.33,23129.43,61215.72,102173.96,127546.97,42863.06,91797.83,129686.83,157858.39,45945.93,114962.61
减：所得税费用,3525.23,6673.02,12314.82,31354.06,7757.38,10162.65,11232.55,-13734.95,5360.38,12260.6,20148.09,-1852.58,2161.26,11354.02,16355.47,16916.43,9923.01,20633.67,41110.41,42583.91,12146.73,21234.03,29724.23,36493.73,9995.51,22370.58,32977.5,38808.94,7405.06,13445.73,16134.89,18172.56,-268.52,7384.15,8984.88,7340.18,3809.08,-645.89,-3633.44,-18462.56,4636.04,1018.22,-1384.95,-14964.64,1147.5,7825.24,9599.88,11720.4,6043.58,13185.83,18650.51,19771.22,3645.87,13009.16
五、净利润,21315.11,43683.87,76526.34,217637.31,42725.27,44779.89,76875.17,21062.36,32226.37,69263.95,107252.79,159589.72,50535.46,103907.55,178258.24,267601.44,62614.71,156830.08,231555.15,311821.77,74356.16,126285.03,185982.97,225372.13,46573.24,121207.39,192987.04,239940.27,43982.8,86876.69,112855.85,132061.67,11522.34,18753.71,26443.23,45949.76,1635.84,-33720.97,-104934.93,-175943.84,17618.39,42354.15,47623.76,68306.97,21981.93,53390.48,92574.08,115826.57,36819.48,78612.0,111036.32,138087.17,42300.06,101953.45
归属于母公司所有者的净利润,21315.85,43666.48,76514.0,198985.6,42493.9,44295.53,75952.8,17599.9,31859.19,68700.32,105814.2,157166.34,47074.14,100243.2,170676.81,257697.48,61928.46,153791.29,227825.36,305622.77,74678.14,124395.95,182504.09,219112.93,47439.65,118615.49,188849.21,234943.16,41786.05,83929.44,108935.37,127825.84,10771.44,16836.79,24604.55,43907.26,439.48,-34165.25,-106493.95,-178430.68,15297.25,37708.79,43106.6,67307.91,21361.84,51429.88,90044.71,112883.42,35377.39,72969.27,103543.01,127767.18,39585.85,95437.18
少数股东损益,-0.73,17.39,12.34,18651.71,231.38,484.36,922.37,3462.45,367.18,563.62,1438.58,2423.38,3461.32,3664.36,7581.43,9903.96,686.25,3038.79,3729.79,6199.0,-321.98,1889.08,3478.88,6259.19,-866.42,2591.9,4137.83,4997.11,2196.75,2947.25,3920.48,4235.83,750.9,1916.92,1838.68,2042.5,1196.36,444.28,1559.02,2486.84,2321.14,4645.36,4517.16,999.06,620.08,1960.59,2529.37,2943.15,1442.09,5642.73,7493.31,10319.99,2714.21,6516.26
基本每股收益(元/股),0.47,0.97,1.7,2.44,0.52,0.54,0.93,0.21,0.36,0.78,1.2,1.76,0.47,0.5,0.85,1.29,0.31,0.77,1.14,1.53,0.37,0.62,0.91,1.09,0.24,0.59,0.94,1.17,0.21,0.42,0.54,0.64,0.05,0.08,0.11,0.19,0.002,-0.15,-0.46,-0.76,0.07,0.16,0.18,0.29,0.09,0.17,0.29,0.37,0.11,0.24,0.34,0.41,0.127,0.31
稀释每股收益(元/股),0.47,0.97,0.0,2.44,0.52,0.54,0.93,0.21,0.36,0.78,1.2,1.76,0.47,0.5,0.85,1.29,0.31,0.77,1.14,1.53,0.37,0.62,0.91,1.09,0.24,0.59,0.94,1.17,0.21,0.42,0.54,0.59,0.05,0.08,0.11,0.19,0.002,-0.15,-0.46,-0.76,0.07,0.16,0.18,0.29,0.09,0.17,0.29,0.37,0.11,0.24,0.34,0.41,0.127,0.31
七、其他综合收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.31,0.0,-35.35,80.09,521.83,-1187.36,-2119.42,-8156.92,-3192.17,-773.13,1126.88,-3514.45,-570.25,-476.67,-9396.76,-12396.57,-12083.16,1322.04,2491.2,9835.97,12270.5,335.43,-181.68,-113.21,178.63,-93.92,23.71,328.33,533.06,527.28,303.62,-204.13,-82.17,-679.73,-763.72,819.93,1581.63,-931.02,263.02,1885.8,1053.73,42.77,386.07
八、综合收益总额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159817.02,50535.46,103872.2,178338.33,268123.27,61427.35,154710.66,223398.23,308629.6,73583.03,127411.91,182468.52,224801.88,46096.57,111810.64,180590.47,227857.11,45304.83,89367.88,122691.82,144332.17,11857.77,18572.02,26330.03,46128.39,1541.92,-33697.26,-104606.6,-175410.78,18145.66,42657.77,47419.62,68224.8,21302.19,52626.76,93394.01,117408.2,35888.46,78875.02,112922.12,139140.9,42342.83,102339.52
归属于母公司所有者的综合收益总额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157393.65,47074.14,100207.85,170756.9,258219.31,60741.1,151671.86,219668.44,302430.6,73905.01,125522.83,178989.64,218542.69,46962.99,109218.73,176452.64,222860.0,43108.08,86420.63,118771.35,140096.34,11106.87,16655.11,24491.35,44085.89,345.57,-34141.53,-106165.6,-177897.6,15824.52,38012.42,42902.47,67225.75,20682.11,50683.93,90835.98,114115.45,34469.5,73230.26,105391.56,128661.17,39606.59,95800.87
归属于少数股东的综合收益总额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2423.38,3461.32,3664.36,7581.43,9903.96,686.25,3038.79,3729.79,6199.0,-321.98,1889.08,3478.88,6259.19,-866.42,2591.9,4137.83,4997.11,2196.75,2947.25,3920.48,4235.83,750.9,1916.92,1838.68,2042.5,1196.35,444.26,1559.01,2486.82,2321.14,4645.35,4517.15,999.05,620.08,1942.84,2558.03,3292.75,1418.96,5644.77,7530.55,10479.72,2736.24,6538.65
