报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30
货币资金,17838.93,17845.48,17810.27,21931.03,13159.62,13642.04,12064.69,16302.73,15572.45,12996.1,13195.05,24047.42,24017.15,14651.03,20716.71,22785.02,24022.7,22388.93,27403.02,34997.56,68447.67,55509.92,47081.01,41331.56,39797.28,29713.58,115426.82,118260.67,117887.37,100823.35,108923.63,125154.07,128618.53,118475.29,128084.77,147164.91,151520.28,136707.3,162149.21,170611.92,167205.77,163043.6,203456.77,211710.44,240074.39,237569.04,262281.35,278653.37,313604.67,378224.88
交易性金融资产,446.22,0.0,129.47,0.0,0.0,0.8,0.0,0.0,500.0,500.99,500.99,504.59,0.0,0.0,0.0,9.43,7.88,0.0,5.15,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,19.76,4.77,10.35,2.43,3.87,7.75,0.0,4.68,3.98,19.11
衍生金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收票据及应收账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48523.15,55086.87,60865.5,55148.15,51262.33,55896.89,53517.61
应收票据,233.99,9.28,371.46,308.1,465.35,168.7,333.63,595.94,227.24,174.87,297.78,373.55,440.35,558.18,725.63,1017.13,291.31,441.93,518.11,925.81,644.75,666.86,579.64,1101.14,634.2,1092.46,1042.42,1153.67,1154.03,1389.68,1605.83,1584.72,1126.79,2013.93,1679.03,1467.75,1765.41,1711.33,1739.26,2067.6,2102.78,3136.17,3780.75,5597.91,6959.62,7622.32,7114.52,6895.26,627.82,223.79
应收账款,9564.01,11783.52,12766.21,9428.67,13655.29,12301.62,13831.09,11555.47,11945.43,14594.39,15558.35,12118.36,14149.65,17585.98,15727.07,12137.44,16412.43,14566.05,15101.06,13227.91,15021.71,15860.25,15147.62,12755.91,18141.26,20615.8,17471.8,15468.0,21264.78,21312.51,19364.29,15105.24,18897.73,24426.8,31399.93,30172.41,29316.25,30202.38,40702.44,37868.63,37434.04,38007.19,43006.6,42925.25,48127.25,53243.18,48033.63,44367.08,55269.07,53293.82
预付款项,896.93,714.73,1146.09,992.23,3355.81,5168.78,3629.19,3876.87,5464.94,3918.36,5442.64,3508.15,4568.47,3542.89,1662.16,2368.8,2719.22,2180.27,2852.18,2613.44,3878.09,3975.51,15460.26,8985.74,12522.1,12013.79,13092.1,13904.0,14862.65,3937.97,2994.8,2201.01,2855.14,3562.18,8693.63,10872.05,11658.82,3272.94,5540.28,9475.24,11642.33,9672.31,8222.38,10982.07,11956.86,15340.85,15738.86,15308.83,17130.65,11818.82
应收利息,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.11,464.56,1004.92,1225.74,2086.9,2656.98,2887.56,3182.74,1201.24,1655.47,2145.71,1622.13,2001.34,2404.49,2133.67,2148.67,479.03,440.66,968.5,1170.49,1277.43,1120.45,1231.74
应收股利,55.5,188.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.33,0.0,0.0,0.0,18.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1530.59
其他应收款,1885.49,1960.85,1842.42,1864.83,6902.59,1920.18,2090.94,1480.3,1438.75,1436.37,1560.7,1348.02,482.65,361.49,323.04,285.9,239.93,1181.35,1206.76,186.04,292.46,428.73,721.16,1531.8,545.28,693.22,596.02,330.39,550.14,496.62,1510.34,1079.3,446.93,259.92,556.36,2491.02,8088.06,8074.52,2104.58,1580.14,1885.45,1260.17,6444.68,9564.32,11375.35,5745.99,0.0,2780.16,0.0,6667.6
