报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31
短期借款,52682.1,151346.06,144250.57,229230.95,181256.74,611870.8,422534.04,432624.65,309319.0,744205.29,381780.23,174497.77,140856.7,79460.0,74406.7,467539.13,393163.04,419403.62,155150.47,585925.25,601646.0,562488.71,338473.86,579881.22,562287.58,496207.25,508292.66,525157.48,578767.02,568607.28,544850.11,550525.3,601174.15,542993.17,504738.69,490834.65,573525.13,581690.4,801461.43,872815.06,1108923.53,1138440.78,1033019.67,1571739.9,2655372.56,1910998.82,1883000.67,1672644.03,2196454.46,2307554.4,2115133.18,2558798.62,3360314.28,3600629.52,2651191.71,2362864.14,2777342.09,3187223.33,3011326.87,2784948.2,3417319.23,3984876.45,4271445.93,3833747.56,4049980.39
交易性金融负债,4924.83,2138.3,7566.0,54439.55,209748.4,195660.14,150307.56,0.0,0.0,0.0,0.0,0.0,0.0,24915.78,8106.01,6105.81,1818.7,914.94,1659.09,426.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,715.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,748.63,0.0,483.22,0.0,0.0,0.0,0.0,0.0,20362.38,39624.63,88774.49,94372.75,97739.98,98378.86,97622.18,97760.34,121128.57,46434.11,79253.63,77227.81,40199.81,35777.86,17997.87,17902.67,1593.23,1593.23,640.18,526.37,5150.05,13492.53
应付票据及应付账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13766083.33,14836005.72,14693182.46,15038565.5,15482671.26,15370717.48,16022017.66,16626351.75,17004766.36,14670146.44,16388339.84,17768446.55,20504721.27,19400950.63,18709466.86,17661247.86,19905229.09,20341758.33,23077818.51,24065041.95,24428107.14,23245638.66
应付票据,303242.33,275474.3,340041.92,247452.69,183235.69,188241.97,140471.04,83109.29,134740.89,134393.12,87731.34,69722.04,79063.85,84692.41,58620.61,53253.07,35963.08,44515.05,192786.29,502440.48,370415.16,385922.47,384393.21,308373.22,349364.39,387589.71,417083.9,439300.28,461038.18,462149.98,403856.58,557421.53,611947.88,468995.8,645644.58,728280.22,547226.85,874944.09,656837.21,1174091.22,1739954.04,1837812.81,1056556.75,1654142.05,1618498.81,1547335.06,0.0,2956121.56,0.0,4187883.12,4042611.36,3296152.33,4217014.64,4923340.52,5540759.26,5609890.74,5582624.44,5134974.14,4289541.63,4182583.7,4376851.85,5732604.97,5795072.57,7763615.23,8052735.58
应付账款,909655.19,1013730.03,790040.5,1638378.7,1638769.33,1866318.02,2085332.48,1818684.06,1458346.55,2084024.58,1835726.78,2406914.22,4847495.1,4708155.08,4892641.08,5328455.75,6010581.85,5455246.02,6302369.71,7321034.49,8542233.53,7515226.11,7063548.62,4780987.61,5361417.98,5269876.99,5642948.19,6107603.57,6483767.45,6677662.09,6748393.57,6602724.46,7543737.22,9688362.59,8459556.9,9903457.86,10618122.96,9578863.17,11014782.39,10473983.42,10672837.59,12204383.2,12587252.66,12111941.27,13217506.91,13145847.4,0.0,12526549.7,0.0,11834134.55,12583740.39,13708614.03,10453131.8,11464999.32,12227687.28,14894830.53,13818326.19,13574492.72,13371706.23,15722645.39,15964906.48,17345213.54,18269969.38,16664491.91,15192903.08
预收款项,183799.34,192911.03,242741.53,335228.46,353002.18,272960.21,216867.37,312296.51,362838.69,368697.59,498052.99,776526.87,587753.78,442517.74,476199.95,1383971.05,585407.0,419600.82,631161.61,1768315.03,1130643.88,858257.26,1135545.63,2191162.95,1069218.06,1012362.63,1111410.16,2703199.26,1266275.74,1234684.97,1386017.87,2743086.24,1490650.62,1725899.12,1560659.37,1831706.38,1204226.04,1079667.59,1678957.67,2267573.8,1739288.71,1315829.94,1789766.16,2717740.81,2124253.38,1326371.57,1026698.21,1535485.73,955134.31,1059554.92,1207862.01,1187305.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付手续费及佣金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付职工薪酬,66051.8,89328.79,76954.3,96316.29,83258.34,98046.24,109867.06,94599.76,79050.21,91925.24,100652.44,118584.99,173160.23,190175.43,195034.16,242945.73,182403.64,198277.97,197976.75,505512.77,473285.21,494348.62,358789.86,443786.79,382952.73,421669.53,426596.4,593797.05,518229.82,561554.63,578742.38,710734.77,631702.04,709939.1,724108.92,840629.41,751211.79,849958.07,819356.36,1015472.68,823854.87,910819.26,923104.67,993951.66,775476.98,892820.68,934061.65,942102.75,777045.73,903536.06,950448.6,1037917.07,854440.38,974009.28,1026209.7,1151123.94,898250.43,1009885.53,1060618.61,1149123.23,901617.92,1006124.8,1098162.04,1277971.17,1006085.87
应交税费,-14453.38,-6019.24,16383.7,39746.88,20926.44,2522.52,4576.15,43092.72,63942.37,27982.44,49351.63,122756.16,423465.69,199768.91,274803.47,448069.43,187955.14,266956.05,213941.26,282606.38,206796.35,307489.5,256042.21,491563.26,645843.16,236211.14,360922.91,340941.67,587842.3,174770.9,250287.64,341040.05,397421.07,-240471.16,173375.81,739153.74,395282.51,188701.58,458253.5,1391379.99,796087.94,342492.47,693904.68,1712917.68,846095.07,378171.51,679412.17,1057488.5,499909.85,330782.08,438989.99,1009442.98,444218.73,407353.38,483938.02,1179087.65,709733.11,377492.17,534833.83,555041.44,553660.89,648656.92,579959.88,659681.17,559364.93
应付利息,2199.8,3725.22,3527.36,7795.57,6905.62,7777.06,6932.44,3120.56,2417.1,3170.7,6772.12,6135.63,10230.36,6818.23,6425.96,6655.92,11258.96,9951.92,11635.48,7726.5,9994.48,12134.53,26984.26,10552.58,16297.75,16561.14,10411.77,18034.52,41768.05,34676.26,48168.35,15248.15,55706.75,71314.97,72243.49,23022.06,21130.98,4154.91,18671.77,44507.14,57481.28,52286.71,60925.23,61055.9,72751.7,87849.71,97691.02,96242.83,109643.89,95854.97,109797.4,10430.2,14259.64,18883.31,12528.77,8281.5,11826.77,26949.49,11308.22,13637.91,13348.01,20663.68,20252.58,7105.79,9224.53
应付股利,0.0,0.0,0.0,8050.91,574.35,27691.81,29385.86,9368.73,1556.51,30443.35,14020.35,28463.42,278492.25,56302.25,17247.34,567377.62,569326.91,245461.44,60445.86,624718.81,789834.42,499689.06,68823.76,109874.6,116477.48,759159.27,130943.25,6541.15,4139.72,1450525.79,76337.4,13751.97,6954.43,1644864.73,69187.22,44854.17,46364.43,1648653.11,18948.86,25526.5,31483.57,390722.04,50187.22,67933.01,77277.17,2493980.06,49209.64,64749.82,374369.52,2038577.3,360192.47,76436.53,194106.09,379560.51,227264.85,224757.4,210693.54,273656.85,131067.55,114654.09,62574.65,412600.74,170277.55,50139.74,48148.08
其他应付款,519698.29,642438.1,586723.12,322080.81,479356.91,802207.42,662331.57,266255.52,280735.23,355734.49,390626.71,451805.88,503674.35,524978.39,763223.9,1267525.34,1643746.56,1519205.27,1807156.9,1759666.33,1974877.91,2209306.44,2089292.19,2274226.96,2771256.21,3020584.35,3387723.98,2866192.03,3307493.53,3435763.88,3369433.55,3283029.14,3017705.11,3031004.37,3048709.58,3864682.65,3793875.44,3376068.47,3397198.26,4536772.42,4703654.47,4382981.54,5064101.72,5904174.36,5606430.57,6210929.57,6122264.37,6594053.66,0.0,5753168.94,0.0,7621393.42,0.0,6977114.24,0.0,7526382.47,0.0,6159878.06,0.0,6289618.86,0.0,5951322.45,0.0,6603516.48,0.0
预提费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内的递延收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付短期债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的非流动负债,3553.25,3507.29,123675.15,219528.86,182411.77,257630.52,117369.88,100488.81,33160.9,62308.57,25178.08,98934.06,200753.65,227840.07,185033.25,524240.82,549104.93,548097.08,534954.6,569038.09,511061.65,596276.04,377050.97,1214225.75,1274575.73,1315093.75,1258384.95,597841.06,652385.04,642153.21,699391.59,684378.81,785924.6,730476.14,718049.95,497424.82,459647.28,656818.89,646443.37,867362.07,807929.07,1388504.04,1088830.04,1693676.38,1882131.52,1711573.95,1730458.25,1461390.71,1497866.77,1837074.34,1851805.33,2683816.57,2683319.34,1985671.34,1366104.13,2342654.64,2152067.13,2240769.72,2320048.34,2569713.25,2289392.64,2978374.88,2852156.22,3954371.01,3841042.94
其他流动负债,187301.88,170688.02,207500.89,1747.59,97970.07,2755.71,78556.59,468779.53,138347.04,25202.45,31806.43,5718.61,64952.72,65363.51,312021.03,17971.88,46323.73,68638.76,20570.33,64919.39,27149.59,86641.01,112331.18,49694.94,47585.59,86696.45,105441.2,157467.79,173866.59,220970.33,218280.69,15404.28,11992.79,42071.65,35851.68,20573.42,21825.08,19138.58,42750.79,20015.46,16709.43,15404.21,21755.47,14097.68,11330.95,12731.43,12463.28,14848.2,12930.95,15078.85,18708.66,18842.07,20173.44,13870.44,17307.39,44083.18,46325.0,12647.08,20233.72,202441.56,220925.42,252932.82,301450.01,199242.21,205057.14
流动负债合计,3476837.73,3796998.36,3851871.9,4704456.88,5145271.52,5968959.0,5595101.42,5512036.86,4692196.32,6328039.35,6348815.58,7975706.87,9389368.98,8787282.36,9415670.27,13226509.98,12604949.28,11459878.82,12869280.81,16251280.22,16881066.85,14927571.26,15034157.91,15635168.04,17574943.99,15932354.43,16903368.99,18633966.85,19334157.51,18736637.17,18601521.97,19993151.08,22993122.01,24595568.57,22010560.46,25766782.22,24839510.04,24427536.06,26181454.55,29738646.63,29914562.6,33196286.16,33379516.5,39097250.72,40117918.19,39694951.8,37816519.52,41432314.07,39723199.02,40595439.45,41035297.46,46280327.67,42382546.76,44059559.25,43475818.34,51088406.44,46273022.48,44200038.13,43317411.07,48048123.08,46619369.94,49828344.96,51948161.74,54397474.19,50109312.79
长期借款,9003.85,20893.85,22593.85,17537.45,24787.45,174185.38,241880.02,122543.11,221019.69,176019.69,183053.42,166287.79,269780.2,265303.39,269797.1,253008.35,250774.34,267747.2,262022.86,186348.63,180480.95,164387.91,174947.26,94677.89,73622.12,80482.52,121359.32,243022.13,233280.43,212902.53,191882.89,204914.44,158055.54,187881.75,195195.47,139881.11,151368.74,130910.84,279043.26,428599.23,549142.81,522584.85,472232.62,689402.05,740743.33,1692097.93,1923853.42,1915793.06,2041259.77,2070738.26,2264449.06,1913696.59,1521881.04,2000330.57,2052826.35,2360825.2,2454031.57,2337342.47,2492943.98,2691140.02,3091970.61,4344013.45,4452271.69,3455546.41,3580451.47
应付债券,251064.11,246069.35,303293.64,765374.58,596620.06,497154.66,503748.8,705341.77,713977.16,722612.54,731247.93,727884.26,736519.65,745790.92,754744.24,551657.57,560935.4,563213.23,574241.07,576728.9,584599.74,592470.57,600341.41,0.0,0.0,0.0,0.0,383398.3,383398.3,383398.3,383398.3,270049.0,419131.2,777246.8,937207.07,820810.94,1492329.84,1608777.06,1418462.0,1416012.81,1996593.65,1149781.84,1197054.76,707185.33,329656.26,797297.68,766015.39,1337479.24,1892085.9,1585068.15,2443256.85,1616176.2,1342357.86,2860550.95,3403194.48,2349214.31,2894421.02,2922846.47,2587491.99,1939720.79,1980137.37,1639668.32,1182295.34,1512242.13,1019656.99
长期应付款,261293.5,263525.99,263858.51,2603.92,2662.57,2617.44,4019.74,22548.39,754.32,754.32,754.32,15607.67,6888.15,6673.73,6673.73,3677.78,3694.27,3653.78,3534.55,3471.49,7996.95,2208.09,3918.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116847.98,0.0,0.0,1201.04,1234.62,1339.42,1656.36,18441.62,20688.2,20048.52,21413.26,18288.67,20987.71,23593.38,691071.35,43590.52,0.0,47177.11,0.0,98835.82,0.0,99051.77,0.0,111454.0,0.0,74252.74,0.0,69021.27,0.0,63935.84,0.0,0.0,0.0
长期应付职工薪酬,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,551672.21,548633.01,521967.01,527179.41,601847.83,595173.6,597493.64,596327.77,630962.1,628352.23,629232.05,628861.22,567280.63,564379.21,565427.15,0.0,585323.4,584290.76,583027.57,582927.63,560430.82,559680.89,566748.2,567011.22,550834.31,535613.91,537595.65,537601.48,550852.72,535636.23,545833.17,555830.85,483232.95,481790.72
专项应付款,5335.41,15542.62,10159.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109485.97,95985.71,119537.01,148049.03,249584.17,268678.14,277245.85,257350.31,264995.17,331704.84,239029.84,370623.44,208157.12,210341.8,202484.07,197782.47,109703.83,109855.4,93311.64,91757.75,90212.55,90171.82,89618.47,87838.47,82410.51,93438.59,81502.41,82501.72,84080.34,84026.74,84009.76,0.0,77085.27,0.0,73891.08,0.0,70226.58,0.0,70196.29,0.0,63751.75,0.0,63533.91,0.0,0.0,0.0,56995.29,0.0,0.0,0.0
预计非流动负债,148579.27,147406.69,150485.94,68397.49,75530.68,123872.13,115050.1,47791.24,87239.63,52195.07,110609.88,73172.34,233100.96,298331.87,358354.9,331108.93,356999.75,393422.82,401354.96,401868.76,476451.24,422228.63,235723.71,385373.35,392583.37,420069.04,431292.6,529607.89,573817.01,599336.77,622753.71,768558.0,784669.36,793577.84,852432.81,986913.47,1095131.68,1111436.45,1207337.85,1223845.32,1261822.95,1308273.07,1348832.33,1346091.79,1460659.72,1565373.17,1582033.84,1526568.77,1596669.17,1469460.64,1464784.91,1399702.71,1486483.76,1316831.92,1434035.02,1366963.46,1438859.86,1414780.74,1467053.21,1546374.66,1813892.34,1538062.82,1704121.69,1808465.01,1915600.48
递延所得税负债,1384.44,507.58,6276.42,60028.96,27419.05,26595.61,32617.52,31974.11,30515.96,29661.26,28572.24,28538.52,30406.59,29442.04,26915.83,54435.26,52190.3,44265.21,42961.26,107245.66,103995.94,101025.64,73522.3,103913.45,111221.82,100555.8,111701.13,97055.43,92295.55,100098.81,108383.72,218927.59,218676.04,232532.91,189002.83,283325.54,257818.38,244888.89,222072.03,221157.99,212030.44,214630.94,224849.65,308504.83,312709.4,289823.41,289632.29,226667.61,254403.94,248317.8,270487.4,311179.24,303375.17,326452.78,347377.47,422281.22,412833.63,437088.09,431835.92,488519.94,458755.58,452005.54,436850.96,341575.63,359514.58
长期递延收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,870183.49,785329.18,1126227.34,1244178.19,1380365.81,1396831.7,1604859.22,1689494.08,1783609.46,1825586.2,1934020.34,2096880.29,2324647.09,2376227.12,2334303.73,2437909.0,2661062.1,2641489.59,2765228.68,2722547.69,2611158.94,2513658.27,2536129.48,2577803.22,2351563.41,2342353.48,2430152.37,2451572.31,2331333.32,2324725.12,2162165.29,2140093.58,1917808.75,1713692.69
其他非流动负债,-20039.17,0.0,0.0,262521.49,245833.12,242728.15,225630.46,489755.2,127841.39,139104.51,198991.45,152230.51,290642.01,327630.27,299594.26,179499.88,188739.14,198293.5,201757.68,775158.58,762610.48,787270.34,752214.68,735536.35,730819.49,846777.06,852322.93,1095657.25,1099950.07,1146571.83,1167075.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181208.45,216815.55,212058.42,292640.83,288641.0,321257.43,283507.8,270016.54,331572.62,285846.48,313478.41,300675.86,304409.25
非流动负债合计,656621.4,693946.08,756668.1,1176463.89,972852.93,1067153.37,1122946.63,1419953.83,1181348.15,1120347.4,1253229.23,1163721.09,1567337.57,1673172.21,1716080.07,1482873.73,1509318.91,1590132.76,1633921.41,2300406.19,2384813.44,2346837.05,2098018.62,1584496.2,1639951.64,1686914.27,1887299.43,2556898.12,2593083.15,2644792.31,2671276.36,2994008.56,3141197.71,3732745.3,4036953.53,4304558.29,5080060.4,5389324.0,5502231.82,5805039.03,6587655.06,5860074.01,6072625.86,6045480.73,5889389.51,7351926.22,7690515.3,8372648.36,9132962.11,8842909.28,9874873.64,8569037.86,8064490.71,9993107.52,10747767.96,9848937.95,11120993.48,11223012.55,11090039.32,10767073.43,11596811.22,11998681.02,11913637.14,10983240.23,10706870.45
负债合计,4133459.13,4490944.44,4608540.0,5880920.77,6118124.44,7036112.36,6718048.06,6931990.7,5873544.47,7448386.75,7602044.81,9139427.96,10956706.55,10460454.56,11131750.34,14709383.71,14114268.19,13050011.57,14503202.23,18551686.42,19265880.29,17274408.31,17132176.53,17219664.24,19214895.62,17619268.7,18790668.43,21190864.97,21927240.66,21381429.48,21272798.32,22987159.65,26134319.71,28328313.87,26047513.99,30071340.51,29919570.44,29816860.07,31683686.37,35543685.66,36502217.66,39056360.17,39452142.36,45142731.45,46007307.69,47046878.02,45507034.83,49804962.44,48856161.13,49438348.73,50910171.1,54849365.53,50447037.47,54052666.76,54223586.3,60937344.39,57394015.95,55423050.69,54407450.39,58815196.51,58216181.17,61827025.98,63861798.88,65380714.42,60816183.24
实收资本(或股本),655102.91,655102.91,655102.91,655102.91,655102.91,655102.91,655102.91,655102.91,655102.91,655102.91,655102.91,655102.91,655495.47,852144.12,852144.12,924242.17,924242.17,924242.17,924242.17,1102556.66,1102556.66,1102556.66,1102556.66,1102556.66,1102556.66,1102556.66,1102556.66,1102556.66,1102556.66,1102556.66,1102556.66,1102556.66,1102556.66,1102556.66,1102556.66,1102556.66,1102556.66,1102556.66,1102556.66,1102556.66,1168346.14,1168346.14,1168346.14,1168346.14,1168346.14,1168346.14,1168346.14,1168346.14,1168346.14,1168346.14,1168346.14,1168346.14,1168346.14,1168346.14,1168346.14,1168346.14,1168346.14,1168346.14,1168346.14,1168346.14,1168346.14,1168346.14,1168346.14,1168346.14,1168346.14
资本公积,2062917.12,2115907.42,2122304.68,2317597.41,2239616.73,2313644.52,2224809.68,2220153.61,2221742.61,2228676.07,2229182.6,2234657.06,2249321.77,2046166.93,2040413.91,3008455.08,3012378.0,2950827.14,2933952.63,4217249.54,4298826.35,4186722.93,4172559.2,4486615.21,4416176.43,4401083.78,4402713.8,4234863.76,4179637.45,4225386.35,4241161.2,3798659.91,3798659.91,3773135.45,3857617.8,3893976.98,4102794.66,4098541.63,4098541.63,4111224.93,5526897.16,5545827.62,5546412.36,5486843.49,5479035.88,5479184.71,5479218.0,5532294.55,5532294.55,5532294.55,5532294.55,5556665.8,5556758.99,5572408.55,5573559.19,5702707.0,5703091.1,5702389.01,5720838.25,5653999.27,5654779.48,5686985.18,5675804.44,5789638.61,5790471.85
减：库存股,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132122.47,203962.58,224745.87,224745.87,267417.27,277860.92,357837.48,357837.48,374777.46,374777.46,374777.46
其他综合收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,970349.54,974168.68,1168170.1,1048446.08,1091679.32,950334.61,968088.88,990986.5,996647.27,1028266.63,1214521.03,1319938.38,1385315.08,1321908.76,1143428.59,1308653.18,801404.55,1126286.69,1169993.57,1203499.07,1250473.48,1096395.38,1149160.05,1175459.03,1333555.47,1520926.22,1624286.78,1484441.62,1407876.5,1286807.71,1167964.24,899947.41,1080664.43,1016606.47
专项储备,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4632.07,4612.39,4676.25,4642.56,9418.42,9396.95,10758.25,11021.03,18196.23,18459.02,18727.26,19084.19,27578.94,27800.24,31365.55,32973.64,33535.63,35776.58,37913.07,40017.2,40900.63,42458.28,46358.69,49084.1,50904.68,53831.98,57052.49,60975.11,62029.6,64248.16,67266.84,69952.69,72368.09,75161.81,77884.78,80547.54,82542.76,85396.84,87797.43,90145.64,92257.22,92734.3
盈余公积,203494.5,203494.5,187889.03,200649.6,200649.6,200649.6,215651.85,228682.23,228682.23,228682.23,236177.43,476193.79,476216.74,476193.79,480701.29,773029.49,773029.49,773029.49,773029.49,980404.86,980404.86,980404.86,980404.86,1430485.17,1430485.17,1430485.17,1430485.17,1778835.27,1778835.27,1778835.27,1778835.27,2183616.19,2183616.19,2183616.19,2183616.19,2672826.18,2672826.18,2672826.18,2672826.18,3225457.96,3225457.96,3225457.96,3225457.96,3774648.56,3774648.56,3774648.56,3774648.56,4084317.16,4084317.16,4084317.16,4084317.16,4084317.16,4084317.16,4084317.16,4084317.16,4084317.16,4084317.16,4084317.16,4084317.16,4084317.16,4084317.16,4084317.16,4084317.16,4084317.16,4084317.16
一般风险准备,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84491.97,84491.97,84491.97,84491.97,84491.97,84491.97,84491.97,84491.97,173879.22,173879.22,173879.22,173879.22,208012.63,208012.63,208012.63,208012.63,289852.61,289852.61,289852.61,289852.61,320290.73,320290.73,320290.73,320290.73,356562.52,356562.52,356562.52,356562.52,382250.93,382250.93,382250.93,382250.93,392180.72,392180.72
未分配利润,376494.24,506908.02,564803.11,589977.5,714956.22,648064.52,665938.7,488581.94,550731.24,615721.17,861023.98,882526.32,1147684.8,1431432.63,1792623.34,1911318.75,2361506.64,2583839.19,3055412.53,3922050.33,4482802.55,4664870.78,5191008.3,5197850.47,5816924.94,5669449.12,6321724.62,6645698.33,7342545.56,6666276.47,7348210.42,7608568.09,8354248.12,7575591.46,8284544.81,8639763.81,9433178.4,8631831.21,9434767.49,9566502.89,10392300.64,9218822.79,10086610.85,10469463.75,11439798.54,10213294.85,11082123.86,11509736.5,12295314.92,11419079.41,12121189.0,12528078.05,12640075.06,12334718.7,13164273.0,13496401.64,14139105.78,14808465.47,14458362.31,14875895.69,15431349.23,15569515.64,15358090.99,15690725.77,15968991.15
归属于母公司股东权益合计,3319291.04,3495605.79,3542030.61,3738476.8,3768883.93,3748135.64,3654120.47,3463977.27,3651350.55,3725498.24,3976769.47,4246245.48,4524368.33,4801588.47,5163492.03,6616967.27,7072310.52,7234403.19,7689967.67,10236231.47,10876984.02,10946497.05,11455644.92,12233736.74,12780951.3,12615632.23,13270135.93,13775723.86,14417469.15,13787648.43,14483443.47,15766438.6,16516200.56,15906289.1,16580357.71,17512873.87,18373982.73,17589702.08,18417144.07,19209804.56,21550924.32,20584767.82,21560662.1,22533530.27,23434208.78,22033274.17,23070086.47,23436856.2,24550244.05,23720935.93,24460473.65,24970200.97,24930431.61,24696508.19,25424075.49,26010295.44,26822764.87,27597505.99,27085998.28,27377367.53,27735410.0,27789339.24,27284125.25,27923352.59,28138870.34
少数股东权益,581303.69,572360.77,517807.63,562151.19,540581.34,493790.46,474304.28,389696.9,392031.96,396186.01,418595.54,430162.28,1636242.74,1806470.12,2060709.67,1557884.91,1889821.48,1974824.44,2247678.35,3075400.21,3345308.0,3347070.59,1677902.23,2266898.92,2564555.93,2350114.83,2483859.71,2397485.25,2709853.79,2185177.51,2391453.22,2733469.1,3504940.87,3191643.05,3584122.42,3578854.71,4060946.91,4102586.64,4393751.37,4317539.64,4643640.91,4030578.24,4219492.34,4677051.41,5073495.25,4536765.82,4854275.89,5035166.35,4953416.93,4863495.76,4936289.28,5113761.46,4988389.96,4580406.33,4934819.15,4993835.75,5363309.43,5327109.67,5076599.42,5499705.53,5692462.42,5384215.7,5633271.17,5706671.1,5857822.44
