报表日期,2007-12-31,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30
四、利润总额,56477.32,57188.25,14837.86,45338.49,62263.92,68980.96,19881.9,48384.78,74010.41,84144.95,22075.52,53062.16,80890.91,107857.83,26178.51,64686.79,121937.51,167016.56,31621.73,87522.91,144723.02,200145.95,38465.4,103741.83,169215.89,232385.33,39383.64,99881.38,160518.58,219512.45,40206.31,99474.31,161217.83,303510.62,46156.46,151533.16,235652.28,339460.92,73792.85,209674.96,327238.89,424301.42,68032.54,214488.8,344717.44
减：所得税费用,17884.33,13537.88,2096.93,8150.76,10433.12,11784.16,3335.92,8593.04,13242.2,13741.65,3799.84,8889.22,12590.49,16844.46,4554.32,11346.33,20201.23,26907.37,5415.48,14413.92,23635.76,31042.74,5886.89,15723.05,26093.27,35667.1,6114.34,14925.9,23749.33,32421.32,5961.67,14060.19,23600.91,41717.52,7524.88,19709.46,29141.12,39853.49,9617.42,24382.69,38462.36,48125.71,10871.15,27818.01,45417.42
五、净利润,38592.98,43650.37,12740.93,37187.72,51830.8,57196.8,16545.98,39791.74,60768.22,70403.3,18275.68,44172.94,68300.42,91013.37,21624.2,53340.46,101736.27,140109.19,26206.25,73108.99,121087.26,169103.21,32578.51,88018.78,143122.62,196718.23,33269.3,84955.48,136769.24,187091.13,34244.64,85414.12,137616.93,261793.1,38631.58,131823.7,206511.16,299607.43,64175.43,185292.27,288776.53,376175.71,57161.39,186670.79,299300.01
归属于母公司所有者的净利润,36600.08,38846.15,11909.2,35081.46,48103.74,52234.37,15397.42,36954.84,56069.81,63915.26,16945.0,40499.74,62077.04,82426.28,19640.62,48773.23,91030.18,126157.28,24256.39,66221.5,110088.53,154173.94,29714.56,80974.14,131815.64,183277.81,30214.38,78339.78,127297.5,174330.48,32412.82,80225.49,128302.53,218476.35,35926.96,125645.43,196768.86,283985.47,61286.37,178253.82,279002.35,359155.96,54175.42,178398.7,286409.53
少数股东损益,1992.9,4804.22,831.74,2106.26,3727.06,4962.43,1148.56,2836.9,4698.4,6488.04,1330.68,3673.21,6223.38,8587.09,1983.57,4567.23,10706.09,13951.91,1949.86,6887.49,10998.73,14929.27,2863.95,7044.65,11306.98,13440.42,3054.91,6615.7,9471.74,12760.64,1831.82,5188.63,9314.39,43316.75,2704.62,6178.27,9742.3,15621.96,2889.06,7038.44,9774.18,17019.75,2985.97,8272.09,12890.48
基本每股收益(元/股),0.41,0.43,0.13,0.39,0.53,0.58,0.15,0.37,0.56,0.64,0.1675,0.4,0.62,0.82,0.2,0.49,0.91,1.26,0.24,0.66,1.1,1.53,0.29,0.8,1.31,1.82,0.3,0.6,0.97,1.33,0.25,0.61,0.97,1.31,0.18,0.6,0.93,1.34,0.28,0.83,1.3,1.68,0.25,0.83,1.33
稀释每股收益(元/股),0.41,0.43,0.13,0.39,0.53,0.58,0.15,0.37,0.56,0.64,0.1675,0.4,0.62,0.82,0.2,0.49,0.91,1.26,0.24,0.66,1.1,1.53,0.29,0.8,1.31,1.82,0.3,0.6,0.97,1.33,0.25,0.61,0.97,1.31,0.18,0.6,0.93,1.34,0.28,0.83,1.3,1.68,0.25,0.83,1.33
七、其他综合收益,0.0,0.0,0.0,0.0,0.0,0.0,275.0,275.0,275.0,264.35,-0.16,3.52,-52.09,-55.87,-26.01,-51.28,-114.31,-102.78,2.67,-141.76,-249.77,33.72,69.56,-128.35,25.35,-172.71,-153.14,-210.36,-14.03,918.27,-599.34,-504.82,-677.43,-1160.98,75.31,-3712.73,-4863.61,-4927.14,-6848.38,-10487.12,-13204.31,-16843.55,2892.03,1189.76,3101.21
八、综合收益总额,0.0,0.0,12740.93,0.0,51830.8,57196.8,16820.98,40066.74,61043.22,70667.65,18275.52,44176.46,68248.33,90957.5,21598.19,53289.18,101621.97,140006.4,26208.93,72967.23,120837.49,169136.93,32648.07,87890.43,143147.98,196545.51,33116.15,84745.12,136755.21,188009.4,33645.3,84909.3,136939.5,260632.12,38706.89,128110.97,201647.56,294680.3,57327.05,174805.15,275572.21,359332.17,60053.43,187860.54,302401.23
归属于母公司所有者的综合收益总额,0.0,0.0,11909.2,0.0,48103.74,52234.37,15672.42,37229.84,56344.81,64179.61,16944.84,40503.25,62024.95,82370.41,19614.62,48721.95,90915.88,126054.49,24259.07,66079.73,109838.77,154207.66,29784.12,80845.78,131840.99,183105.18,30061.21,78129.44,127282.72,175247.21,31813.67,79719.84,127624.14,219155.21,36001.66,121941.17,191922.5,279802.71,54442.86,167802.57,265815.51,343096.48,57060.91,179582.5,289456.97
归属于少数股东的综合收益总额,0.0,0.0,831.74,0.0,3727.06,4962.43,1148.56,2836.9,4698.4,6488.04,1330.68,3673.21,6223.38,8587.09,1983.57,4567.23,10706.09,13951.91,1949.86,6887.49,10998.73,14929.27,2863.95,7044.65,11306.98,13440.34,3054.94,6615.68,9472.49,12762.19,1831.64,5189.46,9315.36,41476.92,2705.24,6169.8,9725.05,14877.59,2884.19,7002.57,9756.7,16235.69,2992.52,8278.05,12944.26
