报表日期,2008-12-31,2009-12-31,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31
一、营业总收入,3530.43,6953.12,16023.13,5203.99,9765.74,15413.18,20947.4,8760.89,16363.58,25242.86,33912.08,10286.88,21137.28,34204.47,44905.34,10399.34,25000.64,39894.88,54492.32,12875.75,31585.71,48840.26,64550.07,18108.34,34427.15,56457.08,79584.13,23395.42,49307.73,76264.05,103300.77,31340.47,76133.75,115820.29,155051.34,36989.83,81450.68,125820.75,177820.93,42301.12,97231.39,152921.88,201521.41,50276.77
营业收入,3530.43,6953.12,16023.13,5203.99,9765.74,15413.18,20947.4,8760.89,16363.58,25242.86,33912.08,10286.88,21137.28,34204.47,44905.34,10399.34,25000.64,39894.88,54492.32,12875.75,31585.71,48840.26,64550.07,18108.34,34427.15,56457.08,79584.13,23395.42,49307.73,76264.05,103300.77,31340.47,76133.75,115820.29,155051.34,36989.83,81450.68,125820.75,177820.93,42301.12,97231.39,152921.88,201521.41,50276.77
二、营业总成本,3078.73,4598.81,10173.69,2842.79,4929.53,7884.37,11015.11,4975.76,9318.87,15064.62,20635.43,6128.57,13548.75,21953.39,29037.94,7519.4,16573.53,25998.75,35690.09,9413.54,23565.88,37315.75,51881.47,14652.66,29003.01,44658.05,63786.35,16223.55,35884.32,55151.16,77818.32,27282.01,61890.44,95953.93,130301.09,28589.76,62931.13,97957.95,142835.72,31213.78,73155.25,117697.59,165916.42,43434.24
营业成本,1917.83,2279.31,5758.9,1679.33,3115.84,4862.83,6267.24,2825.33,5108.37,7671.96,10064.4,3179.03,7061.41,11610.26,14731.37,3641.37,8627.7,12885.13,16945.4,4201.22,11028.07,16847.59,22098.93,7525.31,13549.15,20797.97,28589.54,7643.29,16876.24,25691.44,33579.12,11602.5,27087.53,42409.21,56098.06,12404.0,27878.93,42922.61,61991.29,14067.29,33340.06,52845.42,70021.91,17106.2
营业税金及附加,32.05,94.2,181.01,38.95,108.21,180.09,228.11,82.13,159.89,251.24,397.73,112.66,212.32,322.48,501.53,112.02,266.27,424.21,734.48,189.31,377.17,548.13,850.01,256.97,436.2,741.95,1346.92,323.1,660.11,1043.8,1541.32,447.76,923.2,1437.72,2216.18,400.35,968.54,1462.81,2011.19,453.17,1108.2,1863.2,2400.88,566.24
销售费用,644.33,1366.08,3141.36,856.42,1364.38,2093.32,3454.19,1732.19,3434.36,5699.99,8933.4,2163.95,5184.54,7938.75,11025.15,2558.61,5764.3,9424.75,13137.84,3669.12,8611.96,14417.93,21970.47,4384.61,9883.56,16093.25,24690.9,5876.57,12545.19,19505.75,29028.67,8709.54,20682.2,32443.2,45177.51,9523.6,21256.84,34132.09,48890.3,10832.2,24345.65,39330.79,58435.25,17356.7
管理费用,443.24,869.9,1200.35,338.48,491.24,979.53,1415.58,541.9,964.58,1918.25,2801.87,803.07,1521.72,2687.68,3967.79,1319.67,2494.55,3993.99,6072.91,1491.38,3810.32,6166.57,8258.57,2289.17,5348.75,7142.46,9463.39,2281.96,5678.03,8632.79,12988.81,6025.58,12348.22,8737.91,12077.62,2728.55,6017.59,9063.82,13882.8,2585.67,6175.82,9518.17,15060.86,3495.66
财务费用,-2.11,-2.21,-120.68,-70.38,-173.72,-254.98,-341.4,-244.38,-453.44,-619.57,-1596.0,-275.12,-614.83,-967.4,-1289.96,-286.78,-890.1,-1166.48,-1544.15,-316.91,-557.06,-964.14,-1437.68,-22.27,-320.44,-370.33,-827.41,-81.35,121.51,144.27,117.23,220.26,-44.24,-175.21,22.62,258.26,-22.97,-281.12,-73.38,-84.26,153.9,953.73,1748.54,761.7
研发费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9818.12,12881.93,3134.19,6832.2,10657.74,16133.51,3359.73,8031.61,13186.29,18248.98,4147.74
资产减值损失,43.39,-8.48,12.75,0.0,23.58,23.58,-8.61,38.58,105.12,142.74,34.03,144.98,183.6,361.63,102.06,174.52,310.81,437.15,343.61,179.41,295.42,299.68,141.17,218.87,105.8,252.76,523.01,179.98,3.24,133.12,563.17,276.38,893.52,1282.99,1827.17,140.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
