报表日期,2008-12-31,2009-12-31,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31
公允价值变动收益,-2.07,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
投资收益,13.43,6.24,2.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,687.25,339.72,414.73,685.16,1062.38,388.38,734.7,935.05,1000.93,380.08,738.28,1084.68,1134.09,-809.62,-1848.65,-3196.81,-8482.57,-1731.75,-2215.89,-133.34,575.15,2146.24,1586.04,1338.84,2691.76,-2765.94,-4848.93,-6055.81,-6202.74,-2393.85,-3764.06,-4721.33,-6337.01,-1429.08
其中:对联营企业和合营企业的投资收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9032.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10657.44,-2864.44,-5004.55,-6242.0,-6443.41,-2444.03,-3925.68,-4952.03,-6706.14,-1429.08
汇兑收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三、营业利润,463.06,2362.08,5851.71,2361.2,4836.21,7528.81,9932.29,3785.14,7044.7,10178.24,13963.9,4498.03,8003.25,12936.24,16929.77,3268.31,9161.81,14831.17,19803.15,3842.29,8758.11,12609.19,13802.69,2646.05,3575.48,8602.22,7315.21,5440.12,11207.52,24731.05,29742.57,9194.83,18819.54,26750.02,34486.78,5634.12,14782.52,23799.72,27418.48,7709.4,19559.76,30578.23,23620.98,4998.48
加:营业外收入,315.83,515.54,470.07,38.0,69.52,49.02,362.2,82.02,108.75,892.51,1052.32,167.89,245.23,1265.79,2168.49,275.62,404.17,2147.72,3227.94,87.67,225.77,1855.8,2511.42,2201.77,2625.37,4679.04,6399.11,69.03,494.91,591.44,968.85,121.25,795.31,1115.89,1230.84,312.15,748.64,1613.07,2821.0,70.34,495.95,892.88,1338.04,800.75
减：营业外支出,24.11,1.62,3.0,0.13,0.13,1.43,2.96,0.0,82.68,97.15,49.35,0.32,0.99,5.46,18.84,3.0,3.5,3.5,11.35,21.34,21.34,28.06,145.81,0.49,38.26,75.51,82.28,10.54,19.51,36.02,198.09,0.46,0.73,14.25,296.3,2.27,28.62,70.78,93.7,87.43,123.44,159.15,181.48,10.26
其中：非流动资产处置损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
四、利润总额,754.77,2876.0,6318.78,2399.07,4905.6,7576.4,10291.53,3867.16,7070.77,10973.6,14966.87,4665.6,8247.49,14196.57,19079.42,3540.93,9562.48,16975.39,23019.73,3908.62,8962.54,14436.93,16168.31,4847.33,6162.59,13205.75,13632.05,5498.61,11682.92,25286.47,30513.33,9315.61,19614.11,27851.66,35421.32,5944.0,15502.54,25342.0,30145.78,7692.31,19932.27,31311.95,24777.54,5788.98
减：所得税费用,38.0,268.6,832.91,359.86,1175.0,1090.96,1475.4,580.07,1069.27,1654.69,2084.26,677.24,1254.34,2135.71,2548.79,425.08,1463.71,2306.97,3285.81,620.03,1488.76,1986.79,1856.95,482.03,962.93,1361.15,2182.47,1008.69,2328.34,4303.34,4718.77,986.68,2803.82,4053.58,4376.49,1042.71,2548.0,4023.31,5077.44,1338.78,4086.76,6365.13,6088.51,1333.24
五、净利润,716.77,2607.4,5485.88,2039.21,3730.6,6485.44,8816.14,3287.09,6001.5,9318.91,12882.61,3988.36,6993.15,12060.86,16530.63,3115.85,8098.77,14668.42,19733.92,3288.6,7473.78,12450.14,14311.36,4365.3,5199.66,11844.59,11449.58,4489.92,9354.58,20983.13,25794.56,8328.94,16810.29,23798.07,31044.84,4901.29,12954.54,21318.69,25068.34,6353.53,15845.5,24946.82,18689.03,4455.74
归属于母公司所有者的净利润,716.77,2607.4,5485.88,2039.21,3730.6,6485.44,8816.14,3287.09,6001.5,9318.91,12882.61,3988.36,6993.15,12060.86,16530.63,3115.85,8098.77,14668.42,19733.92,3302.7,7504.71,12500.14,14366.3,4388.28,5236.36,11900.1,11519.83,4492.55,9357.21,20985.76,25797.19,8328.94,16810.29,23798.07,31044.84,4901.29,12954.54,21318.69,25068.34,6353.53,15845.5,24946.82,18689.03,4496.1
少数股东损益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.1,-30.93,-50.0,-54.94,-22.97,-36.7,-55.51,-70.25,-2.63,-2.63,-2.63,-2.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40.36
基本每股收益(元/股),1.43,0.43,0.91,0.31,0.57,0.98,1.34,0.37,0.7794,1.16,1.56,0.4532,0.6812,1.0726,1.25,0.2343,0.406,0.7354,0.99,0.1648,0.2884,0.4795,0.5509,0.1293,0.1747,0.3807,0.3611,0.1328,0.2678,0.5696,0.6346,0.1891,0.3073,0.4939,0.5567,0.0867,0.2292,0.3773,0.4445,0.1124,0.2804,0.4415,0.3341,0.0791
稀释每股收益(元/股),1.43,0.43,0.91,0.31,0.57,0.98,1.34,0.37,0.7794,1.16,1.56,0.4532,0.6812,1.0726,1.25,0.2343,0.406,0.7354,0.98,0.1643,0.2884,0.4795,0.5503,0.1293,0.1747,0.3807,0.3611,0.1328,0.2678,0.5696,0.6346,0.1891,0.3073,0.4939,0.5567,0.0867,0.2292,0.3773,0.4445,0.1124,0.2804,0.4415,0.3341,0.0791
七、其他综合收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2958.56,-128.97,-1095.68,-2167.49,-1635.35,-640.83,1742.01,3894.62,3919.67,-2046.39,-2.69,2897.07,645.91,248.93,403.41,-2883.82,-5845.95,1163.42
八、综合收益总额,716.77,2607.4,5485.88,2039.21,3730.6,6485.44,8816.14,3287.09,0.0,9318.91,12882.61,3988.36,6993.15,12060.86,16530.63,3115.85,8098.77,14668.42,19733.92,3288.6,7473.78,12450.14,14311.36,4365.3,5199.66,11844.59,14408.14,4360.95,8258.9,18815.63,24159.21,7688.11,18552.29,27692.7,34964.5,2854.89,12951.85,24215.76,25714.25,6602.45,16248.92,22063.0,12843.09,5619.16
归属于母公司所有者的综合收益总额,0.0,0.0,0.0,2039.21,0.0,6485.44,0.0,3287.09,0.0,9318.91,12882.61,3988.36,6993.15,12060.86,16530.63,3115.85,8098.77,14668.42,19733.92,3302.7,7504.71,12500.14,14366.3,4388.28,5236.36,11900.1,14478.39,4363.58,8261.53,18818.27,24161.84,7688.11,18552.29,27692.7,34964.5,2854.89,12951.85,24215.76,25714.25,6602.45,16248.92,22063.0,12843.09,5659.52
归属于少数股东的综合收益总额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.1,-30.93,-50.0,-54.94,-22.97,-36.7,-55.51,-70.25,-2.63,-2.63,-2.63,-2.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40.36
