报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,1594300.0,1298900.0,890800.0,836400.0,2839700.0,977400.0,1160500.0,770000.0,1222700.0,908200.0,860100.0,998600.0,1136100.0,1669500.0,1156200.0,1814000.0,2700700.0,1418600.0,2718900.0,2519700.0,2460900.0,1396000.0,1485500.0,1086400.0,1478800.0,1138500.0,1209600.0,1510100.0,2077100.0,1434600.0,2091900.0,1010000.0,7394600.0,7420300.0,5717300.0,6855700.0,6388900.0,7698600.0,8638300.0,14249700.0,13505000.0,16082200.0,16190300.0,16500400.0,17364000.0,20515300.0,22893800.0,16701500.0,16838600.0
交易性金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5119600.0,3916700.0,726900.0,741800.0,2573200.0,1687200.0
衍生金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,788700.0,497700.0
应收票据及应收账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6348600.0,0.0,0.0,0.0,8470100.0,7343900.0,7982800.0,10519400.0,6487900.0,8046400.0
应收票据,772900.0,906700.0,843100.0,1285100.0,938400.0,893800.0,793300.0,365900.0,252000.0,338300.0,516600.0,211000.0,659600.0,971700.0,1182200.0,1595000.0,2080100.0,2511300.0,2769100.0,2796100.0,1943600.0,1565800.0,2455800.0,2004500.0,1902700.0,1900800.0,2798900.0,2877100.0,2551000.0,2045600.0,2445500.0,1396300.0,1506000.0,1152900.0,1368800.0,1094900.0,1208500.0,1196200.0,1241900.0,1319700.0,1342500.0,981900.0,1266300.0,1620700.0,1446600.0,0.0,1557000.0,788600.0,0.0
应收账款,2374500.0,2671100.0,2343800.0,2294700.0,2946900.0,4308400.0,3620700.0,1298900.0,2171700.0,2996700.0,2907400.0,2659200.0,4533600.0,4572600.0,4818300.0,4309300.0,6113300.0,6541400.0,6851000.0,5872100.0,9001500.0,8404700.0,8438200.0,8139500.0,10212100.0,8738600.0,8006800.0,6846600.0,8114400.0,9670300.0,9351100.0,9083100.0,6349100.0,9361100.0,6216300.0,5612600.0,3995900.0,6325300.0,5829300.0,5028900.0,5626500.0,5056000.0,5428400.0,6849400.0,5897300.0,0.0,8962400.0,5699300.0,0.0
预付款项,772100.0,1068100.0,1252700.0,940200.0,1446200.0,1440600.0,1335600.0,759700.0,872200.0,666100.0,752500.0,361400.0,637500.0,538200.0,914100.0,524700.0,993400.0,889600.0,1226800.0,409600.0,891400.0,675400.0,907100.0,437000.0,633900.0,466700.0,691400.0,421600.0,468300.0,569100.0,603500.0,378000.0,396700.0,480300.0,532100.0,291900.0,388000.0,379700.0,504000.0,374900.0,491500.0,415400.0,569600.0,490100.0,574300.0,553700.0,1046300.0,593700.0,823100.0
应收利息,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134000.0,0.0,0.0
应收股利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27100.0,0.0,0.0
其他应收款,842600.0,1130000.0,710500.0,1182200.0,735600.0,2022400.0,1010100.0,2052000.0,1914700.0,1689300.0,1583400.0,445400.0,2126900.0,940500.0,832200.0,988000.0,854900.0,817700.0,800100.0,736000.0,835400.0,1512600.0,895200.0,880700.0,1029400.0,1147900.0,1068900.0,1316500.0,1166600.0,2195400.0,1153600.0,2925100.0,2243100.0,2004700.0,2358000.0,2145200.0,1689900.0,1912500.0,1070000.0,2559600.0,2340800.0,2315100.0,2258500.0,1646700.0,1766900.0,2443000.0,2565300.0,2531200.0,0.0
