报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30
货币资金,25962.17,49264.56,34044.81,25144.66,44050.55,35221.86,51803.15,39196.17,55994.68,41997.85,32966.89,47436.35,63140.3,74737.36,15717.66,50374.44,38381.94,57888.44,25648.38,20861.83,40037.13,40613.56,11675.04,31524.02,24255.69,8179.94,29337.77,52885.69,16704.1,29076.55,25793.18,69703.88,44835.43,52513.77,68823.74,118661.74,65531.9,88743.89,71147.4,136190.19,156249.58,162022.95,119154.62,182155.23,153267.84,182109.47,224090.0,176043.1,104660.63,228830.22,268249.66,146302.17,267263.33,141519.77,158915.67
交易性金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
衍生金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3171.34,0.0,0.0,0.0
应收票据及应收账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289834.21,0.0,243256.28,0.0,363666.42,0.0,307790.21,442210.97,411719.76,420067.04,404171.35,559475.3,500434.55,464838.79,388992.24,483768.31,471122.29,428784.44
应收票据,32325.04,41522.91,34043.5,14445.47,40874.47,31445.0,37763.61,11306.61,10800.0,14397.04,4892.63,16612.69,22565.12,31384.79,21424.28,18722.0,3261.06,3219.19,9577.64,20184.21,7161.95,26092.23,9195.2,60786.29,62264.54,101461.76,61049.48,78332.19,49665.6,48116.52,42528.47,77574.27,71641.64,63112.63,41209.75,66735.18,48881.81,80390.5,64638.62,74986.4,68953.01,122384.18,83074.5,100992.13,110002.93,105850.1,130846.7,135513.48,106902.09,156434.75,202663.43,203482.98,155945.16,150634.77,205637.08
应收账款,32904.5,30427.47,32007.82,31059.92,46301.98,36534.96,29132.64,36979.74,63209.27,41457.77,56715.91,42093.38,67780.92,59307.21,55359.52,44355.25,115082.86,111156.08,92222.92,99766.78,176146.56,153699.29,148789.66,130711.47,202368.22,141745.02,194765.38,137317.1,249402.72,211692.69,212412.65,155122.89,272849.1,194375.81,191387.89,153076.02,294172.42,209443.71,174540.54,168269.88,247830.54,241282.24,220266.33,206798.08,332208.05,305869.67,289220.34,268657.88,452573.2,343999.8,262175.36,185509.26,327823.16,320487.52,223147.36
预付款项,3513.1,21915.99,35011.08,28092.22,33287.07,17019.67,22131.97,25114.83,25066.07,35784.26,40083.53,25170.2,20710.56,12544.91,34952.16,27074.88,29055.87,27155.75,33993.48,23035.93,26668.26,20997.78,30260.83,9925.33,2346.98,3552.46,11945.64,4236.61,4680.62,2797.73,11663.93,8308.43,2307.11,13129.33,21468.28,23690.33,13143.31,14600.32,22657.27,21519.74,16543.25,12052.12,25018.52,16376.81,12178.82,14220.82,20165.29,16302.24,15073.41,40301.23,73771.68,55103.38,40096.45,55775.98,62944.83
应收利息,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收股利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3541.91,1841.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5812.88,5812.88,5812.88,5812.88,5812.88,5512.88,31543.88,31543.88,28543.88,26325.03,23951.76,21126.76,0.0,16416.76,14536.76,11716.76,11716.76,15932.86,15932.86,15932.86,15932.86
其他应收款,11510.6,3033.77,2668.53,2192.38,2243.5,2434.4,2512.23,157.31,451.32,347.71,413.5,328.56,408.09,339.83,481.17,256.83,442.97,573.5,805.57,122.87,245.49,341.0,382.49,212.63,291.39,530.02,388.11,126.71,222.1,243.18,563.85,84.6,166.55,187.58,222.13,4870.41,3328.59,1727.83,1809.69,1641.52,256.18,409.03,444.0,240.61,514.67,583.23,27852.33,8319.9,0.0,4750.83,0.0,24308.89,0.0,31165.94,0.0
