报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30
一、营业总收入,4297510.63,9412380.3,14424294.5,19155898.6,4702639.31,10364160.21,15979201.98,20063800.86,3232956.34,6548090.21,10651482.29,14852526.9,4433660.16,9793536.77,14914430.26,20241345.12,5401829.17,11114925.81,16732460.94,22285655.12,4741946.72,9810064.32,14608614.81,19151213.77,4643592.89,9625941.71,14250443.47,19002596.66,4684498.96,9779261.11,14388142.55,18778900.99,4147316.16,8094365.38,12244910.32,16411713.55,3534221.23,7811131.21,13361107.09,18571028.82,8512234.85,17014711.18,25213974.96,28949779.19,6754632.32,14872236.95,22561969.78,30520486.68,6547784.16,14108748.77,21721036.2
营业收入,4297510.63,9397601.35,14402052.09,19127349.35,4695605.02,10347344.58,15954334.05,20033177.38,3227880.3,6538236.98,10636795.67,14832636.39,4427766.18,9781191.33,14895164.46,20214915.24,5394003.85,11098909.64,16706710.11,22250468.47,4731122.81,9790173.01,14579099.92,19113553.68,4635466.72,9609958.93,14226357.28,18968837.97,4674776.14,9759840.19,14359168.68,18741364.01,4138594.85,8077060.72,12219173.82,16378954.85,3527345.14,7799279.98,13343532.69,18545864.96,8501005.24,16993250.87,25183746.95,28909290.03,6745371.92,14853409.01,22532017.03,30477946.26,6537824.01,14087594.67,21687560.57
二、营业总成本,3776665.27,8257178.96,12969071.99,17360768.63,4143164.07,9106829.45,14374288.59,19301442.65,3220204.26,6529195.84,10226303.99,14211755.09,3950051.72,8765904.98,13594505.91,18658643.12,4999136.56,10456088.18,15950967.49,21464081.89,4646127.18,9582467.94,14303390.54,18911733.38,4424994.19,9144828.59,13644652.04,18305405.87,4476268.02,9352769.65,13741059.85,18055051.59,3924676.42,7694223.69,11982800.03,16331054.9,3304754.22,7330788.99,12613481.73,17559492.07,8008837.87,16265158.47,23983718.17,26797794.76,6092566.73,13670440.86,20734230.99,28192934.78,6241584.05,13485903.65,20831417.85
营业成本,3581867.73,7741499.7,12174197.13,16292558.8,3957750.34,8600767.89,13427832.73,17589382.73,3115050.62,6207529.2,9689877.04,13433245.83,3757089.87,8337286.56,12964000.22,17781674.32,4790894.79,10034823.74,15343242.12,20304072.09,4375372.53,9024119.39,13506560.85,17687935.88,4218818.81,8726674.35,12991374.57,17171819.98,4222250.23,8820425.35,12936319.91,16893113.55,3662474.82,7152536.97,11004392.34,14925835.62,3087057.55,6707025.99,11711850.83,16185137.41,7492956.03,15278896.68,22440630.85,24842510.24,5642652.65,12627521.86,19028447.92,25908499.6,5873045.43,12530487.21,19363064.09
营业税金及附加,22943.01,44370.74,86782.79,125236.06,32505.84,67963.77,106851.55,121913.58,18088.99,36014.26,46042.03,56963.43,14964.96,31626.51,41085.04,52505.52,12722.38,24045.88,37038.6,44120.45,5095.26,13448.88,17678.04,30798.73,12829.24,25663.79,32537.48,41366.65,14181.73,28733.5,38871.83,47050.27,10600.6,28432.22,36286.74,46620.14,13909.16,29743.87,37501.71,52349.91,45178.9,93447.16,142302.72,187990.44,47473.74,84936.7,123361.22,162349.64,29544.04,63462.52,95525.88
销售费用,45978.01,95579.03,147830.26,201837.0,47591.49,97404.12,152812.51,185251.96,30679.04,63352.77,100284.53,145874.09,40367.42,79727.55,125403.03,178462.01,41275.44,88333.4,139059.19,194953.59,44113.89,89235.45,137209.36,192562.2,40901.78,87414.7,133755.16,196304.1,43425.22,94492.97,147813.03,220034.74,49846.8,97149.78,149511.38,215276.27,48997.02,101649.97,149032.69,226762.51,74119.12,159050.43,230973.25,336645.2,72954.15,163594.41,244801.31,349270.81,69218.65,157245.27,240294.27
管理费用,93374.86,216131.57,343914.8,521955.67,119659.26,270594.69,425198.96,567634.58,93388.42,202753.44,318552.52,459211.51,101106.33,224869.08,360678.57,530437.04,136190.49,280997.24,417969.49,858366.22,210736.57,389325.82,554037.88,723755.97,135610.02,290355.81,469885.41,688073.13,162770.12,347297.64,536332.53,772823.62,174422.5,349414.08,516015.42,728661.23,114770.71,336192.89,498941.43,758798.17,232148.77,455602.73,762798.48,963197.55,277465.64,569924.73,497809.54,592662.12,101393.68,265276.66,363002.85
财务费用,29545.34,52241.88,80413.95,95505.16,9275.01,44941.45,118048.97,209574.11,52069.28,89266.15,130637.51,167550.35,36524.35,64004.5,71486.41,80657.45,5570.57,6609.45,1797.82,7232.05,32486.27,49949.59,68065.43,41567.97,4522.28,-25088.79,-35557.16,-54413.16,40073.61,54598.81,60811.6,48771.39,19941.99,44427.18,220971.23,239256.72,52841.97,115676.68,175272.8,218597.22,84014.9,198990.53,282506.68,337041.85,24111.01,216634.21,369628.2,436607.13,54477.64,122385.66,191829.43
研发费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,457656.38,703059.12,137505.58,338560.13,564383.13
资产减值损失,2956.31,86483.38,103106.25,81045.17,-33753.96,4112.58,113893.67,589386.82,-96011.15,-86516.55,-67471.89,-63510.44,-4204.21,20422.78,19825.28,18768.56,7977.71,11688.04,-2922.88,35030.26,-28270.69,2949.2,-955.11,208410.0,6333.91,28263.2,35382.21,238831.73,-12586.48,-5372.93,1781.92,47512.75,935.21,9050.51,35105.34,148672.97,-19027.59,30205.94,26257.84,98068.44,74879.73,69955.64,111422.12,112529.11,23809.13,252.29,515.59,23139.1,-30171.93,0.0,0.0
公允价值变动收益,-612.02,-7663.36,10853.7,2780.64,-5554.27,-6640.92,-4064.68,342.1,-4637.34,-6194.16,-11374.45,-10740.37,-4657.68,-332.42,-291.64,1206.36,-387.69,-668.66,-1393.64,-730.57,156.7,3427.67,-123.02,-1297.56,1628.3,2615.62,2413.85,2758.57,380.6,-1926.77,-1437.42,2334.68,-7594.23,221.4,-3922.88,565.8,-17595.72,-4725.47,-1349.26,10281.19,-1487.98,-754.82,-14089.69,-18414.47,-29282.17,32595.48,48392.06,18968.92,-3146.34,6922.24,19383.01
投资收益,43996.94,87141.43,134181.12,149862.29,29006.83,59519.09,74843.35,67716.6,-4383.01,63132.43,78546.11,95345.19,34432.94,42648.3,46644.38,82668.15,14122.34,17842.25,27964.71,63047.07,21323.65,40738.39,108609.25,121469.08,1283.24,29138.08,53884.09,68405.42,2157.05,21783.01,21695.16,37890.6,2951.37,42472.15,27181.95,103820.75,6918.87,35585.07,67884.17,137707.71,41620.88,139576.83,262524.62,304227.12,57040.33,169623.52,255330.04,412289.83,70347.09,203418.32,274257.09
其中:对联营企业和合营企业的投资收益,18742.84,44521.1,61740.91,0.0,22100.52,41945.56,52247.96,24723.37,-6705.24,2166.99,13029.42,26437.67,15817.11,24853.75,28575.8,44490.6,11543.71,9226.76,15247.47,26023.8,6633.14,10859.03,16650.41,20702.66,-303.08,5150.31,11045.82,17480.24,1639.29,7985.02,10619.57,15489.02,742.35,8534.17,6855.36,7802.25,3384.51,11098.4,20135.84,33180.27,19784.08,41577.87,54308.65,67262.99,40057.21,75520.0,99897.68,135870.0,31354.73,81149.17,128796.99
汇兑收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三、营业利润,564230.27,1234679.41,1600257.34,1947772.9,582927.8,1310208.93,1675692.06,830416.91,3731.73,75832.64,492349.96,725376.62,513383.71,1069947.68,1366277.09,1666576.51,416427.27,676011.24,808064.53,883889.74,117299.88,271762.45,413710.5,359651.91,221510.25,512866.82,662089.38,768354.78,210768.58,446347.7,667340.43,764074.68,217996.87,442835.24,285369.36,185045.19,218790.17,511201.82,814160.26,1159525.65,543529.88,897164.27,1509023.41,2492417.04,698621.85,1420717.45,2178983.15,2818330.83,380573.07,871782.41,1246858.86
加:营业外收入,3011.2,6460.84,15347.29,25657.68,3442.33,7239.37,13760.84,47247.75,14121.69,20697.55,27499.65,49559.93,15909.95,19809.06,26314.93,58984.0,4717.16,11372.46,27738.6,64641.31,36436.93,1022689.64,1037415.79,1050248.9,9804.91,18650.3,32717.67,88237.23,8766.5,21092.72,76357.66,118062.01,4810.96,32390.78,49890.1,66822.8,7113.17,17002.64,28949.96,43909.51,13013.02,15210.68,25091.61,27452.64,5932.24,9051.47,21711.23,31155.81,3493.12,5125.43,9573.19
减：营业外支出,3030.43,21152.04,25649.97,42661.84,4528.55,16147.92,40665.4,62228.09,3752.93,6979.46,12521.72,45481.01,2386.97,6208.15,11376.03,17937.2,3815.18,8682.55,12911.51,22518.52,3854.03,61028.45,64170.67,95935.53,6246.31,13716.07,37871.31,55615.87,7553.73,20303.05,49320.88,54359.31,2312.69,35300.94,40013.9,66454.92,7632.01,26009.23,32375.87,51452.34,51996.83,60978.31,81112.19,116356.67,12702.43,21814.06,43823.22,67880.87,23170.1,45397.68,59210.87
其中：非流动资产处置损失,2123.52,13809.86,16820.49,27577.16,2702.05,11377.34,35002.89,32390.67,2620.8,2754.98,3636.96,34202.2,1493.86,3334.35,7753.15,13338.63,2707.5,5507.07,8574.85,17888.61,2290.87,56966.32,58874.64,77956.77,2932.19,8589.25,31242.01,47223.49,6502.62,10074.0,36072.61,42274.79,2066.16,33322.42,37819.49,63869.01,6999.41,22854.74,29457.45,47153.75,49867.81,55935.06,71924.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
