报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30
货币资金,103922.47,81888.53,91207.84,89835.86,87115.74,46158.78,110473.65,128154.29,260866.46,216984.31,209785.33,191220.59,193551.15,162762.57,223159.94,238344.6,186495.6,279962.3,245911.49,279519.55,175504.0,93704.59,282936.78,407457.29,520347.03,261336.38,247086.23,384565.66,280226.61,110912.32,116975.83,292864.07,184361.45,194948.4,168211.59,242669.22,149887.22,143214.88,272786.38,330368.86,436463.29,269084.31,506844.08,616280.42,591492.7,382685.2,383305.95,261794.1,156417.89,163652.61,217880.97,345533.14,533109.44,459896.0,746272.77,848588.5,997912.66,520443.7,820056.86
交易性金融资产,0.0,0.0,980.24,0.0,5.06,11.51,7.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201266.27,187023.78,384579.13,286839.17,337938.53,305271.39,334980.25,261323.72,904865.1,573562.0,642324.27,343983.88,201635.39
衍生金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.73,16.76,0.0,51.04,417.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收票据及应收账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16101.92,12436.52,14578.13,14814.55,16166.49,13700.59,17403.14,19011.51,21296.37,28015.78,24308.49,23030.05,28050.92,29381.34,29035.93,33143.49
应收票据,3741.96,3073.96,6221.72,6738.19,4524.62,5301.03,7239.53,7110.75,16094.4,18746.13,4821.8,1350.0,3390.0,3892.5,3301.97,5316.76,3475.12,1201.0,2892.46,2589.38,3585.0,3714.0,2946.5,3996.82,3299.58,3103.92,4608.42,5649.76,2629.0,4729.81,4817.4,2384.46,1709.85,2984.55,3384.12,3417.56,2502.68,5944.14,3864.87,6023.38,5600.63,4858.5,2635.13,2597.57,2092.69,3410.21,3788.9,6199.49,3287.0,6215.91,6421.85,5896.52,4250.59,2830.0,2650.0,4460.0,6515.0,5914.0,3440.0
应收账款,2892.5,3107.5,3674.93,2966.25,5636.23,4991.54,6545.76,7143.49,6331.26,8744.28,8938.62,8554.25,10276.56,13386.66,13720.63,13687.55,11843.76,13128.97,19923.57,21236.63,17066.5,35496.03,24704.35,22590.82,16436.1,22980.2,20225.95,19454.44,14303.42,15393.97,14509.32,12934.71,11565.71,11978.09,11757.57,13174.41,11530.78,11221.76,10468.57,10083.56,9483.09,10958.9,10976.43,13504.35,10343.83,11167.92,11025.65,9966.99,10413.59,11187.23,12589.66,15399.85,23765.19,21478.49,20380.05,23590.92,22866.34,23121.93,29703.49
预付款项,983.12,1708.56,2648.91,1980.71,6864.31,1022.58,1188.7,1383.05,1327.27,772.82,1256.96,1129.57,1325.98,4654.42,5832.78,4953.54,1025.11,8669.76,7270.82,12684.95,6146.67,5372.53,10665.85,6330.56,7506.27,12046.38,11975.62,7873.8,4518.27,4244.29,3825.02,8013.77,5452.51,3229.38,6181.75,7657.63,3005.08,3424.33,2982.65,5758.61,3207.39,2863.53,3795.3,7531.36,3414.92,3018.99,3268.55,6405.02,2340.98,4538.06,6802.62,21202.79,32050.58,36472.24,41606.38,24545.8,16045.04,7287.62,26945.16
应收利息,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.84,58.16,32.0,28.5,378.68,0.0,0.0,160.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.55,34.74,0.0,0.0,0.0,0.0,0.0,0.0
应收股利,2683.83,0.0,0.0,399.62,0.0,0.0,0.0,0.0,1421.4,318.97,1893.49,0.0,2481.77,2014.31,2014.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1737.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1387.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他应收款,816.49,2276.15,1289.79,603.37,1126.99,1354.82,1346.84,837.36,1378.58,2203.13,2064.85,1820.15,2509.09,3598.92,4145.01,13643.21,11154.98,11488.25,8394.66,7802.39,3220.39,3702.36,4553.03,4900.27,5727.63,4202.52,6691.23,5568.16,5873.66,7926.63,4988.64,8048.22,8586.18,8327.97,6892.32,5313.11,10355.31,10471.92,8569.23,4768.26,6496.97,4774.16,2972.48,1043.25,1138.33,967.96,5934.89,3255.17,0.0,7870.62,0.0,8537.95,0.0,5037.96,0.0,5530.57,0.0,3768.61,0.0
