报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
销售商品、提供劳务收到的现金,74365.37,153936.12,225345.14,333941.46,89983.45,201296.69,298744.35,425065.82,101223.17,283732.4,468914.68,644810.51,161800.87,347325.75,571536.51,698837.8,174642.61,403749.82,685192.56,919154.0,212348.24,549751.64,843305.66,1214933.63,268345.17,592366.04,1101388.77,1701264.95,369262.59,767399.94,1212995.4,1840677.78,356008.33,843113.26,1343711.5,2060233.44,438666.42,1099354.55,1724655.8,2526804.84,538956.47,1247722.17,1973348.28,2905381.06,565082.56,1351672.75,2148654.76,3099294.71,717741.69
收到的税费返还,1748.84,5055.89,7691.56,11845.6,1475.73,3852.49,5102.61,7994.89,1499.33,4018.91,6595.57,9652.07,3642.23,6663.81,8522.54,10243.97,1844.91,5102.34,5274.12,9139.34,1075.53,8674.82,9939.5,14579.21,8562.04,9988.92,15082.01,22805.58,1458.55,5407.24,9303.58,10481.21,2293.16,4387.21,7733.22,8726.38,5482.66,8960.39,9778.65,13024.84,5561.84,8072.5,10701.74,10446.03,8383.89,13865.36,20822.66,22018.05,4419.26
收到的其他与经营活动有关的现金,506.28,4609.71,7090.35,4500.44,538.36,691.74,4814.82,757.19,3240.51,43406.03,103220.52,173342.23,3921.76,5544.68,6950.1,9171.58,2928.91,5662.23,6309.63,6194.1,2072.09,1945.45,3668.21,5106.36,2976.93,4950.22,13359.59,43467.72,8807.89,10254.44,17978.14,49751.22,6763.13,13219.2,46438.72,50531.83,11726.59,29316.84,46386.39,44810.39,13619.1,29307.22,44777.45,45891.06,20337.61,69357.09,80444.5,95552.48,40330.32
经营活动现金流入小计,76620.5,163601.71,240127.05,350287.5,91997.53,205840.92,308661.78,433817.91,105963.01,331157.34,578730.78,827804.81,169364.86,359534.24,587009.15,718253.35,179416.43,414514.4,696776.3,934487.44,215495.86,560371.9,856913.37,1234619.2,279884.14,607305.18,1129830.38,1767538.25,379529.03,783061.63,1240277.12,1900910.2,365064.61,860719.67,1397883.43,2119491.64,455875.67,1137631.77,1780820.85,2584640.07,558137.42,1285101.89,2028827.47,2961718.14,593804.07,1434895.19,2249921.92,3216865.24,762491.27
购买商品、接受劳务支付的现金,71359.79,157870.63,236196.24,329599.37,86646.1,195696.97,287075.53,402433.35,104341.64,264768.15,468388.6,684551.5,198371.35,400864.89,617856.48,709624.08,184119.15,411733.21,649020.08,867633.83,230686.94,474769.08,712302.84,1057058.68,304501.72,610890.61,1095727.43,1607340.83,367488.26,744228.5,1134456.67,1650904.74,386499.63,823638.0,1273929.68,1793899.7,457631.6,994329.69,1579692.82,2246313.42,541255.47,1194660.34,1854150.52,2549449.82,611372.08,1262525.5,1956745.86,2554284.21,709312.31
支付给职工以及为职工支付的现金,1042.81,2228.84,3606.64,6713.93,1205.38,2349.91,3771.04,9866.02,880.66,2321.21,3803.26,7060.28,3951.75,5969.0,8381.85,11182.1,4770.38,7435.8,9958.5,15040.15,6413.04,9696.21,13051.54,21632.9,8719.46,11421.15,34061.26,46417.7,17126.42,27659.5,38085.06,52087.91,19665.97,31481.1,44734.35,62694.83,21636.85,34850.7,48936.17,65192.95,27377.26,44510.83,62456.86,85892.33,30362.57,55126.73,78372.64,107928.29,38776.63
支付的各项税费,1703.15,2896.51,6218.92,8189.01,3383.17,5959.95,8165.55,15607.46,4042.15,8887.48,12069.06,14689.1,3018.1,8463.07,12224.56,21884.2,5467.25,10838.72,14159.34,26018.83,8064.83,16887.47,22743.23,32442.59,7310.71,15768.29,32181.78,45980.39,12581.41,23971.46,39437.09,50627.36,14060.61,32484.38,47530.82,58571.19,20208.02,45290.12,64900.51,93553.4,22856.79,56815.98,81819.73,110356.1,49842.79,108763.63,150108.26,161030.02,52449.38
支付的其他与经营活动有关的现金,1916.79,4957.3,5883.38,8540.89,1910.72,4255.01,7647.46,15411.71,4265.13,6826.74,17845.89,24606.62,4068.4,6260.82,10877.92,12677.43,3588.95,6601.37,16411.78,20056.34,6393.2,9533.79,18829.59,27359.59,10597.34,15838.52,27374.25,69223.16,19595.95,29803.34,56109.55,47805.76,18643.71,34842.38,65232.71,102100.88,22885.1,45667.94,83214.5,79176.42,32091.93,68252.27,119114.15,165102.01,46975.3,156569.14,243184.76,393596.94,101332.88
经营活动现金流出小计,76022.55,167953.28,251905.18,353043.2,93145.37,208261.84,306659.58,443318.53,113529.58,282803.58,502106.8,730907.5,209409.59,421557.77,649340.8,755367.81,197945.74,436609.1,689549.7,928749.15,251558.02,510886.55,766927.19,1138493.76,331129.22,653918.57,1189344.72,1768962.08,416792.03,825662.8,1268088.38,1801425.77,438869.93,922445.86,1431427.57,2017266.61,522361.57,1120138.45,1776743.99,2484236.2,623581.44,1364239.41,2117541.26,2910800.26,738552.73,1582985.01,2428411.52,3216839.46,901871.2
经营活动产生的现金流量净额,597.95,-4351.57,-11778.14,-2755.7,-1147.84,-2420.92,2002.2,-9500.63,-7566.57,48353.76,76623.97,96897.31,-40044.73,-62023.53,-62331.65,-37114.46,-18529.31,-22094.71,7226.61,5738.29,-36062.16,49485.36,89986.18,96125.44,-51245.08,-46613.39,-59514.34,-1423.83,-37263.0,-42601.17,-27811.26,99484.43,-73805.31,-61726.18,-33544.13,102225.04,-66485.9,17493.32,4076.86,100403.87,-65444.03,-79137.52,-88713.79,50917.88,-144748.66,-148089.82,-178489.59,25.78,-139379.94
